audit_case_key	corpus_snapshot_key	normalization_pipeline_key	normalized_expression_identity_sha256	representative_expression_identity_sha256	representative_observation_expression_identity_sha256	occurrence_count	document_count	primary_stratum_code	stratum_codes_json	audit_split_code	selection_ordinal	split_ordinal	selection_sha256	tuning_eligible
audit_case.round2b.sha256_0c389b3201c153f86f63c71779582df7bf70d056eee6771bd34cfd9e7d4f0735	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	b62c9bc45b18e5cd5bc2ecf53ed9c0bef37f1741d422756fca75ea91bda80df7	0e70a07f479754e96348a09974e616f2bf51dbde6e30b4daf469a7acb81c4754	072a8e1c3196386b4c6315b7e249d05a372548c867492e52c2d62b366582c770	2	2	unresolved	"[""unresolved""]"	development	91	27	0c389b3201c153f86f63c71779582df7bf70d056eee6771bd34cfd9e7d4f0735	true
audit_case.round2b.sha256_0c99ef1af43da86431d0e8e4a55aa4750012530649dce5a06cc1a994ddbc8553	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c4b4e55a22c2cea3ad7be9955f7908a6aef9d03b0e12e00b80182409b0dcb2b6	c67e9caa7e478bbff52af158b3ccc39d35b6ae4e5e290e3266648c6e60fcc9e6	05d2e864e02c015f9abc70b92ed17ca56ab1e52118e204c12edebf4c7b55380b	1	1	unresolved	"[""unresolved""]"	held_out	92	65	0c99ef1af43da86431d0e8e4a55aa4750012530649dce5a06cc1a994ddbc8553	false
audit_case.round2b.sha256_0cba1be8cad4c9370651fe1871f912a31d6755a243f8a0712803c176a32b2647	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	ed3207b30bf3aa051fed4b36a18b7cd8af535b050c4b3957a4e764c91978262b	f46b58eb1ec565acc2d85324602ee4e185e8229a49461bd6a9e494d3e4cfb9ec	009b014bb5ffe1a333766478579265e3c2118890be79e990d6ea276300b33c14	1	1	hard_negative	"[""hard_negative""]"	development	93	28	0cba1be8cad4c9370651fe1871f912a31d6755a243f8a0712803c176a32b2647	true
audit_case.round2b.sha256_0ce956dbcd72ad69ffdadbc4ab6fba6affa1ff7df36600f3ff0729589dc3877a	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	97550a0e565fef741cba39b9f1cda65ba9024284b62e29e02975e18fd8c48b87	fcf59e67f707b2d6239e6fded6f683cd3b65acb6f3a9997c88724496bf202698	2200ae1cbdf70cebb6e4570221fdd50e0504a00d608ee3b4e084f0a183a2c5e7	8	8	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	94	66	0ce956dbcd72ad69ffdadbc4ab6fba6affa1ff7df36600f3ff0729589dc3877a	false
audit_case.round2b.sha256_0cec2c3132d88b9613b88f98dcd18d60e1afc435e067e3eb4a249799fe640172	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	848e61467d95dcbb09a882c856b21447b69bb4065d164de30358626254512a38	ad549879528bfa68ff4d2da3b217e103791dcfe5e651a93cce9062ef1412c713	8f95780424e9c864e1160771167e19b1dd1e6161c4fafd92db31ad63f7f3c2c8	1	1	unresolved	"[""unresolved""]"	held_out	95	67	0cec2c3132d88b9613b88f98dcd18d60e1afc435e067e3eb4a249799fe640172	false
audit_case.round2b.sha256_0d1e9fe65df1ce52940f828ec0baa98c8bdeb8ad66a5e0eacc5ddf101fd4f933	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	edd09d8d7efee6ad29eb1f29b4019ffb3f0770f6552fecdf8d64677a05092e92	c5bbac9d1f669d8043451b87696737d525093aea078d67106a21f7563fcecf10	811980cd8b02e7ea4ccd49ac49ee667e6db40d69b5a713f79aae85c0ac84e6ff	1	1	unresolved	"[""unresolved""]"	held_out	96	68	0d1e9fe65df1ce52940f828ec0baa98c8bdeb8ad66a5e0eacc5ddf101fd4f933	false
audit_case.round2b.sha256_0d38c4a595a20c488502a7ff86faa3bd7604c83b85335379c1a3ecfc7fdaff3b	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	17f148931a77c8801d58d5415829695599df90dd86b136740e6c6e717477aa16	f5cc0398ba557617a43ac951b6d14953c5fa1f9a95decf5f18c919047bc58370	c24627dc300b5e40626ce6c58ff0d35834d20deb05b59539c7f6847d6a87e332	1	1	hard_negative	"[""hard_negative""]"	held_out	97	69	0d38c4a595a20c488502a7ff86faa3bd7604c83b85335379c1a3ecfc7fdaff3b	false
audit_case.round2b.sha256_0d3d8c4df4ddef85797c14e32d9f99b902de7423fa3682e627b7b77616b5e0c9	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	8808dc4b7b437157cceebfc71c7def5348a4cc7a0c4eb79a310ff516dbafadfc	0ea234f569e487fb7228839757120c778b0457da23367c90e9f6397b57e2bbd5	61f0e62ca92fc3a565f521ffc2c207470f794219eec75413f417ae8f74323ccc	1	1	hard_negative	"[""hard_negative""]"	held_out	98	70	0d3d8c4df4ddef85797c14e32d9f99b902de7423fa3682e627b7b77616b5e0c9	false
audit_case.round2b.sha256_0d588943240b3b430a156c371041b22924e210b50f04fb6da684a09f44b33ca1	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	641389f4776334dec98d6af22da7c7b5e551b8c36736b915deb7cfeea612fd5c	3aca0ef2c6d961213692d4412fedb44df5b508cbde0ae5914be8a843e87f6539	555dec531380ad283f501caaa8a7e29cf34659a72bd9334c84eba2588d819662	2	2	hard_negative	"[""hard_negative""]"	held_out	99	71	0d588943240b3b430a156c371041b22924e210b50f04fb6da684a09f44b33ca1	false
audit_case.round2b.sha256_0d68719f2515886308000fc54aa1716d55257e1d74f16d3b4c831fc5ca5582f2	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	dd36f4cc3336be538eff8500969c61256e50ff63ca4dc4835a266b73d0f03344	9c20a34eaff8d48ee3977b4d030c752de51314c074b18dcb84f950e42d208ef0	8853e65e5bb7e845bf29e1f3e67887d956a46b7654b93ff1d31665f99df2b559	1	1	unresolved	"[""unresolved""]"	held_out	100	72	0d68719f2515886308000fc54aa1716d55257e1d74f16d3b4c831fc5ca5582f2	false
audit_case.round2b.sha256_0d92514b6a7cf83d86966792bb91a1388e9aab6ff8834990582595988657e6a6	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c7889d94b963ea2819597c8f425532bb330dc43b94cdf416012295aa460c430a	d0d546ec1cc772dcf49b63c5a4813462318d6bd45338a985dc5f8e4980afc5de	ea4764c23dd08c64b0cba97c06c328d1d29efabac8ae27e6f771b37d9df94d61	2	2	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	101	73	0d92514b6a7cf83d86966792bb91a1388e9aab6ff8834990582595988657e6a6	false
audit_case.round2b.sha256_0da0f23482b12c09ffd0e375c6b466ef5a2e210cccc68c553a58066041727097	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	2703629261597098b73148d8ec933f8c4c8ab6ceb61e272e84b7a51838060a2f	a4dccdd3c6a833bfd99bc08dc26e70ed713decce3d704756a27bb91300c01e16	1f3d0961aa4374f64c8e36f81a202af564c03dc62e436ae6adff86c797e8362f	1	1	unresolved	"[""unresolved""]"	held_out	102	74	0da0f23482b12c09ffd0e375c6b466ef5a2e210cccc68c553a58066041727097	false
audit_case.round2b.sha256_0da5c56451b09857f18e4229553eb74f4547a145b22c1ea51f0d1ca9f78a8c6a	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	774af7d49aee02f8b29c53b4b81fd7f041228c2089b052c9d7e39dfc3b702f1a	cefd7dd5305bbfa12884f70a0b2a03533dd629ec7b7fc06fd168ec1a27a6eeb3	660d924fb6a268cf544e941c0bd2385401d71a34b2195e87762332da868b8eb7	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	103	75	0da5c56451b09857f18e4229553eb74f4547a145b22c1ea51f0d1ca9f78a8c6a	false
audit_case.round2b.sha256_0de7dbc143557b1dd814c771ec76ab4f590244edbf1499fe0780ffbf25a333ef	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	a3dce2fd8b03ec61b23d8154d1f8b4647ad6442b170927b2dbc09463f9fa4293	7b2af634393cafeaaf41ea4442f6b42006c6345c064710f01eea9b70ccfdbb13	d4bdb310783fe35742e0efcc17a6a598ec57bc1056794dcb045187cabeac0249	1	1	hard_negative	"[""hard_negative""]"	held_out	104	76	0de7dbc143557b1dd814c771ec76ab4f590244edbf1499fe0780ffbf25a333ef	false
audit_case.round2b.sha256_0e41f0d739a8d4c3ba3cb0bb3e90c8a0cfd55f6d0c8b41484b24feed67047134	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	5c4228b364b80baab33bbbfa74d8b2b1e7cb974974cab8f3b5b8b023e5835e0e	39da581fd4eaec8a6abca152c9ba5486328e0609da4a23d6a1ab761d56abf295	ba67017920b70c8edfc643a3c0975b0bcf405a6e8265922b14226b4977b2ea93	3	3	unresolved	"[""unresolved""]"	development	105	29	0e41f0d739a8d4c3ba3cb0bb3e90c8a0cfd55f6d0c8b41484b24feed67047134	true
audit_case.round2b.sha256_0e4be137c4ded070f1ea8f42ceb0e36f2a0cb60c0abd299c2e5f0f6f4072c67d	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	de42e422982f244fa9958c58c946af1885e485bc2e9a1edf5dd0fa44ff0a2d9b	cecaa443f0e5ca56bec88bcffa5c2b0165992085ec7c0f6d442077ccd11b9510	d79bab650d4980e7b6e4cd7dd3f4c6e268e6b84b24206fd6e3cfae6b70b37788	1	1	hard_negative	"[""hard_negative""]"	held_out	106	77	0e4be137c4ded070f1ea8f42ceb0e36f2a0cb60c0abd299c2e5f0f6f4072c67d	false
audit_case.round2b.sha256_0e996166abe1bf72c2728912d0b16ccfac13c9350fcd65dc2121a99b8c75c9c2	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	90e545316c5ee0fe304ec0e7ac7ab3bdafa7468931248b89bd0c4725909c2a4a	7057694c33ec856031e471a056dc67d77eb26c1ee30b698cfb0fd1831afb4cf9	15a1360936a478aa0d1d10f0c0a7aa57bd6d31e978113e10e74eca938d42f8cf	7	7	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	107	78	0e996166abe1bf72c2728912d0b16ccfac13c9350fcd65dc2121a99b8c75c9c2	false
audit_case.round2b.sha256_0f18cfe6ee38e935d5ec6cc0f3a02555ccbae09b258cbcf94b9fedc3696cf624	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	1a3a0319c391a39c07ba5532298861d3eb5ee19f8e4a4ebd7c9307fde5f5c91e	268f9e08394745affaa51825fde6aaeeaa55398c53c9c9d5eda405557b3157e2	240c730df7897c3b735861b7a0f662e1364a8cac0bb83bfac988d111caeea1cb	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	108	79	0f18cfe6ee38e935d5ec6cc0f3a02555ccbae09b258cbcf94b9fedc3696cf624	false
audit_case.round2b.sha256_0f27025f01086070d9c08618ad9ad8fa3b086283c9f8d78bb17eac5cbf465f55	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	72d8a6fe896b28d36ce273880f90908efd6940354e27753103aef0e9188dd1f4	8402a1fe7d1e592cb8e830e702f24f6456bae300eeab78ebe931030b7ca130c3	2a3e32da2d9de652b6b4f8022c06baded1ed049619dc30b72be5664f4dccddc2	2	2	hard_negative	"[""hard_negative""]"	held_out	109	80	0f27025f01086070d9c08618ad9ad8fa3b086283c9f8d78bb17eac5cbf465f55	false
audit_case.round2b.sha256_0f5caae6036a574f7543be66dbbf903796d0480e1eb58b95b430f92cc09480a9	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	308f50aa3bf5dfd1e8eef46071b6f522461d1593a0a80ae8d3d93050e314be53	5a6bec426ffb30d9e08806902564a56c140a59bd1ce7264ab71324010d7eb553	04b56de7fd18b32b96ed9817030f9afe58b5f1be1164c3f97401a95ef2e83387	4	4	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	development	110	30	0f5caae6036a574f7543be66dbbf903796d0480e1eb58b95b430f92cc09480a9	true
audit_case.round2b.sha256_0f92687096bd3b52cc1ba7fd5764fde3e9f18e3691df38aa57ecf418d9f93c3e	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d7645f431750a1aaee455a721403a6d74fba1296c86083724f8f1df20a05bd39	131f191100998f87d8f25c7174fa879ec4e19b28a7bff25631bf5c284b8005f2	f4cb54b90813d52381e1ea76d957e1181edf006300287ef70f7bb9eb3943db8d	1	1	hard_negative	"[""hard_negative""]"	held_out	111	81	0f92687096bd3b52cc1ba7fd5764fde3e9f18e3691df38aa57ecf418d9f93c3e	false
audit_case.round2b.sha256_0f9529c48d29b5f6169684ccb53118ece0626bd7592746a1f7336d7d5cc462bb	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	e9581d3b097851daf17ff174852450b163a7f46e213a5959b2f0b1dda9930ce9	aef3c01613b50a45fe2dcdad5865e62f0a0eea56f89d26fb58c1cab0891221d8	f2d5fe2c2fb7f167519c3c73a41aa0a47f8b2105658ba558829b9fe9a7ed2df5	1	1	hard_negative	"[""hard_negative""]"	held_out	112	82	0f9529c48d29b5f6169684ccb53118ece0626bd7592746a1f7336d7d5cc462bb	false
audit_case.round2b.sha256_0fb053b13adb0c42a41fa90a697ade19bdde6f85d274d68df4c096966ec784c2	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	6ddd590e6c0e8f5ed915f660667b65ec33293f538b95e81149c5dbc7c1fccd6b	0e7d34785c27076bb2ee9e9a7c68abd5bae42c65a3d5491fb6fb3b3056b6b856	52a82bb9bf7b05b82d43bee70d0ad6413835263e492b75f04fa979e251418833	1	1	unresolved	"[""unresolved""]"	held_out	113	83	0fb053b13adb0c42a41fa90a697ade19bdde6f85d274d68df4c096966ec784c2	false
audit_case.round2b.sha256_0fcc53d5e276f68203e5def8214776c7e33bdf3406e65405c4f9e2847da9b179	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	0dd60107c7e0c052c44f8228424084d72dcfcccb5c5ec967d46218623708b608	cd79b11e94630746b826f73c5dc8d9b08f497a30be35bbdd7cce2a5cf1461f7b	6852472ac9f4d9cbded63fcd0b7661be002b9f1f2c4ebabb209c79c201bb02c8	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	114	84	0fcc53d5e276f68203e5def8214776c7e33bdf3406e65405c4f9e2847da9b179	false
audit_case.round2b.sha256_0ff2dbcbcf35b294fcaabd26cdebb8738398939b1dc1d950fc032ac60fa0fc77	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	ab3e04785e60805ef625223027b2cc260095ca9407c724e5e46948f9325101e1	464fce0c502c1dd2da6cfad36ec3490cc95cdbac02b7988f47a5d833e29ccd36	b1532711f4c86c45893199607e7752d419f3ef44a84ad02ab6c038509a16d92b	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	115	85	0ff2dbcbcf35b294fcaabd26cdebb8738398939b1dc1d950fc032ac60fa0fc77	false
audit_case.round2b.sha256_100bd0e61c6d9c33cc6d113270453eac4128e1ce58b31e6e18cf2ea753608faf	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	84b413ea17064d928f3064defc9018066e5afce0f1641393c7d83c4124ee0370	02182877f8b13c7ff38d5e092d4c1fe5fd299a0b8063b0b652975ec06915aa68	28f7add9a2fc0ae438364969653d9ee623e53b2eefe447b47b76fb09fb4236c4	1	1	unresolved	"[""unresolved""]"	development	116	31	100bd0e61c6d9c33cc6d113270453eac4128e1ce58b31e6e18cf2ea753608faf	true
audit_case.round2b.sha256_104a580615c7b1634229816bcc8f53fc970cbb81f0064dbc3883534c5276aa33	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	3884d0dc92f2a356cc541fbb27174334a5bfce2c9cc331c3d10f67c63c0bee02	51f73017ebf2efd4930fbb1a1ecae649537e42c627617b38b9dffe030aaa1b3c	106e78e8ed84cb61a9c96d2211c6a7817bd2b063725de24b95a028a66e8b924e	12	12	unresolved	"[""unresolved""]"	held_out	117	86	104a580615c7b1634229816bcc8f53fc970cbb81f0064dbc3883534c5276aa33	false
audit_case.round2b.sha256_105508dfba98b40aa594e29e2d520b58941a1f97356aa690482b5ab2d0fc99d1	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	619b04094ef906721952309e0e69b9d2a19bf882a7bf9a3b0f2c64b97e346d0e	99a0f4bb549dd1434fdc9fd4a65bb833f2320cc99f99b27f377ab1f7c8eab511	7844180630e71afd37ffda7179ead7371be5499cd318b740ecaf9e5ef6d400b4	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	118	87	105508dfba98b40aa594e29e2d520b58941a1f97356aa690482b5ab2d0fc99d1	false
audit_case.round2b.sha256_1056a1d93dc49647fdc7d44fc9e6f156cf40620eead503032cadd536c0faf5f7	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	7456e8c5e1cf46c0513ff8658333361227b6a6e0b2f20a327538b686e793aade	daa3beac862b915e60b227544ca4925d00fab129c1bef19c0cdacc69b405c491	6c26a2a40037c44ee1a9c262bdc97ff2edbdac8d733b8ff87cfdc3adab3c1875	3	3	graph_reference	"[""exact"",""graph_reference""]"	held_out	119	88	1056a1d93dc49647fdc7d44fc9e6f156cf40620eead503032cadd536c0faf5f7	false
audit_case.round2b.sha256_1060227e52d9ef582bee79394049fe051cdbec4127b8f1ca407c0def81388bf0	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d1b1c3ebcbfffb3f1f8d784ef919759c9a6f6728546e934a779246405b9f1a66	086305eab59cbd6e9f9a5dd01c213442c93404abb34022b61bf173f6eb7f2b7e	780790383f52e7fd5c6d64b7b7c2b8447bbc8574a597094d0606f046f5a54967	2	2	unresolved	"[""unresolved""]"	held_out	120	89	1060227e52d9ef582bee79394049fe051cdbec4127b8f1ca407c0def81388bf0	false
audit_case.round2b.sha256_109b303ca74fff4e4d2943760eccfdf31ddae687e04e7ed12b67f0040e755efb	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d5763284b4b9e19e4e9327151d33d9e9957d796bc099cd6f78595da924b3e314	6775defdea32699dfe344010596ab04126991024481f9b6e04ce0e9503c62e04	306dd2de2a4ca05ceaa00f9a3d06422c8632861cbfaff59b27ac16075301a4e6	4	4	hard_negative	"[""hard_negative""]"	held_out	121	90	109b303ca74fff4e4d2943760eccfdf31ddae687e04e7ed12b67f0040e755efb	false
audit_case.round2b.sha256_10c7ff23f6ab3e117a158f463a81c2a78ccb1bb0e8f8386368471cafa7df7152	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	1dc23c7c2227c4d46f0b5ea730a4ba018cc71d471def16cb28557d1cfdf2991e	3d9a3d79675125d243898cce572c7356fa18fac1325d4d2911731b2933c02e93	e5ed835de751eef902dbc3ecb6beffa79c4b2037ab4434694e3c920687e53dbf	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	122	91	10c7ff23f6ab3e117a158f463a81c2a78ccb1bb0e8f8386368471cafa7df7152	false
audit_case.round2b.sha256_10ef7eb37758ea894a4bfadb55d40389177803bc0fde65c8f3f10c21ac1d6d8e	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	750103cf372626787fb3ec29bcb20a7088ce5bfeb0a0d08790dee071f7752fc5	010c4c5a176af03cbb00e3b86b6317adc618bb22e3c869a8b3293ed874c9e16d	f214ef75b0751683596cd14d1ab667ac69186fce1bac7052dfbaf11be9f38ec0	1	1	hard_negative	"[""hard_negative""]"	development	123	32	10ef7eb37758ea894a4bfadb55d40389177803bc0fde65c8f3f10c21ac1d6d8e	true
audit_case.round2b.sha256_1172828dfe7681a7cca7de96e6ecce64148b963e4bf6b0df740a328485ca22bb	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	ceef601cc621e380a3974126829a4d739db27cb883444d074fc9e6e80582665d	47eca1c90a496e0b823628f2917fe13c969eceb7c49dd18ef98ea3847ee1ebce	b2cdb59193705d7980a2bed98b720f220c804fa2e1724a4f8140c3b9e82ca8a6	1	1	unresolved	"[""unresolved""]"	held_out	124	92	1172828dfe7681a7cca7de96e6ecce64148b963e4bf6b0df740a328485ca22bb	false
audit_case.round2b.sha256_1175d742d0c8edc7fe3eab74c4ee7b54f0a711aed4e7bd848d345a0126383fae	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	63ec6c5a7f7989378d4ee9539d865d715d4a8c8c1ccab92798845e26dc826fba	e9fad7443b2d2ddd2dcc73f05e87949010153d91e00b7b4f3a1b71ba96861089	0a1aff82b4f19a4c4aa46755d51ec9d84536d158be04e82587b3346584f07d38	56	56	graph_reference	"[""exact"",""graph_reference""]"	held_out	125	93	1175d742d0c8edc7fe3eab74c4ee7b54f0a711aed4e7bd848d345a0126383fae	false
audit_case.round2b.sha256_119245881dbdedd85cd053d8f3e4a05ee3f46b90089649c2cbc68eefd981d942	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	efec6aff375ac7a3eedc59ba8f0cea2050f9f4e7c014b7491ce02990b2697b45	b7e7d6148b7b07d0d5aacfebf3cccf2a76ce512c60a7d6c3830022ed288f1bf5	fa260c94b8c31d4fe1def141eda9e17fd90bed7f8f6675efaa470be2f617cba2	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	126	94	119245881dbdedd85cd053d8f3e4a05ee3f46b90089649c2cbc68eefd981d942	false
audit_case.round2b.sha256_11c666f5f87d89d5317e2c2944dfc4102fc1d68789de71d20d2da2a3453a70eb	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d1c836d0570583751bf5e9aa2b4c00eb8d0778fd80959b08a11e6bf856eefc0b	638b62b2dc1c51e9bfa68283f4841b71a42affaf83f3c8da80e9f3a1f828e1e6	9ed5b545465f1ed15d8ee53aafe231db986f6b816b66da663c9ddf9cba5576a7	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	127	95	11c666f5f87d89d5317e2c2944dfc4102fc1d68789de71d20d2da2a3453a70eb	false
audit_case.round2b.sha256_1219562558fa2cbe7e9901d7ec50644696849d78f612f1d68505471316ca003d	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	53f8733e49d7f03374f6773240398dd453d24e94c82cf52d5f6d36a7b646e784	643e6ee75fc273afd760e613e4dd7e4f14a3c04b5dcbb974eff1d459a9cb308d	23f04474da5e230b8980ad73481b4f86434504d82b129ee5708891733729e596	5	5	hard_negative	"[""hard_negative""]"	held_out	128	96	1219562558fa2cbe7e9901d7ec50644696849d78f612f1d68505471316ca003d	false
audit_case.round2b.sha256_121f7bff99db95e327d5075a08f606f8bfed467d3e1c92ae11cd2d4a66355321	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	415fa05d659e344e14224c57ee98be44b83cf9d7888610177d2f682d8d10fef0	081b469435692613e45bab9301cdfe07159ae7724fbb1392fb98ddf45cbdbe81	9b7d1529a167c477cfd7063e02115d2f4ff4c9734fe986def8245795ba74e02f	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	129	97	121f7bff99db95e327d5075a08f606f8bfed467d3e1c92ae11cd2d4a66355321	false
audit_case.round2b.sha256_12671fa826e555a2baac52df0e4549a556c87421a07fde8d370299f5d8912906	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	9fa21b3beb08e600dacc592e95a655c65db6dd2b5fb88ccbd50c322c2c57943b	9ab5b0a98728134310d63aebc32f774e5b4cac60915a0a8f8297ec1dae697e8a	ab7981476437c5e30fc423af805b91ec1d7208d994caeb995ad621936bd84261	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	130	98	12671fa826e555a2baac52df0e4549a556c87421a07fde8d370299f5d8912906	false
audit_case.round2b.sha256_12940610841762aedb2cddfd2594cc71c0c0658d0a627041ee4f5f4c2fd1c7eb	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	ebc50867989d11c7dc82700e7d904150ed69284f3d32f387fe036658ea878fab	f90332e65a8aa172fa4028c09923f5a8d0bd0fc1009040c546e614ac9d518c6b	7c1c84d549aa04a48923ed92899952db550b8be7d0705b1818b04dd90368e433	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	131	99	12940610841762aedb2cddfd2594cc71c0c0658d0a627041ee4f5f4c2fd1c7eb	false
audit_case.round2b.sha256_129e06aa03e9ab7ef73782f582d94de6c5f1106d8b75ba2ea7a1187fd75ab8fc	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	f504047cf40e97d108c0dd2d439ef4d2b334c797ca539456ed5352b3a86851ab	a1b8f0f9cdb9530d9f6a4a3ad2387753bc708fa58609145f5cbc6ddf9e7e5771	d07b73aa0911cf026e34bfe23fce742d543ce71e45cfe4916d8a42341c9ab1bc	1	1	unresolved	"[""unresolved""]"	development	132	33	129e06aa03e9ab7ef73782f582d94de6c5f1106d8b75ba2ea7a1187fd75ab8fc	true
audit_case.round2b.sha256_12ba101e0a1b4dfef4abea8494e966760a910069a486bbf018b6ce2ddf753ad1	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c7f935dd73a67445da8353414bb228eb2aa38f3890a79d4797c17a8a8ca783a6	feb7c208229077135e0a4d7312223a71e2976637ea789206aab66aebbaac304d	037298cc333824ff5130da4c43c8012e730a3ec20443ad67c6ab82a0a39c7301	2	2	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	133	100	12ba101e0a1b4dfef4abea8494e966760a910069a486bbf018b6ce2ddf753ad1	false
audit_case.round2b.sha256_12ee81035f5e7716acf2944ad81450f053b652a2cdff94323d87096896f34a48	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	8c66c6d0823db6fb0cc7e2316d5706fd13273670aaa6dab5c604b6865f2c12e4	b485d241bfd5701bb8a2eff38970aa7838d38fc61e08d608b7fa3286d59d64e1	50c5ee94f188e6a68aeb740feb3acef6e61781fb8b61311dce57f0103f3e0cac	2	2	unresolved	"[""unresolved""]"	held_out	134	101	12ee81035f5e7716acf2944ad81450f053b652a2cdff94323d87096896f34a48	false
audit_case.round2b.sha256_1344668887b83efdd902f7b84fc32e2074ab6a846162b92e3b4e0f0f924f1dfa	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	6f82dd73f03de5a90bcdda7fba7ae171c4f2dde39a4acfde323ac6a7991eb057	df94d86b82518a564fd6c5275f3e66325c8c56bb681d0c15fc3fa446e51ee990	bc42a867807288d1eb180f11309eae0e684ef421189580a197523c03e7f68425	1	1	hard_negative	"[""hard_negative""]"	development	135	34	1344668887b83efdd902f7b84fc32e2074ab6a846162b92e3b4e0f0f924f1dfa	true
