source_key	series_key	official_owner	source_family_key	source_type	access_route	public_results_use	public_descriptor_use	internal_research_use	public_derived_release	model_research_use	commercial_model_use	access_state	automation_permission_state	official_url	verified_on	note
wcc_cb_recaucmwthkwmahzq	wcc_competition_body_registry	Speciality Coffee Association of Southern Africa (SCASA)	wcc_cb_family_recaucmwthkwmahzq	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scasa.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recAucMwthkwmAHZQ	2026-08-27	country_or_community=South Africa; designation=WCE Competition Body; competition_types=BARISTA; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Speciality Coffee Association of Southern Africa (SCASA); competition_types_from_current_WCC_event_calendar
wcc_cb_recahobfxvazsne9r	wcc_competition_body_registry	Busan Coffee Club (BCC)	wcc_cb_family_recahobfxvazsne9r	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.instagram.com/busancoffeeclub/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recahObfXvAzSNE9r	2026-08-27	country_or_community=South Korea; designation=Event Partner|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Busan Coffee Club (BCC)
wcc_cb_recgl8pyokmrnghsa	wcc_competition_body_registry	Cafe & Bakery Fair	wcc_cb_family_recgl8pyokmrnghsa	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.cafenbakeryfair.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recgL8pyokmRNGHSA	2026-08-27	country_or_community=South Korea; designation=Event Partner|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Cafe & Bakery Fair
wcc_cb_recoi9kl3eikldgvo	wcc_competition_body_registry	Cafe Show Seoul	wcc_cb_family_recoi9kl3eikldgvo	WCC_COMPETITION_BODY_REGISTRY_RECORD	www.cafeshow.com	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recOi9kl3eIKLdgvO	2026-08-27	country_or_community=South Korea; designation=Event Partner|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Cafe Show Seoul
wcc_cb_recykwnhru1auxaqi	wcc_competition_body_registry	SCA Spain Chapter	wcc_cb_family_recykwnhru1auxaqi	WCC_COMPETITION_BODY_REGISTRY_RECORD	NO_OFFICIAL_SITE_URL_LISTED	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recYKwNHru1aUxaqI	2026-08-27	country_or_community=Spain; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Spain Chapter
wcc_cb_rec9rt4jchpkcwn8w	wcc_competition_body_registry	SCA Sweden Chapter	wcc_cb_family_rec9rt4jchpkcwn8w	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scasweden.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec9rT4JCHpkcwn8W	2026-08-27	country_or_community=Sweden; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Sweden Chapter
wcc_cb_recp8kcuw4kaxektl	wcc_competition_body_registry	SCA Switzerland Chapter	wcc_cb_family_recp8kcuw4kaxektl	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://swisssca.ch/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recp8KCUW4kaxekTl	2026-08-27	country_or_community=Switzerland; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Switzerland Chapter
wcc_cb_reccd2qbgyuexbewf	wcc_competition_body_registry	The Cloud (Thailand Coffee Festival)	wcc_cb_family_reccd2qbgyuexbewf	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://thailandcoffeefest.org/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recCD2QBGYUEXBEWF	2026-08-27	country_or_community=Thailand; designation=WCE Competition Body|Event Partner; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=The Cloud (Thailand Coffee Festival)
wcc_cb_rec6kvidw1gqaqubv	wcc_competition_body_registry	SCA Turkey Chapter	wcc_cb_family_rec6kvidw1gqaqubv	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://www.scaturkey.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec6KViDw1GQaqubv	2026-08-27	country_or_community=Turkey; designation=SCA Chapter|WCE Competition Body; competition_types=ROASTING; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Turkey Chapter; competition_types_from_current_WCC_event_calendar
wcc_cb_recuvl6ke5ntamvmt	wcc_competition_body_registry	Uganda Coffee Development Authority (UCDA)	wcc_cb_family_recuvl6ke5ntamvmt	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://ugandacoffee.go.ug/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recUvl6Ke5NtAmvMT	2026-08-27	country_or_community=Uganda; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Uganda Coffee Development Authority (UCDA)
wcc_cb_recs3iqhdcunc4yys	wcc_competition_body_registry	SCA Ukraine Chapter	wcc_cb_family_recs3iqhdcunc4yys	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.instagram.com/sca.ukraine/?hl=en	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recs3iqhdcunC4Yys	2026-08-27	country_or_community=Ukraine; designation=SCA Chapter|WCE Competition Body; competition_types=CEZVE_IBRIK,LATTE_ART; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Ukraine Chapter; competition_types_from_current_WCC_event_calendar
wcc_cb_recyw1jgcnirhkrhv	wcc_competition_body_registry	SCA UAE Chapter	wcc_cb_family_recyw1jgcnirhkrhv	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.instagram.com/scauae/?hl=en	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recyW1JgcnIRhkrHV	2026-08-27	country_or_community=United Arab Emirates; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA UAE Chapter
wcc_cb_recagnhh5aiyrwslp	wcc_competition_body_registry	SCA United Kingdom Chapter	wcc_cb_family_recagnhh5aiyrwslp	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scauk.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recagNHH5aIyrwSlp	2026-08-27	country_or_community=United Kingdom; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA United Kingdom Chapter
wcc_cb_recxlng3ipxb6iycu	wcc_competition_body_registry	US Chapter/US Event Partner	wcc_cb_family_recxlng3ipxb6iycu	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://usa.sca.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recXLng3IPXB6IyCU	2026-08-27	country_or_community=United States; designation=SCA Chapter|WCE Competition Body|Event Partner; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=US Chapter/US Event Partner
wcc_cb_recu9vohcsnrr1mkt	wcc_competition_body_registry	Caracas Quiere Café (Venezuela)	wcc_cb_family_recu9vohcsnrr1mkt	WCC_COMPETITION_BODY_REGISTRY_RECORD	www.caracasquierecafe.com	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recu9VOhCsNRR1mKT	2026-08-27	country_or_community=Venezuela; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Caracas Quiere Café (Venezuela)
wcc_cb_reclloxvqccnezkii	wcc_competition_body_registry	Cafe Show Vietnam	wcc_cb_family_reclloxvqccnezkii	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://cafeshow.com.vn/en/home/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reclLoxVQCcnEZKiI	2026-08-27	country_or_community=Vietnam; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Cafe Show Vietnam
wcc_cb_recjjl0tt73kd7bks	wcc_competition_body_registry	Zambian Coffee Growers Association	wcc_cb_family_recjjl0tt73kd7bks	WCC_COMPETITION_BODY_REGISTRY_RECORD	NO_OFFICIAL_SITE_URL_LISTED	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recjJl0tt73kD7bKs	2026-08-27	country_or_community=Zambia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Zambian Coffee Growers Association
