effective_record_id	variety	variety_multi	variety_evidence_field	process	process_multi	basis
effective-b2:bc4428b601a5ba5e359b2e3a	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9bbec6bcafbd5cdf1a961e99	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:13faae27afe1412f320a0536	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6ebcfb9eba7eb172150fec24	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:43a6ae54b18eace9a902d16e	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9f28cc59b40be734c9a84eef	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d0ac1f0ab4b9247a57d0d660	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3268170875c72f0587085483	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9264c40b2b3d10ec24b8d37d	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3fb22cb0d312b20819f106a4	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ed9cc1e98d4f5235b6530d91	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9e709edfaf0e16d8a89ce4a1	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5b84b7a2000ef2b1f0c3f3db	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6066b6d45bb0ceeef6b3481b	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:beae7f2343ecb21b803c59da	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:07b44141b96af38fea399cf5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cd8ceb3f2143639aca165dda	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8293c0f5888765d7f0705d70	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f4d3bc91878db2861bed5053	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:56bbd119f216583c3917e29c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1c0f8f395ff81953f8abc317	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8d4711ec83e42e13c11b61d9	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:880c67b8b68227e380a2247a	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2cbdf6042d1c8fc4ef388131	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d8a26b2b552ad01e5d81730a	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b4622f1858dcd5e6748adb9d	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:82df1591b245fbac3ec81dc3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ad25fd400d4579eb8a099dfd	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c0e61dccd375c68f0217032d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:23be84059efee1965c02feb0	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2b22c8d1cefd03a6935fd58e	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a1899bfdf13f17d1b93cf3c7	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:bd9fce9c058efe913c692af6	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ef158487a74b947a47f93d29	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:61c22689824329ec0887b224	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ce40abe81a2599992bb93da2	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e5956387bf6cad6cbdc7949f	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5fa25d855348de18c576dcf7	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5be71ff7e04ec227ab053d95	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8050f83c0b9891513f5f4e59	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4ac66561609bad473b4d037f	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0549be2d1e6da4aaa0c1b47c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:97177004670ed71fb7965df7	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b20ceabaab9f3edaa3d485d9	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:73de4a1a511bce1c4e63e15e	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3404feff4f41e3b3e58e62cb	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a28cef9b7a40e678e853f7fd	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:56079a63191137bddf84bad6	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d2f1d8605fbd4b3cc3905c42	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d9585137a2452527e241f2b1	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2754c20dcccbe8dc97357916	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9f154d8dd1ed8dfbe548354b	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:72fe4ee398eff4b20e9782a1	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:869dd18d212f0e1f72a948b5	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9d9fde4381b2440e5d7db1df	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:64d9fe2fc8fd9aa4bf2fb1f0	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3dd7b9cca9b6aeb3ff96781d	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4941bad0701ed0b349abd7fc	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a4936036890031146be99b19	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:823f81931f11eb0a0a3ca556	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4f5dc5f4ef4438dfd8f3183f	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:662c176d5ac9d1aa665fcfcc	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e1e697153d5066b4396c4a90	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:83d37652901b54595721c873	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b8d4ef1b74f162ca60462ba2	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4094b3834498ac41d2d052dd	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fd7096c8b16bec20ce937309	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5691f2d64d95f067d5fc9b03	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:66cc637f58fbd2d43786e73e	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:16e7117f6f416d78add99b44	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:49a21259dcbb49a360e4d829	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0ccad33ca5fd7fb87c61000a	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:103eccadfdafe86c18d65c80	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5e30adb9df839479f64b422e	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:37dabba0b5d0e104b0757de7	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:51edfa1f1c00ea2f450207cf	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:260fc86155a16db407f262fb	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:914868d7468fb47f40abd143	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c04ee31c37eb45d130badc28	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2c52df5cf18c03d28d4000c0	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d1d0e1192b2feafed4deec09	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f103671d5310a620ce1005b3	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5a02ba0da05ecaf48cd56785	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cb0fb12da52ef348a2072142	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:31d243e787d7a7a4b5b52818	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a9838affd647fbb3fb9dd833	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e62b489939e61a248e6493e5	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6e59bb60e8f75c729f725c38	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:546657b629f51fe6acf09bbc	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fd8addbf1555c120d4cf45c3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f3c22dcd0b1e17264c3f4ea3	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2b1f11336e286f2bd58a6509	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8ae599a22cb841d761805895	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fd37157739ffe2f70ca1ec72	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ba845a838f105c51b281cfb2	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cfeb3983f6af88efa40be426	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8ff9d0b0681bdccf13503e56	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5be03f585aff338459da1d1c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2d365588029ae4e1a8924a7f	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:364e329452d7e8accee7baf4	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:41965e030370f761f386a8a8	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:28030f50eccd94e34fe9b694	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:028167cc55ce222ffab600a3	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:939acfa4b446fcf0f2a3a110	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5d34362e71a32bf5ce9fa88d	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e51d670eeac9ddbda4292867	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e55e6fc54a60d17841369bd4	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9320f137f8271c54d03c2683	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:67ebd1431a4060f3770de361	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:06e8bdb724d5c3f27e08006b	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8bd12f3750ac146e97a4d721	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2dbd95e36c7cadd0cb2c37f4	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1a510a64d663623eba51959c	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:93a0862ad40dd871686bd8fa	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7bda6d4b9897379039827934	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9f71303ce4f025573e704c89	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fe7e9bb7abccbf1efa92d1c9	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7de9655cf41c8cbcde99fcfb	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cb1c6bf19015cf89ecf0c583	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b39c6bd67e8836a19acb0c4a	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:38fe4033d6c9272d95dbe10d	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:56fffcfded06293ca4227554	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f991f5f88f2eb227d134de9c	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:585377dcb26713fa999bd96e	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9f7c067b57b3b9a9a7278d3c	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3a436f7cf139b169101ff259	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ee7ae03059b58f40b05cbba6	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:22d62717b50d14bd6caef504	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:271c0161cf7d1e1b4ca96ccd	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a9d4a81f87717eb97c6133ac	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:829619127d6976c25194526b	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4fcab3eecc9d6a04e0611fb8	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0ce292e88da20af8ac39534b	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:32bda7fbbebe09f7d67fd452	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:84b51286760c8edbe01058e9	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b0933689f94aa0e41143914d	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3da10c87802e4c2cafa7d2c2	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:018a5a60bc6a3dcbd1114c4c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d1811731c1a952481a978d38	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e483f0f365ae08612a50ba50	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:56ab155e4c6fb80bd80f2acf	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4c982359fcbebd6c5a692d37	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ceee110daa10021f876f3d0b	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:398f6d4721e5fa22311c9ca2	sl28_sl34	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:da2b527f6fc1a3c2c12838d9	bourbon	true	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a20350378f6e421bd52d68bb	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3eed02aa66245c06478eb3bc	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7060bc66c94fb448a5e488a9	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a1d48eb9a8599266988dc28d	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:474c3ecaa9a3603081fe6e25	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2ba754ed1323253fe4b9388b	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:49a8c0db0d01448839734771	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:816b1509f72b863c66aca523	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a278c6ab8eb5fd65dcb5703d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fbaf73d49096accc8b18f88b	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3ab69b2f82293de0ea4c8385	sl28_sl34	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4e0de5be6230445dfec8341f	sl28_sl34	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2cd32a9f19e437e34d4194f3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:bac2eb40a86e99b2c47f764a	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
