effective_record_id	source_family_id	year_id	preparation_service_id	assertion_count	mapped_concept_mentions	distinct_mapped_concepts	v_acidity	v_sweetness	v_body	v_floral	v_fruity	v_nutty_chocolate	v_fermented_winey	v_bitter_roasted	v_spice	v_herbal_green	v_woody_earthy	v_defect	axis_basis	vector_state	product_candidate_rights	projection_basis
effective-b2:6523b47d187ac5b03969732d	family.coffeereview_kaggle_parsed	year.2013	CUPPING	2	0	0	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:652a51151428ae5c1fe7eb77	family.ace_cup_of_excellence	year.2025	CUPPING	32	11	8	0.3454	0.2403	0.0450	0.0901	0.7958	0.1502	0.3003	0.2102	0.0000	0.1201	0.0901	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:652a9652bbca0a0a26a9a5e1	family.coffeereview_kaggle_parsed	year.2016	CUPPING	5	3	3	0.1973	0.7738	0.3742	0.1222	0.0000	0.0000	0.0000	0.2036	0.4073	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:652c3f05e9dfbeadbb8883f6	family.coffeereview_kaggle_parsed	year.2018	ESPRESSO	6	2	2	0.0000	0.6035	0.1555	0.0000	0.0000	0.6706	0.0000	0.4024	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:652ebf688ad7baee13b705bf	family.ace_cup_of_excellence	year.2025	CUPPING	15	5	5	0.5627	0.5895	0.0804	0.0000	0.5627	0.0804	0.0000	0.0804	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6533fac01113a02f4f5eee93	family.coffeereview_kaggle_parsed	year.2009	CUPPING	5	2	1	0.0736	0.9325	0.2162	0.2797	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65369d76d06bdf6cc7fc7258	family.coffeereview_kaggle_parsed	year.2020	CUPPING	5	2	2	0.5257	0.2103	0.3559	0.0000	0.7360	0.0000	0.1051	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6536e15b998f247cc8614127	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.3065	0.6208	0.3002	0.1330	0.3991	0.4434	0.0887	0.2217	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:653f43b33d04b61098625178	family.coffeereview_kaggle_parsed	year.2006	CUPPING	1	1	1	0.2467	0.9673	0.0586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6549948f8d0a6faca06c2b66	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	3	3	0.3535	0.2864	0.3463	0.0000	0.7161	0.3580	0.0000	0.1790	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6551ab3a2d8e3444a132dee1	family.ace_cup_of_excellence	year.2011	CUPPING	9	4	4	0.3302	0.2064	0.0000	0.1651	0.7429	0.4127	0.0000	0.1238	0.0000	0.2889	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:655540bd75cadf1c91d029b2	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	2	2	0.4429	0.0000	0.3808	0.0000	0.7874	0.0000	0.1969	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6555e25972fb1d5ecc5d6485	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	2	2	0.3245	0.0000	0.3139	0.0000	0.5192	0.6490	0.0000	0.3245	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6563a71bb0cbfbfab1870404	family.coffeereview_kaggle_parsed	year.2022	ESPRESSO	5	3	3	0.6479	0.0000	0.3133	0.0000	0.5264	0.4049	0.0000	0.2025	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6567a334d3cf9dbcdca00308	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	3	3	0.3494	0.1249	0.3422	0.0000	0.7077	0.4163	0.1665	0.2081	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:656ae217c3f1d96d6d22e44b	family.coffeereview_kaggle_parsed	year.2015	CUPPING	6	5	4	0.2930	0.4046	0.2870	0.0000	0.5935	0.5395	0.0809	0.1349	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6575ee03b2f87ca57e16ac22	family.coffeereview_kaggle_parsed	year.2006	CUPPING	2	0	0	0.9729	0.0000	0.2312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6578fc8993016326975a87b8	family.coffeereview_kaggle_parsed	year.2014	CUPPING	3	1	1	0.2411	0.9454	0.2192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:657b2acbad14918d82a10d70	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	3	3	0.6276	0.3923	0.3035	0.1177	0.5884	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6580462160c4b1f157f6507a	family.coffeereview_kaggle_parsed	year.2012	CUPPING	4	2	2	0.0266	0.9417	0.0153	0.0000	0.0000	0.2093	0.0000	0.2616	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6582e39c98542a3ab520cbf2	family.coffeereview_kaggle_parsed	year.2021	CUPPING	6	4	3	0.4769	0.1703	0.2965	0.0000	0.6132	0.5110	0.1363	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6587aa1f7d092a54b168fb82	family.coffeereview_kaggle_parsed	year.2009	CUPPING	3	1	1	0.8758	0.0000	0.2031	0.0000	0.4379	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:658ee35a242c93b170c782c3	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.6302	0.0000	0.3047	0.6302	0.3361	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6590a400222437fed6388bdc	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	2	2	0.7840	0.0000	0.3792	0.2240	0.2800	0.0000	0.0000	0.0000	0.0000	0.3360	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:659150ac846201445363ce24	family.zenodo_golovinsky_q_grader_dataset	year.2026	CUPPING	34	8	5	0.0000	0.4355	0.0000	0.0000	0.0000	0.8555	0.0000	0.2800	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65d0a906a83fecf7d13c695f	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	2	2	0.5215	0.2607	0.4203	0.0000	0.6953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65dbad0fd4dcf95aa12d8534	family.coffeereview_kaggle_parsed	year.2015	CUPPING	4	2	2	0.3282	0.6649	0.3215	0.1662	0.0000	0.0000	0.0000	0.1108	0.5540	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65dc1ac0d769da386833b111	family.coffeereview_kaggle_parsed	year.2014	CUPPING	5	3	3	0.2367	0.1184	0.3816	0.0000	0.3156	0.0000	0.0789	0.2367	0.0000	0.0000	0.7890	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65de8f1176066346c4e6e612	family.coffeereview_kaggle_parsed	year.2012	ESPRESSO	5	4	3	0.0000	0.4708	0.3312	0.0000	0.6848	0.0000	0.0000	0.1284	0.0000	0.0000	0.4280	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65e0ccefac07b8b0f8f11572	family.coffeereview_kaggle_parsed	year.2022	CUPPING	6	3	2	0.3713	0.0000	0.3637	0.0000	0.3009	0.7522	0.1504	0.2256	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65ecb2446ed4a9708186efb6	family.coffeereview_kaggle_parsed	year.2004	CUPPING	1	1	1	0.0000	0.0000	0.0502	0.0000	0.0000	0.0000	0.2071	0.5178	0.0000	0.0000	0.8285	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:65f933c91b2e3cd38a52a680	family.coffeereview_kaggle_parsed	year.2001	CUPPING	3	1	1	0.0000	0.9272	0.2649	0.2649	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	THIN	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:660186f63b54d8b6fb57f7a2	family.coffeereview_kaggle_parsed	year.2022	ESPRESSO	5	3	3	0.1722	0.0000	0.1331	0.0000	0.4593	0.5741	0.2297	0.1722	0.0000	0.0000	0.5741	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66029eb9b52ec7c4d6e82673	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	2	2	0.2059	0.0000	0.3318	0.0000	0.5489	0.6862	0.2745	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:660951350173160f85c1c956	family.coffeereview_kaggle_parsed	year.1999	CUPPING	1	0	0	0.6385	0.0000	0.7696	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:660abd302bc781bd6c90c792	family.zenodo_golovinsky_q_grader_dataset	year.2026	CUPPING	37	6	5	0.0000	0.0000	0.0000	0.0915	0.0000	0.0000	0.0000	0.4272	0.0000	0.4272	0.7018	0.3662	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6610eadc1afe0de6d0b4926f	family.coffeereview_kaggle_parsed	year.2005	CUPPING	4	2	2	0.0510	0.3227	0.1497	0.0000	0.6455	0.0000	0.0000	0.1936	0.0000	0.0000	0.6455	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66205549554523f3a0d81a58	family.coffeereview_kaggle_parsed	year.2018	ESPRESSO	6	3	2	0.4652	0.0000	0.1798	0.0000	0.7753	0.3876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6622ec6f051954c41d5ce7cf	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	3	3	0.3753	0.0000	0.1763	0.0000	0.7603	0.0000	0.1789	0.1342	0.0000	0.0000	0.4472	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:662734c519d071c165ec4a19	family.coffeereview_kaggle_parsed	year.2022	ESPRESSO	5	3	3	0.3247	0.1624	0.2617	0.0000	0.4330	0.5412	0.0000	0.1624	0.0000	0.0000	0.5412	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:662b28a8dbe0497a120b7dfa	family.coffeereview_kaggle_parsed	year.2015	CUPPING	4	2	2	0.0540	0.3418	0.1585	0.0000	0.4785	0.6836	0.2051	0.3418	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:662c176d5ac9d1aa665fcfcc	family.coffeereview_kaggle_parsed	year.2010	CUPPING	4	2	2	0.4314	0.0000	0.2026	0.0000	0.8738	0.0000	0.0971	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:663158db6d1ddb7db2c9814d	family.coffeereview_kaggle_parsed	year.2013	CUPPING	2	1	1	0.0736	0.9325	0.2162	0.2797	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6632889087af57dc57a3e5c2	family.coffeereview_kaggle_parsed	year.2023	CUPPING	6	6	4	0.3970	0.1323	0.3200	0.0000	0.5294	0.6617	0.0000	0.0662	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:663696af0043167cd48a2fe4	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	3	3	0.4487	0.4895	0.3157	0.0000	0.6527	0.1632	0.0000	0.0816	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:663d109688da22d86a45c1d7	family.coffeereview_kaggle_parsed	year.2011	CUPPING	3	1	1	0.0016	0.8942	0.0542	0.0000	0.0000	0.3974	0.0000	0.1987	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:664f7b996ba5a8d4a2871579	family.coffeereview_kaggle_parsed	year.2023	ESPRESSO	5	1	1	0.0000	0.0000	0.2031	0.0000	0.0000	0.8758	0.0000	0.4379	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66552a0c9bfe8e60cb2740df	family.zenodo_golovinsky_q_grader_dataset	year.2026	CUPPING	38	10	5	0.4038	0.5814	0.0000	0.0000	0.2907	0.5814	0.0000	0.2746	0.0000	0.0000	0.0000	0.0323	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6664ca3e08f05706e212938b	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	4	4	0.5976	0.0000	0.1386	0.0000	0.4856	0.0000	0.0000	0.4856	0.0000	0.0000	0.3735	0.1121	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66654512fa77d409e0c4c06c	family.coffeereview_kaggle_parsed	year.2004	CUPPING	2	1	1	0.2372	0.0000	0.0151	0.0000	0.0000	0.0000	0.0000	0.2791	0.0000	0.0000	0.9304	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66680c3ffc4fbc30cb68ccfd	family.coffeereview_kaggle_parsed	year.2007	CUPPING	4	2	2	0.2694	0.2021	0.1562	0.0000	0.6063	0.0000	0.0000	0.2021	0.0000	0.0000	0.6736	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6677214c50824fba85e03f08	family.ace_cup_of_excellence	year.2024	CUPPING	62	35	25	0.4970	0.3166	0.0401	0.0441	0.7815	0.1363	0.0962	0.0762	0.0000	0.0681	0.0120	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:668df291740dfe67dd09db13	family.coffeereview_kaggle_parsed	year.2010	ESPRESSO	3	2	2	0.0000	0.5241	0.0454	0.1498	0.0000	0.7488	0.0000	0.3744	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6698f0a57499b7c31138f5a9	family.ace_cup_of_excellence	year.2017	CUPPING	9	6	6	0.2368	0.5921	0.0888	0.0000	0.4737	0.4145	0.1184	0.2960	0.2960	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66a5ec15e66cde0a3fea5c8e	family.coffeereview_kaggle_parsed	year.2021	CUPPING	7	5	3	0.6107	0.1328	0.1416	0.0000	0.5310	0.0000	0.0000	0.5310	0.0000	0.0000	0.0000	0.1593	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66a6b5f65edbca00de03c546	family.coffeereview_kaggle_parsed	year.2016	CUPPING	4	3	3	0.2888	0.6739	0.1563	0.0000	0.3851	0.0000	0.0000	0.2407	0.4814	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66ac1ecdcd0d8319fe648d5a	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	4	4	0.3076	0.2726	0.3014	0.0000	0.6231	0.3895	0.0779	0.3116	0.0000	0.0000	0.3116	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66ac21dba7c71ab40f708a6f	family.ace_cup_of_excellence	year.2020	CUPPING	34	17	15	0.5425	0.2810	0.0969	0.0000	0.7169	0.2325	0.0969	0.1453	0.0969	0.0000	0.0969	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66b7fb1bee6479ad8a9173d7	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	3	3	0.4803	0.4803	0.3019	0.6244	0.2401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66cc637f58fbd2d43786e73e	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	2	2	0.3136	0.6353	0.1473	0.1906	0.0000	0.6353	0.0000	0.1906	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:66cd131dd61c4dd474c91bc7	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.3165	0.0000	0.2551	0.0000	0.4220	0.5275	0.0000	0.3165	0.0000	0.0000	0.5275	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:67096ae24d7634c00efb72b3	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	4	4	0.3117	0.5200	0.1464	0.1114	0.6314	0.3714	0.2228	0.1114	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:6714662b831e02ad6c53f27b	family.ace_cup_of_excellence	year.2012	CUPPING	11	4	4	0.5156	0.7412	0.0000	0.0967	0.4189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
