group	n	question_id	option_id	within_question_share_corrected	pruning
band=medium|variety=bourbon	134	A	A1	0.2852	kept
band=medium|variety=bourbon	134	A	A2	0.1838	kept
band=medium|variety=bourbon	134	A	A3	0.2492	kept
band=medium|variety=bourbon	134	A	A4	0.1237	
band=medium|variety=bourbon	134	A	A5	0.0543	
band=medium|variety=bourbon	134	A	A6	0.1012	
band=medium|variety=bourbon	134	A	A7	0.0022	
band=medium|variety=bourbon	134	A	A8	0.0004	
band=medium|variety=bourbon	134	B	B1	0.1198	
band=medium|variety=bourbon	134	B	B2	0.0022	
band=medium|variety=bourbon	134	B	B3	0.0587	
band=medium|variety=bourbon	134	B	B4	0.1422	kept
band=medium|variety=bourbon	134	B	B5	0.3461	kept
band=medium|variety=bourbon	134	B	B6	0.0197	
band=medium|variety=bourbon	134	B	B7	0.0840	
band=medium|variety=bourbon	134	B	B8	0.1815	kept
band=medium|variety=bourbon	134	B	B9	0.0458	
band=medium|variety=bourbon	134	C	C1	0.1620	kept
band=medium|variety=bourbon	134	C	C3	0.2177	kept
band=medium|variety=bourbon	134	C	C4	0.1412	
band=medium|variety=bourbon	134	C	C5	0.1064	
band=medium|variety=bourbon	134	C	C6	0.2339	kept
band=medium|variety=bourbon	134	C	C7	0.1388	
band=medium|variety=caturra	34	A	A1	0.2622	kept
band=medium|variety=caturra	34	A	A2	0.1198	
band=medium|variety=caturra	34	A	A3	0.2722	kept
band=medium|variety=caturra	34	A	A4	0.1433	kept
band=medium|variety=caturra	34	A	A5	0.0830	
band=medium|variety=caturra	34	A	A6	0.1142	
band=medium|variety=caturra	34	A	A7	0.0044	
band=medium|variety=caturra	34	A	A8	0.0008	
band=medium|variety=caturra	34	B	B1	0.1063	
band=medium|variety=caturra	34	B	B2	0.0244	
band=medium|variety=caturra	34	B	B3	0.0470	
band=medium|variety=caturra	34	B	B4	0.1425	kept
band=medium|variety=caturra	34	B	B5	0.3063	kept
band=medium|variety=caturra	34	B	B6	0.0195	
band=medium|variety=caturra	34	B	B7	0.0985	
band=medium|variety=caturra	34	B	B8	0.1963	kept
band=medium|variety=caturra	34	B	B9	0.0591	
band=medium|variety=caturra	34	C	C1	0.1059	
band=medium|variety=caturra	34	C	C3	0.2451	kept
band=medium|variety=caturra	34	C	C4	0.0842	
band=medium|variety=caturra	34	C	C5	0.1458	
band=medium|variety=caturra	34	C	C6	0.2592	kept
band=medium|variety=caturra	34	C	C7	0.1597	kept
band=medium|variety=gesha	31	A	A1	0.2599	kept
band=medium|variety=gesha	31	A	A2	0.1406	
band=medium|variety=gesha	31	A	A3	0.2700	kept
band=medium|variety=gesha	31	A	A4	0.1512	kept
band=medium|variety=gesha	31	A	A5	0.0594	
band=medium|variety=gesha	31	A	A6	0.1135	
band=medium|variety=gesha	31	A	A7	0.0045	
band=medium|variety=gesha	31	A	A8	0.0008	
band=medium|variety=gesha	31	B	B1	0.1960	kept
band=medium|variety=gesha	31	B	B2	0.0390	
band=medium|variety=gesha	31	B	B3	0.0267	
band=medium|variety=gesha	31	B	B4	0.1356	
band=medium|variety=gesha	31	B	B5	0.3181	kept
band=medium|variety=gesha	31	B	B6	0.0191	
band=medium|variety=gesha	31	B	B7	0.0797	
band=medium|variety=gesha	31	B	B8	0.1381	kept
band=medium|variety=gesha	31	B	B9	0.0477	
band=medium|variety=gesha	31	C	C1	0.2131	kept
band=medium|variety=gesha	31	C	C3	0.1446	
band=medium|variety=gesha	31	C	C4	0.1200	
band=medium|variety=gesha	31	C	C5	0.0666	
band=medium|variety=gesha	31	C	C6	0.2815	kept
band=medium|variety=gesha	31	C	C7	0.1742	kept
prep=espresso	728	A	A1	0.2439	kept
prep=espresso	728	A	A2	0.1695	kept
prep=espresso	728	A	A3	0.2457	kept
prep=espresso	728	A	A4	0.1381	
prep=espresso	728	A	A5	0.1037	
prep=espresso	728	A	A6	0.0985	
prep=espresso	728	A	A7	0.0005	
prep=espresso	728	A	A8	0.0000	
prep=espresso	728	B	B1	0.0983	
prep=espresso	728	B	B2	0.0028	
prep=espresso	728	B	B3	0.0159	
prep=espresso	728	B	B4	0.1621	kept
prep=espresso	728	B	B5	0.3475	kept
prep=espresso	728	B	B6	0.0251	
prep=espresso	728	B	B7	0.0872	
prep=espresso	728	B	B8	0.2106	kept
prep=espresso	728	B	B9	0.0505	
prep=espresso	728	C	C1	0.0934	
prep=espresso	728	C	C3	0.2086	kept
prep=espresso	728	C	C4	0.1824	kept
prep=espresso	728	C	C5	0.1120	
prep=espresso	728	C	C6	0.2504	kept
prep=espresso	728	C	C7	0.1532	
process=anaerobic	304	A	A1	0.2558	kept
process=anaerobic	304	A	A2	0.1992	kept
process=anaerobic	304	A	A3	0.1504	
process=anaerobic	304	A	A4	0.2597	kept
process=anaerobic	304	A	A5	0.1009	
process=anaerobic	304	A	A6	0.0236	
process=anaerobic	304	A	A7	0.0104	
process=anaerobic	304	A	A8	0.0001	
process=anaerobic	304	B	B1	0.1352	kept
process=anaerobic	304	B	B2	0.0013	
process=anaerobic	304	B	B3	0.0341	
process=anaerobic	304	B	B4	0.0939	
process=anaerobic	304	B	B5	0.4006	kept
process=anaerobic	304	B	B6	0.0130	
process=anaerobic	304	B	B7	0.1697	kept
process=anaerobic	304	B	B8	0.1179	
process=anaerobic	304	B	B9	0.0342	
process=anaerobic	304	C	C1	0.1822	
process=anaerobic	304	C	C3	0.2290	kept
process=anaerobic	304	C	C4	0.0615	
process=anaerobic	304	C	C5	0.1852	kept
process=anaerobic	304	C	C6	0.2887	kept
process=anaerobic	304	C	C7	0.0535	
process=carbonic_maceration	32	A	A1	0.2817	kept
process=carbonic_maceration	32	A	A2	0.1936	
process=carbonic_maceration	32	A	A3	0.2003	kept
process=carbonic_maceration	32	A	A4	0.2031	kept
process=carbonic_maceration	32	A	A5	0.0712	
process=carbonic_maceration	32	A	A6	0.0453	
process=carbonic_maceration	32	A	A7	0.0044	
process=carbonic_maceration	32	A	A8	0.0004	
process=carbonic_maceration	32	B	B1	0.1613	kept
process=carbonic_maceration	32	B	B2	0.0053	
process=carbonic_maceration	32	B	B3	0.0256	
process=carbonic_maceration	32	B	B4	0.1591	kept
process=carbonic_maceration	32	B	B5	0.3242	kept
process=carbonic_maceration	32	B	B6	0.0479	
process=carbonic_maceration	32	B	B7	0.0852	
process=carbonic_maceration	32	B	B8	0.1305	
process=carbonic_maceration	32	B	B9	0.0609	
process=carbonic_maceration	32	C	C1	0.3074	kept
process=carbonic_maceration	32	C	C3	0.1603	kept
process=carbonic_maceration	32	C	C4	0.0654	
process=carbonic_maceration	32	C	C5	0.0591	
process=carbonic_maceration	32	C	C6	0.3298	kept
process=carbonic_maceration	32	C	C7	0.0780	
process=decaf	62	A	A1	0.2123	kept
process=decaf	62	A	A2	0.0791	
process=decaf	62	A	A3	0.1729	kept
process=decaf	62	A	A4	0.1634	
process=decaf	62	A	A5	0.1159	
process=decaf	62	A	A6	0.2531	kept
process=decaf	62	A	A7	0.0030	
process=decaf	62	A	A8	0.0003	
process=decaf	62	B	B1	0.1052	
process=decaf	62	B	B2	0.0040	
process=decaf	62	B	B3	0.0396	
process=decaf	62	B	B4	0.1085	
process=decaf	62	B	B5	0.3128	kept
process=decaf	62	B	B6	0.1235	kept
process=decaf	62	B	B7	0.0758	
process=decaf	62	B	B8	0.1883	kept
process=decaf	62	B	B9	0.0423	
process=decaf	62	C	C1	0.1189	
process=decaf	62	C	C3	0.2768	kept
process=decaf	62	C	C4	0.1127	
process=decaf	62	C	C5	0.0771	
process=decaf	62	C	C6	0.1870	kept
process=decaf	62	C	C7	0.2274	kept
process=honey	121	A	A1	0.2595	kept
process=honey	121	A	A2	0.1660	kept
process=honey	121	A	A3	0.2383	kept
process=honey	121	A	A4	0.1531	
process=honey	121	A	A5	0.0816	
process=honey	121	A	A6	0.0991	
process=honey	121	A	A7	0.0022	
process=honey	121	A	A8	0.0002	
process=honey	121	B	B1	0.1669	kept
process=honey	121	B	B2	0.0028	
process=honey	121	B	B3	0.0238	
process=honey	121	B	B4	0.1823	kept
process=honey	121	B	B5	0.3212	kept
process=honey	121	B	B6	0.0097	
process=honey	121	B	B7	0.0768	
process=honey	121	B	B8	0.1546	
process=honey	121	B	B9	0.0620	
process=honey	121	C	C1	0.2208	kept
process=honey	121	C	C3	0.1956	kept
process=honey	121	C	C4	0.0856	
process=honey	121	C	C5	0.1117	
process=honey	121	C	C6	0.2387	kept
process=honey	121	C	C7	0.1476	
process=natural	1455	A	A1	0.2397	kept
process=natural	1455	A	A2	0.3004	kept
process=natural	1455	A	A3	0.1776	kept
process=natural	1455	A	A4	0.1417	
process=natural	1455	A	A5	0.1015	
process=natural	1455	A	A6	0.0300	
process=natural	1455	A	A7	0.0083	
process=natural	1455	A	A8	0.0009	
process=natural	1455	B	B1	0.1533	kept
process=natural	1455	B	B2	0.0038	
process=natural	1455	B	B3	0.0555	
process=natural	1455	B	B4	0.1702	kept
process=natural	1455	B	B5	0.3328	kept
process=natural	1455	B	B6	0.0125	
process=natural	1455	B	B7	0.1009	
process=natural	1455	B	B8	0.1269	
process=natural	1455	B	B9	0.0442	
process=natural	1455	C	C1	0.2674	kept
process=natural	1455	C	C3	0.2157	kept
process=natural	1455	C	C4	0.0836	
process=natural	1455	C	C5	0.0712	
process=natural	1455	C	C6	0.3019	kept
process=natural	1455	C	C7	0.0603	
process=washed	1801	A	A1	0.3139	kept
process=washed	1801	A	A2	0.1140	
process=washed	1801	A	A3	0.2443	kept
process=washed	1801	A	A4	0.1939	kept
process=washed	1801	A	A5	0.0843	
process=washed	1801	A	A6	0.0457	
process=washed	1801	A	A7	0.0032	
process=washed	1801	A	A8	0.0007	
process=washed	1801	B	B1	0.1691	kept
process=washed	1801	B	B2	0.0105	
process=washed	1801	B	B3	0.0415	
process=washed	1801	B	B4	0.1872	kept
process=washed	1801	B	B5	0.3038	kept
process=washed	1801	B	B6	0.0087	
process=washed	1801	B	B7	0.0805	
process=washed	1801	B	B8	0.1539	
process=washed	1801	B	B9	0.0449	
process=washed	1801	C	C1	0.1934	kept
process=washed	1801	C	C3	0.2403	kept
process=washed	1801	C	C4	0.0818	
process=washed	1801	C	C5	0.0687	
process=washed	1801	C	C6	0.3389	kept
process=washed	1801	C	C7	0.0770	
variety=bourbon	718	A	A1	0.2788	kept
variety=bourbon	718	A	A2	0.1590	
variety=bourbon	718	A	A3	0.2297	kept
variety=bourbon	718	A	A4	0.2216	kept
variety=bourbon	718	A	A5	0.0676	
variety=bourbon	718	A	A6	0.0428	
variety=bourbon	718	A	A7	0.0005	
variety=bourbon	718	A	A8	0.0001	
variety=bourbon	718	B	B1	0.1301	
variety=bourbon	718	B	B2	0.0081	
variety=bourbon	718	B	B3	0.0356	
variety=bourbon	718	B	B4	0.2142	kept
variety=bourbon	718	B	B5	0.2804	kept
variety=bourbon	718	B	B6	0.0271	
variety=bourbon	718	B	B7	0.0947	
variety=bourbon	718	B	B8	0.1561	kept
variety=bourbon	718	B	B9	0.0537	
variety=bourbon	718	C	C1	0.2250	kept
variety=bourbon	718	C	C3	0.2566	kept
variety=bourbon	718	C	C4	0.0998	
variety=bourbon	718	C	C5	0.1051	
variety=bourbon	718	C	C6	0.2494	kept
variety=bourbon	718	C	C7	0.0641	
variety=castillo	49	A	A1	0.2760	kept
variety=castillo	49	A	A2	0.1374	
variety=castillo	49	A	A3	0.1932	kept
variety=castillo	49	A	A4	0.2122	kept
variety=castillo	49	A	A5	0.1243	
variety=castillo	49	A	A6	0.0372	
variety=castillo	49	A	A7	0.0194	
variety=castillo	49	A	A8	0.0004	
variety=castillo	49	B	B1	0.1354	
variety=castillo	49	B	B2	0.0046	
variety=castillo	49	B	B3	0.0222	
variety=castillo	49	B	B4	0.1528	kept
variety=castillo	49	B	B5	0.3379	kept
variety=castillo	49	B	B6	0.0160	
variety=castillo	49	B	B7	0.1351	
variety=castillo	49	B	B8	0.1607	kept
variety=castillo	49	B	B9	0.0353	
variety=castillo	49	C	C1	0.2298	kept
variety=castillo	49	C	C3	0.1809	kept
variety=castillo	49	C	C4	0.0763	
variety=castillo	49	C	C5	0.1496	
variety=castillo	49	C	C6	0.3001	kept
variety=castillo	49	C	C7	0.0634	
variety=catuai	103	A	A1	0.2507	kept
variety=catuai	103	A	A2	0.1655	
variety=catuai	103	A	A3	0.2211	kept
variety=catuai	103	A	A4	0.2210	kept
variety=catuai	103	A	A5	0.0789	
variety=catuai	103	A	A6	0.0505	
variety=catuai	103	A	A7	0.0121	
variety=catuai	103	A	A8	0.0002	
variety=catuai	103	B	B1	0.1652	kept
variety=catuai	103	B	B2	0.0030	
variety=catuai	103	B	B3	0.0252	
variety=catuai	103	B	B4	0.2146	kept
variety=catuai	103	B	B5	0.2867	kept
variety=catuai	103	B	B6	0.0297	
variety=catuai	103	B	B7	0.0731	
variety=catuai	103	B	B8	0.1472	
variety=catuai	103	B	B9	0.0552	
variety=catuai	103	C	C1	0.2333	kept
variety=catuai	103	C	C3	0.2442	kept
variety=catuai	103	C	C4	0.0746	
variety=catuai	103	C	C5	0.0750	
variety=catuai	103	C	C6	0.2809	kept
variety=catuai	103	C	C7	0.0920	
variety=caturra	300	A	A1	0.2562	kept
variety=caturra	300	A	A2	0.1640	
variety=caturra	300	A	A3	0.2268	kept
variety=caturra	300	A	A4	0.2137	kept
variety=caturra	300	A	A5	0.0816	
variety=caturra	300	A	A6	0.0519	
variety=caturra	300	A	A7	0.0057	
variety=caturra	300	A	A8	0.0001	
variety=caturra	300	B	B1	0.1147	
variety=caturra	300	B	B2	0.0064	
variety=caturra	300	B	B3	0.0220	
variety=caturra	300	B	B4	0.1920	kept
variety=caturra	300	B	B5	0.3090	kept
variety=caturra	300	B	B6	0.0141	
variety=caturra	300	B	B7	0.1062	
variety=caturra	300	B	B8	0.1832	kept
variety=caturra	300	B	B9	0.0523	
variety=caturra	300	C	C1	0.1506	kept
variety=caturra	300	C	C3	0.3397	kept
variety=caturra	300	C	C4	0.0571	
variety=caturra	300	C	C5	0.0710	
variety=caturra	300	C	C6	0.2972	kept
variety=caturra	300	C	C7	0.0844	
variety=ethiopian_landrace	567	A	A1	0.3125	kept
variety=ethiopian_landrace	567	A	A2	0.2497	kept
variety=ethiopian_landrace	567	A	A3	0.1801	kept
variety=ethiopian_landrace	567	A	A4	0.1532	
variety=ethiopian_landrace	567	A	A5	0.0792	
variety=ethiopian_landrace	567	A	A6	0.0217	
variety=ethiopian_landrace	567	A	A7	0.0035	
variety=ethiopian_landrace	567	A	A8	0.0001	
variety=ethiopian_landrace	567	B	B1	0.1752	kept
variety=ethiopian_landrace	567	B	B2	0.0102	
variety=ethiopian_landrace	567	B	B3	0.0486	
variety=ethiopian_landrace	567	B	B4	0.1523	kept
variety=ethiopian_landrace	567	B	B5	0.3710	kept
variety=ethiopian_landrace	567	B	B6	0.0049	
variety=ethiopian_landrace	567	B	B7	0.0646	
variety=ethiopian_landrace	567	B	B8	0.1287	
variety=ethiopian_landrace	567	B	B9	0.0446	
variety=ethiopian_landrace	567	C	C1	0.2609	kept
variety=ethiopian_landrace	567	C	C3	0.2174	kept
variety=ethiopian_landrace	567	C	C4	0.0729	
variety=ethiopian_landrace	567	C	C5	0.0410	
variety=ethiopian_landrace	567	C	C6	0.3644	kept
variety=ethiopian_landrace	567	C	C7	0.0435	
variety=gesha	477	A	A1	0.3151	kept
variety=gesha	477	A	A2	0.1531	
variety=gesha	477	A	A3	0.1987	kept
variety=gesha	477	A	A4	0.1908	kept
variety=gesha	477	A	A5	0.1250	
variety=gesha	477	A	A6	0.0165	
variety=gesha	477	A	A7	0.0007	
variety=gesha	477	A	A8	0.0001	
variety=gesha	477	B	B1	0.2670	kept
variety=gesha	477	B	B2	0.0128	
variety=gesha	477	B	B3	0.0458	
variety=gesha	477	B	B4	0.1138	
variety=gesha	477	B	B5	0.3242	kept
variety=gesha	477	B	B6	0.0056	
variety=gesha	477	B	B7	0.1182	kept
variety=gesha	477	B	B8	0.0829	
variety=gesha	477	B	B9	0.0297	
variety=gesha	477	C	C1	0.3164	kept
variety=gesha	477	C	C3	0.1522	kept
variety=gesha	477	C	C4	0.0288	
variety=gesha	477	C	C5	0.1109	
variety=gesha	477	C	C6	0.3615	kept
variety=gesha	477	C	C7	0.0302	
variety=pacamara	57	A	A1	0.2967	kept
variety=pacamara	57	A	A2	0.1539	
variety=pacamara	57	A	A3	0.2295	kept
variety=pacamara	57	A	A4	0.2110	kept
variety=pacamara	57	A	A5	0.0457	
variety=pacamara	57	A	A6	0.0486	
variety=pacamara	57	A	A7	0.0034	
variety=pacamara	57	A	A8	0.0111	
variety=pacamara	57	B	B1	0.0939	
variety=pacamara	57	B	B2	0.0044	
variety=pacamara	57	B	B3	0.0211	
variety=pacamara	57	B	B4	0.1912	kept
variety=pacamara	57	B	B5	0.3429	kept
variety=pacamara	57	B	B6	0.0153	
variety=pacamara	57	B	B7	0.1299	
variety=pacamara	57	B	B8	0.1665	kept
variety=pacamara	57	B	B9	0.0349	
variety=pacamara	57	C	C1	0.1359	kept
variety=pacamara	57	C	C3	0.3497	kept
variety=pacamara	57	C	C4	0.0946	
variety=pacamara	57	C	C5	0.0686	
variety=pacamara	57	C	C6	0.2649	kept
variety=pacamara	57	C	C7	0.0862	
variety=pink_bourbon	53	A	A1	0.2449	kept
variety=pink_bourbon	53	A	A2	0.2259	kept
variety=pink_bourbon	53	A	A3	0.2325	kept
variety=pink_bourbon	53	A	A4	0.1732	
variety=pink_bourbon	53	A	A5	0.0829	
variety=pink_bourbon	53	A	A6	0.0368	
variety=pink_bourbon	53	A	A7	0.0035	
variety=pink_bourbon	53	A	A8	0.0004	
variety=pink_bourbon	53	B	B1	0.1512	kept
variety=pink_bourbon	53	B	B2	0.0045	
variety=pink_bourbon	53	B	B3	0.0218	
variety=pink_bourbon	53	B	B4	0.1714	kept
variety=pink_bourbon	53	B	B5	0.3882	kept
variety=pink_bourbon	53	B	B6	0.0158	
variety=pink_bourbon	53	B	B7	0.0650	
variety=pink_bourbon	53	B	B8	0.1467	
variety=pink_bourbon	53	B	B9	0.0353	
variety=pink_bourbon	53	C	C1	0.2636	kept
variety=pink_bourbon	53	C	C3	0.1500	kept
variety=pink_bourbon	53	C	C4	0.0718	
variety=pink_bourbon	53	C	C5	0.0898	
variety=pink_bourbon	53	C	C6	0.3621	kept
variety=pink_bourbon	53	C	C7	0.0627	
variety=red_bourbon	82	A	A1	0.2506	kept
variety=red_bourbon	82	A	A2	0.2015	kept
variety=red_bourbon	82	A	A3	0.2204	kept
variety=red_bourbon	82	A	A4	0.1809	
variety=red_bourbon	82	A	A5	0.1053	
variety=red_bourbon	82	A	A6	0.0383	
variety=red_bourbon	82	A	A7	0.0028	
variety=red_bourbon	82	A	A8	0.0003	
variety=red_bourbon	82	B	B1	0.1150	
variety=red_bourbon	82	B	B2	0.0035	
variety=red_bourbon	82	B	B3	0.0172	
variety=red_bourbon	82	B	B4	0.1302	kept
variety=red_bourbon	82	B	B5	0.3979	kept
variety=red_bourbon	82	B	B6	0.0124	
variety=red_bourbon	82	B	B7	0.1406	kept
variety=red_bourbon	82	B	B8	0.1286	
variety=red_bourbon	82	B	B9	0.0547	
variety=red_bourbon	82	C	C1	0.2592	kept
variety=red_bourbon	82	C	C3	0.2399	kept
variety=red_bourbon	82	C	C4	0.0667	
variety=red_bourbon	82	C	C5	0.0651	
variety=red_bourbon	82	C	C6	0.3038	kept
variety=red_bourbon	82	C	C7	0.0654	
variety=robusta	68	A	A1	0.2880	kept
variety=robusta	68	A	A2	0.1594	kept
variety=robusta	68	A	A3	0.1992	kept
variety=robusta	68	A	A4	0.1508	
variety=robusta	68	A	A5	0.1005	
variety=robusta	68	A	A6	0.0839	
variety=robusta	68	A	A7	0.0178	
variety=robusta	68	A	A8	0.0003	
variety=robusta	68	B	B1	0.1148	
variety=robusta	68	B	B2	0.0038	
variety=robusta	68	B	B3	0.0468	
variety=robusta	68	B	B4	0.1362	kept
variety=robusta	68	B	B5	0.3107	kept
variety=robusta	68	B	B6	0.0644	
variety=robusta	68	B	B7	0.0952	
variety=robusta	68	B	B8	0.1554	kept
variety=robusta	68	B	B9	0.0725	
variety=robusta	68	C	C1	0.1789	kept
variety=robusta	68	C	C3	0.1939	kept
variety=robusta	68	C	C4	0.1032	
variety=robusta	68	C	C5	0.0830	
variety=robusta	68	C	C6	0.2883	kept
variety=robusta	68	C	C7	0.1527	
variety=sl28_sl34	280	A	A1	0.2629	kept
variety=sl28_sl34	280	A	A2	0.3045	kept
variety=sl28_sl34	280	A	A3	0.1319	
variety=sl28_sl34	280	A	A4	0.1779	kept
variety=sl28_sl34	280	A	A5	0.0942	
variety=sl28_sl34	280	A	A6	0.0219	
variety=sl28_sl34	280	A	A7	0.0066	
variety=sl28_sl34	280	A	A8	0.0001	
variety=sl28_sl34	280	B	B1	0.1747	kept
variety=sl28_sl34	280	B	B2	0.0173	
variety=sl28_sl34	280	B	B3	0.0651	
variety=sl28_sl34	280	B	B4	0.1208	
variety=sl28_sl34	280	B	B5	0.3421	kept
variety=sl28_sl34	280	B	B6	0.0098	
variety=sl28_sl34	280	B	B7	0.0733	
variety=sl28_sl34	280	B	B8	0.1651	kept
variety=sl28_sl34	280	B	B9	0.0317	
variety=sl28_sl34	280	C	C1	0.2711	kept
variety=sl28_sl34	280	C	C3	0.2710	kept
variety=sl28_sl34	280	C	C4	0.1219	
variety=sl28_sl34	280	C	C5	0.0677	
variety=sl28_sl34	280	C	C6	0.2236	kept
variety=sl28_sl34	280	C	C7	0.0447	
variety=typica	176	A	A1	0.2881	kept
variety=typica	176	A	A2	0.1638	
variety=typica	176	A	A3	0.1950	kept
variety=typica	176	A	A4	0.1988	kept
variety=typica	176	A	A5	0.1207	
variety=typica	176	A	A6	0.0318	
variety=typica	176	A	A7	0.0017	
variety=typica	176	A	A8	0.0002	
variety=typica	176	B	B1	0.1549	kept
variety=typica	176	B	B2	0.0087	
variety=typica	176	B	B3	0.0432	
variety=typica	176	B	B4	0.1727	kept
variety=typica	176	B	B5	0.2856	kept
variety=typica	176	B	B6	0.0252	
variety=typica	176	B	B7	0.1141	
variety=typica	176	B	B8	0.1396	
variety=typica	176	B	B9	0.0559	
variety=typica	176	C	C1	0.2157	kept
variety=typica	176	C	C3	0.2522	kept
variety=typica	176	C	C4	0.0892	
variety=typica	176	C	C5	0.0829	
variety=typica	176	C	C6	0.3074	kept
variety=typica	176	C	C7	0.0526	
variety=yellow_bourbon	32	A	A1	0.2440	kept
variety=yellow_bourbon	32	A	A2	0.1889	kept
variety=yellow_bourbon	32	A	A3	0.1734	
variety=yellow_bourbon	32	A	A4	0.1811	kept
variety=yellow_bourbon	32	A	A5	0.0728	
variety=yellow_bourbon	32	A	A6	0.1351	
variety=yellow_bourbon	32	A	A7	0.0042	
variety=yellow_bourbon	32	A	A8	0.0004	
variety=yellow_bourbon	32	B	B1	0.1572	kept
variety=yellow_bourbon	32	B	B2	0.0053	
variety=yellow_bourbon	32	B	B3	0.0259	
variety=yellow_bourbon	32	B	B4	0.2008	kept
variety=yellow_bourbon	32	B	B5	0.2983	kept
variety=yellow_bourbon	32	B	B6	0.0188	
variety=yellow_bourbon	32	B	B7	0.0983	
variety=yellow_bourbon	32	B	B8	0.1407	
variety=yellow_bourbon	32	B	B9	0.0547	
variety=yellow_bourbon	32	C	C1	0.2099	kept
variety=yellow_bourbon	32	C	C3	0.2455	kept
variety=yellow_bourbon	32	C	C4	0.0600	
variety=yellow_bourbon	32	C	C5	0.0789	
variety=yellow_bourbon	32	C	C6	0.1916	
variety=yellow_bourbon	32	C	C7	0.2140	kept
