group_id	split	output_atom_count	source_family_ids	year_ids	effective_record_ids	coffee_identity_ids	duplicate_group_ids	publication_layers	target_concept_ids	grouping_contract
smoke-group:ae5f39d1d3a4b56947c8a567	TRAIN	17	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:252af432dcef188be83f40dc	coffee-b2:69a46d8701305c47588b51e4		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.apple|sensory.bergamot|sensory.black_tea|sensory.blackcurrant|sensory.cherry|sensory.green_tea|sensory.honey|sensory.pineapple|sensory.raspberry|sensory.strawberry|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:b1aac1255e11f71f4f8273d0	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:a8ebb6c384c8d1afdfc6c351	coffee-post20k:3acf72a5ab0693af3e86ebbc		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:b4dadf045ab7176c028cedb4	DEV	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:ec51c3631c0cdca66682bd42	coffee-b2:4be419ff322a7bc65eabbb20		JUDGE_LEVEL_OBSERVATION	sensory.bitter|sensory.caramel|sensory.dark_chocolate|sensory.grapefruit|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:b5afedcd0630ecdb32e9a2a9	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:6f13a6544a0817cb1830c522	coffee-post20k:e37bd757e81b1cd0535343b9		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:b79148b8737fd79d1653fa40	TRAIN	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:29d927c58adf72fd3313c35c	coffee-b2:0608e393dfb8f7dc7451a14f		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.black_tea|sensory.dark_chocolate|sensory.green_tea	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:b8eac534e75e46200b62944d	DEV	7	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:909775085bf2ce58bfd04158	coffee-b2:52d70516796e2d0c3a59c117		JUDGE_LEVEL_OBSERVATION	sensory.almond|sensory.apple|sensory.black_tea|sensory.peach	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:b9a9c0d6370f88f7bf1553cf	TRAIN	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:82cceb4598a428b55130191b	coffee-b2:8d49e1b53605435c4a2c5970		JUDGE_LEVEL_OBSERVATION	sensory.bergamot|sensory.caramel|sensory.cherry|sensory.cocoa|sensory.jasmine|sensory.lemon|sensory.peach|sensory.prune|sensory.raspberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:baa02b9ef5c496b99150062a	DEV	10	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:2ba503d2c811d2f5c10662d9	coffee-b2:310072076c8af13d6e0d5e6e		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.hazelnut|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:bb53215e823c5d4ff055ac9e	TRAIN	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:672bbe8d15cde9a601aac842	coffee-b2:9d9c6eb2a54ae202579690f4		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.dark_chocolate|sensory.raisin	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:bc7f339debab40dae491aa76	TRAIN	7	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:39ce2418b4d4666d31c1a942	coffee-b2:f9d2518f075f22ee35cfd44d		JUDGE_LEVEL_OBSERVATION	sensory.almond|sensory.blueberry|sensory.caramel|sensory.cocoa|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:bda27c65dba8f0144ec10567	DEV	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:f6aa77e26a9bd04b569431f2	coffee-b2:a44d90719a97a21772f06724		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.cherry|sensory.dark_chocolate|sensory.raisin	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:be01d736a5b88d783f5c2949	DEV	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:8a3c3d32cddc6e289527c449	coffee-post20k:d7d7bf04f138c74de54049fd		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:bf41ad3435f894a60d6484d9	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:c8346634320b534913fc9629	coffee-b2:62c70195892264ecc975a727		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.cardamom|sensory.cocoa|sensory.dark_chocolate	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:bfaee0e3394127d786c402b0	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:7bbade2380d0c302a625a6bd|effective-post20k:9e9d8db9f971f685a858c9a1	coffee-post20k:c9a4ac8c65c5a4273ea1c972		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c1c040deac96d5c68327a617	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:3dca444040121040c6ca95fa|effective-post20k:d4e85afff25a4853b12763f2	coffee-post20k:c7660add2fc471bd4f18d756		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c26bbeaf086042fdd60862f7	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:777040d177e208d78ebf79d3	coffee-b2:da2a4fb0155669d5987b6f9c		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.cocoa|sensory.dark_chocolate|sensory.grapefruit	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c2e82ec18217204dc1efd9cb	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:77dcbf3f5c37674de12c5965	coffee-post20k:6beea2f25131a43aaf0f5e73		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c327052d07a708ee8bfa4077	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:ee5c18dc57b1fd78513d60f7	coffee-post20k:d73798b60ca30e8c9650b3df		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c3d6dbe45c95476ef1f2ac06	TEST	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:5dc1ec638b1b96cf1beffd5b	coffee-b2:07bc762818c9afec0e736c18		JUDGE_LEVEL_OBSERVATION	sensory.cocoa|sensory.dark_chocolate|sensory.green_tea|sensory.peach	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c56521c40bc17ca8549eac86	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:40e96fc67a12a8e9756d94fd	coffee-b2:b65d062a8dd07d07349ff160		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.green_tea|sensory.mango|sensory.orange|sensory.raspberry|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c5951250fad418a6cb806740	TRAIN	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:8baf32203afe5f817e00fde9	coffee-b2:abdcbe5caaae45ae54e7ba5d		JUDGE_LEVEL_OBSERVATION	sensory.cherry|sensory.dark_chocolate|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c5d9f34ce1c30a0f251af44d	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:61e9d27238c9019e0520b29b	coffee-b2:edeccd5f507eaa4b33c9e879		JUDGE_LEVEL_OBSERVATION	sensory.hazelnut|sensory.tobacco|sensory.woody	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c6d3ecca8a2e801eabf1257d	TRAIN	14	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:e88797606e92d3243c9e3db8	coffee-b2:47bfb2094550f2d46a362796		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.apple|sensory.banana|sensory.blackberry|sensory.caramel|sensory.cherry|sensory.earthy|sensory.honey|sensory.mango|sensory.molasses|sensory.orange|sensory.pineapple|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c71cb75410be83d0151d0e63	TRAIN	19	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:c824f432f14a03e6a9077a27	coffee-b2:7c670f25b3d5f526829fe433		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.bergamot|sensory.black_tea|sensory.blackcurrant|sensory.cherry|sensory.cocoa|sensory.green_tea|sensory.jasmine|sensory.lime|sensory.orange|sensory.raspberry|sensory.rose|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c73c045e88f64e280cc27f95	TRAIN	8	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:9a8d5ad592baf8c622abb2b9	coffee-b2:9ed563e629d92b0a8b626fc3		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.cocoa|sensory.raisin	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:c97246d74e35dac5e269cc64	DEV	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:b308d8f60353f97d77f25d0f|effective-post20k:c4a44162af4ccfb44808712d	coffee-post20k:bd01ea7bd19f4bb128e92980		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:cbfe3bd480e643faf60a9a23	TRAIN	1	family.frontiers_cenicafe_lengupa_trained_cuppers	year.2026	effective-post20k:e58bc7f0a67b244d28fe77b5	coffee-post20k:7487a98545d01bf0ed548a89		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.earthy	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:cc04c1dfb8872dd39f2a9ea7	TEST	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:e2f2a9902d10cb8698c0235c	coffee-b2:1aa05cc13b6b9fe21fc7f55d		JUDGE_LEVEL_OBSERVATION	sensory.almond|sensory.apple|sensory.blackcurrant|sensory.caramel|sensory.cherry|sensory.cocoa|sensory.orange	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:cc5d547339aee24f14b1e9e7	TEST	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:2595f13e76fee143a8518110	coffee-post20k:127f8eb199ed7c6254b7181d		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:cc9e19de30a9e900af599e50	TRAIN	15	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:031981af7b533f0d631c1485	coffee-b2:1de620983b67cdeb9f4f623a		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.dark_chocolate|sensory.grapefruit|sensory.honey|sensory.jasmine|sensory.lemon|sensory.orange|sensory.prune|sensory.raisin|sensory.raspberry|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:ccab26cb769577888b8c0170	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:9c5501ad04f4300d0fa765e7|effective-post20k:c9702cb296676b60aa286109	coffee-post20k:0b5784f3240e2768c1df11eb		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:cd428f1e61a625e225105c13	TRAIN	9	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:9f75bc3cffa41f9be059e112	coffee-b2:28de9a17084bd4eca59271b1		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.cinnamon|sensory.cocoa|sensory.dark_chocolate|sensory.orange|sensory.pear|sensory.prune	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:cd4bd009aaad255ee94f5487	TEST	2	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:660abd302bc781bd6c90c792	coffee-b2:b235432b266b201fcf3d0df8		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.woody	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:ce58be0f511edb71e11a6f12	DEV	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:7dc7220fb9536ed81b0930dc|effective-post20k:e5033700dc0684e901ef9dd0	coffee-post20k:bdd273439b16850fb327deeb		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:ce812927752242ca4ce75145	TEST	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:16c2e243763c2670b324f94d	coffee-post20k:cb13015e99d2f6dd69f91c9b		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:ce8558eabbcffd52ab442b5a	DEV	2	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:786978073da4c0cb373cea50	coffee-b2:5fb7ffc7a03a3c308b904f1f		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d281dbf4c9b9f0aa8503e709	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:5d0a41d8575a446b3d1f600f	coffee-post20k:9dcd51567ca62f1cc05231df		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d593837ef569263eaf0ef5ad	TRAIN	1	family.frontiers_cenicafe_lengupa_trained_cuppers	year.2026	effective-post20k:5d80a43290a879c27d57c771	coffee-post20k:ca06079fed0684de96be689d		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.lemongrass	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d63dd8207707e22bf1ba50e5	DEV	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:40db381bd867831c72d9b565	coffee-post20k:86297547b33d7e733147d9f9		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d78bbc89ea7c014c53a2a5de	TRAIN	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:89b71f0b2f9f6144277f4948	coffee-b2:bb5f12a88a81ceb5f24d6557		JUDGE_LEVEL_OBSERVATION	sensory.bergamot|sensory.caramel|sensory.dark_chocolate	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d87a189c32b677538184b034	TRAIN	7	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:816484c0cdb598e820cf21fe	coffee-b2:0dd71c80fe09b02121be6a7b		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.green_tea	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d89779963e08329f60563c75	TEST	7	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:77c9c315fc9eaa6ee8864bf0	coffee-b2:991b72456459d0bd640ceb57		JUDGE_LEVEL_OBSERVATION	sensory.cardamom|sensory.clove|sensory.dark_chocolate|sensory.nutmeg|sensory.orange	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:d8f6cee0bf3dfa55bf8391e4	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:98f42b8202696a4a7590f2a8	coffee-post20k:b10d6ecc3d7c443716b83d3c		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:da0af7ab77d9db89de68e27f	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:78fd29ef787bcbd193f7ac75	coffee-post20k:99ecb0f5791435ae26bcb611		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:db10941291bf710596959569	DEV	8	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:8daa37c777be724366bf3a06	coffee-b2:4bbeb7b171d79e38613f2d12		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.cherry|sensory.cocoa|sensory.peach|sensory.pear|sensory.pineapple|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:db9ecee647339323594920be	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:2d36203966d6cfe70047cdbc	coffee-b2:8aab61a486d8293d9aa055b9		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.raisin|sensory.tobacco|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:de41ed664ed311a1323b3a9f	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:f2ef5d172859ee048562e60f	coffee-post20k:8c6ae065e267b89cadf3dfce		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e01593ded4bfafece9c862f1	TRAIN	14	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:2d79059b035ceacd773ce7af	coffee-b2:9f45aa2bac29c036e10bc4a6		JUDGE_LEVEL_OBSERVATION	sensory.bitter|sensory.black_tea|sensory.blackcurrant|sensory.caramel|sensory.cinnamon|sensory.dark_chocolate|sensory.hazelnut|sensory.molasses|sensory.peanut|sensory.smoky|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e32d01263d4b378faf653bab	DEV	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:1ba198729f68a7fde18672cc	coffee-post20k:72611a9a57ee5203c23f4278		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e3833446826a38f434591039	TRAIN	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:dd55c85ab0e0cddd7fe8d195	coffee-b2:057ebf85c19f9c9c92663f2e		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.bergamot|sensory.caramel|sensory.cocoa|sensory.grapefruit|sensory.orange|sensory.peach|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e3bfebac09150914923191ba	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:523a3e7dd226c4c2eccc540e	coffee-b2:6d3abf7d2749ae48690dee1d		JUDGE_LEVEL_OBSERVATION	sensory.hazelnut|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e5433d8619598079b5409609	DEV	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:923b4e51db1d3f9dc94dc2f2	coffee-b2:db1fb70398801f8a352c034d		JUDGE_LEVEL_OBSERVATION	sensory.caramel	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e6e75d9f71af2547186ddc1a	TRAIN	13	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:d8c4851840532c56199ea190	coffee-b2:9df086c0dbd179e88c8eb3e1		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.black_tea|sensory.caramel|sensory.cocoa|sensory.orange|sensory.peach|sensory.raisin	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e6ed60b8c60c93a16f8af15e	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:7daabadfa5b931574556453e	coffee-post20k:3ac6ac440fab17b7bf206343		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e7d4fd4bc35cefd11e3690cb	TRAIN	1	family.frontiers_cenicafe_lengupa_trained_cuppers	year.2026	effective-post20k:703cfac4e6dc19757d2a0636	coffee-post20k:25817583d63d14199c7214d7		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.woody	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:e9d1f09c3eb3d3cd5b20e583	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:ca0c60a25fb02be913452c0b	coffee-b2:559d995330017c61e3c78944		JUDGE_LEVEL_OBSERVATION	sensory.dark_chocolate|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:ea174ba27a0816e2f2db540e	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:12b59faa4159e1ed221d2176|effective-post20k:ff4114b66b4888613447d7c8	coffee-post20k:7b9bcff20fd66327a8897de9		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:f016f6d7cb36cb11be25fccf	TEST	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:769053ef6fc5df8a701680d4	coffee-post20k:3fc045959e329c48b78b1c65		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:f159d58f3fa6aa57c55f7259	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:4fc64d16d52f10b0eec7fec4	coffee-post20k:5efb26a57c163f0c341dfca5		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:f2cd59dadf247c938b4e7eb2	TRAIN	10	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:1a1f1b29ea02d25f4230afce	coffee-b2:2f3305e9e32bd777c8f66a73		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.bergamot|sensory.blackcurrant|sensory.caramel|sensory.cocoa|sensory.honey|sensory.jasmine|sensory.orange	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:f35e4f7495dde2c3c7edf4d2	TEST	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:f098bb861dab00a81ba9ccf6	coffee-post20k:b3a189d7c8df6a9d0d60151b		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:f3ffa5bfb73e5f6881e651dc	DEV	16	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:dbb6d88f4070c314873d5023	coffee-b2:bfd57b6dbfe0068fa7a59401		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.bergamot|sensory.caramel|sensory.cocoa|sensory.grape|sensory.grapefruit|sensory.peach|sensory.plum|sensory.pomegranate|sensory.prune	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:f4eccf4555a5a11b8acd62e6	TRAIN	12	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:89fba010c6b754358c14b669	coffee-b2:0ef4b993d07a166ece866da2		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.cocoa|sensory.dark_chocolate|sensory.lemon|sensory.malt|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
