concept_cluster_id	cleaned_form_count	cleaned_form_ids	cleaned_form_sha256s	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	neighbor_cluster_ids	canonical_concept_ids	mapping_state	normalization_authorities	assertion_support	effective_record_support	source_family_count	source_family_ids	year_count	year_ids	gold_assertion_count	silver_assertion_count	bronze_assertion_count	support_band	review_priority_score	reversible_to_source_assertions	human_reviewed	expert_adjudicated
concept-cluster:7c0c75506279d186b0332f98	1	cleaned-form:50cc94d3af660bc59866b6dc	50cc94d3af660bc59866b6dc3d9dda59ef6465ee8ab951669b3f85b068e558bc	1	source-form:50cc94d3af660bc59866b6dc	en	STRICT_FLAVOR	50cc94d3af660bc59866b6dc3d9dda59ef6465ee8ab951669b3f85b068e558bc					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2009	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7c20e7b92ae3d820c7b3e58b	1	cleaned-form:3fc559f88d3f98e77eeda160	3fc559f88d3f98e77eeda16063237f5ae849fab4cd0be4d392e4de68a8918d22	1	source-form:fe0d124d3e564b8dcc31848f	en	STRICT_FLAVOR	3fc559f88d3f98e77eeda16063237f5ae849fab4cd0be4d392e4de68a8918d22					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2021	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7c22b254a29eed3e1f8ba17f	1	cleaned-form:67ca70951b0963cea85b947b	67ca70951b0963cea85b947b6c8f5b71bbf1356679c9c7ede4175e4f9fbf8bdd	3	source-form:0b3da4363652d67ef5c7ba3a|source-form:198e253a77b3b88c14d8f0bd|source-form:67ca70951b0963cea85b947b	en	STRICT_FLAVOR	67ca70951b0963cea85b947b6c8f5b71bbf1356679c9c7ede4175e4f9fbf8bdd					GENUINE_ONTOLOGY_CANDIDATE		6	6	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	3	year.2024|year.2025|year.2026	1	5	0	SUPPORT_5_19	286	true	false	false
concept-cluster:7c2f14dcea06ca9c58218924	1	cleaned-form:8e88a866861a873386dc3815	8e88a866861a873386dc38151859a40f1297223c391fba39c2f6b9ca38984d56	1	source-form:8e88a866861a873386dc3815	en	STRICT_FLAVOR	8e88a866861a873386dc38151859a40f1297223c391fba39c2f6b9ca38984d56		sensory.honey|sensory.lemon|sensory.peach	concept-cluster:b6e47a7e21fac5253a44f230|concept-cluster:cf3459a3f8fa90c4454388f5|concept-cluster:c6f5c5051f563763140ea0b7|concept-cluster:c87d3f24065a3faa6c5c759d|concept-cluster:42ee451fafe8df0b0370b2d4		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7c5499edbea9a980d5290740	1	cleaned-form:fc66f021c67d064c1490a12b	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	40	source-form:013da4c1f43be3f8cec09753|source-form:02917928121b8e47648c6d6b|source-form:0c96fd845ca59442a638d813|source-form:12b6d16115f00b8f1c6b4ce5|source-form:146537f151d459e9be42ad72|source-form:199bdf99e60e3f460e51fb71|source-form:1b46511d85ac7495ca831592|source-form:2084b8d814c801ed18325cfc|source-form:3313aef6660f7149e6012b66|source-form:33a442b34df34616b8a93e07|source-form:35f50b2b8c979a79a909df65|source-form:37931ff3b9d27de47f9ffa49|source-form:3a3aed01ed9548007e80f54e|source-form:3fa98c320d0892b31fa7718e|source-form:4752845b5286df71de6ea9dd|source-form:4d06ba6027a09886afade1cf|source-form:4e13036242884ae12e0b35f5|source-form:59d3b1ee1264d34402557bfa|source-form:59d59c0d2b1b3102565e17fa|source-form:5a306bcc9bd671781a52d324|source-form:64133ef1f373c1744dce674e|source-form:644c691472d0bd4dce4192d3|source-form:6c929ce0df7ff525e8ead8fc|source-form:7948c65dc3ff1b9e390f6b06|source-form:8f7b79eb093cf13fb8a95af1|source-form:9dd34cb4278f6939f2eb2a99|source-form:b3fcf297984559806ca1f0ad|source-form:b66e69c090d1c6daa6c5ab52|source-form:c62a908dd8f1f63c24b3584b|source-form:d070fcd7d0f136291ddbd579|source-form:d13ab4a26021eddc769e9a68|source-form:d1d87c4717d527df59122a54|source-form:d67fa139fccf2ea252621f47|source-form:daad947b9613e05b98b1e858|source-form:e0a58b51ce8b5229ae6b7c55|source-form:e43bab36dd4ac414944a619d|source-form:f03a46cee077d22341b269ed|source-form:f8d0090000b16b9f7cca2b96|source-form:fbab6fbe43d3a920e5fafe40|source-form:fc66f021c67d064c1490a12b	en	INTENSITY_OR_QUALITY_MODIFIER	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9		concept-cluster:18c7ca9932be376c2ce7836c|concept-cluster:46ff81d17b64b5d4be5390d2|concept-cluster:20fce04384dc1ef133766e40|concept-cluster:d7d1b92c11cde1eda5e21b39|concept-cluster:d261915fc1486adc3cc5149b		MODIFIER_OF_EXISTING_CONCEPT		194	154	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	16	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	115	78	1	SUPPORT_100_PLUS	1074	true	false	false
concept-cluster:7c7716f0a75eff6d773293cc	1	cleaned-form:285690d943e4d16109f39c5f	285690d943e4d16109f39c5f093cca87c41c2053d0934a5dd00e23ec45791387	1	source-form:285690d943e4d16109f39c5f	en	STRICT_FLAVOR	285690d943e4d16109f39c5f093cca87c41c2053d0934a5dd00e23ec45791387		sensory.cherry|sensory.lime	concept-cluster:dd11f0a80e4ccb1cf654785b|concept-cluster:3383fd57f332b8eff7961e21|concept-cluster:08f3a3dfb648c5f643d502b8|concept-cluster:7b05023483361253abec7c7e|concept-cluster:6975f75559dbb9d4c29cb39e		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.ace_cup_of_excellence	1	year.2012	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7c79a963d8404428cbb55ca0	1	cleaned-form:c960ab959ced4bf733e88e25	c960ab959ced4bf733e88e25c89e10a30574d8cd86ba74b2a351d45f7de12a84	1	source-form:c960ab959ced4bf733e88e25	en	STRICT_FLAVOR	c960ab959ced4bf733e88e25c89e10a30574d8cd86ba74b2a351d45f7de12a84					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2017	2	0	0	SUPPORT_1_4	122	true	false	false
concept-cluster:7c7dcf9921c847e5341e22da	1	cleaned-form:007b30c58c7ec5cddea593e6	007b30c58c7ec5cddea593e684a36d17fa27f24cc69d6301d013e67126cf2071	1	source-form:2ec4df0af7c67b681d82f4be	en	STRICT_FLAVOR	007b30c58c7ec5cddea593e684a36d17fa27f24cc69d6301d013e67126cf2071					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2020	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7c8fd32855b98a4814f56433	1	cleaned-form:e1d9144c683c933a48488096	e1d9144c683c933a48488096407ac065b6e6c1aafab99720f080377a34b0cabb	1	source-form:e1d9144c683c933a48488096	en	STRICT_FLAVOR	e1d9144c683c933a48488096407ac065b6e6c1aafab99720f080377a34b0cabb					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2016	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7caa8314080c148087f4d71e	1	cleaned-form:16850a4f5d42ac1428b6ca7d	16850a4f5d42ac1428b6ca7d14d71dbfcd798670ce2d4d8f3e72963f4b7badae	1	source-form:52205ec8fde59909bf66cbf1	en	STRICT_FLAVOR	16850a4f5d42ac1428b6ca7d14d71dbfcd798670ce2d4d8f3e72963f4b7badae					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2020	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7cc8c98ca4fd0069fc761f89	1	cleaned-form:f712bd3b357131cdf3ad6c59	f712bd3b357131cdf3ad6c59bc4af7ae7dc42362c6f77726c57abad0d4f471cf	1	source-form:f712bd3b357131cdf3ad6c59	en	STRICT_FLAVOR	f712bd3b357131cdf3ad6c59bc4af7ae7dc42362c6f77726c57abad0d4f471cf					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2014	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7cd2a82ac0392bd4337bb1b0	1	cleaned-form:c5ada22075fc79e5db030626	c5ada22075fc79e5db0306260a7387ac7c97f90f843eb803368f6d20e0ea6cc3	1	source-form:d89b35da65305b6346c5acf6	en	STRICT_FLAVOR	c5ada22075fc79e5db0306260a7387ac7c97f90f843eb803368f6d20e0ea6cc3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7cefa6b77d7ba8830d317121	1	cleaned-form:6a852b6d27f4404413e72aed	6a852b6d27f4404413e72aed077174c479ecfc518f548a75adb7e2ab681a9771	1	source-form:6a852b6d27f4404413e72aed	en	STRICT_FLAVOR	6a852b6d27f4404413e72aed077174c479ecfc518f548a75adb7e2ab681a9771					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7d1084a4d4ec40493dca3d82	1	cleaned-form:ba20c1ac38734a6bdfc5136c	ba20c1ac38734a6bdfc5136cae88fec018a445026049138f332b47f139e0f0ca	1	source-form:7ef4f86c3da09732968f78d7	en	STRICT_FLAVOR	ba20c1ac38734a6bdfc5136cae88fec018a445026049138f332b47f139e0f0ca					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2023	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7d132d417d69472507f8af44	1	cleaned-form:5a38217ea4f14d9b6da5e718	5a38217ea4f14d9b6da5e7180fc83fc32adcf461637e400e43222084cab47e30	1	source-form:ca0a45330971329f7bdb11fd	en	NON_DESCRIPTOR	5a38217ea4f14d9b6da5e7180fc83fc32adcf461637e400e43222084cab47e30		sensory.blueberry|sensory.raspberry	concept-cluster:437aab4f198fbd0e4c952b8c|concept-cluster:6e936ceda7da6e913f196db8|concept-cluster:8464da777f6c3ac9263b67e7|concept-cluster:dd11f0a80e4ccb1cf654785b|concept-cluster:fbc74a39c87988de27b6ca3d		NON_DESCRIPTOR		1	1	1	family.sheba_coffee_yemen_auction	1	year.2021	0	0	1	SUPPORT_1_4	121	true	false	false
concept-cluster:7d321621b748ac465197991c	1	cleaned-form:c543bdb106f585b42a2be707	c543bdb106f585b42a2be707f12472b035fc57b095dea29a9cb72120d3f70737	1	source-form:c543bdb106f585b42a2be707	en	STRICT_FLAVOR	60a0f78b507f6249a6e29eee34f3f2940188b0b995715a82a03469f5d1586275	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e		concept-cluster:efb88da61da8f532af3bdefc|concept-cluster:ef6299fa2df616e4759d76d2|concept-cluster:2550c99b1ed2c7b68e1690c4|concept-cluster:4e3bd3fd4e455eeb7491ccdd|concept-cluster:329d81a5c1b6f9c3df98a8d4		GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2011|year.2012	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:7d382c675acffc56cbab8eb4	1	cleaned-form:58e989955f4b358feb6e4580	58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211	6	source-form:58e989955f4b358feb6e4580|source-form:7e2b7f151534769755c4be39|source-form:9147156a2ec39b7c03fcbe90|source-form:a24c7f0aa27c1615e4fd5afb|source-form:b9570e8f91b26fb706343636|source-form:cec38a3cf93b81cb25b79905	en	STRICT_FLAVOR	58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211			concept-cluster:dbe90458cf7cb58a37c297bb		AMBIGUOUS_CONCEPT_BOUNDARY		32	32	2	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup	12	year.2010|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2024|year.2025	0	32	0	SUPPORT_20_99	772	true	false	false
concept-cluster:7d714583cebbe140dcca4a27	1	cleaned-form:01551b23992df410e1dd7c52	01551b23992df410e1dd7c5276304a2fa3e697a5437d81f4d109a09953365932	1	source-form:01551b23992df410e1dd7c52	en	STRICT_FLAVOR	01551b23992df410e1dd7c5276304a2fa3e697a5437d81f4d109a09953365932					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2017	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7d74100eeb7acee25cfd00a8	1	cleaned-form:041e7e9af05c63e5c94b2133	041e7e9af05c63e5c94b21333be9ea49861e2f3146a9d12e26e7265783894b0a	1	source-form:d8053ffdc1bb01e19ec3b4ab	en	STRICT_FLAVOR	041e7e9af05c63e5c94b21333be9ea49861e2f3146a9d12e26e7265783894b0a					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2023|year.2025	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:7d772f66d970880ed5ee30e9	1	cleaned-form:a9b03daae33ca8ec9f499526	a9b03daae33ca8ec9f4995269e74a90e8965ea7c79c114952760e3d842257eea	1	source-form:a9b03daae33ca8ec9f499526	en	STRICT_FLAVOR	a9b03daae33ca8ec9f4995269e74a90e8965ea7c79c114952760e3d842257eea					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2017	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7d95241f52b5fd71c170920f	1	cleaned-form:45bb9ac3094ef0d6123476c3	45bb9ac3094ef0d6123476c36f3895c27e09133c13cba6063679a0e741876cd3	1	source-form:45bb9ac3094ef0d6123476c3	en	STRICT_FLAVOR	45bb9ac3094ef0d6123476c36f3895c27e09133c13cba6063679a0e741876cd3		sensory.cherry	concept-cluster:dd11f0a80e4ccb1cf654785b|concept-cluster:3383fd57f332b8eff7961e21|concept-cluster:08f3a3dfb648c5f643d502b8|concept-cluster:7b05023483361253abec7c7e|concept-cluster:6975f75559dbb9d4c29cb39e		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2013	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7d962dc80acf1b32450ba674	1	cleaned-form:a4b684717bc666522836e1e0	a4b684717bc666522836e1e0359875efe7b697e5d275c8416e59b9fedebbe23d	1	source-form:2c546cff89fe0b80517c1678	en	STRICT_FLAVOR	a4b684717bc666522836e1e0359875efe7b697e5d275c8416e59b9fedebbe23d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2023	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7ddeb5f45603b33d2a690ee2	1	cleaned-form:e5b28e99b9e5ede4c737d02d	e5b28e99b9e5ede4c737d02d56edd301640352d2639c1fa638afc9278ee66f81	1	source-form:bd3a869a2569b177686096ba	en	NON_DESCRIPTOR	d74f78408082ddebaefd715161649382d0bb6b9ec7c72363a95d8915d8927130	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d|f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	sensory.caramel|sensory.sweet	concept-cluster:d21f8042db787a7e15b5dc7a|concept-cluster:776becf31d366bc6874a720e|concept-cluster:20d4d1da3e42c102a75ade9a|concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:d4de31bbc7198b47172036af		NON_DESCRIPTOR		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7ddefad57ec5e5c3c9ac99bd	1	cleaned-form:786bfd869bc877c5313a53fe	786bfd869bc877c5313a53fece0153ee1e7a4ba38e728bbedaa24fed95b8b766	1	source-form:3100fbf88e1d96e340d98a4e	en	STRICT_FLAVOR	786bfd869bc877c5313a53fece0153ee1e7a4ba38e728bbedaa24fed95b8b766					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2026	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7dfc88c10d78cead285ffbcf	2	cleaned-form:1bc690684dc2af6fde7849d9|cleaned-form:fb72c27bd9a59cdc95c9c379	1bc690684dc2af6fde7849d9715f499f0c074c19dff137aa047a68c42f488b26|fb72c27bd9a59cdc95c9c379ab5eecbb2c05007dae63a47b782ef56825958637	4	source-form:187c72ec86f86dce08f40e7a|source-form:1bc690684dc2af6fde7849d9|source-form:742ee2051aff57bfd5cb0c8c|source-form:fb72c27bd9a59cdc95c9c379	en	STRICT_FLAVOR	1bc690684dc2af6fde7849d9715f499f0c074c19dff137aa047a68c42f488b26|fb72c27bd9a59cdc95c9c379ab5eecbb2c05007dae63a47b782ef56825958637				sensory.acetic_vinegar	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM		11	11	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	6	year.2015|year.2017|year.2020|year.2023|year.2025|year.2026	6	5	0	SUPPORT_5_19	411	true	false	false
concept-cluster:7e00cd61bf261fbd1dd2bf7b	1	cleaned-form:ed64b48a2eae80fc62f8541e	ed64b48a2eae80fc62f8541eae0c9ff39671b9a58bc03dcbb16b40e753ad000c	1	source-form:ed64b48a2eae80fc62f8541e	en	STRICT_FLAVOR	ed64b48a2eae80fc62f8541eae0c9ff39671b9a58bc03dcbb16b40e753ad000c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:7e09da74947159139b5f69a6	1	cleaned-form:e0007a5bca8d915862749b39	e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315	1	source-form:e0007a5bca8d915862749b39	en	STRICT_FLAVOR	e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2009	0	1	0	SUPPORT_1_4	121	true	false	false
