census_item_key	item_kind	source_family_id	source_route_id	organizer_id	edition_id	schema_signature_id	publication_host	independent_source_family_id	independence_state	rights_lineage_id	mirror_lineage_id	route_disposition	artifact_count	publication_row_count	effective_record_candidate_count	gate_descriptor_candidate_count	reviewed_strict_count	reviewed_broad_count	p1_count	p2_count	p3_count	unresolved_count	rights_affirmative_model_count	analyst_minutes	descriptor_yield_per_artifact	descriptor_yield_per_analyst_hour	corpus_universe	official_url
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2021:2021	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_el_salvador	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2021:2021	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	54	54	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/el-salvador-2021/
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2022:2022	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_el_salvador	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2022:2022	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	30	30	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/el-salvador-2022/
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2023:2023	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_el_salvador	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2023:2023	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	33	33	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/el-salvador-2023/
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2024:2024	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_el_salvador	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2024:2024	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	8	8	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/el-salvador-2024/
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2025:2025	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_el_salvador	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2025:2025	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	9	9	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/el-salvador-2025/
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2026:2026	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_el_salvador	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2026:2026	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	11	11	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/el-salvador-2026/
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2020:2020	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_ethiopia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_ethiopia_2020:2020	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/ethiopia-2020/
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2021:2021	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_ethiopia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_ethiopia_2021:2021	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/ethiopia-2021/
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2022:2022	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_ethiopia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_ethiopia_2022:2022	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	32	32	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/ethiopia-2022/
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2024:2024	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_ethiopia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_ethiopia_2024:2024	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	29	29	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/ethiopia-2024/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2001:2001	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2001:2001	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2001/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2002:2002	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2002:2002	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	66	66	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2002/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2006:2006	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2006:2006	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	50	50	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2006/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2007:2007	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2007:2007	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	38	38	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2007/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2008:2008	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2008:2008	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	50	50	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2008/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2009:2009	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2009:2009	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2009/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2010:2010	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2010:2010	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	56	56	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2010/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2011:2011	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2011:2011	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	58	58	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2011/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2012:2012	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2012:2012	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2012/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2013:2013	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2013:2013	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2013/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2014:2014	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2014:2014	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	48	48	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2014/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2015:2015	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2015:2015	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	48	48	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2015/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2016:2016	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2016:2016	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	50	50	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2016/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2017:2017	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2017:2017	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	60	60	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2017/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2018:2018	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2018:2018	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	74	74	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2018/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2019:2019	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2019:2019	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2019/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2020:2020	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2020:2020	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	62	62	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2020/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2021:2021	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2021:2021	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	62	62	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2021/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2022:2022	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2022:2022	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	33	33	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2022/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2023:2023	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2023:2023	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	31	31	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2023/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2024:2024	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2024:2024	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	14	14	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2024/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2025:2025	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2025:2025	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	13	13	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2025/
edition:coe:allianceforcoffeeexcellence_org_guatemala_2026:2026	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_guatemala	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_guatemala_2026:2026	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	13	13	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/guatemala-2026/
edition:coe:allianceforcoffeeexcellence_org_honduras_2004:2004	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2004:2004	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	42	42	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2004/
edition:coe:allianceforcoffeeexcellence_org_honduras_2005:2005	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2005:2005	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	82	82	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2005/
edition:coe:allianceforcoffeeexcellence_org_honduras_2006:2006	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2006:2006	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	66	66	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2006/
edition:coe:allianceforcoffeeexcellence_org_honduras_2007:2007	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2007:2007	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	48	48	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2007/
edition:coe:allianceforcoffeeexcellence_org_honduras_2008:2008	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2008:2008	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	52	52	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2008/
edition:coe:allianceforcoffeeexcellence_org_honduras_2009:2009	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2009:2009	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	78	78	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2009/
edition:coe:allianceforcoffeeexcellence_org_honduras_2010:2010	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2010:2010	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	50	50	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2010/
edition:coe:allianceforcoffeeexcellence_org_honduras_2011:2011	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2011:2011	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	66	66	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2011/
edition:coe:allianceforcoffeeexcellence_org_honduras_2012:2012	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2012:2012	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	40	40	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2012/
edition:coe:allianceforcoffeeexcellence_org_honduras_2013:2013	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2013:2013	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	44	44	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2013/
edition:coe:allianceforcoffeeexcellence_org_honduras_2014:2014	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2014:2014	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2014/
edition:coe:allianceforcoffeeexcellence_org_honduras_2015:2015	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2015:2015	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	76	76	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2015/
edition:coe:allianceforcoffeeexcellence_org_honduras_2016:2016	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2016:2016	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	52	52	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2016/
edition:coe:allianceforcoffeeexcellence_org_honduras_2017:2017	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_honduras	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_honduras_2017:2017	schema.coe.honduras-2017.explicit-top-jury.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	PRIORITY_DESCRIPTOR_ROUTE	2	54	54	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/honduras-2017/
