explanation_id	inference_case_id	canonical_concept_id	output_tier	deterministic_rank	decision_score	direct_evidence_component	effective_record_component	source_diversity_component	context_component	answer_component	governed_semantic_component	structured_contrast_component	typed_answer_effects	rights_state	review_state	redundancy_decision	uncertainty_note	human_readable_explanation	lineage_paths
explanation:answer-update-12:main:2	answer-update-12	sensory.orange	main	2	8.501765	2.345237	1.906527	0.750000	0.000000	3.000000	0.000000	0.000000	neutral|neutral|supports	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:citrus	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Orange is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-12:main:3	answer-update-12	sensory.almond	main	3	7.293865	1.795564	1.498302	0.500000	0.000000	3.000000	0.000000	0.000000	neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:tree_nut	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Almond is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-12:main:4	answer-update-12	sensory.rose	main	4	7.056629	1.668283	1.388346	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:rose_floral	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Rose is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-12:main:5	answer-update-12	sensory.green_tea	main	5	6.941377	1.617737	1.323640	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:tea	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Green Tea is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:main:1	answer-update-13	sensory.caramel	main	1	9.250000	2.500000	2.000000	0.750000	0.000000	3.000000	0.000000	0.500000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:browned_sweet	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Caramel is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:main:2	answer-update-13	sensory.honey	main	2	8.912951	2.275054	1.887897	0.750000	0.000000	3.000000	0.000000	0.500000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:honey	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Honey is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:main:3	answer-update-13	sensory.dark_chocolate	main	3	8.877524	2.142221	1.735302	1.000000	0.000000	3.000000	0.000000	0.500000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:cocoa	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Dark Chocolate is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:main:4	answer-update-13	sensory.jasmine	main	4	8.640823	2.124880	1.765943	0.750000	0.000000	3.000000	0.000000	0.500000	neutral|neutral|neutral|supports	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:white_floral	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Jasmine is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:main:5	answer-update-13	sensory.blueberry	main	5	8.031422	1.936900	1.594522	1.000000	0.000000	3.000000	0.000000	0.000000	neutral|neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:berry	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Blueberry is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:secondary:1	answer-update-13	sensory.cinnamon	secondary	1	7.342710	1.819681	1.523030	0.500000	0.000000	3.000000	0.000000	0.000000	neutral|supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:warming_spice	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Cinnamon is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:secondary:2	answer-update-13	sensory.almond	secondary	2	7.293865	1.795564	1.498302	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:tree_nut	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Almond is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-13:secondary:3	answer-update-13	sensory.tobacco	secondary	3	6.853738	1.609976	1.243763	0.500000	0.000000	3.000000	0.000000	0.000000	neutral|supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:wood_tobacco	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Tobacco is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-14:main:1	answer-update-14	sensory.caramel	main	1	9.242500	2.500000	2.000000	0.750000	-0.007500	3.000000	0.000000	0.500000	neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:browned_sweet	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Caramel is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-14:main:2	answer-update-14	sensory.honey	main	2	8.962951	2.275054	1.887897	0.750000	0.050000	3.000000	0.000000	0.500000	neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:honey	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Honey is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-14:main:3	answer-update-14	sensory.jasmine	main	3	8.640823	2.124880	1.765943	0.750000	0.000000	3.000000	0.000000	0.500000	neutral|neutral|supports	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:white_floral	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Jasmine is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-14:main:4	answer-update-14	sensory.orange	main	4	8.501765	2.345237	1.906527	0.750000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:citrus	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Orange is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-14:main:5	answer-update-14	sensory.blueberry	main	5	8.031422	1.936900	1.594522	1.000000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:berry	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Blueberry is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-15:main:1	answer-update-15	sensory.blueberry	main	1	8.031422	1.936900	1.594522	1.000000	0.000000	3.000000	0.000000	0.000000	neutral|neutral|supports	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:berry	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Blueberry is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-15:main:2	answer-update-15	sensory.cinnamon	main	2	7.342710	1.819681	1.523030	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:warming_spice	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Cinnamon is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-15:main:3	answer-update-15	sensory.wine_like_character	main	3	7.247693	1.640172	1.357521	0.750000	0.000000	3.000000	0.000000	0.000000	neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:winey	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Winey is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-15:main:4	answer-update-15	sensory.tobacco	main	4	6.853738	1.609976	1.243763	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:wood_tobacco	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Tobacco is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-15:main:5	answer-update-15	sensory.smoky	main	5	5.238862	0.564860	0.474002	0.500000	0.000000	3.000000	0.000000	0.200000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:smoke	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Smoky is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-16:main:1	answer-update-16	sensory.jasmine	main	1	8.640823	2.124880	1.765943	0.750000	0.000000	3.000000	0.000000	0.500000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:white_floral	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Jasmine is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-16:main:2	answer-update-16	sensory.orange	main	2	8.501765	2.345237	1.906527	0.750000	0.000000	3.000000	0.000000	0.000000	neutral|neutral|supports	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:citrus	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Orange is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-16:main:3	answer-update-16	sensory.almond	main	3	7.293865	1.795564	1.498302	0.500000	0.000000	3.000000	0.000000	0.000000	neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:tree_nut	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Almond is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-16:main:4	answer-update-16	sensory.rose	main	4	7.056629	1.668283	1.388346	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:rose_floral	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Rose is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-16:main:5	answer-update-16	sensory.green_tea	main	5	6.941377	1.617737	1.323640	0.500000	0.000000	3.000000	0.000000	0.000000	supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:tea	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Green Tea is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-17:main:1	answer-update-17	sensory.caramel	main	1	9.185000	2.500000	2.000000	0.750000	-0.065000	3.000000	0.000000	0.500000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:browned_sweet	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Caramel is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-17:main:2	answer-update-17	sensory.dark_chocolate	main	2	8.877524	2.142221	1.735302	1.000000	0.000000	3.000000	0.000000	0.500000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:cocoa	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Dark Chocolate is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-17:main:3	answer-update-17	sensory.honey	main	3	8.862951	2.275054	1.887897	0.750000	-0.050000	3.000000	0.000000	0.500000	supports|neutral|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:honey	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Honey is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-17:main:4	answer-update-17	sensory.jasmine	main	4	8.640823	2.124880	1.765943	0.750000	0.000000	3.000000	0.000000	0.500000	neutral|neutral|neutral|supports	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:white_floral	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Jasmine is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-17:main:5	answer-update-17	sensory.blueberry	main	5	8.031422	1.936900	1.594522	1.000000	0.000000	3.000000	0.000000	0.000000	neutral|neutral|supports|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:berry	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Blueberry is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
explanation:answer-update-17:secondary:1	answer-update-17	sensory.cinnamon	secondary	1	7.342710	1.819681	1.523030	0.500000	0.000000	3.000000	0.000000	0.000000	neutral|supports|neutral|neutral	PUBLIC_RESEARCH_SIMULATION_ELIGIBLE_PRODUCT_DEPLOYMENT_UNKNOWN	GOVERNED_NORMALIZATION_NO_PRODUCT_OWNER_REVIEW	SELECTED_ONE_FROM_GROUP:warming_spice	Heuristic policy output; not a probability, scientific validation result, or production authorization.	Cinnamon is retained because explicit answer support and direct professional evidence remain after rights and redundancy checks.	db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
