product_key	publisher_key	external_product_key	product_name	coffee_origin_country_codes	coffee_regions	producer_names	variety_names	process_names	notes
product.firstbloom.1540	publisher.firstbloom.122	1540	Brazil Capricornio Dulce Natural	"[""BR""]"	"[""Paraná""]"	"[""Luiz and Flavia Saldanha"",""Selma Vieira"",""Vitor Hernani De Barros""]"	"[""Catuai"",""Mundo Novo""]"	"[""Dulce Natural"",""Sun Dried""]"	"{""cleaning_process_names"":[""Dulce Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[""Sun Dried""],""farm_names"":[""Fazenda Santa Bárbara"",""Fazenda Santo Antonio do Capão Seco"",""Fazenda São Francisco""],""firstbloom_product_id"":""1540"",""firstbloom_roaster_id"":""122"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1588""],""source"":""Firstbloom Data""}"
product.firstbloom.2175	publisher.firstbloom.122	2175	Guatemala Ricardo Zelaya Honey Process	"[""GT""]"	[]	"[""Ricardo Zelaya""]"	"[""Borboncito""]"	"[""Honey"",""Raised Bed""]"	"{""cleaning_process_names"":[""Honey""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Finca Santa Clara""],""firstbloom_product_id"":""2175"",""firstbloom_roaster_id"":""122"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2298""],""source"":""Firstbloom Data""}"
product.firstbloom.2176	publisher.firstbloom.122	2176	Guatemala Huehuetenango Finca La Providencia	"[""GT""]"	[]	"[""Palacios Family""]"	"[""Bourbon"",""Catuai"",""Caturra"",""Mundo Novo""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""La Providencia""],""firstbloom_product_id"":""2176"",""firstbloom_roaster_id"":""122"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2299""],""source"":""Firstbloom Data""}"
product.firstbloom.1554	publisher.firstbloom.124	1554	Karen Viveros	"[""CO""]"	[]	"[""Karen Viveros""]"	"[""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1554"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1605""],""source"":""Firstbloom Data""}"
product.firstbloom.1555	publisher.firstbloom.124	1555	Larcho Torka Forest	"[""ET""]"	"[""Guji""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1555"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1606""],""source"":""Firstbloom Data""}"
product.firstbloom.1556	publisher.firstbloom.124	1556	Jhon Wilson Poveda #6	"[""CO""]"	[]	"[""Jhon Wilson Poveda""]"	"[""Castillo"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1556"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1607""],""source"":""Firstbloom Data""}"
product.firstbloom.1558	publisher.firstbloom.124	1558	Jhon Edison Milano	"[""CO""]"	[]	"[""Jhon Edison Milano""]"	"[""Castillo"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1558"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1609""],""source"":""Firstbloom Data""}"
product.firstbloom.1654	publisher.firstbloom.124	1654	Jhon Wilson Poveda #2	"[""CO""]"	[]	"[""Jhon Wilson Poveda""]"	"[""Castillo"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1654"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1719""],""source"":""Firstbloom Data""}"
product.firstbloom.1930	publisher.firstbloom.124	1930	Gelana Abaya	"[""ET""]"	"[""Yirgacheffe""]"	"[""Heleanna Georgalis (MOPLACO)""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1930"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2017""],""source"":""Firstbloom Data""}"
product.firstbloom.1932	publisher.firstbloom.124	1932	Miriam de Villanueva	"[""GT""]"	"[""Chimaltenango""]"	"[""Luis Pedro Zelaya""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""El Bosque""],""firstbloom_product_id"":""1932"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2019""],""source"":""Firstbloom Data""}"
product.firstbloom.1933	publisher.firstbloom.124	1933	Karimikui AB	"[""KE""]"	"[""Kirinyaga""]"	"[""Various smallholder producers""]"	"[""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1933"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2020""],""source"":""Firstbloom Data""}"
product.firstbloom.2119	publisher.firstbloom.124	2119	Harbegona	"[""ET""]"	[]	"[""Heleanna Georgalis (MOPLACO)""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2119"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2233""],""source"":""Firstbloom Data""}"
product.firstbloom.2120	publisher.firstbloom.124	2120	Pulcal	"[""GT""]"	[]	"[""Zelaya Family""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Hacienda Carmona (Cafe Pulcal)""],""firstbloom_product_id"":""2120"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2234""],""source"":""Firstbloom Data""}"
product.firstbloom.2217	publisher.firstbloom.124	2217	Githembe AA	"[""KE""]"	[]	"[""Various smallholder producers""]"	"[""Batian"",""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2217"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2343""],""source"":""Firstbloom Data""}"
product.firstbloom.2218	publisher.firstbloom.124	2218	Dolmin Moreno	"[""HN""]"	[]	"[""Dolmin Moreno""]"	"[""Pacas""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Honduras""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""2218"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2344""],""source"":""Firstbloom Data""}"
product.firstbloom.2219	publisher.firstbloom.124	2219	Bella Vista	"[""GT""]"	[]	"[""Luis Pedro Zelaya""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca Buena Vista""],""firstbloom_product_id"":""2219"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2345""],""source"":""Firstbloom Data""}"
product.firstbloom.3649	publisher.firstbloom.124	3649	Finca El Mirador	"[""CO""]"	[]	"[""Jose Canacue""]"	"[""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Finca El Mirador""],""firstbloom_product_id"":""3649"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3943""],""source"":""Firstbloom Data""}"
product.firstbloom.3650	publisher.firstbloom.124	3650	Halo	"[""ET""]"	"[""SNNPR""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3650"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3944""],""source"":""Firstbloom Data""}"
product.firstbloom.3651	publisher.firstbloom.124	3651	Mas Morenos	"[""HN""]"	"[""Santa Barbara""]"	"[""Mario Moreno""]"	"[""Catuai"",""Pacas""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Honduras""],""drying_process_names"":[""Raised Bed""],""farm_names"":[],""firstbloom_product_id"":""3651"",""firstbloom_roaster_id"":""124"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3945""],""source"":""Firstbloom Data""}"
product.firstbloom.1563	publisher.firstbloom.125	1563	Las Brisas	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Castillo"",""Caturra"",""Colombia"",""Typica""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1563"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1614""],""source"":""Firstbloom Data""}"
product.firstbloom.1564	publisher.firstbloom.125	1564	Hambela, Ethiopia	"[""ET""]"	"[""Oromia""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1564"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1615""],""source"":""Firstbloom Data""}"
product.firstbloom.1582	publisher.firstbloom.125	1582	La Pirámide, Colombia	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1582"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1633""],""source"":""Firstbloom Data""}"
product.firstbloom.1583	publisher.firstbloom.125	1583	Andino Espécial	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Castillo"",""Caturra"",""Colombia""]"	"[""African Beds"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[""African Beds""],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1583"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1634""],""source"":""Firstbloom Data""}"
product.firstbloom.1584	publisher.firstbloom.125	1584	Guji Tero, Ethiopia	"[""ET""]"	[]	"[""Getachew Zeleke""]"	"[""Regional Landraces/Heirloom""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Dimtu Tero""],""firstbloom_product_id"":""1584"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1635""],""source"":""Firstbloom Data""}"
product.firstbloom.1585	publisher.firstbloom.125	1585	Minor Monument	"[""CO""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1585"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1636""],""source"":""Firstbloom Data""}"
product.firstbloom.2265	publisher.firstbloom.125	2265	Qirtira Goyo	"[""ET""]"	"[""Oromia""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2265"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2391""],""source"":""Firstbloom Data""}"
product.firstbloom.2266	publisher.firstbloom.125	2266	Tumbabiro	"[""EC""]"	[]	[]	"[""Caturra"",""Colombia""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ecuador""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Finca La Playa""],""firstbloom_product_id"":""2266"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2392""],""source"":""Firstbloom Data""}"
product.firstbloom.2270	publisher.firstbloom.125	2270	Santo Tomás Pachuj	"[""GT""]"	[]	"[""Andres Fahsen""]"	"[""Bourbon"",""Catuai"",""Caturra""]"	"[""Dried On Patios"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[""Dried On Patios""],""farm_names"":[""Santo Thomas Pachuj""],""firstbloom_product_id"":""2270"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2396""],""source"":""Firstbloom Data""}"
product.firstbloom.2272	publisher.firstbloom.125	2272	Nano Challa	"[""ET""]"	"[""Oromia""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2272"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2398""],""source"":""Firstbloom Data""}"
product.firstbloom.2993	publisher.firstbloom.125	2993	Gogugu	"[""ET""]"	[]	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2993"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3202""],""source"":""Firstbloom Data""}"
product.firstbloom.2994	publisher.firstbloom.125	2994	La Esperanza	"[""GT""]"	[]	"[""Otto Rafael Herrera""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca La Esperanza""],""firstbloom_product_id"":""2994"",""firstbloom_roaster_id"":""125"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3203""],""source"":""Firstbloom Data""}"
product.firstbloom.1609	publisher.firstbloom.126	1609	Yacuanquer	"[""CO""]"	"[""Nariño""]"	"[""Various smallholder producers""]"	[]	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1609"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1664""],""source"":""Firstbloom Data""}"
product.firstbloom.1616	publisher.firstbloom.126	1616	El Poeta Decaf	"[""CR""]"	[]	"[""Cafe de Altura San Ramon Cooperative""]"	"[""Catuai"",""Caturra""]"	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1616"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1671""],""source"":""Firstbloom Data""}"
product.firstbloom.2469	publisher.firstbloom.126	2469	Providencia	"[""GT""]"	[]	"[""Anzueto Family""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca Providencia""],""firstbloom_product_id"":""2469"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2612""],""source"":""Firstbloom Data""}"
product.firstbloom.2470	publisher.firstbloom.126	2470	La Soledad	"[""GT""]"	"[""Chimaltenango""]"	"[""Henio & Raul Perez""]"	"[""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""La Soledad""],""firstbloom_product_id"":""2470"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2613""],""source"":""Firstbloom Data""}"
product.firstbloom.2471	publisher.firstbloom.126	2471	Nano Challa	"[""ET""]"	"[""Oromia""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2471"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2614""],""source"":""Firstbloom Data""}"
product.firstbloom.2472	publisher.firstbloom.126	2472	Las Lomas	"[""GT""]"	[]	"[""Aurelio Villatoro & Family""]"	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Villaure""],""firstbloom_product_id"":""2472"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2615""],""source"":""Firstbloom Data""}"
product.firstbloom.2473	publisher.firstbloom.126	2473	Jauja	"[""GT""]"	[]	"[""Zelaya Family""]"	"[""Bourbon""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca Jauja""],""firstbloom_product_id"":""2473"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2616""],""source"":""Firstbloom Data""}"
product.firstbloom.2517	publisher.firstbloom.126	2517	Baudelio	"[""GT""]"	[]	"[""Juan Raúl""]"	"[""Pache""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca Los Tablones""],""firstbloom_product_id"":""2517"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2661""],""source"":""Firstbloom Data""}"
product.firstbloom.3139	publisher.firstbloom.126	3139	La Soledad Geisha Limited Release	"[""GT""]"	"[""Chimaltenango""]"	"[""Henio & Raul Perez""]"	"[""Gesha""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""La Soledad""],""firstbloom_product_id"":""3139"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3376""],""source"":""Firstbloom Data""}"
product.firstbloom.3620	publisher.firstbloom.126	3620	Regalito	"[""GT""]"	[]	"[""Vielman Vides Villatoro Castillo""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Los Angeles y Anexos""],""firstbloom_product_id"":""3620"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3908""],""source"":""Firstbloom Data""}"
product.firstbloom.3621	publisher.firstbloom.126	3621	Roba	"[""ET""]"	[]	"[""Roba Family""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Roba Farm""],""firstbloom_product_id"":""3621"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3909""],""source"":""Firstbloom Data""}"
product.firstbloom.3622	publisher.firstbloom.126	3622	Marilandia Espresso	"[""GT""]"	[]	"[""Jorge Audel Herrera Pérez""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca Marilandia""],""firstbloom_product_id"":""3622"",""firstbloom_roaster_id"":""126"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3910""],""source"":""Firstbloom Data""}"
product.firstbloom.1655	publisher.firstbloom.127	1655	Gesha Village 2019 Lot #80	"[""ET""]"	[]	"[""Adam Overton and Rachel Samuel""]"	"[""Gesha 1931""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Gesha Village Coffee Estate""],""firstbloom_product_id"":""1655"",""firstbloom_roaster_id"":""127"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1720""],""source"":""Firstbloom Data""}"
product.firstbloom.1656	publisher.firstbloom.127	1656	Gesha Village 2019 Lot #82	"[""ET""]"	[]	"[""Adam Overton and Rachel Samuel""]"	"[""Gesha 1931""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Gesha Village Coffee Estate""],""firstbloom_product_id"":""1656"",""firstbloom_roaster_id"":""127"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1722""],""source"":""Firstbloom Data""}"
product.firstbloom.1657	publisher.firstbloom.127	1657	Gesha Village 2019 Lot #86	"[""ET""]"	[]	"[""Adam Overton and Rachel Samuel""]"	"[""Gesha 1931""]"	"[""Dry/Natural"",""Raised Bed""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Gesha Village Coffee Estate""],""firstbloom_product_id"":""1657"",""firstbloom_roaster_id"":""127"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1723""],""source"":""Firstbloom Data""}"
product.firstbloom.1658	publisher.firstbloom.127	1658	Arnulfo Leguizamo	"[""CO""]"	[]	"[""Arnulfo Leguizamo""]"	"[""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""La Primavera""],""firstbloom_product_id"":""1658"",""firstbloom_roaster_id"":""127"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1724""],""source"":""Firstbloom Data""}"
product.firstbloom.1659	publisher.firstbloom.127	1659	Kolla Bolcha	"[""ET""]"	"[""Jimma""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1659"",""firstbloom_roaster_id"":""127"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1725""],""source"":""Firstbloom Data""}"
