expression_key	language_tag_code	expression_text	basic_normalized_text	normalized_text	raw_variant_count	occurrence_count
expression.observed.en.sha256_69f12be3c0d9ee085ffc44ced06ab597f0d310ab17fbf0ea76ac5f6e5940983e	en	honey and Grapes	honey and grapes	honey and grapes	1	1
expression.observed.en.sha256_d47f9b6bd31851d872188d2c9c085e1137dbe070e31329d90316ef6aef7dfc23	en	Honey and Magnolia	honey and magnolia	honey and magnolia	1	1
expression.observed.en.sha256_96f2fa30f7a490633c8fac8413c319a885055cd9055edb0f8fca4eedc43d4874	en	Honey and Oranges	honey and oranges	honey and oranges	2	2
expression.observed.en.sha256_2d7d99d277c33bdecd6d18ba297d174b44e9aaeea66ffbba6b050b57c9e5d429	en	honey and papaya	honey and papaya	honey and papaya	1	1
expression.observed.en.sha256_6d8872aa36744ee2fb6e1678566fdab5194bd3914981dd98db183b3e195b4e39	en	Honey and Peach	honey and peach	honey and peach	1	1
expression.observed.en.sha256_8e9d9267b093b4eefa17c035582b30bac7278db12a8e84bbc7f2dfb271e8db6d	en	Honey and Pecan	honey and pecan	honey and pecan	2	2
expression.observed.en.sha256_6bfeba6a6f4eb81d90e5b3235ad0c2fe2661b8d2711ee2ba2ac9b0899621a944	en	Honey and Pineapple	honey and pineapple	honey and pineapple	1	1
expression.observed.en.sha256_c9c7a581eb0ed54b074115279fc6492ee9d5656a5a3625dd2822d825ba7e070e	en	honey and white peach	honey and white peach	honey and white peach	1	1
expression.observed.en.sha256_88aca6433730650431486465576bfe5a35d1b183f7545b684c6830067aab5aa2	en	honey aroma	honey aroma	honey aroma	1	1
expression.observed.en.sha256_a2683078670a6c0019ab19327317715a5cc53adf6db564cb45edf4e63a8979a9	en	honey candy and black currant	honey candy and black currant	honey candy and black currant	1	1
expression.observed.en.sha256_fe9bc38ed7f5178ec88871477a1aa098300d9a5acf6cebda0d3e049cb30dd554	en	Honey Melon	honey melon	honey melon	2	2
expression.observed.en.sha256_84a677f3806147471d2ad40f2c071db1b6ea57969ffca0106fa07021fb4becbb	en	Honey Sweetness	honey sweetness	honey sweetness	1	2
expression.observed.en.sha256_a6b17a039cbb1afdffd766142183d83684417501cf66e0e0a8e84024fef42942	en	Honey-Blossom	honey-blossom	honey-blossom	1	1
expression.observed.en.sha256_dd0cf4ed95b64c54deaf78a11f36e9ad990380df730f1ae34aa7a38afc9ce383	en	Honeycomb	honeycomb	honeycomb	2	5
expression.observed.en.sha256_4c2bcbd82206a1b4bd2d7fccc36fb7b98765f11de84616efbf323affb21d9a8f	en	honeycomb toffee	honeycomb toffee	honeycomb toffee	1	1
expression.observed.en.sha256_433e26a6099b787a0594faae832ba2aceade74485d924232133b5fc5e861add1	en	Honeycrisp apple	honeycrisp apple	honeycrisp apple	1	1
expression.observed.en.sha256_99a5ec8dee37605d9718ee4d9bcee84fcf1af8b5ead8353e8163229a6087fec9	en	HONEYDEW	honeydew	honeydew	3	11
expression.observed.en.sha256_6aa36afb63c01bccc8d7d930e7437edd6e4af9293967e7f86488bfeafc3fdf58	en	Honeydew and Lilac	honeydew and lilac	honeydew and lilac	1	1
expression.observed.en.sha256_8371b511f8bee9c0a5aba95dbe0a9c9fe2aeb3d5c100862c90d3a8fb93a775a4	en	Honeydew and Winy	honeydew and winy	honeydew and winy	1	1
expression.observed.en.sha256_35e06e42afa827fe993fc7375b9460d9c4d28915ae07e95543552a64d8e228ea	en	Honeydew Melon	honeydew melon	honeydew melon	3	6
expression.observed.en.sha256_5fcda69d12809e7bfe92151d310cddc0adfa682d9e10dfd0203cbacc4c75c6ac	en	Honeydew Melon and Floral	honeydew melon and floral	honeydew melon and floral	1	1
expression.observed.en.sha256_3efaf748979e929f47a9bcd1bac5c3abd35bbd923aeac977a50cb7382e2570f0	en	HONEYSUCKLE	honeysuckle	honeysuckle	3	11
expression.observed.en.sha256_a1fd72ff65192064693d208f6065aff751f5208da0d6f15eb7b48349bd176a5c	en	honeysuckle & macadamia	honeysuckle & macadamia	honeysuckle & macadamia	1	1
expression.observed.en.sha256_d94045e78882bcfda148fc0fccd6359b313b50f4f8362d1e406f079a5d01b04a	en	honeysuckle and agave	honeysuckle and agave	honeysuckle and agave	1	1
expression.observed.en.sha256_03f9b3509b14d731ffc13cf510b85e3d4f12282e314403d450bda3757d378f0d	en	Honeysuckle and Dark Chocolate	honeysuckle and dark chocolate	honeysuckle and dark chocolate	1	1
expression.observed.en.sha256_eb05b302a46e57b2872c83fd031a5816685a5a7e7d8e2e40e8dd86864f42c928	en	Honeysuckle and rose aroma	honeysuckle and rose aroma	honeysuckle and rose aroma	1	1
expression.observed.en.sha256_a1245ed1440c54cea2e06f98d1d8087d4662fa689e8559ce39f39e167ab5ef88	en	Hoppy	hoppy	hoppy	2	2
expression.observed.en.sha256_e1217313f31a37c318be50f46ede026b2400943d424f5d9bb215de58521699b5	en	hot cocoa	hot cocoa	hot cocoa	1	1
expression.observed.en.sha256_f0b4367b4f4762733542dcbcf98ba0e1ff479403e6703c2a4b9057536d0a264a	en	Huckleberry	huckleberry	huckleberry	1	1
expression.observed.en.sha256_39cbe21df0acebe379aa92f21a2cf235319104c50f25e4bf4f5e0052a6cae65b	en	Iced Tea and Fruit Punch	iced tea and fruit punch	iced tea and fruit punch	1	1
expression.observed.en.sha256_d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	en	Intense	intense	intense	1	2
expression.observed.en.sha256_a888350019b91342f9f6d0819a226f65c5c71f46f57f7ca3ed609b28283e48fd	en	Intense Floral	intense floral	intense floral	1	1
expression.observed.en.sha256_bc992caf473af7b43d7f9cdc8ee6502ab9bacece3a7a9152cba7c5d164a14cd0	en	Italian plum	italian plum	italian plum	1	1
expression.observed.en.sha256_7152e6ec048e24fadb1076257daa655ab198bc310e44f5531b5a02e544613d49	en	Jam	jam	jam	2	3
expression.observed.en.sha256_d9a20331352660dd8b3ff82e9baf4d082935405240933d8ff09dbb5c82342ced	en	jamaican rum	jamaican rum	jamaican rum	1	1
expression.observed.en.sha256_68eb4dd9bf894f6eb07654d30a42f95b957e1036a87a996d443a5684c87afc46	en	Jammy	jammy	jammy	2	5
expression.observed.en.sha256_e70789e9e8a102434572607182850717d00563172cfca860a1e5debe648a3b47	en	Jasmin tea	jasmin tea	jasmin tea	1	1
expression.observed.en.sha256_6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	en	Jasmine	jasmine	jasmine	2	55
expression.observed.en.sha256_d6e93f63e67d189d75125010c4b0c3767482e9dc5cdf04de9851d8d6d7af6d86	en	Jasmine and Black Currant	jasmine and black currant	jasmine and black currant	1	1
expression.observed.en.sha256_0d2670d0433a61f8f14103a69ac4e205a3e17c2cee8b04767c6636e209e3cbf7	en	Jasmine and Citrus	jasmine and citrus	jasmine and citrus	1	1
expression.observed.en.sha256_3a0889fd39de6f15780f5481a83a83eb95544b01c8829ad18ed1ddf2a1bdeb60	en	Jasmine and Lemon	jasmine and lemon	jasmine and lemon	1	1
expression.observed.en.sha256_5f63e2f9e8c8bcadc43dc8fa68b77640f0355f46004dd880b8f5fa20841701e0	en	Jasmine and Nectarine	jasmine and nectarine	jasmine and nectarine	1	1
expression.observed.en.sha256_90b098d237f5159dbceda398ee41c59f7d9d63c88d74b15258e415f6162d3d0d	en	jasmine and passion fruit	jasmine and passion fruit	jasmine and passion fruit	1	1
expression.observed.en.sha256_29d64d28139430abffcb370f70c8248e16fb58001fa2e070f46f25bb4ac5705e	en	Jasmine Floral	jasmine floral	jasmine floral	1	1
expression.observed.en.sha256_c082f7815117510d4a471c4069a2c1bfb1073d5a561e069eb092284ba8c75acf	en	jasmine flower	jasmine flower	jasmine flower	1	1
expression.observed.en.sha256_3ed80d318bb80e640cdd2bf9bcafae9ccfeb81c2423a0700fce0bd9d03994e0a	en	Jasmine Green Tea	jasmine green tea	jasmine green tea	1	1
expression.observed.en.sha256_99ec32c9118469b860ee3b2d7f74509929e42f56a67665802cfe036b841f7627	en	jelly babies	jelly babies	jelly babies	1	1
expression.observed.en.sha256_fa5fffb5b4fb8a27515e17248af921546ad317a772b662ee93076c46538b45e1	en	Jelly beans	jelly beans	jelly beans	2	2
expression.observed.en.sha256_5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	en	Juicy	juicy	juicy	2	34
expression.observed.en.sha256_12a4a0d530e66edcc3ddc04b06e6afd35b5f46c368ae5f707ce10a160db5fd80	en	juicy & citrus finish	juicy & citrus finish	juicy & citrus finish	1	1
expression.observed.en.sha256_08fd31fa2f52c50a643647fe4ab614647677b553d975ed982697b578eafdceaf	en	Juicy and clean with notes of watermelon	juicy and clean with notes of watermelon	juicy and clean with notes of watermelon	1	1
expression.observed.en.sha256_f9c9c7b506cee6b4f5cd8cfa861702c40f6acd57ea1d8c6324832feefaaf1cb7	en	juicy and fruity	juicy and fruity	juicy and fruity	1	1
expression.observed.en.sha256_b9fc71ea74d272087eb7021d437835b378f7b89894d79ec0e3744da1e413d49b	en	Juicy and Refreshing	juicy and refreshing	juicy and refreshing	1	1
expression.observed.en.sha256_e6c1a517fcc6cb368c4716b507bf3abf569af0fde33976421983ee9474fe448f	en	juicy and sweet	juicy and sweet	juicy and sweet	1	1
expression.observed.en.sha256_f64227fbcac675329091b2532af711c059421465932ea3f31017a9e622172169	en	Juicy body	juicy body	juicy body	1	3
expression.observed.en.sha256_8910241702a8442d72c98e21603ba2d8b79231c94d7b71a9e2933b6d66f4814a	en	juicy peach	juicy peach	juicy peach	1	1
expression.observed.en.sha256_573fad57ad69f04739b0730469c081f9720024e6e43ebc5febcf1d49f7613e89	en	Juicy Ripe Peaches	juicy ripe peaches	juicy ripe peaches	1	1
expression.observed.en.sha256_a58fa33b18a6f2c37271a3f4286b2c3d342974487d460e1db68d9540b1abab9e	en	Juicy strawberry	juicy strawberry	juicy strawberry	1	1
expression.observed.en.sha256_caee303693f37b7243b3a6013724a8cbf1680f4400892c51190828943f52a313	en	Juicy Texture	juicy texture	juicy texture	1	1
expression.observed.en.sha256_2f67854edc07c4ff70e02dd11db7a3e0e7edbc4fd80ba2f9bb1e033deef3efdd	en	Juicy-sweet	juicy-sweet	juicy-sweet	1	1
expression.observed.en.sha256_b7468ef4268587b91d8d811182dce31b297146e63f3e719c278cf9dca652f94f	en	Jujube	jujube	jujube	1	1
expression.observed.en.sha256_17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	en	Juniper	juniper	juniper	2	3
expression.observed.en.sha256_342cd12b14448b36c4036da5b718f4dfca9f5eab9047da981ac917fd262499a1	en	juniper berry	juniper berry	juniper berry	1	1
expression.observed.en.sha256_eea9af31a92a63917142c444ae8f1bb66cddaf1918f560e6343423f73d6fc075	en	kaki fruit	kaki fruit	kaki fruit	1	1
expression.observed.en.sha256_9592a946b0f6eca0d6fd221144e5fd923b600cf24386cd20b4873b0f5aad4dea	en	Key Lime	key lime	key lime	2	2
expression.observed.en.sha256_dd3337b93399530a054ff40d805cf8a07d5fa0dc86299d92d2ec6cc4be697e1b	en	Key Lime Pie	key lime pie	key lime pie	1	1
expression.observed.en.sha256_4f29df761d6e9e537f890d0d2b8d5e9d273abb814ef69b828b6575ad40a41338	en	Key-Lime Pie	key-lime pie	key-lime pie	1	1
expression.observed.en.sha256_1a5afeda973d776e31d1d7266f184468f84d99bed311d88d3dcb67015934f9f9	en	Kiwi	kiwi	kiwi	2	6
expression.observed.en.sha256_4444acc4ed708af738379dbb565e62895ae09d8183ff380513647c495cbe9897	en	Kiwi and Vanilla	kiwi and vanilla	kiwi and vanilla	1	1
expression.observed.en.sha256_8c3ffcc256b82ac4bc55e15bdd054459e0789da21d3a51c12352d6300eab85af	en	kombucha	kombucha	kombucha	1	1
expression.observed.en.sha256_6eaf141afb05baff85d459d00518f8503a680def287d9ccd25f24010210e4b2d	en	kumquat	kumquat	kumquat	1	1
expression.observed.en.sha256_818862e3963c69d580c4de40fba2f173858e72a4bad939e39e587e0144c8f8df	en	lactose	lactose	lactose	1	2
expression.observed.en.sha256_d18796e454d9257fdd8ce8a6099351e0038b66166c615e8430564c50037c78d3	en	Lasting Fruity Finish	lasting fruity finish	lasting fruity finish	1	1
expression.observed.en.sha256_fef8cec0ffdcbf78b64df6bd244dd57a0224531513cd85e16b354d92264676b6	en	Lavender	lavender	lavender	2	12
expression.observed.en.sha256_f9015056afce66c7119eb7dab3fd19992d1c5c9ace8a1b937744ea8bf1fee759	en	Lavender and Apricot	lavender and apricot	lavender and apricot	1	1
expression.observed.en.sha256_051b85e9672bd00c56854b23eb59374f5c68e62b432d33b8fe6f45530335a9bc	en	Lavender and White Grape	lavender and white grape	lavender and white grape	1	1
expression.observed.en.sha256_3306931caffd880946a517bcedd4ac47c3ea50de12e723f0053340b094eff847	en	lavender honey	lavender honey	lavender honey	1	1
expression.observed.en.sha256_b46023119c4a52358976754ebca0aff59b3346920a874e6e49fd4c7fbbfa5840	en	lavender jam	lavender jam	lavender jam	1	1
expression.observed.en.sha256_5022472b2831c66a63bf99a7261874b55b088edf89913009cb64e889cc9c7d21	en	leather	leather	leather	1	1
expression.observed.en.sha256_d23abad3626537296ea8075f29e6fef09ea8a2fc9d7c250ee4aa1b0292222213	en	leather and spice	leather and spice	leather and spice	1	1
expression.observed.en.sha256_f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	en	Lemon	lemon	lemon	2	51
expression.observed.en.sha256_b66f28deb74b62ad95d4d80a0aa8521118a31ad0ffe898cdf7fd5a06ce82a533	en	Lemon and Black Currant	lemon and black currant	lemon and black currant	1	1
expression.observed.en.sha256_da3037cc581a5fd03d4d8c788cb930ee3fa506a56500796440ce7c1275086839	en	lemon and jasmine flower	lemon and jasmine flower	lemon and jasmine flower	1	1
expression.observed.en.sha256_c89cd66d2bbcab09b5bd400d2ca01618668dd985c8d62d869fa5fd8f0f6db88c	en	lemon aromas	lemon aromas	lemon aromas	1	1
expression.observed.en.sha256_9fc0967751aaebccec76a17fc25634d70a73a24887a04cc28c49196c3cf07e58	en	Lemon Blossom	lemon blossom	lemon blossom	2	2
expression.observed.en.sha256_8ada92b13fda13fda4c92603d7bf25a8b10ab114bedd261c14f2cc327e5b6d75	en	Lemon cake	lemon cake	lemon cake	1	1
expression.observed.en.sha256_eea75a667946f60933926291dab5189fe78aab2868362c8001b697db6057df9c	en	Lemon Candy	lemon candy	lemon candy	2	2
expression.observed.en.sha256_56c5d084ef409c3edeaf24bb0a6d4ba509e68b3547c71da0d02dac69b0c860a4	en	Lemon confit	lemon confit	lemon confit	2	2
expression.observed.en.sha256_1d0060ddf4976934c342cccf23fda9f25322920570df38212b6d23c90dfe2882	en	lemon curd	lemon curd	lemon curd	1	2
expression.observed.en.sha256_4bf5dbe68a1cf38f99c9f5b5fbf4d9bdbe26009990d4fc70767ab652554f4859	en	Lemon Curd and Hazelnut	lemon curd and hazelnut	lemon curd and hazelnut	1	1
expression.observed.en.sha256_d3be4f99d5b0523ddce972f4b2dfaffebf4a44471d030a8ab578b1a628af431b	en	lemon custard	lemon custard	lemon custard	1	1
expression.observed.en.sha256_47511afc7c68054e6b7d5d9baa14f69e79111a4e6b4fb28db202006e8881e999	en	Lemon drop	lemon drop	lemon drop	1	1
expression.observed.en.sha256_38654784c9842f665efd9b1211886d7d2f20a41c3f66e80fc23eb49d8d3e3d89	en	lemon finish	lemon finish	lemon finish	1	1
expression.observed.en.sha256_4b51739f11be71d9b86085cfe103cbb1a1b7495d675af3a308d87ae14151689c	en	Lemon Flower and Caramel	lemon flower and caramel	lemon flower and caramel	1	1
expression.observed.en.sha256_8d276e5af51d84afa71264b62d5385ddf21f1dc71348a5d3596f0989427021d8	en	lemon grass	lemon grass	lemon grass	1	1
expression.observed.en.sha256_a88cb3f6d6072ec255a1c52a551a591c6cd9b4156e6e2378d063bb5d79734a43	en	Lemon Iced Tea	lemon iced tea	lemon iced tea	1	1
expression.observed.en.sha256_f7bdfb6d97b2c5e553aceea0ac37b7d7164a5dd0a1626678554f7dfa7ec97a1d	en	lemon lime and black tea	lemon lime and black tea	lemon lime and black tea	1	1
expression.observed.en.sha256_fd68a6e611d607590fa9fb9cbef6df73ba54ab00739d8b18d9e6e6c791f28ba1	en	Lemon meringue	lemon meringue	lemon meringue	1	1
expression.observed.en.sha256_4b04681f470cd3574b97418519dfe1888b68494657ee6beab85bbbbdcfd9efa5	en	Lemon Peel	lemon peel	lemon peel	1	1
expression.observed.en.sha256_4e0d210a4cfaf7d785e1c383e666f8424e598518ca6090d42aed3425190c4747	en	Lemon tart	lemon tart	lemon tart	1	1
expression.observed.en.sha256_bd413ee263e8475b7b9faff443d011107c051b9476b895cad8182378d9bb55db	en	Lemon Verbena and Cola	lemon verbena and cola	lemon verbena and cola	1	1
expression.observed.en.sha256_21a4d5d0aa601d4c0a34541fcee774859fb9eac98474142fad778b706765fb38	en	Lemon Verbena and Papaya	lemon verbena and papaya	lemon verbena and papaya	1	1
expression.observed.en.sha256_45f7cd060379943b5d89e6a7562e6094c2cc5bd1d8bdd27ab67197f55568bbb2	en	Lemon Zest	lemon zest	lemon zest	3	4
expression.observed.en.sha256_8298b83eda24001ac2d608f83b4935639ad3f82e4105139dfd763d99949bc681	en	Lemon-Lime	lemon-lime	lemon-lime	2	2
expression.observed.en.sha256_13cc358c604102b8449c47603475881c635e9cb112c6e4e6cf1c0e867c29a1ee	en	Lemonade	lemonade	lemonade	2	7
expression.observed.en.sha256_b67b788c8333e96950f16c131d585bbd91ab69d1d6ee3357c9610ce102ea6b3b	en	Lemonade & Stone Fruit	lemonade & stone fruit	lemonade & stone fruit	1	1
expression.observed.en.sha256_4003387bfa3d7139e0c53a3abc65b7d1b95e84210745b0f0a22c6f5acd6784c0	en	lemonade and apricot	lemonade and apricot	lemonade and apricot	1	1
expression.observed.en.sha256_9f99f28b9770d6970041e2aeb2eddf3ac6a4c1719ff63b873ac17bfe4f45b543	en	Lemonade and Caramelized Sugar	lemonade and caramelized sugar	lemonade and caramelized sugar	1	1
expression.observed.en.sha256_e5797d3d302285560a8b60c9eb6e3fa615943a246470aa4651bc31900c01f7ac	en	Lemonade and Peach	lemonade and peach	lemonade and peach	1	1
expression.observed.en.sha256_78bea6f0ee9bfdfa8205ebcc534de99f2f45c56bc2b75d94be0f108e91716b8c	en	lemonade and vanilla	lemonade and vanilla	lemonade and vanilla	1	1
expression.observed.en.sha256_cbbd23cc32c5016b0017c4ec7a98cc82fda6edbaeccf27d72453006067d821cd	en	Lemongrass	lemongrass	lemongrass	2	6
expression.observed.en.sha256_24368d572466e0a17ca413ac80c02cd7812d4170543e3212a94dab619ca7b359	en	Lemony	lemony	lemony	1	1
expression.observed.en.sha256_8a60896fe1bac2bb60736e08d8efaba551c9fb8a11a74fe68d86bb113086f85a	en	Licorice	licorice	licorice	2	6
expression.observed.en.sha256_99a7026172d42714d0293e5598ec1c8e8260d7d0c4b8582ad002c1883494e216	en	light	light	light	1	2
expression.observed.en.sha256_7d9809a9f7fc42c2582ed96b8765895fbcba0a7e2c1606feaf5c33b20c3e58fe	en	light and ripe acidity of sweet fruits	light and ripe acidity of sweet fruits	light and ripe acidity of sweet fruits	1	1
expression.observed.en.sha256_1f12c9020edc29e535ac66ebd1e1e021fb9df7a28f85ea080b7c8068e176dd29	en	Light body	light body	light body	1	1
expression.observed.en.sha256_085d9215894342c2ceb11eaebd03218efaab2d23cfeaa3f765a1412121057108	en	light florals and juicy body	light florals and juicy body	light florals and juicy body	1	1
expression.observed.en.sha256_0e2a33fcda297ad337f4ed79430ab291f43a79ebc0e06b4d046f9ec1aa94496d	en	Light syrup	light syrup	light syrup	1	1
expression.observed.en.sha256_96840517ecf6fa544b77a28bbd436e46eeb616f8c0069064a7e12ff1be75e098	en	Light to Medium body	light to medium body	light to medium body	1	1
expression.observed.en.sha256_62661ec6fbf2cc44b8f2f6551bff8333f450ec425b95de0aee23d710b26e9706	en	light-medium body	light-medium body	light-medium body	1	2
expression.observed.en.sha256_523deb531b63c996a679ec38f021ff48c1fd19d32bd2f826336e3f09a26ed9db	en	lightly sweet	lightly sweet	lightly sweet	1	1
expression.observed.en.sha256_ccc49a459c648f3e9958e1b7076fcf071d286ce593d79021e7abe107a315a373	en	like Starfruit	like starfruit	like starfruit	1	1
expression.observed.en.sha256_4d8d48d41ef6025846ed816e58c9e25db0fe9b8164dc76a171ae474a11f14685	en	like white grapes	like white grapes	like white grapes	1	1
expression.observed.en.sha256_b268026c148026c3f788b8387d1316184bcdf89ef5905d6c0ae98f263a7b1ddc	en	Lilac	lilac	lilac	2	4
expression.observed.en.sha256_6155383ea9fe96cc70dc2b122e9cb77aad6d9771bf8b92b43aad07dbd59d8cd9	en	lilac – aroma	lilac – aroma	lilac - aroma	1	1
expression.observed.en.sha256_c07acb8776a94ab5bc1b8fd8550911a65b97a2b8c3981775b0ee682b93e8e01c	en	Lily of the valley – aftertaste	lily of the valley – aftertaste	lily of the valley - aftertaste	1	1
expression.observed.en.sha256_efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	en	Lime	lime	lime	2	47
expression.observed.en.sha256_7bf5175ae1806ff1035ea690702a3eac482e1d87fd0bcac17a314ebd4ad40301	en	lime and blackberry	lime and blackberry	lime and blackberry	1	2
expression.observed.en.sha256_52bba506170798fd85cbb600232eebda7681d32f22cbfa86a31186b3aa58c9ca	en	lime and caramel	lime and caramel	lime and caramel	1	1
expression.observed.en.sha256_d548b0c436c2a359afdda927e470d3fb3f9b0c47e1dc58ed605003876542781d	en	lime and dark chocolate	lime and dark chocolate	lime and dark chocolate	1	1
expression.observed.en.sha256_b5c98fbe3b4c731a8312b6f5620f77cdea84d3e8a826a7871feaa658b891f69a	en	Lime and Floral	lime and floral	lime and floral	1	1
expression.observed.en.sha256_f4d1797c4b34991bdbd04f1eac1ae5119b2524bb5534b35f840bfe331052f3c5	en	lime and honey	lime and honey	lime and honey	1	1
expression.observed.en.sha256_8207d9a7af1febaa9b6221db7d39e72a47e616e26bf4be650fe49415f5080af3	en	lime and macadamia nut	lime and macadamia nut	lime and macadamia nut	1	1
expression.observed.en.sha256_4b3483a3b62a3c6ce83d6b6c18b2c11896520a304cd5d6b2d89208c56f6b0c18	en	Lime and Smooth Finish	lime and smooth finish	lime and smooth finish	1	1
expression.observed.en.sha256_f32dcbe77925cd7b948cba16d812cb0d553b549169053ba9485f39c39a74e402	en	Lime and Tropical Fruits	lime and tropical fruits	lime and tropical fruits	1	2
expression.observed.en.sha256_9a966065c72a5875b1de42c1f77f90549d3fcb50fb0b895967ccaf316960524e	en	Lime curd	lime curd	lime curd	1	1
expression.observed.en.sha256_3f8dcb3970a6e82e94049ac06dc711fbfb1b8ee9ed06ae1925cfe91bc84eb555	en	Lime pie	lime pie	lime pie	1	1
expression.observed.en.sha256_5f9c9ab19152301cb5c1691d7bc6acc7e6e710c4993021cffedbeff4264dff31	en	Lime Zest	lime zest	lime zest	3	7
expression.observed.en.sha256_1d40956b3dc7297b6989aa77136bf3135a1276fc13d0e9f21a5c0fa42652aa93	en	lingering body	lingering body	lingering body	1	1
expression.observed.en.sha256_265b29a0605e4974b99937e7927560b4f20a004ec817102992bd928fd5ec3891	en	Lingering Fruity Finish	lingering fruity finish	lingering fruity finish	1	1
expression.observed.en.sha256_201389ff8f38a088c28643e4a22760359d551ab8dd076423b6c16428270e6d6b	en	lingering honey sweetness	lingering honey sweetness	lingering honey sweetness	1	1
expression.observed.en.sha256_1280e9f87be89f4dfdfbb5f3bef8f25760fdb6914c55d44aad84119f04158cae	en	Lingering Juicy Mouthfeel	lingering juicy mouthfeel	lingering juicy mouthfeel	1	1
expression.observed.en.sha256_417e02e1d5992380d513b962bd84fdf026893441d647d6d9e5abeff42d7d4e75	en	lingering notes of dark chocolate	lingering notes of dark chocolate	lingering notes of dark chocolate	1	1
expression.observed.en.sha256_716904c8f84129c08206b1cf0dbd686430f01d641cd796190219044d2cae6c7e	en	lingonberry	lingonberry	lingonberry	1	4
expression.observed.en.sha256_f0dd258095f14992b82450851517bd9155421a29fb945c16b3128f23638ac706	en	liquor	liquor	liquor	1	1
expression.observed.en.sha256_fe0bf5ce8d25464f28606a669973cf6595586a2bd74b2b5c440c1fcf52541340	en	liquorice	liquorice	liquorice	1	1
expression.observed.en.sha256_fecf719720e6ecb1b43cd0d7a5e76ec67d9d3860178167844bf8221e501c9ee2	en	lively florals	lively florals	lively florals	1	1
expression.observed.en.sha256_723fbb4dfa96b2136d91d230e2095f828f1edb9a5ee0843054339481826ebedf	en	London Fog	london fog	london fog	1	1
expression.observed.en.sha256_fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	en	long	long	long	1	1
expression.observed.en.sha256_c62a908dd8f1f63c24b3584bae69770014aa881f4e4a01854b83443e1d331534	en	long finish	long finish	long finish	1	1
expression.observed.en.sha256_e43bab36dd4ac414944a619da1307303e5ce31faec398a1462f8b49288d033f3	en	long lasting aftertaste	long lasting aftertaste	long lasting aftertaste	1	1
expression.observed.en.sha256_daad947b9613e05b98b1e8587f5598ae8cd90304fe45bdaa1857775dfaa8c0cb	en	long sweet finish	long sweet finish	long sweet finish	1	1
expression.observed.en.sha256_bb26c7ae47eacf400dd3987a483ea2072ce323f2e2237c896f02d6550d0c3985	en	Lots of berry flavor with apple cider	lots of berry flavor with apple cider	lots of berry flavor with apple cider	1	1
expression.observed.en.sha256_4f4c0ee765964e342af974a7e08517b3b82d8508fca2634e89896c065efa458b	en	low acid	low acid	low acid	1	1
expression.observed.en.sha256_44c0e33469d3f44dbb1bdde714e3b6658f297e438d85e35c091828d1ce4beb01	en	Low acidity	low acidity	low acidity	2	2
expression.observed.en.sha256_239bee8bb6c8d0e5140a297a4394aeff9b51dd249069a2a68a6f8c2f95de1b26	en	low-acid	low-acid	low-acid	1	1
expression.observed.en.sha256_2a7dbb401d370362476eb9f217bc690706b0d77c99be5969481148a068fe74ab	en	lucious	lucious	lucious	1	1
expression.observed.en.sha256_7d9f72f6de608982c43aabd062f0c77abc27f18afdfee5aefe0e07e0040d10ba	en	LYCHEE	lychee	lychee	3	13
expression.observed.en.sha256_edcf221713b6acb40a83830d04e161c1b77d0d31c1f8018ddd9b594dc216d7bf	en	Lychee and Bubble Gum	lychee and bubble gum	lychee and bubble gum	1	1
expression.observed.en.sha256_63a06d31762e601f7c346cc7886b386ae123f70089bb1e518da1605b1d1c3dff	en	Lychee and Lilac	lychee and lilac	lychee and lilac	1	1
expression.observed.en.sha256_93b5a61cda63315fce8562a1e1c5299b867735a2bd6ff33b47311741d19170a0	en	Lychee and Maple sugar	lychee and maple sugar	lychee and maple sugar	1	1
expression.observed.en.sha256_575e3a552818b967a99f3a678067fc0bcaf89c3a9d730a0a5afc927cc8841bf6	en	Macadamia	macadamia	macadamia	2	3
expression.observed.en.sha256_107930f1ec6ec35990552df6c9c5364b0a6f593d83e26b1020fe804368af99ee	en	macadamia nut	macadamia nut	macadamia nut	1	3
expression.observed.en.sha256_dd7beb2277ffe8d2db9971ea36a5cfb94ce7cce6a0604666f4dbcb25fa580603	en	Magnolia and Honeydew	magnolia and honeydew	magnolia and honeydew	2	2
expression.observed.en.sha256_8f9c91bdc0d1d8ddfbb0fc950e03fb195befe47e3b90134fc5e8446475b33afd	en	Magnolia Blossom	magnolia blossom	magnolia blossom	1	1
expression.observed.en.sha256_d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb	en	Malt	malt	malt	2	6
expression.observed.en.sha256_bc613bcdd44feb1b4b1aa6e284c640915f1eefb90b8032f6e7c8238b3e800080	en	Maltesers	maltesers	maltesers	2	2
