pair_key	subject_expression_key	object_expression_key	subject_basic_normalized_text	object_basic_normalized_text	subject_normalized_text	object_normalized_text	document_cooccurrence_count	sample_count	npmi	subject_given_object_probability	object_given_subject_probability	subject_document_frequency	object_document_frequency	value_semantics
cooccurrence.firstbloom-a6cb002-pilot-v1.09343eb3ca8dc4b29311cdde82382b2b72fb0dbe65d979a3e7cd555ae54465dc	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_f5d1611232b9b6a31561d4f43f839a36fd3cf71ff9fac86e5c6946ae96545090	custard	grenadine	custard	grenadine	1	2474	0.7706868272950583	0.5	0.3333333333333333	3	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ace00664f1e0774b803756fa7ca63df973c5da22ba9fa38fbb917de1d09b287d	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	custard	hazelnut	custard	hazelnut	1	2474	0.4080861813749805	0.029411764705882353	0.3333333333333333	3	34	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.86b0e2f5933f25af0968323c4ed46a589ca1460bfa2e93f932ff1f211f52c851	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	custard	mango	custard	mango	1	2474	0.3938512889626433	0.02631578947368421	0.3333333333333333	3	38	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.86cd3bc8ac9d267c91445d740a0321bcff60cbb743aa476e7b5ce608157fca33	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_549819b27ee092f84cbc4dab9aec5e10a2b64d44069133b1ae5d238df179d967	custard	maple syrup	custard	maple syrup	1	2474	0.4894813710787068	0.05555555555555555	0.3333333333333333	3	18	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3a61eb05c5ff704564b4677c89e96afd729cecd868b94d92759e811b21853a39	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	custard	papaya	custard	papaya	1	2474	0.4526632099933506	0.041666666666666664	0.3333333333333333	3	24	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2533886b1d0abf7425062871db5c0ccde2b565c7b87bf869ba919632d72c22a5	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_97cfbe87531abe0c6bac7b21d616cb422faaa158a9f2ae7e8685c79eb85fc65e	custard	pear	custard	pear	1	2474	0.4637991103536339	0.045454545454545456	0.3333333333333333	3	22	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4769dc30a171a5c64e779508e44130cceedf16a92c191e43c31d1184379248c1	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	custard	tangerine	custard	tangerine	1	2474	0.38728666448234667	0.025	0.3333333333333333	3	40	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0921517d01b0ea4fbe47883b4c3682354ba79773d3ca7313b84deb61e3c39a75	expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	expression.observed.en.sha256_e0b38a12427c291f95bd3ce7413a5aa70a1640dff7242cd55a84cdb17e6b0015	custard	vanilla bean	custard	vanilla bean	1	2474	0.7187945437836485	0.3333333333333333	0.3333333333333333	3	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.5f716def36f0ebb49e9007d67ee2f56942f95c6db8cfd19ec0fdb4698ce4bd6f	expression.observed.en.sha256_fc13e7ccc317da12e41214e2cbcd32beffe2799ff3c26659ba06719e75b2bc52	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	custard creme	nectarine	custard creme	nectarine	1	2474	0.5781918156754727	0.037037037037037035	1.0	1	27	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b850fdb45c4af4aac81f9eae7fbf143e1b7e7fad0707cc0d6bbb497667c9b900	expression.observed.en.sha256_fc13e7ccc317da12e41214e2cbcd32beffe2799ff3c26659ba06719e75b2bc52	expression.observed.en.sha256_92515df6502ee50aa8723de6f7f1bfcbf74c0db9ffec0862883275bcac013eb0	custard creme	toffee apple	custard creme	toffee apple	1	2474	0.911289555403234	0.5	1.0	1	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f26ea6626a37cd6dad0748f6bd502c0999018a157ad4f29729b0c1c2bf44287c	expression.observed.en.sha256_61e6b946a171ab544d9e2e5ce88d2a168469df7aa918b13459f7359a6fd440e3	expression.observed.en.sha256_510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	danish pastry	red apple	danish pastry	red apple	1	2474	0.5564477770161702	0.03125	1.0	1	32	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a1a2f4b84605d2b1dca192c2dee7419564c969982e9e7a77d1c961a66c163260	expression.observed.en.sha256_61e6b946a171ab544d9e2e5ce88d2a168469df7aa918b13459f7359a6fd440e3	expression.observed.en.sha256_d5465326e3fe0d5802b6f10c93372e9442a7b2ee01e316cda399af673a48808c	danish pastry	ripe citrus	danish pastry	ripe citrus	1	2474	0.911289555403234	0.5	1.0	1	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.101d34699b285a3e5b0a05a7bb3538cf3a5df7e68ff203c2209bf13a0e9d5c1e	expression.observed.en.sha256_e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	expression.observed.en.sha256_c1b73e340c6374eba8994370791c99ca9fb16e2676031ee433ecc1a9d9e2894e	dark	punchy	dark	punchy	2	2474	0.9430562073232058	1.0	0.6666666666666666	3	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7adaaaf458a856b9d77ed048244637dafe257c8c097df7af042573fad4834b89	expression.observed.en.sha256_e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	expression.observed.en.sha256_7baa68f2418ba82d2545a780c00d7a8778249bbcdaf7369114534874ea6d3bd6	dark	rich	dark	rich	2	2474	0.6914203015396992	0.16666666666666666	0.6666666666666666	3	12	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fa7f173d025e02a45ba7b37f308ba570ecc92dd8f4726f47f266fd820eb221af	expression.observed.en.sha256_e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	expression.observed.en.sha256_17f5c6aa0a0653a3767ee457aee8cbd559bbc7b6c80d3976abd5c3c8b47ace14	dark	sturdy crema	dark	sturdy crema	2	2474	0.9430562073232058	1.0	0.6666666666666666	3	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.06a12dbdc17e173b2042ff9924faa1d8cc733b27a9646c0cae267f60a1173105	expression.observed.en.sha256_1408707da3683ced616bc0bc5803afbb93b07b29cee7b039aac12dc24866b138	expression.observed.en.sha256_f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	dark berries	soft	dark berries	soft	1	2474	0.8593972718918244	0.3333333333333333	1.0	1	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.60a12329db0f2a7cf527ab11e698be9fa718da3b57d52398afc5191a7f4e29e9	expression.observed.en.sha256_1408707da3683ced616bc0bc5803afbb93b07b29cee7b039aac12dc24866b138	expression.observed.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	dark berries	sweet	dark berries	sweet	1	2474	0.48713300943939597	0.01818181818181818	1.0	1	55	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.16baf2d294786fbb95316fa940146dbee164a2bc5ad29e858a388ef8d72261ac	expression.observed.en.sha256_0f83e3808fec81979ea2513991e142930471866e02d0281203b98e10734fa26d	expression.observed.en.sha256_c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	dark cane sugar	fruity	dark cane sugar	fruity	1	2474	0.6931122830585756	0.09090909090909091	1.0	1	11	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.645a28503a1f0e2f0f548abbd9559c095b3d0432364fb6e3931f08d29ebc1559	expression.observed.en.sha256_0f83e3808fec81979ea2513991e142930471866e02d0281203b98e10734fa26d	expression.observed.en.sha256_109c7f28ed7f6f3cdabc79a3923a460c07a8c5c3608bbe4d1d395f42359973ff	dark cane sugar	very sweet	dark cane sugar	very sweet	1	2474	0.911289555403234	0.5	1.0	1	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a622600c8f0e5084f3b043ae0c34ee5e21c6bc1083f8334601a2272744dcc508	expression.observed.en.sha256_2901721ac6fc0e2056f6cc779c876a150b57a5513bc02278e3b8afd8b4efd7cf	expression.observed.en.sha256_c730311aced4c7a9e87ab51cf1a4dc8339119342af9dbe2900f4d8bc95aca57f	dark cherries	forest fruits	dark cherries	forest fruits	1	2474	0.911289555403234	1.0	0.5	2	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.78bbe703f6000e373132b23f0db5f1b612744f561693315afe93d76ebdc1fd9b	expression.observed.en.sha256_2901721ac6fc0e2056f6cc779c876a150b57a5513bc02278e3b8afd8b4efd7cf	expression.observed.en.sha256_0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	dark cherries	plum	dark cherries	plum	1	2474	0.3790268878226383	0.015625	0.5	2	64	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a18e214b540d00b3b9957eec7cdf9fd1f28385ec416cc322ac153c63e4e37826	expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	dark cherry	floral	dark cherry	floral	1	2474	0.19622163554388852	0.011235955056179775	0.16666666666666666	6	89	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.08ae9a53686bb416b61aa25666da232eb862e517e1034d8f271b338b72a7b5e9	expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	expression.observed.en.sha256_efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	dark cherry	lime	dark cherry	lime	2	2474	0.4023388868371531	0.0425531914893617	0.3333333333333333	6	47	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.054ecea32d11207a9edfd76d2ab379434fa1b5e461bf7497e3e6d89319461857	expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	expression.observed.en.sha256_a8d60cfe02a79ea93e57df66843c0a8208f7d37a8c111e21f88845c879d8bbf9	dark cherry	marionberry	dark cherry	marionberry	1	2474	0.6819763826982924	0.5	0.16666666666666666	6	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e8ef09ccae09aa3688567ecf4adbd95b113d1d6de166fe56fcefe7b987ae5448	expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	expression.observed.en.sha256_b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	dark cherry	pineapple	dark cherry	pineapple	1	2474	0.31937573677821457	0.029411764705882353	0.16666666666666666	6	34	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.89e6194a9b831a8dbd4243151537dbbf89ab86a653bf46490196bec77916d194	expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	dark cherry	raspberry	dark cherry	raspberry	1	2474	0.22695540580246332	0.014285714285714285	0.16666666666666666	6	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e5b6d859c93019f263f990979499bf2e56be302c7abd6790998a6938810c3ad7	expression.observed.en.sha256_45a6a6848be02d87998630c7a4721cbc55f19113e4805122a3dbdeb440a114b9	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	dark cherry and red wine	honey	dark cherry and red wine	honey	1	2474	0.4068375654370668	0.009708737864077669	1.0	1	103	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0469f02aeb51b81f86485053bc159bd4e6db7b2849b64d8003ddeb9659a7bf0f	expression.observed.en.sha256_45a6a6848be02d87998630c7a4721cbc55f19113e4805122a3dbdeb440a114b9	expression.observed.en.sha256_cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	dark cherry and red wine	tangerine	dark cherry and red wine	tangerine	1	2474	0.5278893925905225	0.025	1.0	1	40	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.03ccb11384a6ad1d22ee24df0a5719bcf065f3a969b7fa2100f7897622f96dfe	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_d523ae8882e68ccd67a9fc0763c34bfb955bf5abe73f33bd1f8799200a6eee17	dark chocolate	dark sugars	dark chocolate	dark sugars	3	2474	0.41544596376404175	0.75	0.02631578947368421	114	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.26d607cc431ba8381262b25dcd10015d4e999af23c6dd29a9f2c36b16f029b63	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_6bd1954d00c03e392621d5c359bf5cad3897b1f0135874e936bc8b17bcf9600a	dark chocolate	dried berries	dark chocolate	dried berries	1	2474	0.30514084436587735	0.5	0.008771929824561403	114	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.512618dcb423a2bb866104bd899eaf7a8710a4dd4a4f194c2b18371d45684793	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_96bfe06cb3316f5bd618803f72b474ef3a9223259509b54dd10b736fa079bbe7	dark chocolate	dried fig	dark chocolate	dried fig	1	2474	0.18787201534346362	0.2	0.008771929824561403	114	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.76463330f48b388c8d0866731e23fca438e01232f62b50251c5606c2f63e8392	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a	dark chocolate	dried fruit	dark chocolate	dried fruit	1	2474	0.01701575063022835	0.05263157894736842	0.008771929824561403	114	19	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.c29c99773c7a8d427788223fd0150d768395ca7b8d33f2bd60c563463fa90980	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_1dbc150fa9c1dd2418c37fca6a03b150bc47728d780c0f01fcdc5a5fcb16bb60	dark chocolate	earthiness	dark chocolate	earthiness	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7cf4965d78fd429563a1e69522580a6cf8d8e3dbded30a8af721d727d5ae2d28	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_2f8d29b19d58aba5dd4fcc6835f03d5759ed42dcef7394c4c9f7472f421e7a59	dark chocolate	fig and nectarine	dark chocolate	fig and nectarine	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3857755c1c2e95cef4c01e799ef063db0cfd1f28f6489f8a2055a54ff70f1ea1	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	dark chocolate	floral	dark chocolate	floral	1	2474	-0.18061390278852646	0.011235955056179775	0.008771929824561403	114	89	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0eef7b454910f33db0fabf19c21f4a61513cc33890e78d4c231b0934797a0c07	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_109065ce2792277818488268a49e2e8dbd213599b90dc1e4e0a8046e724bdb01	dark chocolate	floral and buttery	dark chocolate	floral and buttery	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1485c3219aea973f516ca8761f539b378f69773b2eef8e8ada90342f5b617e95	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_1d8ad524f917795d8cecbacdf3a64084535862de1687e320874266167ba32e07	dark chocolate	florals and tropical	dark chocolate	florals and tropical	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.24c99eb687357ddc2e68c04d915e2be5206969f5b08bf6c8834716ce31aec49c	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	dark chocolate	fruity	dark chocolate	fruity	1	2474	0.08696357202121896	0.09090909090909091	0.008771929824561403	114	11	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f1463516b2a43227dc5c2e0a25104c22c5437aeae60477916374e44fd20775c4	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_7f37dea2cd2966359418b92fb9429058e7eda9c52212e405ca55a5cee3d5a1d1	dark chocolate	fuji apple	dark chocolate	fuji apple	2	2474	0.2779013095814626	0.3333333333333333	0.017543859649122806	114	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.dbef4410c234bb753e3569e8c9e87342d66436ac0e12d45d5b6ccb4af18c5a2a	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_34eff3154477afb1a3ee6925c09340b2df092050cbe9ed82ffcb3ee9a13a8a8a	dark chocolate	full body	dark chocolate	full body	2	2474	0.30350667172723755	0.4	0.017543859649122806	114	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6a8b91dd8e13b9c46a26ff18fb0dbd0d0f88d3de860ecc78e5c91a2a7c4f7a15	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_75903f1d1489fa5295406816f1e661bd5d99de43bca4f7e28c6fae610a8c26f4	dark chocolate	full city roast	dark chocolate	full city roast	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.99d35f608a23e782f7c765f62417a9c6b0fbeba87c09c6ab03c5084132652b83	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_fdcbec42437dfee2a191cd8d6f0d019aaaec56740f74ddd715266dcacb4603b1	dark chocolate	full-bodied	dark chocolate	full-bodied	3	2474	0.41544596376404175	0.75	0.02631578947368421	114	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a9fe7264c327d4a7f030bd2a178bde82a5fb00c38232761cc6f8c017dac42de5	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	dark chocolate	grape	dark chocolate	grape	1	2474	-0.00743590332019057	0.043478260869565216	0.008771929824561403	114	23	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.66a4e4f4067b3c2619d4ef6c935b104e18d1624c21ae0acdd8d36d2c96f65074	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c02d3ff0c1b7b7768fcec5e8cf82d6ad92e40d49dfa620e910f9f595d2d2aab4	dark chocolate	grape jam	dark chocolate	grape jam	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.aa627b4666825dd148c5ec4fff8a9ca2dd7a55f49d73e3f796a506dace2c70df	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	dark chocolate	grapefruit	dark chocolate	grapefruit	1	2474	-0.05745980155420044	0.029411764705882353	0.008771929824561403	114	34	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1c3a5ca9228a0ffe3604195bb114adf7e71b277fda80e46b1c36a498fcdcb32c	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_db371065eceb667c993c765b271ea75132925131259b26bc8b0dcf950ea9396d	dark chocolate	great body	dark chocolate	great body	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1a236888b23d6ac52ad108ffb6633c01a8306eb126d28ba8fd6aa21ba0273e6a	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	dark chocolate	green apple	dark chocolate	green apple	1	2474	0.010451126149931683	0.05	0.008771929824561403	114	20	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.df4dada91ffa1fdc6fc185832725fa7b9b6013a9b38dd128eac82ae844f35893	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_d131996340d9381402aaf11a4145211c37ae37e9dcd9087072cc6a9b97e29c74	dark chocolate	grilled almonds	dark chocolate	grilled almonds	1	2474	0.30514084436587735	0.5	0.008771929824561403	114	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.c86d74a186a29a8d4063a511ae99575b5c4daa6adaba32dcb3a28cf865365e53	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	dark chocolate	hazelnut	dark chocolate	hazelnut	8	2474	0.2843445180918377	0.23529411764705882	0.07017543859649122	114	34	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e2d932b920ac112843ab886be2f48091db90648e50aa9ce1515d4a7bc4421589	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c9452dcec3d330f089036f5bdd23c12a421cee51c316169199a3a1596b52e4bb	dark chocolate	hibiscus	dark chocolate	hibiscus	1	2474	0.010451126149931683	0.05	0.008771929824561403	114	20	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8c4e4ab93a9fc21cab7d8f602c69f8c4f52a636aa6d30eedd2cf13412582b48e	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	dark chocolate	honey	dark chocolate	honey	5	2474	0.008397926902089016	0.04854368932038835	0.043859649122807015	114	103	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
