observation_key	document_key	ordinal	observation_text	raw_phrase_sha256	unicode_character_count	source_character_start	source_character_end	retained	exclusion_reason	basic_normalized_text	normalized_text	expression_key
observation.firstbloom.release_4494.003	document.firstbloom.release_4494	3		6a311c2a8b15ff4da65ea117d25b6f82acb64bb452be7937895f08a991543cbb	22	84	106	false	dual_review_narrative_or_non_descriptor			
observation.firstbloom.release_4561.001	document.firstbloom.release_4561	1	Dark Chocolate	cb2ad2f5b06e067fb1e9b486940743520b8a6807944cffa2f3df40c2572c4684	14	0	14	true		dark chocolate	dark chocolate	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be
observation.firstbloom.release_4561.002	document.firstbloom.release_4561	2	Caramel	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	7	16	23	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_4457.001	document.firstbloom.release_4457	1	Floral hints of berries	2454f19d1c2f9e5e3544271bf1bec5ca957fb0b2e5909bafa2f6f5fc907964ec	23	0	23	true		floral hints of berries	floral hints of berries	expression.observed.en.sha256_deb5aab1896e001aa8073ba412e9b69e5f495f97e3cf68ff8d645528879d3771
observation.firstbloom.release_4457.002	document.firstbloom.release_4457	2	honey	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	5	25	30	true		honey	honey	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6
observation.firstbloom.release_4457.003	document.firstbloom.release_4457	3	chocolate	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	9	32	41	true		chocolate	chocolate	expression.observed.en.sha256_7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35
observation.firstbloom.release_4457.004	document.firstbloom.release_4457	4		b3c63e4e946afa7d98cfdd2be465f09449ee71c5763ea004f462d1ed78749f26	10	43	53	false	dual_review_disagreement			
observation.firstbloom.release_4299.001	document.firstbloom.release_4299	1		4b4b6e205750b78458f6b339664ca927ad56211f9d917f002d4951f87c1db5ab	41	0	41	false	rights_complete_field_surface			
observation.firstbloom.release_4650.001	document.firstbloom.release_4650	1	Raspberry	6b9e1f86100c7a63b855407d3032e014cb668c33aec60779cbe1c24381da0980	9	0	9	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_4650.002	document.firstbloom.release_4650	2	Almond	81fda04b5cade7f0dba73f34d3385accf1e18bc7cd92740365fa41b5fd6df143	6	11	17	true		almond	almond	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc
observation.firstbloom.release_4650.003	document.firstbloom.release_4650	3	Nougat	469758c8493df0167fac509322f23d7062182280aa70e1c367479f45c5c7fd4e	6	19	25	true		nougat	nougat	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d
observation.firstbloom.release_4371.001	document.firstbloom.release_4371	1	pomelo	28a608c7ef2dc2a07ab074d4fc24221ba0e84685f880c3b49891a491fd657a0a	6	0	6	true		pomelo	pomelo	expression.observed.en.sha256_28a608c7ef2dc2a07ab074d4fc24221ba0e84685f880c3b49891a491fd657a0a
observation.firstbloom.release_4371.002	document.firstbloom.release_4371	2	chocolate croissant	fdd98d4f619100a0876ec3dce329fe0cb8776ab55b1831ef1f4249986f5bbbc9	19	8	27	true		chocolate croissant	chocolate croissant	expression.observed.en.sha256_fdd98d4f619100a0876ec3dce329fe0cb8776ab55b1831ef1f4249986f5bbbc9
observation.firstbloom.release_4371.003	document.firstbloom.release_4371	3	yellow cherry	637fdce77036cc3ff35ef0acdfb6722c5b5e0e855187e3a0e415acf7a89cfad8	13	29	42	true		yellow cherry	yellow cherry	expression.observed.en.sha256_637fdce77036cc3ff35ef0acdfb6722c5b5e0e855187e3a0e415acf7a89cfad8
observation.firstbloom.release_4459.001	document.firstbloom.release_4459	1	Red Berry	ccc6410fe6b5a0e97cbed50bf60d4e961bcc362884f33e7847350656db897c1c	9	0	9	true		red berry	red berry	expression.observed.en.sha256_907b33786620a78605e92bd31c679c0cc36b47ebca18049cbd4f32dcd0f97952
observation.firstbloom.release_4459.002	document.firstbloom.release_4459	2	Cane Sugar	b34cad31a8e1aa33281694a7c3c28b3f50fcca9ee3cc724afc482b614a23b485	10	11	21	true		cane sugar	cane sugar	expression.observed.en.sha256_0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5
observation.firstbloom.release_4459.003	document.firstbloom.release_4459	3	Vanilla	05dcae2b47ae8627c7efc7039efad0130b750e598ada60408ca22bebd74d1e1f	7	23	30	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_4337.001	document.firstbloom.release_4337	1		22dd1e603424916c16012a7fac44f0d07b1cf8de62ff552218b4845788197684	20	0	20	false	rights_complete_field_surface			
observation.firstbloom.release_4444.001	document.firstbloom.release_4444	1	Dark fruits	7a65680f6e3d6d0700a98b0754913270151a0a2189119e5049a35e1591da51aa	11	0	11	true		dark fruits	dark fruits	expression.observed.en.sha256_ac6378f17ab06618af859e7d1cbad93cdbe0fa73edab9b7d01f55a239697a9c0
observation.firstbloom.release_4444.002	document.firstbloom.release_4444	2	fig jam	535715995c54e7edc73c6ce29cf0e42918333c652cde9c9302fc731a2f94941e	7	13	20	true		fig jam	fig jam	expression.observed.en.sha256_535715995c54e7edc73c6ce29cf0e42918333c652cde9c9302fc731a2f94941e
observation.firstbloom.release_4444.003	document.firstbloom.release_4444	3	spice	58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211	5	22	27	true		spice	spice	expression.observed.en.sha256_58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211
observation.firstbloom.release_4283.001	document.firstbloom.release_4283	1	Rich aromas of lemon and red berries	48aa40f9d4b6576310cf19d5f1dfa8c2adc06a1da1a2bd9cca1588a98c49d023	36	0	36	true		rich aromas of lemon and red berries	rich aromas of lemon and red berries	expression.observed.en.sha256_e8c9e5cd0af78d07818f1f23d9aca1e38350b37680f8890b8bfb3d72600de137
observation.firstbloom.release_4283.002	document.firstbloom.release_4283	2	cola and sugar cane	96fd3c5d6cc501028f5913f4ec8ac4c755b832f2a16b9872166ade0ac0665563	19	38	57	true		cola and sugar cane	cola and sugar cane	expression.observed.en.sha256_96fd3c5d6cc501028f5913f4ec8ac4c755b832f2a16b9872166ade0ac0665563
observation.firstbloom.release_4283.003	document.firstbloom.release_4283	3	with a clear acidity	777f3c57de72a522054a465e15816728fdbaf571eb070d314a05bbec63d3792f	20	59	79	true		with a clear acidity	with a clear acidity	expression.observed.en.sha256_777f3c57de72a522054a465e15816728fdbaf571eb070d314a05bbec63d3792f
observation.firstbloom.release_4283.004	document.firstbloom.release_4283	4	creamy texture	4ccfefd1e921af0eed3f32ada34627dce62a5a3a78ed7294b3d627226817eba7	14	81	95	true		creamy texture	creamy texture	expression.observed.en.sha256_4ccfefd1e921af0eed3f32ada34627dce62a5a3a78ed7294b3d627226817eba7
observation.firstbloom.release_4283.005	document.firstbloom.release_4283	5		34b477f8aa40c3c55161d70b80baa3a05ab6e4e83b4541d5cddceac0a03e2976	27	97	124	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_4235.001	document.firstbloom.release_4235	1	Dark Honey	e2a4dd3d1337ab369685201a8d39763057bc12b84e13549cd366332ec65a4c3d	10	0	10	true		dark honey	dark honey	expression.observed.en.sha256_ca3d1964cc71bb7fb0160b675f67e47f9cffd64e4463f79a20e24f70aa0860cb
observation.firstbloom.release_4235.002	document.firstbloom.release_4235	2	Cranberry	ae7c23c05aa9063f79168c285fc0d99cf97c83ca3e39c87607e8070bcb2ebda3	9	12	21	true		cranberry	cranberry	expression.observed.en.sha256_d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b
observation.firstbloom.release_4235.003	document.firstbloom.release_4235	3	Floral	b579d00d3939d52a938bd668aac42867b420e42ac987dd438beafb1a4f637d20	6	23	29	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_4348.001	document.firstbloom.release_4348	1	Date	99c40ab405926cb5ad1def9cff4d7ce624f8f8abfff4e85f655347fcb949d08e	4	0	4	true		date	date	expression.observed.en.sha256_0e87632cd46bd4907c516317eb6d81fe0f921a23c7643018f21292894b470681
observation.firstbloom.release_4348.002	document.firstbloom.release_4348	2	cocoa	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	5	6	11	true		cocoa	cocoa	expression.observed.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8
observation.firstbloom.release_4348.003	document.firstbloom.release_4348	3	black cherry	545ce787c410276d227955b06ea5e6c1f3e3d611dc3f50594e556cce34b5ce4e	12	13	25	true		black cherry	black cherry	expression.observed.en.sha256_545ce787c410276d227955b06ea5e6c1f3e3d611dc3f50594e556cce34b5ce4e
observation.firstbloom.release_2131.001	document.firstbloom.release_2131	1	Peach	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	5	0	5	true		peach	peach	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265
observation.firstbloom.release_2131.002	document.firstbloom.release_2131	2	Floral and Iced Tea	f8e32aec05a9aa723f5ce096d7eedcb350fbd38452f5c0eaa35b068cf20d276b	19	7	26	true		floral and iced tea	floral and iced tea	expression.observed.en.sha256_7fac7a8ccb268edf8fdcb362e443700d235a5afa914bf6b6abb0751111bfaed7
observation.firstbloom.release_1694.001	document.firstbloom.release_1694	1	White Peach	91d1dd313784c45e5b16b365a26026babc118952840dba1b250ba150f14fafcf	11	0	11	true		white peach	white peach	expression.observed.en.sha256_c16a53f912ffe00d337fc477e4503b4d78e0d753ea88453ca865ef35dc849f7f
observation.firstbloom.release_1694.002	document.firstbloom.release_1694	2	Apricot	55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70	7	13	20	true		apricot	apricot	expression.observed.en.sha256_918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0
observation.firstbloom.release_1694.003	document.firstbloom.release_1694	3	Toasted Marshmallow	1dacda1f799d51e487838e9d9f889fd28a3dd4ec64d82c2a4045c4db4ed10ffe	19	22	41	true		toasted marshmallow	toasted marshmallow	expression.observed.en.sha256_6be34074c96d0612164a1ba86bc67429ee050e7abf30b5085fad9a1beb3e33ff
observation.firstbloom.release_2.001	document.firstbloom.release_2	1	Strawberry	8b08b70bef0c5f31046c217add159aca8236f286665088b39d872ae5b37c1771	10	0	10	true		strawberry	strawberry	expression.observed.en.sha256_5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a
observation.firstbloom.release_2.002	document.firstbloom.release_2	2	raspberry	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	9	12	21	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_2.003	document.firstbloom.release_2	3	floral	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	6	23	29	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_2.004	document.firstbloom.release_2	4		4e73232c9e98a593f18d577443763cebdbaf49ba6d92ee155f656c3bc5723a77	16	31	47	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_427.001	document.firstbloom.release_427	1	Rhubarb	f0b609a7760dfb6a5ae8c614027eb1f2a70fb26fc22ebe39d049933273af8416	7	0	7	true		rhubarb	rhubarb	expression.observed.en.sha256_b3f487fbc1970da93ec061155c4f98a8831b35abd531ddcc216ea9cf29ed3e1e
observation.firstbloom.release_427.002	document.firstbloom.release_427	2	vanilla	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	7	9	16	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_427.003	document.firstbloom.release_427	3		43d9a39ddaf040b793f18f2e026d3e8c86d1736975aa870a528c0214ec7c1b01	17	18	35	false	dual_review_disagreement			
observation.firstbloom.release_3011.001	document.firstbloom.release_3011	1	orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	6	0	6	true		orange	orange	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94
observation.firstbloom.release_3011.002	document.firstbloom.release_3011	2	white tea	0d9f3b55df4c901508b21b1dd45a2efc8bfdfc4366a939163cb7ca343c64b1fc	9	8	17	true		white tea	white tea	expression.observed.en.sha256_0d9f3b55df4c901508b21b1dd45a2efc8bfdfc4366a939163cb7ca343c64b1fc
observation.firstbloom.release_3011.003	document.firstbloom.release_3011	3	nectarine	94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	9	19	28	true		nectarine	nectarine	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401
observation.firstbloom.release_3313.001	document.firstbloom.release_3313	1		f5fbdfe7b51725fcb4b3cef9f0bc3307d47514ef0157a41b8f8c1b89c56b3bd6	15	0	15	false	rights_complete_field_surface			
observation.firstbloom.release_519.001	document.firstbloom.release_519	1	Brown sugar	c3015a24147356412740562c49bea3d8d35faee4654cf22f57c5e8395d69271a	11	0	11	true		brown sugar	brown sugar	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b
observation.firstbloom.release_519.002	document.firstbloom.release_519	2	red apple and grape	b20e95ddc7d557204abaaffc7dfed80552142bee3906434e09033fda897560d6	19	13	32	true		red apple and grape	red apple and grape	expression.observed.en.sha256_b20e95ddc7d557204abaaffc7dfed80552142bee3906434e09033fda897560d6
observation.firstbloom.release_4138.001	document.firstbloom.release_4138	1	Citrus	16eddf1578aee94c7b5263733073b5c63362785e77583fc4b188e5d8881fe3a3	6	0	6	true		citrus	citrus	expression.observed.en.sha256_9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014
observation.firstbloom.release_4138.002	document.firstbloom.release_4138	2	tropical	16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34	8	8	16	true		tropical	tropical	expression.observed.en.sha256_16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34
observation.firstbloom.release_4138.003	document.firstbloom.release_4138	3	dark sugars	d523ae8882e68ccd67a9fc0763c34bfb955bf5abe73f33bd1f8799200a6eee17	11	18	29	true		dark sugars	dark sugars	expression.observed.en.sha256_d523ae8882e68ccd67a9fc0763c34bfb955bf5abe73f33bd1f8799200a6eee17
observation.firstbloom.release_714.001	document.firstbloom.release_714	1	Caramel	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	7	0	7	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_714.002	document.firstbloom.release_714	2	Nut and Chocolate	2fc6319db98631d99f537d93fce2b525460864515f5fdbecf7399e2af9b20e8a	17	9	26	true		nut and chocolate	nut and chocolate	expression.observed.en.sha256_ddce8d8533bb820f0e96791fe92decd8c020dfbd98e522d42d9b57f998c238aa
observation.firstbloom.release_4767.001	document.firstbloom.release_4767	1		02e3b9da7faa11c1e385d16de0c6c1c04a690463d9a48ca5dab512cd4f99b054	31	0	31	false	dual_review_narrative_or_non_descriptor			
observation.firstbloom.release_4767.002	document.firstbloom.release_4767	2	vibrant	e7be2c21ba8e9e96a85a7e485fe6040afaf8ff558e201b7923460172f068356d	7	33	40	true		vibrant	vibrant	expression.observed.en.sha256_e7be2c21ba8e9e96a85a7e485fe6040afaf8ff558e201b7923460172f068356d
observation.firstbloom.release_4767.003	document.firstbloom.release_4767	3		3fc47eb709c8f0ac135441526aa82f88ccf350633518a7b89722a72b4dd4005e	125	42	167	false	rights_boundary_gt_80_unicode_characters			
observation.firstbloom.release_4767.004	document.firstbloom.release_4767	4	wintry spices	7e7484a9c0a36e494c192b47fc9a7b9d52703c7f0158bb3107c2cf8f563c3a81	13	169	182	true		wintry spices	wintry spices	expression.observed.en.sha256_7e7484a9c0a36e494c192b47fc9a7b9d52703c7f0158bb3107c2cf8f563c3a81
observation.firstbloom.release_4767.005	document.firstbloom.release_4767	5		ab975f9b4da75624ae2303deb3c95280a9c72796683d5ccc2a3a165acfed147c	72	184	256	false	dual_review_narrative_or_non_descriptor			
observation.firstbloom.release_4767.006	document.firstbloom.release_4767	6		7fcea0f588792f13b91e50083f8090e957ca9c9948e212e15e80e151f16dec3e	15	258	273	false	dual_review_disagreement			
observation.firstbloom.release_4767.007	document.firstbloom.release_4767	7	cinnamon	6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1	8	275	283	true		cinnamon	cinnamon	expression.observed.en.sha256_6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1
observation.firstbloom.release_4767.008	document.firstbloom.release_4767	8		1e2c30e19b817c49626f9a2e9aabb29279fdc1f9fa98eb0a891e35867139b25b	10	285	295	false	dual_review_disagreement			
observation.firstbloom.release_1405.001	document.firstbloom.release_1405	1		a849667a7b45a486ee123758da6f4eb81c4f12a88de0f4122701259fb2afe790	20	0	20	false	rights_complete_field_surface			
observation.firstbloom.release_3380.001	document.firstbloom.release_3380	1	Sponge toffee	c5bdd10d906c4c6c7075650b788724eed7f8e4b7e6b8163c0fff457423760afd	13	0	13	true		sponge toffee	sponge toffee	expression.observed.en.sha256_3fe5af94375a6342f57e49742b4af017aac8293adf6a55527f34e23a518798e7
observation.firstbloom.release_3380.002	document.firstbloom.release_3380	2	maple syrup	549819b27ee092f84cbc4dab9aec5e10a2b64d44069133b1ae5d238df179d967	11	15	26	true		maple syrup	maple syrup	expression.observed.en.sha256_549819b27ee092f84cbc4dab9aec5e10a2b64d44069133b1ae5d238df179d967
observation.firstbloom.release_3380.003	document.firstbloom.release_3380	3	papaya	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	6	28	34	true		papaya	papaya	expression.observed.en.sha256_98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18
observation.firstbloom.release_2495.001	document.firstbloom.release_2495	1		ae885a423bc4b8ade068bba709b1e656c27223c21011b0f689157c48e8651c10	11	0	11	false	rights_complete_field_surface			
observation.firstbloom.release_2495.002	document.firstbloom.release_2495	2	Floral and Juicy	14ee5ab525d0130569b9d4fd565b38ee53414b19807ec1a3d3e12cd2d7904220	16	13	29	true		floral and juicy	floral and juicy	expression.observed.en.sha256_7846419718e4a93bfd33238ac79495fcaaf1b79e8dac87db624f51690ac2253f
observation.firstbloom.release_521.001	document.firstbloom.release_521	1	Stone fruit	3ab7f3cd7ade7ea73872b7829b7c125597a49d63a01e4c75668da28038ec02b4	11	0	11	true		stone fruit	stone fruit	expression.observed.en.sha256_00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9
observation.firstbloom.release_521.002	document.firstbloom.release_521	2	baking spices	973dae594bae657a21275ff3c6ceec57c763f1010af21611c2d590de679ef6aa	13	13	26	true		baking spices	baking spices	expression.observed.en.sha256_973dae594bae657a21275ff3c6ceec57c763f1010af21611c2d590de679ef6aa
observation.firstbloom.release_521.003	document.firstbloom.release_521	3	floral	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	6	28	34	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_913.001	document.firstbloom.release_913	1	Lemon tart	a106236b2887e3fbd11e1165a93bd1135517887c6bc791d5fa610ea3d9fa7dcf	10	0	10	true		lemon tart	lemon tart	expression.observed.en.sha256_4e0d210a4cfaf7d785e1c383e666f8424e598518ca6090d42aed3425190c4747
observation.firstbloom.release_913.002	document.firstbloom.release_913	2	maltesers	bc613bcdd44feb1b4b1aa6e284c640915f1eefb90b8032f6e7c8238b3e800080	9	12	21	true		maltesers	maltesers	expression.observed.en.sha256_bc613bcdd44feb1b4b1aa6e284c640915f1eefb90b8032f6e7c8238b3e800080
observation.firstbloom.release_2952.001	document.firstbloom.release_2952	1		05487ee05f01aad6fc9caa8e4a3dd6070f7f7a25bf66fadfabea850239801238	20	0	20	false	rights_complete_field_surface			
observation.firstbloom.release_1223.001	document.firstbloom.release_1223	1	milk chocolate	7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	14	0	14	true		milk chocolate	milk chocolate	expression.observed.en.sha256_7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509
observation.firstbloom.release_1223.002	document.firstbloom.release_1223	2	cherry	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	6	16	22	true		cherry	cherry	expression.observed.en.sha256_2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e
observation.firstbloom.release_1223.003	document.firstbloom.release_1223	3	cream	f3a22c1ce8e0a5a96393703806e4ad0b63031f0782c1b2d87dd175fc46a9d63d	5	24	29	true		cream	cream	expression.observed.en.sha256_f3a22c1ce8e0a5a96393703806e4ad0b63031f0782c1b2d87dd175fc46a9d63d
observation.firstbloom.release_4225.001	document.firstbloom.release_4225	1		be488c6fe75e0f9b3bc9f0c5190bf8faeb7883b06a00319b3a8db8e9425eb51b	40	0	40	false	rights_complete_field_surface			
observation.firstbloom.release_522.001	document.firstbloom.release_522	1	Smooth	da51938777726566b44abd22acdec22f3ca866b82670c1666e180d4b822b27fd	6	0	6	true		smooth	smooth	expression.observed.en.sha256_c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed
observation.firstbloom.release_522.002	document.firstbloom.release_522	2	balanced	c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5	8	8	16	true		balanced	balanced	expression.observed.en.sha256_c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5
observation.firstbloom.release_522.003	document.firstbloom.release_522	3	fruity and floral	e35cc00a85cf4f0b0b26df79d8bce999e9de863c1ffa528f515b2bf7b4b986a7	17	18	35	true		fruity and floral	fruity and floral	expression.observed.en.sha256_e35cc00a85cf4f0b0b26df79d8bce999e9de863c1ffa528f515b2bf7b4b986a7
observation.firstbloom.release_2120.001	document.firstbloom.release_2120	1	Vanilla	05dcae2b47ae8627c7efc7039efad0130b750e598ada60408ca22bebd74d1e1f	7	0	7	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_2120.002	document.firstbloom.release_2120	2	Maple Butter and Melon	884902b254edf0673f6b323e29d31537b954739df65eb650f08925fadecce225	22	9	31	true		maple butter and melon	maple butter and melon	expression.observed.en.sha256_59a173418f99d3b0e40e22851ac458684c980e5bc320b433c102223dfff088b4
observation.firstbloom.release_2507.001	document.firstbloom.release_2507	1	Lemon	6d33a9d4d7809052cf8c6b59c84ffbb2d16ef7452c0d403776e7fd16d8f8fc07	5	0	5	true		lemon	lemon	expression.observed.en.sha256_f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7
observation.firstbloom.release_2507.002	document.firstbloom.release_2507	2	Pineapple and Mango	b090c4fb61be816da0232105763bdef0079a03953f51066e32dddb8452727916	19	7	26	true		pineapple and mango	pineapple and mango	expression.observed.en.sha256_41ecbd9cf7570dc4fde41bfab25c98c79ccb309f80e05c0876ed10193729edf1
observation.firstbloom.release_455.001	document.firstbloom.release_455	1	Strawberry	8b08b70bef0c5f31046c217add159aca8236f286665088b39d872ae5b37c1771	10	0	10	true		strawberry	strawberry	expression.observed.en.sha256_5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a
observation.firstbloom.release_455.002	document.firstbloom.release_455	2	white grape	1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da	11	12	23	true		white grape	white grape	expression.observed.en.sha256_1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da
observation.firstbloom.release_455.003	document.firstbloom.release_455	3	honey	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	5	25	30	true		honey	honey	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6
observation.firstbloom.release_455.004	document.firstbloom.release_455	4	shortbread	98f3c885ef7edac7c1810dc65bf5eb8a375d41a272be514accb83d3a2c5b5d11	10	32	42	true		shortbread	shortbread	expression.observed.en.sha256_98f3c885ef7edac7c1810dc65bf5eb8a375d41a272be514accb83d3a2c5b5d11
observation.firstbloom.release_455.005	document.firstbloom.release_455	5	cocoa	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	5	44	49	true		cocoa	cocoa	expression.observed.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8
observation.firstbloom.release_4468.001	document.firstbloom.release_4468	1	Butterscotch	a04336de2167f714c69e274345f22831ec80dbfcc1376cd2239e3337276a00ae	12	0	12	true		butterscotch	butterscotch	expression.observed.en.sha256_80e5b5a554cccea7aad01d910203bb6364d2ae4b4f321cd91841821913a8574a
observation.firstbloom.release_4468.002	document.firstbloom.release_4468	2	red grape	dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b	9	14	23	true		red grape	red grape	expression.observed.en.sha256_dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b
observation.firstbloom.release_4468.003	document.firstbloom.release_4468	3	spice	58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211	5	25	30	true		spice	spice	expression.observed.en.sha256_58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211
observation.firstbloom.release_2322.001	document.firstbloom.release_2322	1	Dark chocolate	21831c7b2066c2b73756fc0b976ade1a3f0465d63989d4f6d7d8872bca6aebfb	14	0	14	true		dark chocolate	dark chocolate	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be
observation.firstbloom.release_2322.002	document.firstbloom.release_2322	2	orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	6	16	22	true		orange	orange	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94
observation.firstbloom.release_2322.003	document.firstbloom.release_2322	3	rich + sweet	eb4bd3b7a02a9582c860814ba027563ddb2077fe30894c73ce0e91b8db54a9c5	12	24	36	true		rich + sweet	rich + sweet	expression.observed.en.sha256_eb4bd3b7a02a9582c860814ba027563ddb2077fe30894c73ce0e91b8db54a9c5
