source_row_key	coffee_base	milk_alternative	preparation	roast_source_label	serving_mode	sensory_attribute	raw_value	parsed_mean	parsed_sd	normalized_value	normalization_rule	source_unit	panel_count	replication_count	missingness_semantics
nguyen.sensory.233	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	0.86±0.27	0.86	0.27	0.86	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.234	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	0.57±0.02	0.57	0.02	0.57	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.235	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	0.58±0.04	0.58	0.04	0.58	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.236	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	0.54±0.22	0.54	0.22	0.54	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.237	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	0.66±0.25	0.66	0.25	0.66	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.238	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	0.57±0.10	0.57	0.10	0.57	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.239	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	1.56±0.39	1.56	0.39	1.56	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.240	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	1.58±0.20	1.58	0.20	1.58	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.241	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	1.75±0.12	1.75	0.12	1.75	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.242	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	1.96±0.02	1.96	0.02	1.96	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.243	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	4.08±0.67	4.08	0.67	4.08	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.244	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	3.99±0.14	3.99	0.14	3.99	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.245	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	4.15±0.02	4.15	0.02	4.15	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.246	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	3.69±0.04	3.69	0.04	3.69	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.247	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	3.80±0.16	3.80	0.16	3.80	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.248	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	4.22±0.16	4.22	0.16	4.22	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.249	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	4.31±0.04	4.31	0.04	4.31	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.250	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	fat_feel	4.56±0.08	4.56	0.08	4.56	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.251	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	3.19±0.12	3.19	0.12	3.19	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.252	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	3.14±0.04	3.14	0.04	3.14	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.253	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	4.17±0.55	4.17	0.55	4.17	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.254	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	3.99±0.14	3.99	0.14	3.99	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.255	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	4.17±0.27	4.17	0.27	4.17	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.256	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	3.94±0.24	3.94	0.24	3.94	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.257	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	3.85±0.18	3.85	0.18	3.85	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.258	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	4.31±0.12	4.31	0.12	4.31	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.259	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	4.34±0.06	4.34	0.06	4.34	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.260	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	mouth_coating	4.36±0.12	4.36	0.12	4.36	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
