expression_occurrence_key	dataset_snapshot_key	source_document_key	language	raw_source_phrase	normalized_expression	expression_role	candidate_canonical_mappings	model_or_lexical_candidates	review_state	automatic_promotion_allowed	regional_or_register_note
usda.2710396.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710396	en	low fat, fat free, skim or 1% milk	low fat, fat free, skim or 1% milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710397.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710397	en	Coffee, Latte, decaffeinated, with non-dairy milk, flavored	coffee, latte, decaffeinated, with non-dairy milk, flavored	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710397.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710397	en	flavors other than chocolate	flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710397.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710397	en	almond, coconut, rice, or soy milk	almond, coconut, rice, or soy milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	Frozen coffee drink	frozen coffee drink	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	plain, unflavored, or flavors other than chocolate	plain, unflavored, or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	Starbuck's Frappuccino	starbuck's frappuccino	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.05	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	Dunkin Donut's Coffee Coolatta	dunkin donut's coffee coolatta	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.06	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710398.07	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	en	McDonald's McCafe Frappe	mcdonald's mccafe frappe	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	Frozen coffee drink, nonfat	frozen coffee drink, nonfat	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	Starbuck's Skinny Frappuccino	starbuck's skinny frappuccino	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	Dunkin Donut's Coffee Coolatta	dunkin donut's coffee coolatta	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.05	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	sugar free	sugar free	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.06	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	plain, unflavored, or flavors other than chocolate	plain, unflavored, or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710399.07	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	en	low fat, fat free, skim or 1% milk	low fat, fat free, skim or 1% milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710400.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710400	en	Frozen coffee drink, with non-dairy milk	frozen coffee drink, with non-dairy milk	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710400.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710400	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710400.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710400	en	almond, coconut, rice, or soy milk	almond, coconut, rice, or soy milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710400.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710400	en	plain, unflavored or flavors other than chocolate	plain, unflavored or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	Frozen coffee drink, with whipped cream	frozen coffee drink, with whipped cream	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	Starbuck's Coffee Frappuccino	starbuck's coffee frappuccino	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	McDonald's McCafe Frappe	mcdonald's mccafe frappe	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.05	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	plain, unflavored, or flavors other than chocolate	plain, unflavored, or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.06	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710401.07	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	en	NS as to with or without whipped cream	ns as to with or without whipped cream	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	Frozen coffee drink, nonfat, with whipped cream	frozen coffee drink, nonfat, with whipped cream	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	plain, unflavored, or flavors other than chocolate	plain, unflavored, or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	Starbuck's Skinny Frappuccino	starbuck's skinny frappuccino	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	low fat, fat free, skim or 1% milk	low fat, fat free, skim or 1% milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.05	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.06	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	NS as to with or without whipped cream	ns as to with or without whipped cream	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710402.07	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	en	sugar free	sugar free	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710403.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710403	en	Frozen coffee drink, with non-dairy milk and whipped cream	frozen coffee drink, with non-dairy milk and whipped cream	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710403.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710403	en	NS as to with or without whipped cream	ns as to with or without whipped cream	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710403.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710403	en	plain, unflavored, or flavors other than chocolate	plain, unflavored, or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710403.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710403	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710403.05	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710403	en	almond, coconut, rice, or soy milk	almond, coconut, rice, or soy milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710404.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710404	en	Frozen coffee drink, decaffeinated	frozen coffee drink, decaffeinated	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710404.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710404	en	plain, unflavored, or flavors other than chocolate	plain, unflavored, or flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710404.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710404	en	Starbuck's Frappuccino	starbuck's frappuccino	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710404.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710404	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
