concept_cluster_id	cleaned_form_count	cleaned_form_ids	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	existing_canonical_neighbour_cluster_ids	canonical_concept_ids	mapping_state	mapping_authorities	assertion_support	effective_record_support	coffee_sample_support	source_family_support	source_family_ids	publisher_support	year_support	year_ids	gold_support	silver_support	bronze_support	rights_distribution	review_priority	human_reviewed	sensory_expert_adjudicated	reversible_to_source_assertions
concept-cluster:7e51100713e69e18f2f4fd03	1	cleaned-form:e9988dac958fa34bff59f916	1	source-form:547539bbadd49f5062213478	UNREPORTED	STRICT_FLAVOR	c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9		concept-cluster:05a9641d70d85a03db2a3a15|concept-cluster:18c7ca9932be376c2ce7836c|concept-cluster:1d6052ae79d70f32455d7d4e|concept-cluster:20fce04384dc1ef133766e40|concept-cluster:3be242c9f7beb3cf300b6657		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2015	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7e763123ae333f4d5dda137d	1	cleaned-form:5e6eeffd18574d641c1f14db	1	source-form:96e4a4606016c0ca7c792a2c	UNREPORTED	STRICT_FLAVOR	5e6eeffd18574d641c1f14db13c47002d122f37cc651a9f40d034e3275ae2de3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7e939f0f3a21f6afafe198fb	1	cleaned-form:9dc6a1c1bf08ee6a51649529	3	source-form:9cdbdba86451ddfb811c0e6a|source-form:9dc6a1c1bf08ee6a51649529|source-form:a8ca683ca2e48a1c6adf5298	UNREPORTED	STRICT_FLAVOR	9dc6a1c1bf08ee6a51649529ad99e9e0f488952184119399e988f67bd53a0585					GENUINE_ONTOLOGY_CANDIDATE		24	22	22	1	family.ace_cup_of_excellence	1	5	year.2017|year.2020|year.2023|year.2024|year.2025	0	24	0	UNKNOWN:24	124	false	false	true
concept-cluster:7ea3678f413758e39fc202d5	1	cleaned-form:a46347fe8cc75596664a8302	1	source-form:a46347fe8cc75596664a8302	UNREPORTED	STRICT_FLAVOR	a46347fe8cc75596664a83025699479e516f33ad64072efeafce1c5594be4ab6					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7eb9dda1a14c7f1659fdbde8	1	cleaned-form:967b969a6b6712125d4d460c	1	source-form:967b969a6b6712125d4d460c	UNREPORTED	STRICT_FLAVOR	967b969a6b6712125d4d460c7f3444cc8e63ff30b8443ef40089e3d0bef18898					CROSS_LANGUAGE_REVIEW_REQUIRED		3	3	3	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	3	0	0	AFFIRMATIVE:3	183	false	false	true
concept-cluster:7ebaa2e351b7c731a5179b40	1	cleaned-form:6850ca355247469531b982f5	1	source-form:6850ca355247469531b982f5	UNREPORTED	STRICT_FLAVOR	6850ca355247469531b982f5b7544a75b136cb414770a261b0c6d1765f55e1b3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:7ebe2f61b007b5e3055cf8c3	1	cleaned-form:e2612a52634ea7bb58ba8e2c	1	source-form:8ee12f88467a5cbcb4764a36	UNREPORTED	STRICT_FLAVOR	e2612a52634ea7bb58ba8e2ceb4c35c226c0cd0d6cd8ab86917f000888cc4df1					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7ecfd6afd7f8939e6e879677	1	cleaned-form:1fb6467080672edb5e04d6c7	1	source-form:08e8622a0d463c2261e87b57	UNREPORTED	STRICT_FLAVOR	1fb6467080672edb5e04d6c71d9ae25fc7fe00a04795ea578af3b3c02ed04609					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7ef06913f50700001cfbae75	1	cleaned-form:163288c54a3842cff84eda0c	2	source-form:163288c54a3842cff84eda0c|source-form:ad5417dfe1d99950851e92fc	UNREPORTED	STRICT_FLAVOR	163288c54a3842cff84eda0c3b9190434e236c0eae327d1e6eef0d6f6244c978					GENUINE_ONTOLOGY_CANDIDATE		4	3	3	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	4	0	0	AFFIRMATIVE:4	104	false	false	true
concept-cluster:7ef44129fe1e21ba51a02e0d	1	cleaned-form:4cc61bf30845e497c7d94333	1	source-form:4cc61bf30845e497c7d94333	UNREPORTED	STRICT_FLAVOR	4cc61bf30845e497c7d94333e2d7be6767e17c77f2839c1f1927870d3ef5b428					CROSS_LANGUAGE_REVIEW_REQUIRED		3	3	3	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	3	0	0	AFFIRMATIVE:3	183	false	false	true
concept-cluster:7f270efa1a8a020a8dbeeead	1	cleaned-form:7e5d4325a44714fc86a9b698	2	source-form:5faa713a75d776078b5ee2fd|source-form:c5ac70a76e704518368350bf	UNREPORTED	STRICT_FLAVOR	7e5d4325a44714fc86a9b6989e41e966a7297bfe7e913c15fb9ab19588e33d61					GENUINE_ONTOLOGY_CANDIDATE		12	11	11	1	family.ace_cup_of_excellence	1	4	year.2020|year.2023|year.2024|year.2025	0	12	0	UNKNOWN:12	112	false	false	true
concept-cluster:7f4aa1ac6eb82a04798fa566	1	cleaned-form:22d2084f01936c564e690d17	2	source-form:22d2084f01936c564e690d17|source-form:2a36428839a37e680cdce701	UNREPORTED	STRICT_FLAVOR	22d2084f01936c564e690d170959976647b46c843bcb313ff7312fc169dc889c					GENUINE_ONTOLOGY_CANDIDATE		18	18	18	2	family.ace_cup_of_excellence|family.project_origin	2	6	year.2009|year.2018|year.2020|year.2024|year.2025|year.2026	0	16	2	UNKNOWN:18	218	false	false	true
concept-cluster:7f725477fb91e1fe9874ad37	1	cleaned-form:4bff4289a878f095ecd6fd51	1	source-form:4bff4289a878f095ecd6fd51	UNREPORTED	STRICT_FLAVOR	4bff4289a878f095ecd6fd51522b2ca2c27e2f92f7ee3d31b514606d801d3168					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7f7676e69a72c9a5148bc552	1	cleaned-form:a47be2b0691c1606ea67ad7c	1	source-form:0416b077c35eba193e072f78	UNREPORTED	STRICT_FLAVOR	a47be2b0691c1606ea67ad7c86f323c29010e1b79b26d7bdaad08eef80381914					GENUINE_ONTOLOGY_CANDIDATE		3	3	3	1	family.ace_cup_of_excellence	1	1	year.2024	0	3	0	UNKNOWN:3	103	false	false	true
concept-cluster:7f8c9ab4d1178f4cb5cb2ade	1	cleaned-form:ac714a6f533f23dfab34c126	1	source-form:ac714a6f533f23dfab34c126	UNREPORTED	STRICT_FLAVOR	ac714a6f533f23dfab34c1268be2d0a48fc552ff450424e2addc5a13902777d0					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2017	2	0	0	PENDING:2	102	false	false	true
concept-cluster:7fb796dc5829279016357371	1	cleaned-form:8e0a1b0ada42172886fd1297	1	source-form:7d465fb9b9314846b7269801	UNREPORTED	STRICT_FLAVOR	8e0a1b0ada42172886fd1297e25abf99f14396a9400acbd5f20da20289cff02f					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:7ffaa21d144dbdccf25754c0	1	cleaned-form:b1601f694b9d336c35fc456d	1	source-form:b1601f694b9d336c35fc456d	UNREPORTED	STRICT_FLAVOR	b1601f694b9d336c35fc456de5697dfde5e1b1ce4e8c40766fb6cb763aba91c7					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2019	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:801b73bdbabf9a1405bedb8f	1	cleaned-form:34c4ba8f5ba5f40e56e4056a	2	source-form:0eef08115fe3cdf149de9254|source-form:34c4ba8f5ba5f40e56e4056a	UNREPORTED	STRICT_FLAVOR	34c4ba8f5ba5f40e56e4056a7cfbf8b15f9db557bcafb8103f243aa7509ea802					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2022	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:80322e8ac18130f84ef983e9	1	cleaned-form:86e8ad52df4112cc6e84b50f	1	source-form:86e8ad52df4112cc6e84b50f	UNREPORTED	STRICT_FLAVOR	86e8ad52df4112cc6e84b50f56dd8eace90678fc743c8376e224e6659f4b8085					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2015	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:806038ad95e6358fafc0a0f3	1	cleaned-form:bc0e8640fb821a9ce302dd3c	1	source-form:d255b84121becc52cc8aae84	UNREPORTED	STRICT_FLAVOR	bc0e8640fb821a9ce302dd3c00e5cf2a6a6d4ff77872aa80e6f39084aabba663		sensory.lemon|sensory.orange	concept-cluster:0081ee2a98a4549ffb6a6d59|concept-cluster:06f67cbeba73d9732663b7fc|concept-cluster:3c31ec2bbf2411dde9f849eb|concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:4f63a6b3ea90b11b1e9e102e		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:8066649ad638eb7c6a982e58	1	cleaned-form:ce1fc7d8ebc93ac8f19b01ea	1	source-form:ce1fc7d8ebc93ac8f19b01ea	UNREPORTED	STRICT_FLAVOR	ce1fc7d8ebc93ac8f19b01ea42389adb1e42b6a1a79f1184e49584322d0f4424					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2009	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:80677125749c1c0e76fbc79c	1	cleaned-form:15ecadd4df25f9d4a52c58f4	1	source-form:afff545ecf6a2e35b4a3cfe1	UNREPORTED	STRICT_FLAVOR	0081779c287d567d9ca622f4c0cc2ede819b0cc7f286a5f01d8c3c0178191ad6	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94		concept-cluster:116337362852197a0e49d485|concept-cluster:3bcf878fa2cfa77402a5bcfa|concept-cluster:698dcd90b017ce350793f2ef|concept-cluster:779b071091b86dd011f120eb|concept-cluster:8d6b650f828befa6465865f2		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2013	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:80722e1a2f235726298b5374	1	cleaned-form:1ff3c68f356280e47bd9426a	1	source-form:fef125d5df5878c4b2d6b54e	UNREPORTED	STRICT_FLAVOR	1ff3c68f356280e47bd9426a059b2fa98c25d565dd4639a44e79d5b6c7c822f3					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2025	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:808f808dbc525aaf4f0623d0	1	cleaned-form:9ed0857961bc7df79488a2d0	1	source-form:9ed0857961bc7df79488a2d0	UNREPORTED	STRICT_FLAVOR	9ed0857961bc7df79488a2d01a98201eacd09e081e6432ee876a78e332007110					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2015	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:80c00a64b04b0063c51f2a91	1	cleaned-form:ac5f83a355e1274fb64a794f	1	source-form:292a46eacf674e3e16c4fc4a	UNREPORTED	STRICT_FLAVOR	ac5f83a355e1274fb64a794fe71c92bc6968fba73139420d5c115323e7751cbe					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:80efe53a843af6fb87d045ef	1	cleaned-form:5a5abd983feff2450b269ee7	1	source-form:63c795796c63298c8cd13c53	UNREPORTED	STRICT_FLAVOR	5a5abd983feff2450b269ee7a7633e6e574a44a19f5a0f30f6ef944a5947ebea					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:8113b0e6a96363c3422c29fa	1	cleaned-form:bda103dc97f526c5df870c3d	1	source-form:bda103dc97f526c5df870c3d	UNREPORTED	STRICT_FLAVOR	bda103dc97f526c5df870c3d48af635a4f4ec37f40a9b34b5ca030dd58731e88					CROSS_LANGUAGE_REVIEW_REQUIRED		8	8	8	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	8	0	0	AFFIRMATIVE:8	188	false	false	true
concept-cluster:81238640d11e30f2fb99484f	1	cleaned-form:d92d5a817df7b98abe9cbf71	1	source-form:d92d5a817df7b98abe9cbf71	UNREPORTED	STRICT_FLAVOR	d92d5a817df7b98abe9cbf7131bfd8aef135aeb25542e0362f4d902973670b19					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2019	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:8140599351e2eeeb392c3658	1	cleaned-form:f5fc645ef34cd5b539e32a8c	1	source-form:f5fc645ef34cd5b539e32a8c	UNREPORTED	STRICT_FLAVOR	f5fc645ef34cd5b539e32a8cec78cb723bfe92b942a94b5b63acd330b64d546c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:817950bf339b3be33bfb7556	1	cleaned-form:4544a9d1bce17522b99e89f9	1	source-form:4544a9d1bce17522b99e89f9	UNREPORTED	STRICT_FLAVOR	4544a9d1bce17522b99e89f994f093824762a4e707cfe74955b5a1d63a31f986					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:817a42bc054a55c49c1d02a2	1	cleaned-form:b984323b1a35d020156f7ee5	1	source-form:e6a4632e796593fb55b7b3f6	UNREPORTED	STRICT_FLAVOR	b984323b1a35d020156f7ee54de55da130a6268a6a90af4492ff7a698bf44168					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:8184ab5b54b2ae84e62418cc	1	cleaned-form:c245aed4340cd2c8039ee054	1	source-form:1d9f2b45144fe78a6cfb4698	UNREPORTED	STRICT_FLAVOR	c245aed4340cd2c8039ee054fb1ee2b84391853bbfcf6cbcc124a924cff55e14					GENUINE_ONTOLOGY_CANDIDATE		3	3	3	1	family.ace_cup_of_excellence	1	2	year.2020|year.2023	0	3	0	UNKNOWN:3	103	false	false	true
concept-cluster:81948f2b16e4a306fd459e73	1	cleaned-form:8e092fabf6b9c5ce21efb5e3	1	source-form:8e092fabf6b9c5ce21efb5e3	UNREPORTED	STRICT_FLAVOR	8e092fabf6b9c5ce21efb5e3de8c5d149bae9cbd0777e8dc1dbcef54c6eb349e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:81a24d950a1fd3dcf6337854	1	cleaned-form:206b5ec743f4c4871bc45ea8	8	source-form:06e014f583661d909f98d83a|source-form:1e5e59706d8abaaf6d215855|source-form:206b5ec743f4c4871bc45ea8|source-form:59a825a0d7343357f9dffa33|source-form:89ba0751b72a77c0958e948d|source-form:8a0913faebe8ad260d7b1f0d|source-form:d9f525e184730d9bfbc27653|source-form:dd1dd827937b429cf50d4ad8	UNREPORTED	STRICT_FLAVOR	206b5ec743f4c4871bc45ea8f93272fe162d8a1aaad6c684299ccdf813183c14					GENUINE_ONTOLOGY_CANDIDATE		70	67	67	2	family.ace_cup_of_excellence|family.project_origin	2	11	year.2009|year.2012|year.2013|year.2015|year.2017|year.2019|year.2022|year.2023|year.2024|year.2025|year.2026	0	69	1	UNKNOWN:70	270	false	false	true
concept-cluster:81af04436a184dd166de426b	1	cleaned-form:ad0f30b1176933ee3c332787	1	source-form:127d39690912d5890ed81d3a	UNREPORTED	STRICT_FLAVOR	ad0f30b1176933ee3c33278704c32b6f8d310eb22d116a68de90324671e087dc					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	2	year.2025|year.2026	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:81b786fa19df8a5a98c0e79d	1	cleaned-form:dc4d53ba57bb6bae9dcab955	1	source-form:dc4d53ba57bb6bae9dcab955	UNREPORTED	STRICT_FLAVOR	dc4d53ba57bb6bae9dcab955fb62204e794208fa15cb824877a99768085d6c7c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2018	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:81d22d01a13150325f86b22d	1	cleaned-form:4fbe046119c23a06eca91631	1	source-form:3c69cb55ab1c4ec1d1796090	UNREPORTED	STRICT_FLAVOR	4fbe046119c23a06eca91631540d573993dca8c4984ea423840abab3bc2de8ad					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:81d6acc81de30fb9d69e724d	1	cleaned-form:8fb7f6c833d8f58f6f38ab2d	1	source-form:227ead08b1d77879781b6983	UNREPORTED	STRICT_FLAVOR	8fb7f6c833d8f58f6f38ab2d8d7f7c5cf8947d84416c8198f4c5920535913b9a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:81e6113e43689f17fc21caa6	1	cleaned-form:1b35cfba043c1d10319eaf83	3	source-form:1b35cfba043c1d10319eaf83|source-form:ba7596557d430c31e563741f|source-form:c9cce26318a0783daffe48e9	UNREPORTED	STRICT_FLAVOR	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919					GENUINE_ONTOLOGY_CANDIDATE		229	163	163	3	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel|family.zenodo_golovinsky_q_grader_dataset	3	12	year.2009|year.2012|year.2014|year.2015|year.2017|year.2019|year.2020|year.2021|year.2022|year.2024|year.2025|year.2026	211	18	0	AFFIRMATIVE:211|UNKNOWN:18	529	false	false	true
concept-cluster:81f02b649ff604264ea90807	1	cleaned-form:3016569586e87e9985643c40	2	source-form:3016569586e87e9985643c40|source-form:a25d1a567e4cff8c668e65d4	UNREPORTED	STRICT_FLAVOR	3016569586e87e9985643c40d0b1372e43d286e64a5d5f04473d3013430b4f98					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	2	family.ace_cup_of_excellence|family.project_origin	2	2	year.2024|year.2025	0	1	1	UNKNOWN:2	202	false	false	true
concept-cluster:81f3786a49276eff49861b65	1	cleaned-form:4a07a4310034102668a862f2	1	source-form:4a07a4310034102668a862f2	UNREPORTED	STRICT_FLAVOR	4a07a4310034102668a862f2ec7d3ba7416937b2f85c90b38257cf5b13093b0c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2019	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:81f50f8d81d95a0c1c476d7b	1	cleaned-form:5a162a9b504bc2cf2c989fd6	1	source-form:2da5c339c27e81077abfab5a	UNREPORTED	STRICT_FLAVOR	5a162a9b504bc2cf2c989fd6534b9a498975f274156ec7bfa91230d9f5610272					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2017	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:820ce8f297f4ec755e963f51	1	cleaned-form:d0d71e28203a51f3dbb75db8	1	source-form:c0262b967c0577ba21052dbc	UNREPORTED	STRICT_FLAVOR	d0d71e28203a51f3dbb75db8bf9f48911f1c098ca74311c6f592e9aa33f2f969					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:822253481b577ec841f975cd	1	cleaned-form:845c83ed1307115022baaf73	1	source-form:845c83ed1307115022baaf73	UNREPORTED	STRICT_FLAVOR	845c83ed1307115022baaf73852038be80a5283251f803de99375e0e87ea9c45					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2019	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:82274b8212a212ab2c6990e2	1	cleaned-form:c1db5249980215c6ec3eea38	1	source-form:91c78e7e10ede496bcd7b993	UNREPORTED	STRICT_FLAVOR	c1db5249980215c6ec3eea389080e6fabba67d4dc9a70eb79f4f196e1b8425d3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:82283932069a69f195ea1ece	1	cleaned-form:240800da579ba01d2caea55f	1	source-form:240800da579ba01d2caea55f	UNREPORTED	STRICT_FLAVOR	240800da579ba01d2caea55fb59b7306c07ad9f09dffde14fb4a52b826a0a342					GENUINE_ONTOLOGY_CANDIDATE		3	3	3	1	family.ace_cup_of_excellence	1	2	year.2014|year.2017	0	3	0	UNKNOWN:3	103	false	false	true
concept-cluster:826389ee3824d469b8c43d6f	1	cleaned-form:cbf7b25b288cde7ffc119b04	1	source-form:21ddef334ded527387751f2f	UNREPORTED	STRICT_FLAVOR	cbf7b25b288cde7ffc119b04bc3bbb2d693d8a9dbbdb6cc29c5cc6e2cae075e7					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:826ca5f96679ae4e86895379	1	cleaned-form:b7b572feb10dae48f7d589a5	1	source-form:b2890148615a14196f3900cc	UNREPORTED	STRICT_FLAVOR	5b213c2648697f5a982e57238fc6277e88d873c84187b93c0108557716fde9c8	d098ab5e44b9aabb755f76d806598f43573c662b35e4a2eab1e312ec9ad195e2		concept-cluster:10b83ef52026973d5abef7b6|concept-cluster:2386d13de8536545df50145c|concept-cluster:324855b673b23c4b12ffd0c1|concept-cluster:42ee451fafe8df0b0370b2d4|concept-cluster:550c354ca9f3411d5b5fe931		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:8291c101df9dd51e8e76c713	1	cleaned-form:c51ba39d42518294120c8b70	1	source-form:73e7938dd46add04fad9f6e2	UNREPORTED	STRICT_FLAVOR	c51ba39d42518294120c8b705c80ce58836895c547191474132e1ca283583a56					GENUINE_ONTOLOGY_CANDIDATE		4	4	4	1	family.ace_cup_of_excellence	1	2	year.2022|year.2023	0	4	0	UNKNOWN:4	104	false	false	true
concept-cluster:82ba5a47e7ad4aba9507483e	1	cleaned-form:ba1001e0dd061cdc573fe219	1	source-form:ba1001e0dd061cdc573fe219	UNREPORTED	PROCESS_OR_ORIGIN_METADATA	ba1001e0dd061cdc573fe219a4916875384cc745968429c64dfd6cef3758d970					NON_DESCRIPTOR		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:82c756a8fbc42cd508483204	1	cleaned-form:dca63bd6e65a45927827e3a9	2	source-form:db7b253fcee6e2fc9d8c140c|source-form:dca63bd6e65a45927827e3a9	UNREPORTED	BROAD_SENSORY	dca63bd6e65a45927827e3a90d27109f0c5054e151a04c0bff1fbe0aa22d4c0a					QUALITY_OR_STRUCTURE_ATTRIBUTE		52	51	51	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	3	14	year.2008|year.2009|year.2010|year.2012|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2023|year.2024|year.2025|year.2026	4	47	1	AFFIRMATIVE:4|UNKNOWN:48	352	false	false	true
concept-cluster:82c770dc95c80374ce894646	1	cleaned-form:7499aced43869b27f505701e	13	source-form:3f431d54fb6c5e43595ed48a|source-form:4f028eaa74c9923401aaa40e|source-form:5a3e047ea1b39a745e257ba8|source-form:7499aced43869b27f505701e|source-form:806ecacea84cafda53994f80|source-form:83374dceca45fef022cc7719|source-form:9b9b2ffa43e9a3ae40132c8f|source-form:a61c254e6f4e5fe86e90ac52|source-form:b5af7c77c7a2765386b5defe|source-form:ba4607e92dbec48bf242d1c5|source-form:d20e830ea21e4a72d1f5bcd9|source-form:da4e069f3a3cc2b814ca1eaa|source-form:f66296e938093565e16640ec	UNREPORTED	STRICT_FLAVOR	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35			concept-cluster:d2f7359bb44630f029238163		AMBIGUOUS_CONCEPT_BOUNDARY		680	564	564	6	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.frontiers_cenicafe_lengupa_trained_cuppers|family.mdpi_certified_q_grader_storage_panel|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	6	19	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	192	478	10	AFFIRMATIVE:192|UNKNOWN:488	1360	false	false	true
concept-cluster:82cf8b860ff5721d1575f5c7	1	cleaned-form:7bac509a5325d0a8644ca888	1	source-form:7bac509a5325d0a8644ca888	UNREPORTED	STRICT_FLAVOR	7bac509a5325d0a8644ca8882f144c5924252fa12987f0b231a8a9afae386eed		sensory.almond|sensory.caramel	concept-cluster:0081ee2a98a4549ffb6a6d59|concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:1cc6575c7630d8125f8a06d6|concept-cluster:1e56d3d0659d6277db498454|concept-cluster:20d4d1da3e42c102a75ade9a		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2015	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:82f04add7b0fb5bd30e0ade3	1	cleaned-form:715ba46e8c82b11023335a40	1	source-form:7b6a22f8ad7aa0ee9a9f044d	UNREPORTED	STRICT_FLAVOR	715ba46e8c82b11023335a40b7d02c440d6a57766cb1dc6be6cb5d28f166b087					GENUINE_ONTOLOGY_CANDIDATE		4	4	4	1	family.ace_cup_of_excellence	1	1	year.2024	0	4	0	UNKNOWN:4	104	false	false	true
