cleaned_pair_id	left_cleaned_descriptor_identity	right_cleaned_descriptor_identity	record_unique_pair_event_count	effective_record_support	year_support	source_family_support	zenodo_sample_consensus_pair_event_count	maximum_single_record_contribution	pair_counted_as_source_assertion
cleaned-pair:cd1b03528995e6d7dce8020b	cleaned-form:59713e9e10512d83f5e1057b	sensory.black_tea	1	1	1	1	0	1	false
cleaned-pair:e4d8f81d9d5211985c568ff1	cleaned-form:59713e9e10512d83f5e1057b	sensory.blueberry	1	1	1	1	0	1	false
cleaned-pair:466291a921344cba17987d64	cleaned-form:59713e9e10512d83f5e1057b	sensory.caramel	1	1	1	1	0	1	false
cleaned-pair:3bf145af28674fe91c2f85e6	cleaned-form:59713e9e10512d83f5e1057b	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:e4a0c3be69568b8c453949be	cleaned-form:59713e9e10512d83f5e1057b	sensory.plum	1	1	1	1	0	1	false
cleaned-pair:1613cbbff352608859059bf0	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:5c17109d20746ad75bc1bb9d	1	1	1	1	0	1	false
cleaned-pair:8495f890ad0f536ae782df3f	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:69c0a0a11cfe9fd86d675f3b	1	1	1	1	0	1	false
cleaned-pair:013d12479c464850ea9d3969	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:7073ba391f6781ee969ea9b3	1	1	1	1	0	1	false
cleaned-pair:02b4084229dde477ca071161	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:7baef513d86be18f6ca73ec5	1	1	1	1	0	1	false
cleaned-pair:5c5d5c258493a80ee7d49838	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:7dfd8928a4a3162bbd66beb1	1	1	1	1	0	1	false
cleaned-pair:b24ce9913cb3b717f87fa3ca	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:7e5d4325a44714fc86a9b698	1	1	1	1	0	1	false
cleaned-pair:5d2196d435075b3ecf569bb0	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:92585bfe24e3f8d73f47b2ed	1	1	1	1	0	1	false
cleaned-pair:e94997741b467cdb159cbc5e	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:965b46f5fa31679327eb438f	1	1	1	1	0	1	false
cleaned-pair:b8d929e3a3de266dbf624dd8	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:9738eaf312d761a8ae49f777	1	1	1	1	0	1	false
cleaned-pair:0d3b4d861f50e5a177c5899b	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:a7ec7f3ae09187df17173620	1	1	1	1	0	1	false
cleaned-pair:78fabbc625cd1053836696b3	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:a87b3e348ccb598ecb71bb83	1	1	1	1	0	1	false
cleaned-pair:1b3e72021aa1d789098652b8	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:aa2ec05476d78223eafa1fba	1	1	1	1	0	1	false
cleaned-pair:f5d43972d5eb1bda4af75aaa	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:aab8b8d556820d47e2e4ea2f	1	1	1	1	0	1	false
cleaned-pair:9bec450c95d5d8ae9d64a4e8	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:b6e4221dfda0c45f51475403	1	1	1	1	0	1	false
cleaned-pair:3b17629db8935f91f30f169d	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:c245aed4340cd2c8039ee054	1	1	1	1	0	1	false
cleaned-pair:67eda24dc94e34fdf37291df	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:c371578fdc5ddc302a761f00	1	1	1	1	0	1	false
cleaned-pair:851b4188e18066f9421f748e	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:d2c080294d415ce5f98725ad	1	1	1	1	0	1	false
cleaned-pair:e39fb3c374dcee594020374d	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:e29db8942cee36865ef247d0	1	1	1	1	0	1	false
cleaned-pair:0e4ba1a648d20d5cc99bb012	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:fd8b18395ea9fd8d06bc54b9	1	1	1	1	0	1	false
cleaned-pair:1c46d7471e6ff63693d6cd50	cleaned-form:5977934c0d0a72eb4bc37cd7	cleaned-form:fe168cc0b1ce312d78f604a4	1	1	1	1	0	1	false
cleaned-pair:063007697b553ddf4e0f38b5	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.almond	1	1	1	1	0	1	false
cleaned-pair:8066a3892c1a6b0c6c55547e	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.bitter	1	1	1	1	0	1	false
cleaned-pair:af32fc3afd2322046ef9e631	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.brown_sugar	1	1	1	1	0	1	false
cleaned-pair:fea691c863460ceec233fc20	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.caramel	1	1	1	1	0	1	false
cleaned-pair:92398c46cf701ad78a680f34	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:915a86bb2ac8390cec0f7222	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.cinnamon	1	1	1	1	0	1	false
cleaned-pair:703ab51f6ea5ad5c5d92d3cf	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.clove	1	1	1	1	0	1	false
cleaned-pair:2a4250d4533a1c39efbcb1a8	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.ginger	1	1	1	1	0	1	false
cleaned-pair:6143e7799cb76467715c9534	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:430906b2a57e2c5b503978c1	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.lemon	1	1	1	1	0	1	false
cleaned-pair:fecc8221d13426b64931da01	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.lemongrass	1	1	1	1	0	1	false
cleaned-pair:2bcc1aaf2707466593306aff	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.lime	1	1	1	1	0	1	false
cleaned-pair:06e7e5e7727c51c8ebbb17d3	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.mint	1	1	1	1	0	1	false
cleaned-pair:66686f4361590f2e3b08cc59	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:d987d7a9b66b84be918fc6ae	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.plum	1	1	1	1	0	1	false
cleaned-pair:9e067c6029bd7b501673d743	cleaned-form:5977934c0d0a72eb4bc37cd7	sensory.raisin	1	1	1	1	0	1	false
cleaned-pair:dc423df6e3f1aab908af34fc	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:5bed85bd69a5502a8f645a58	1	1	1	1	0	1	false
cleaned-pair:419005157162225e126e18a7	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:728a07126ea01d49ac050b9a	1	1	1	1	0	1	false
cleaned-pair:f71b61dfe391b5b7626ab3b7	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:7499aced43869b27f505701e	1	1	1	1	0	1	false
cleaned-pair:bf324f1d8a9f2c1bb0c6f438	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:7b789e73d1e66668db801c13	1	1	1	1	0	1	false
cleaned-pair:6c4e873c3db8838bc50c8eb0	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:7dfd8928a4a3162bbd66beb1	1	1	1	1	0	1	false
cleaned-pair:20d86adb3e421fb64e9c51ff	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:9093f2bb8d45a4d70a44fdf5	1	1	1	1	0	1	false
cleaned-pair:617b06b7a6047f570e4699e3	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:95c62f4729267dc1938c5579	1	1	1	1	0	1	false
cleaned-pair:b74b560ff24f5d20e5e18e91	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:9738eaf312d761a8ae49f777	1	1	1	1	0	1	false
cleaned-pair:3de3b9375b6ccbc531b0bc4e	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:aab8b8d556820d47e2e4ea2f	1	1	1	1	0	1	false
cleaned-pair:6e96c143771b6c99a3995aed	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:aaf78ed035c42c06c21c0886	1	1	1	1	0	1	false
cleaned-pair:6a7c2ad3247eb1a4979f0648	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:acef2c15bcd349db900dffec	1	1	1	1	0	1	false
cleaned-pair:a1b21eb15446570c7fc2448a	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:b755cb248c3c4a7d94f835b4	1	1	1	1	0	1	false
cleaned-pair:39f617cfdd84a4816b5dc146	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:c0d03c1239e01842d73cf046	1	1	1	1	0	1	false
cleaned-pair:7527b8a8590e6597fc08ff5f	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:c0f1779c16d26bac92c4e32f	1	1	1	1	0	1	false
cleaned-pair:1639e5a4e8b11b5c3d139435	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:d3dc88ae24a3be59843285c3	1	1	1	1	0	1	false
cleaned-pair:c321d17db93568ada4ab6020	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:d89abf026a2d3f3c57461698	1	1	1	1	0	1	false
cleaned-pair:5d1ff29acc8a3ee847756481	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:d9d3d9657be077f92cb52a5c	1	1	1	1	0	1	false
cleaned-pair:2ac714b38c0d4b3a0b9a79f7	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:dd021b0bc6421c0b5764cece	1	1	1	1	0	1	false
cleaned-pair:565884537b6751855cd67039	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:f6fed43ce4ef7e7226105c7a	1	1	1	1	0	1	false
cleaned-pair:2f95e20bb84607b5ede84db5	cleaned-form:598ba1a20e8292c316f1382b	cleaned-form:f811eb5c56eeb90a48b9dfc0	1	1	1	1	0	1	false
cleaned-pair:0b2272035e8dc5d3d2888a69	cleaned-form:598ba1a20e8292c316f1382b	sensory.caramel	1	1	1	1	0	1	false
cleaned-pair:e5b2f03b6c4feaee96eaddd4	cleaned-form:598ba1a20e8292c316f1382b	sensory.dark_chocolate	1	1	1	1	0	1	false
cleaned-pair:d4808907bcd6e1acd74c7047	cleaned-form:598ba1a20e8292c316f1382b	sensory.grape	1	1	1	1	0	1	false
cleaned-pair:74802035cf387df25624f624	cleaned-form:598ba1a20e8292c316f1382b	sensory.jasmine	1	1	1	1	0	1	false
cleaned-pair:955e9749bdebd30b0e9b8ec8	cleaned-form:598ba1a20e8292c316f1382b	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:77064148e188cca0982d88cd	cleaned-form:598ba1a20e8292c316f1382b	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:aa4eba27a42eb080c645ade3	cleaned-form:599492630016286ccf4df675	cleaned-form:9738eaf312d761a8ae49f777	1	1	1	1	0	1	false
cleaned-pair:ad5de2379209760490f0c5a2	cleaned-form:599492630016286ccf4df675	cleaned-form:99a5ec8dee37605d9718ee4d	1	1	1	1	0	1	false
cleaned-pair:be2e899bd395c8bda733aaa1	cleaned-form:599492630016286ccf4df675	cleaned-form:c371578fdc5ddc302a761f00	1	1	1	1	0	1	false
cleaned-pair:0ff5561ccb477fedd72e9381	cleaned-form:599492630016286ccf4df675	cleaned-form:dd2f52a82f601d000cfa9a92	1	1	1	1	0	1	false
cleaned-pair:302b283084bf90df7193159b	cleaned-form:599492630016286ccf4df675	cleaned-form:f7b6ddda10b9046dad4be346	1	1	1	1	0	1	false
cleaned-pair:b0f91ea0f9bd2a5f89798c12	cleaned-form:599492630016286ccf4df675	cleaned-form:f847d3ec1b298630d25d7fe4	1	1	1	1	0	1	false
cleaned-pair:01d9e6f3070966220b89fd76	cleaned-form:599492630016286ccf4df675	sensory.bergamot	1	1	1	1	0	1	false
cleaned-pair:5dce67838acd3d56a417f0dc	cleaned-form:599492630016286ccf4df675	sensory.brown_sugar	1	1	1	1	0	1	false
cleaned-pair:cddd9427076c48b48c132eba	cleaned-form:599492630016286ccf4df675	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:587c6c024e8f7547453b2a21	cleaned-form:599492630016286ccf4df675	sensory.hazelnut	1	1	1	1	0	1	false
cleaned-pair:f95bf5e2e1e7f1a600cefc43	cleaned-form:599492630016286ccf4df675	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:451e199498059944a06212d1	cleaned-form:599492630016286ccf4df675	sensory.jasmine	1	1	1	1	0	1	false
cleaned-pair:1c3188480912365693f9f83f	cleaned-form:599492630016286ccf4df675	sensory.lemon	1	1	1	1	0	1	false
cleaned-pair:d415df5e320153ccb00a516e	cleaned-form:599492630016286ccf4df675	sensory.lime	1	1	1	1	0	1	false
cleaned-pair:3b1b8d44fa1aa9f3dc4bf01c	cleaned-form:599492630016286ccf4df675	sensory.mango	1	1	1	1	0	1	false
cleaned-pair:7a8b90d4d34955399ab82ea9	cleaned-form:599492630016286ccf4df675	sensory.orange_blossom	1	1	1	1	0	1	false
cleaned-pair:ade96b33cd0179a397136380	cleaned-form:599492630016286ccf4df675	sensory.pear	1	1	1	1	0	1	false
cleaned-pair:36c2b1bae99e95d1805fadaa	cleaned-form:599492630016286ccf4df675	sensory.vanilla	1	1	1	1	0	1	false
cleaned-pair:de68659e0fcdeef3237160ac	cleaned-form:59d98c516f8b4e28e5548bbc	cleaned-form:73cce42f1f0e9099688b8eb6	1	1	1	1	0	1	false
cleaned-pair:f463f10cea2aa8d2c5c6d093	cleaned-form:59d98c516f8b4e28e5548bbc	cleaned-form:95fe0b3130ec07915c3e1243	1	1	1	1	0	1	false
cleaned-pair:f4e46044a11fcae1a72c0a17	cleaned-form:59d98c516f8b4e28e5548bbc	cleaned-form:e3ae0782ba0071285ea94cdd	1	1	1	1	0	1	false
cleaned-pair:10a8c02b82c0180ddcc4c6a3	cleaned-form:59d98c516f8b4e28e5548bbc	cleaned-form:f898cb1f16b1e45f23aebdd5	1	1	1	1	0	1	false
cleaned-pair:cba26f29a40a415608305538	cleaned-form:59d98c516f8b4e28e5548bbc	sensory.apple	1	1	1	1	0	1	false
cleaned-pair:2fb2ebbd2e2538583e760b76	cleaned-form:59d98c516f8b4e28e5548bbc	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:831b4301c9626edb5e2e68a5	cleaned-form:59d98c516f8b4e28e5548bbc	sensory.lime	1	1	1	1	0	1	false
cleaned-pair:0e4d5bc32b69fbe2b59d25c5	cleaned-form:59d98c516f8b4e28e5548bbc	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:99df02bc40893cb6bae9a94a	cleaned-form:59d98c516f8b4e28e5548bbc	sensory.vanilla	1	1	1	1	0	1	false
cleaned-pair:39315a3ff3a8869355b4dfb6	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:5c17109d20746ad75bc1bb9d	1	1	1	1	0	1	false
cleaned-pair:2496ef6548b8cea4f845a5f8	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:60e505e26e12b785ea443c70	1	1	1	1	0	1	false
cleaned-pair:6d85afb5cb2c2f7aeb27663a	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:70329b1c2fb2a364d806e0cc	1	1	1	1	0	1	false
cleaned-pair:e685635c5e9f96310c5e983c	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:728a07126ea01d49ac050b9a	1	1	1	1	0	1	false
cleaned-pair:21cee90f1f47b1739129cc7a	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:760d7e3244ca2c5df42f5f05	1	1	1	1	0	1	false
cleaned-pair:0c12fc477e58d8664b6c99d9	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:8825e76530f87ff5c737b325	1	1	1	1	0	1	false
cleaned-pair:4bf5f1ef602d7fe1905afb0b	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:9093f2bb8d45a4d70a44fdf5	1	1	1	1	0	1	false
cleaned-pair:716249119d066833b23e50e9	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:93e331cc6c13f27c1069c1c5	1	1	1	1	0	1	false
cleaned-pair:9a20f339ef5dad1d23a9fd22	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:9738eaf312d761a8ae49f777	1	1	1	1	0	1	false
cleaned-pair:3671f2e902f7cf7bd2893204	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:9a2bc63f939575bb03752bc2	1	1	1	1	0	1	false
cleaned-pair:0552b8b0638309bfcda865e8	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:9ae81afd8581e14c22938aef	1	1	1	1	0	1	false
cleaned-pair:82624fcd74f38c0ce679df59	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:9f7411175a19631ed6da6945	1	1	1	1	0	1	false
cleaned-pair:227330d26cb349d3cea1dfd1	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:a87b3e348ccb598ecb71bb83	1	1	1	1	0	1	false
cleaned-pair:b7df1ef37368b620618d8fc4	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:c0f1779c16d26bac92c4e32f	1	1	1	1	0	1	false
cleaned-pair:236a6d29460ed19dde9cd82b	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:c60426e7a64fa86cc246d4b2	1	1	1	1	0	1	false
cleaned-pair:e43227a5e50b63765af3bda3	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:c7c7eb1087c4e24d4c121b65	1	1	1	1	0	1	false
cleaned-pair:6bfe8a53a6d9d0adf2a7105a	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:c877647d1eef4e2a53959784	1	1	1	1	0	1	false
cleaned-pair:51261d674c7da3e143c12635	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:e13fb53a594fa513afc34fa7	1	1	1	1	0	1	false
cleaned-pair:b157fb3147a2bc6505e63b7f	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:e3ae0782ba0071285ea94cdd	1	1	1	1	0	1	false
cleaned-pair:96de3eef019e18857b5bfbb4	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:e9664961c84a9974da388031	1	1	1	1	0	1	false
cleaned-pair:dda487864ac1ae9a97fdd3ea	cleaned-form:59eee94f953c11d14f3f823e	cleaned-form:fa308ad6a39d80fab1b845e5	1	1	1	1	0	1	false
cleaned-pair:38b49086048b3d65590d49be	cleaned-form:59eee94f953c11d14f3f823e	sensory.alcoholic	1	1	1	1	0	1	false
cleaned-pair:0f4313bebc5a1c804606cbc8	cleaned-form:59eee94f953c11d14f3f823e	sensory.apple	1	1	1	1	0	1	false
cleaned-pair:daf11f05b1c21dc2dde4a9a6	cleaned-form:59eee94f953c11d14f3f823e	sensory.banana	1	1	1	1	0	1	false
cleaned-pair:3473e5d1bdb4948815e45b0f	cleaned-form:59eee94f953c11d14f3f823e	sensory.blackberry	1	1	1	1	0	1	false
cleaned-pair:206ba6a52e9697a98df14538	cleaned-form:59eee94f953c11d14f3f823e	sensory.caramel	1	1	1	1	0	1	false
cleaned-pair:d72f2ed29d6f0409ff02c070	cleaned-form:59eee94f953c11d14f3f823e	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:4af770262833fbfba1f62514	cleaned-form:59eee94f953c11d14f3f823e	sensory.earthy	1	1	1	1	0	1	false
cleaned-pair:1d6103828b4064f45f3bf9d2	cleaned-form:59eee94f953c11d14f3f823e	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:f387351cd5fe683e620318ab	cleaned-form:59eee94f953c11d14f3f823e	sensory.mango	1	1	1	1	0	1	false
cleaned-pair:b3207304f4ad762e5ec2a309	cleaned-form:59eee94f953c11d14f3f823e	sensory.molasses	1	1	1	1	0	1	false
cleaned-pair:e81cf783e243c8fb62c74db2	cleaned-form:59eee94f953c11d14f3f823e	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:d0e53468f74f6d030eca4355	cleaned-form:59eee94f953c11d14f3f823e	sensory.pineapple	1	1	1	1	0	1	false
cleaned-pair:99260f95a3d17e6b6815658b	cleaned-form:59eee94f953c11d14f3f823e	sensory.strawberry	1	1	1	1	0	1	false
cleaned-pair:36b3931b586d1e459dc59734	cleaned-form:5a0760f0478c7c2dc5db73b6	cleaned-form:764c85d2bc16709552029e4c	1	1	1	1	0	1	false
cleaned-pair:210b0bb994d09103e13c389c	cleaned-form:5a0760f0478c7c2dc5db73b6	cleaned-form:918f112d100d00dec359dcf5	1	1	1	1	0	1	false
cleaned-pair:915602088e9f9291a10a9fa0	cleaned-form:5a0760f0478c7c2dc5db73b6	cleaned-form:a97b0931730e83fbf9284ff0	1	1	1	1	0	1	false
cleaned-pair:f6ece86a8439f64b8abdec70	cleaned-form:5a0760f0478c7c2dc5db73b6	cleaned-form:aeb13f86c4b1aa67917de094	1	1	1	1	0	1	false
cleaned-pair:abce54cdc302bb20a4ff382b	cleaned-form:5a0760f0478c7c2dc5db73b6	cleaned-form:ccfbf54a16301979086b9893	1	1	1	1	0	1	false
cleaned-pair:5192d6522c1a32d7b25a0dc0	cleaned-form:5a0760f0478c7c2dc5db73b6	cleaned-form:dc553147848b6d2ef22a3047	1	1	1	1	0	1	false
cleaned-pair:67d021ff2555d4a67626b4f7	cleaned-form:5a0760f0478c7c2dc5db73b6	sensory.black_tea	1	1	1	1	0	1	false
cleaned-pair:d6ce378c72a43fa5769bfafa	cleaned-form:5a0760f0478c7c2dc5db73b6	sensory.butter	1	1	1	1	0	1	false
cleaned-pair:e9bfd8658c66256382297fd0	cleaned-form:5a0760f0478c7c2dc5db73b6	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:de3d99081aab93f85a51e054	cleaned-form:5a0760f0478c7c2dc5db73b6	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:164854cbd128de2cbf04bbc4	cleaned-form:5a0760f0478c7c2dc5db73b6	sensory.malt	1	1	1	1	0	1	false
cleaned-pair:eb5da9dece4e4dd02a26e81b	cleaned-form:5a0760f0478c7c2dc5db73b6	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:a73e0cba8a5c9a35434a440a	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:5c17109d20746ad75bc1bb9d	2	2	1	1	0	1	false
cleaned-pair:2e684c908bc28789b7571c27	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:5ea318ad13211cc7ee2c76b3	1	1	1	1	0	1	false
cleaned-pair:04d95a36497641a3fbde8d81	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:728a07126ea01d49ac050b9a	1	1	1	1	0	1	false
cleaned-pair:37b376678274d8944bc80097	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:7499aced43869b27f505701e	2	2	1	1	0	1	false
cleaned-pair:088936242b5b8b6ae3b96706	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:79ba7c4628c18e9ac1ab3ba1	1	1	1	1	0	1	false
cleaned-pair:61d03a12800f4a8139f55375	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:7d108ddb9255c7f990a9ec23	2	2	1	1	0	1	false
cleaned-pair:09d358be6f3f7b1da5dc02c0	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:7f18041501a6073856a11aec	2	2	1	1	0	1	false
cleaned-pair:04b23fcab77ed760c3b6e298	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:80e5b5a554cccea7aad01d91	2	2	1	1	0	1	false
cleaned-pair:cfaccb3f33e4b31d4ffcf711	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:8f42b2a0b626678a465d47ab	1	1	1	1	0	1	false
cleaned-pair:eda69452083900ffb3dc1c75	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:918f112d100d00dec359dcf5	1	1	1	1	0	1	false
cleaned-pair:15b11307f52e5a1a6b18283a	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:9209526aaa61b0709dbb838e	1	1	1	1	0	1	false
cleaned-pair:d72a2b75b1af9e5fd4660fed	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:a87b3e348ccb598ecb71bb83	2	2	1	1	0	1	false
cleaned-pair:a3cac0c53a3dd8e6480e7d37	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:a97b0931730e83fbf9284ff0	2	2	1	1	0	1	false
cleaned-pair:67a6b1d5003ae5b7978beb7f	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:b3d2b9eda588d48aeb48a729	2	2	1	1	0	1	false
cleaned-pair:899dea98b1b28cf8a400e2f6	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:bd071899591c00d2276d2254	1	1	1	1	0	1	false
cleaned-pair:4afa4be375213d7f5e1938d8	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:c0f1779c16d26bac92c4e32f	2	2	1	1	0	1	false
cleaned-pair:6ff4db3335e1d6a0cdd7b97d	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:e13fb53a594fa513afc34fa7	1	1	1	1	0	1	false
cleaned-pair:3e8a1e6580c308cb8372cb73	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:e8298542358283d3f0957aef	1	1	1	1	0	1	false
cleaned-pair:c79f0d9c045d2859bece2943	cleaned-form:5a162a9b504bc2cf2c989fd6	cleaned-form:eebbf6457e46a7f63acdf9b9	1	1	1	1	0	1	false
cleaned-pair:75683aab43a7e1507a7f2bcd	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.almond	2	2	1	1	0	1	false
cleaned-pair:b5827c4104e700c12ddf0941	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.black_tea	1	1	1	1	0	1	false
cleaned-pair:98ad61bbac4f6b0863d3f39f	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.brown_sugar	2	2	1	1	0	1	false
cleaned-pair:81c819e5439f2066100a4b7a	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.caramel	2	2	1	1	0	1	false
cleaned-pair:075c9d0ccd4d759511398b32	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:c1c491f84407fdcc64a5190d	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.dark_chocolate	1	1	1	1	0	1	false
cleaned-pair:185f06ab24c0af636e38a37c	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.grape	1	1	1	1	0	1	false
cleaned-pair:188cae1539fb63ad89a08c5a	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.honey	2	2	1	1	0	1	false
cleaned-pair:4ed72c46f1e9289e88d07d1f	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.jasmine	1	1	1	1	0	1	false
cleaned-pair:0b1a5072361612b44fb411f5	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.lemon	1	1	1	1	0	1	false
cleaned-pair:b334c2aee81f423c75131f20	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:437352dae7216bb6cb5bf95d	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:b204587ce8b0a209594f3c62	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.pear	1	1	1	1	0	1	false
cleaned-pair:e1413187bfc763378b351bdb	cleaned-form:5a162a9b504bc2cf2c989fd6	sensory.plum	1	1	1	1	0	1	false
