concept_cluster_id	cleaned_form_count	cleaned_form_ids	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	existing_canonical_neighbour_cluster_ids	canonical_concept_ids	mapping_state	mapping_authorities	assertion_support	effective_record_support	coffee_sample_support	source_family_support	source_family_ids	publisher_support	year_support	year_ids	gold_support	silver_support	bronze_support	rights_distribution	review_priority	human_reviewed	sensory_expert_adjudicated	reversible_to_source_assertions
concept-cluster:860cbd0ad9b3ba90b9f058a8	1	cleaned-form:5c679610f9badb6325573b94	1	source-form:5c679610f9badb6325573b94	UNREPORTED	STRICT_FLAVOR	5c679610f9badb6325573b94d93491f06bf1a4b45d1469fbed98f182d18a0aba					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2018	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:8622cc36e5b6369b4616a11c	1	cleaned-form:e6bb5689beec52c4672bd4df	73	source-form:07f022797eb0ad849ff55a3e|source-form:09ace49e35abe38de6ae1048|source-form:0c33868170b216db7e7a69c0|source-form:1408707da3683ced616bc0bc|source-form:140a521a760544b17f488f68|source-form:167f6cc3681d5fbf23cded92|source-form:16e2bbcdce487b30b20c7cf0|source-form:176bd80d7b3e7c6d18efefbb|source-form:1c42ba5c3d46a5dc5ed5ad14|source-form:22a7dfa25574c69ac55b5961|source-form:26e5d1d894f9377a92375cb3|source-form:27494b17bdc2e328580f93ab|source-form:2901721ac6fc0e2056f6cc77|source-form:299ee9d3e188806535097814|source-form:34ba6aca8c3e53977320751d|source-form:388180f3cc6ba5bbf4f16bf9|source-form:3c1818178e75e74559fb3271|source-form:462d41143bbb5c277c854477|source-form:4b5a35e005b8a1cec537d5bf|source-form:4e4c0f3bee23739acd0b6055|source-form:4ef0dd905a9697c17c9336c5|source-form:50ca1f6103c4c797f617fc71|source-form:52c24847a32346d1e2828619|source-form:56babe785381e5b789ac0ff3|source-form:591923baf07b72529c086a3d|source-form:5befcf27e2a4649cde7158a3|source-form:62a622ba100bbae0a9f0622c|source-form:6ac28f91b0345fa7aef40588|source-form:6b166627be8d4a21b332d30b|source-form:709c9a4abc8a379f636842fd|source-form:770d75c174b6865d075699e6|source-form:78aada05c1f65c70cf55e443|source-form:794f12b06ae2032375a54f3e|source-form:7a65680f6e3d6d0700a98b07|source-form:80eb523dcffda4e6c4277724|source-form:88580927f79d9afee01356f2|source-form:8934928815de7fffa4cbbb7d|source-form:8a5745513f5c8b699d3660ee|source-form:8b19023c3b6816ce80b0d5da|source-form:90b9a574fddda0de19cb9cec|source-form:9777d816d4a55f7de1773939|source-form:9edea847b8b9ae570f2b156d|source-form:9f7f3f2e2282fb8842c8a531|source-form:a1f282a2d6078df3a4137304|source-form:a453e6f1140e93093ca88bd8|source-form:a4bbf47fecaf17bde61b4e77|source-form:a81b7cc8362b9ab32186ebac|source-form:a8265a59629b23c44695965b|source-form:aa7c87e6140a3ee4264aff11|source-form:ab942a1e693ebe5a34c27874|source-form:ac6378f17ab06618af859e7d|source-form:bbc0b0a07fa3f3fdc4e82ad0|source-form:c220601a7f5da6bf6ae22624|source-form:c3e05536745a06158bf12fbb|source-form:c6290ce21d5c28551cb5eb8d|source-form:ca3d1964cc71bb7fb0160b67|source-form:cae6d8a432d761fed09b33ea|source-form:d01c6da49ee432267180faad|source-form:d3077c0f0f095a547e71c6cd|source-form:d5fa68e2df5823ba714f0a43|source-form:d6c52b820ec95ced1c58d4c8|source-form:e001bbd83e2eb3fedb0f2fd2|source-form:e0f6c17c741fc4708534f5a2|source-form:e2a4dd3d1337ab369685201a|source-form:e30a0c4ad7a8f2ed13803ee5|source-form:e46770f834d0c3402f0bb807|source-form:e5c0dc66d7f4ef6108090c9d|source-form:e5cefb4581824c3214a8cbb6|source-form:eefabbb142f4397dbc74953c|source-form:f5db9195b57377c37de4ecae|source-form:fc3824a82899cbb2f76cf2e5|source-form:fcc8e4ae010ffd5ea9066f48|source-form:ff1307dd21bf26857a4a4248	UNREPORTED	INTENSITY_OR_QUALITY_MODIFIER	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8		concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:024c64ac4e993415e2bf8460|concept-cluster:056061d9b10aec4ddbf74600|concept-cluster:07d5136e51e54afd852cf7af|concept-cluster:087b38987d4755735a919566		MODIFIER_OF_EXISTING_CONCEPT		243	222	222	4	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	4	20	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026|year.unreported	36	198	9	AFFIRMATIVE:36|AFFIRMATIVE_WITH_CONDITIONS:70|UNKNOWN:137	643	false	false	true
concept-cluster:8626283e45a6571d1f020c29	1	cleaned-form:2b7b473fca4775513a5b01a3	1	source-form:2b7b473fca4775513a5b01a3	UNREPORTED	STRICT_FLAVOR	2b7b473fca4775513a5b01a32d188cf1aa4b73d678ee9f5aa9c955ea9b19d5c4					CROSS_LANGUAGE_REVIEW_REQUIRED		14	14	14	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	14	0	0	AFFIRMATIVE:14	194	false	false	true
concept-cluster:8639d30ea651bb4140cbd2be	1	cleaned-form:8ca655b4445da9e41835fedf	1	source-form:f164c192b298ed6142d5b266	UNREPORTED	STRICT_FLAVOR	861b1f2387b78d9d6c8ebb0ff994ac25a7607602df602e45c1ab7ae63b8490e3	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e		concept-cluster:0b9df0c5494cafa93eb74198|concept-cluster:122b875206c70e9ad857b3a8|concept-cluster:196bef169a434f9c46a9fde8|concept-cluster:2550c99b1ed2c7b68e1690c4|concept-cluster:304f56df2b5fbb42f905faba		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:863a3018bf29e2d877a6291d	1	cleaned-form:d0c0687948776449bc9a6a62	1	source-form:9a13322dbc71386684c12e4e	UNREPORTED	STRICT_FLAVOR	d0c0687948776449bc9a6a62d24b9052a222874787af035c67a774e2d39320b4					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:865b0abbeb83cfb92b63d36f	1	cleaned-form:7e7654788682ed4c9bac6150	1	source-form:7e7654788682ed4c9bac6150	UNREPORTED	STRICT_FLAVOR	7e7654788682ed4c9bac61504d55302fa128f55747a94e77b4239bbad971b017					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2013	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:86664e1c16dfd9725ebeecc5	1	cleaned-form:7d21b3384028efa0e6414090	1	source-form:a250ec8a3cba825c16379890	UNREPORTED	STRICT_FLAVOR	7d21b3384028efa0e6414090a0f14f953d09223c338da9860bd57b039984c5fe					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:8668a6ba5bfc87f28171b7c4	1	cleaned-form:f7d76cd4abb5bbcdf5601f48	1	source-form:f7d76cd4abb5bbcdf5601f48	UNREPORTED	STRICT_FLAVOR	f7d76cd4abb5bbcdf5601f48cc6bd5d41694520e168c3858d11202ed312704e5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2012	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:86770a6e391c825019a940a9	1	cleaned-form:e3cb78476d4b93110b78354e	1	source-form:e3cb78476d4b93110b78354e	UNREPORTED	STRICT_FLAVOR	e3cb78476d4b93110b78354ef52eeca0551d191c1da3173b7e02a11b97b44de2					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2016	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:867cc2fdabe48d4f413fc861	1	cleaned-form:8ac1428b172beea536322862	1	source-form:8ac1428b172beea536322862	UNREPORTED	SEMANTICALLY_UNRESOLVED	8ac1428b172beea5363228625b9b513ff0990cfa70e4999c0c95ccf7c8ada799					UNRESOLVED		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2009	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	181	false	false	true
concept-cluster:8681136267d26c27e0f707cf	1	cleaned-form:d94bd1f77151de0e8b5c8e83	1	source-form:d94bd1f77151de0e8b5c8e83	UNREPORTED	STRICT_FLAVOR	d94bd1f77151de0e8b5c8e838136462db469c9a93ce6bb57fc5fc4282eaadb80					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2024	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:868518d33dbe18329c8ccd41	1	cleaned-form:9de6ed38a29ea6f8b415e485	1	source-form:9de6ed38a29ea6f8b415e485	UNREPORTED	STRICT_FLAVOR	9de6ed38a29ea6f8b415e485f1a2f6df72a9c01542ea42e1165522f45647980a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2004	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:8697be62a9ee269951c25f72	1	cleaned-form:8a41db3aa3b10faf213869b7	1	source-form:8a41db3aa3b10faf213869b7	UNREPORTED	STRICT_FLAVOR	8a41db3aa3b10faf213869b78e9e6c173af79ef2695976be5e4b3f6c4644a603					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:86a9321acac67b4104a9e3ea	1	cleaned-form:037b386487070d4e1bfad2ad	1	source-form:037b386487070d4e1bfad2ad	UNREPORTED	STRICT_FLAVOR	037b386487070d4e1bfad2adc2ebfbb1956f8b6a9ac1db1f9587f8d9b57450a3					CROSS_LANGUAGE_REVIEW_REQUIRED		12	12	12	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	12	0	0	AFFIRMATIVE:12	192	false	false	true
concept-cluster:86beef2177867ba1a8e0cbb8	8	cleaned-form:0724c9c7b9e3223b085ca386|cleaned-form:16dfcd795f5be343a9e7780f|cleaned-form:2270fdab3718bd15ac4f1c56|cleaned-form:44873153a800d66460d5e749|cleaned-form:9a0140c8404d5f748631b82f|cleaned-form:b6181fd79b6c15a3ebc69500|cleaned-form:cdc56610ee59993ee752f47d|cleaned-form:dffa5eb5ef7215d9f56317e7	29	source-form:0724c9c7b9e3223b085ca386|source-form:0c21974b6d3fe07f7a466327|source-form:1220ff619123b2ccb5a0a9bc|source-form:16dfcd795f5be343a9e7780f|source-form:1cc1a6447a479c634f863a8c|source-form:27e47134516967f8d8dfbc85|source-form:3fc0cf05f22143e4729622db|source-form:53e22ba3405d9fef4206c566|source-form:549c13719fbaecd73e1dc355|source-form:5c82d118c2fcaa6be3b2d81f|source-form:5e57a144c599c54d98c35014|source-form:6e4c5b975ea06e967a1385cd|source-form:7e05b60918527c3c420afdd9|source-form:7e800acc6685a602237177a5|source-form:8e9d09b5d06cc104a5f7483b|source-form:94d2270502684d833a264ad4|source-form:9963017a6b88dbaa703d3579|source-form:9a0140c8404d5f748631b82f|source-form:a1a14099833a00a160e55e86|source-form:ae885a423bc4b8ade068bba7|source-form:b6181fd79b6c15a3ebc69500|source-form:b77568a67644a088cbbb646f|source-form:c42e02df105465452cb8888b|source-form:c515002ef3a0d1326e2d1da7|source-form:c5d385de9d7630b55eda6f07|source-form:cdc56610ee59993ee752f47d|source-form:d049dfc4f1e8662e4b495626|source-form:dffa5eb5ef7215d9f56317e7|source-form:e6ef841f375f8661e878c7c8	UNREPORTED	STRICT_FLAVOR	0724c9c7b9e3223b085ca38614d064904dfff039f61a20a1212719a3ab8ce170|16dfcd795f5be343a9e7780f0a11733e03e4a135122450352fe0719abe0f596d|2270fdab3718bd15ac4f1c5665bc2ec84279908394dc408c96c35efaa55f6387|44873153a800d66460d5e74993e6efddf260b237617a0f1aa73668df2e2fdb66|9a0140c8404d5f748631b82f7621bed0233922328a5674e08ff0706e7dfb3d88|b6181fd79b6c15a3ebc69500fd03caaee3f97b304326adaa1e822fcb5a1da78f|cdc56610ee59993ee752f47de6bf28086441a2b5c9a8ef0bfdcce632c760d7b2|dffa5eb5ef7215d9f56317e7ec0318badc413fca300056a648ca74cde3acb04c		sensory.pomegranate	concept-cluster:e70e545332f333449d6af9fe	sensory.pomegranate	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	305	278	278	3	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed|family.zenodo_golovinsky_q_grader_dataset	3	13	year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026|year.unreported	2	303	0	AFFIRMATIVE:2|AFFIRMATIVE_WITH_CONDITIONS:218|UNKNOWN:85	605	false	false	true
concept-cluster:86c34f36d8e67284ecd8a7cb	1	cleaned-form:b9c6fe04ff6701982e4980ac	1	source-form:b9c6fe04ff6701982e4980ac	UNREPORTED	STRICT_FLAVOR	8fa49bdf8fcc5252a9b51fc5a80746033c61a016ddfa7c695d5197abf8a3003a	8290c583738717f6ceea216b3c94302eeaf53dc81bcaf4337a593bb6a752b851		concept-cluster:03eb42e01bbab427bb2edf84|concept-cluster:08f3a3dfb648c5f643d502b8|concept-cluster:2386d13de8536545df50145c|concept-cluster:2dbd0731ab1b2f8f09ecdf5a|concept-cluster:31865ccdc7c3bc95a2dca918		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:86ccc07879cc2727bb9f9a86	1	cleaned-form:21608be7db7ad64203be7164	1	source-form:f582315c0c170f422e149bc7	UNREPORTED	STRICT_FLAVOR	21608be7db7ad64203be7164b3cb9ac415f8d34ee28e7ffdcf7dc02e9720f718		sensory.caramel|sensory.toast	concept-cluster:0081ee2a98a4549ffb6a6d59|concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:07f698f66952a3f8676ee97f|concept-cluster:6970ef28230d2f692599c38d|concept-cluster:6b89b2aef09becff414c05fd		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:86ce6a44e4ae696aa3375244	1	cleaned-form:d6688ed075df989e4eb74652	1	source-form:0140c532796273e9961bc33b	UNREPORTED	STRICT_FLAVOR	d6688ed075df989e4eb746523f1b6c4751102312f89f119dfe394f652a5bdb4a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2012	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:86d8a2e659403e933ac32a98	1	cleaned-form:84af8736ba7f099af5192e17	1	source-form:84af8736ba7f099af5192e17	UNREPORTED	STRICT_FLAVOR	84af8736ba7f099af5192e176739f4e6e97c1b7531df7340044e5c5f3d7c11d7					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.coffeereview_kaggle_parsed	1	2	year.2013|year.2019	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
concept-cluster:86f12acd9bd76e8a743c5a2f	1	cleaned-form:3aeb0838517bc02edc61610f	1	source-form:3d801632e22d749454410090	UNREPORTED	STRICT_FLAVOR	3aeb0838517bc02edc61610fc6498be4947a97c760231236f2eff35cec85a7b5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2012	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:86fb9d955f73d90a6a218864	1	cleaned-form:9c1da55929f3f0a61b6a0eed	1	source-form:9c1da55929f3f0a61b6a0eed	UNREPORTED	STRICT_FLAVOR	9c1da55929f3f0a61b6a0eed034009d5deec1dd8dd0efc4aaaf1717d4be2b871					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2012	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:8711ff229b194f42c1846c56	1	cleaned-form:38f44036ae68efe76e87d7a7	2	source-form:3111d99d08f742aef9d663a2|source-form:38f44036ae68efe76e87d7a7	UNREPORTED	STRICT_FLAVOR	38f44036ae68efe76e87d7a71834a272485989cd33c0ddc2b832dc5521bc3cde				sensory.green_vegetal	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM		2	2	2	2	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers	2	2	year.2023|year.2026	1	1	0	AFFIRMATIVE:1|UNKNOWN:1	202	false	false	true
concept-cluster:8724edf62cd93fbb412a4b6d	1	cleaned-form:447bcf4ef532156a3bf50ad6	1	source-form:447bcf4ef532156a3bf50ad6	UNREPORTED	STRICT_FLAVOR	447bcf4ef532156a3bf50ad657eace8c7bba4785c4b7d544fc24231b15905b3c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2010	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:8729738d6de9866315ca5a08	1	cleaned-form:6eed07f8d6013077e2c26a24	1	source-form:6eed07f8d6013077e2c26a24	UNREPORTED	STRICT_FLAVOR	6eed07f8d6013077e2c26a24215066173ea0aaf6aff24b3d51da0877c69de875					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2017	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:872d048d17e281bb7ad87bfc	1	cleaned-form:b9ebbe6e090b5b52e2de4abd	1	source-form:71327703527d541d90c42785	UNREPORTED	STRICT_FLAVOR	b9ebbe6e090b5b52e2de4abdf3d312d9cc692ded949e066ddbf28304c3e69e27					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:872e3650500107c3cc4c48d9	1	cleaned-form:4c47520ed432baf0da4aae73	1	source-form:c969248135fc20e74b0b7199	UNREPORTED	PROCESS_OR_ORIGIN_METADATA	4c47520ed432baf0da4aae737851dafb1a4d676065199f79ab51dff607f89bc3					NON_DESCRIPTOR		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2011	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:874754d4256487a180c20923	1	cleaned-form:3e33461c27125f037fffb982	1	source-form:3e33461c27125f037fffb982	UNREPORTED	STRICT_FLAVOR	3e33461c27125f037fffb98279e5585adf32e891445dbc8388a5d5b5a0dd6866					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:87574f8f3ad7032748e6cce3	1	cleaned-form:75140a5e2f6491343a51be3a	1	source-form:667412646ab47bb3361be894	UNREPORTED	STRICT_FLAVOR	75140a5e2f6491343a51be3abb634d4233e6b5da885fddbb39698ba4e02474d3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2008	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:8765d4e78daa953b5146d013	1	cleaned-form:804e16fcdd186f1c7ffcabb7	1	source-form:8662b2d0036a117bd6f541da	UNREPORTED	STRICT_FLAVOR	804e16fcdd186f1c7ffcabb7b4f39163f4fa429a6228ffec508e2a9672f3dd67					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2013	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:876a6476048d76280800ae65	1	cleaned-form:c2326de9155116b63739b709	1	source-form:c2326de9155116b63739b709	UNREPORTED	STRICT_FLAVOR	c2326de9155116b63739b709b09eb6287247124f0cd7761b9f3f81ca125ec5eb					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:876c98715f6dc380e431fa21	1	cleaned-form:4ac70b701b02bdf1d5d3a7ae	1	source-form:4ac70b701b02bdf1d5d3a7ae	UNREPORTED	STRICT_FLAVOR	4ac70b701b02bdf1d5d3a7ae1e3f9c31c48234b35553649b6425cb1966470c34					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2018	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:876fa04e5df7f70ed490161f	1	cleaned-form:b74992ea9f85088b9c4b73d8	2	source-form:8b19023c3b6816ce80b0d5da|source-form:b74992ea9f85088b9c4b73d8	UNREPORTED	STRICT_FLAVOR	b74992ea9f85088b9c4b73d8dd3a6ce741231ef96d6c9cd3514012dcc8b5e353					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.coffeereview_kaggle_parsed	1	1	year.2023	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
concept-cluster:87730a7b0345ae5a2ce54630	1	cleaned-form:0a7c97cd5ab2c5308202342e	1	source-form:0a7c97cd5ab2c5308202342e	UNREPORTED	STRICT_FLAVOR	0a7c97cd5ab2c5308202342ef55e04fb4c74ff285c01fadb63aa3b3bfcd5d710					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:8775d4083688c53cf5e56783	1	cleaned-form:1d5d1fa7214498ebb9bb56e0	1	source-form:6f46643519a331baae09bc96	UNREPORTED	STRICT_FLAVOR	1d5d1fa7214498ebb9bb56e0a759561928127f4b1d217cfe78a24f4d6ebef71f					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.1997	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:878249480301819c7282a2c0	1	cleaned-form:b68e32b6cec84bca26107d35	1	source-form:b68e32b6cec84bca26107d35	UNREPORTED	STRICT_FLAVOR	b68e32b6cec84bca26107d35b172aa7de56cbf2d644cabe4169b1f03989f6b9d					CROSS_LANGUAGE_REVIEW_REQUIRED		17	17	17	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	17	0	0	AFFIRMATIVE:17	197	false	false	true
concept-cluster:878401c4716f96b5ca42453a	1	cleaned-form:fe88f0893c452e495f928270	1	source-form:bb203aed9641336e552be641	UNREPORTED	PROCESS_OR_ORIGIN_METADATA	fe88f0893c452e495f928270cfb6f1bddfcba309e0e432b20583f0b284721c6b					NON_DESCRIPTOR		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2007	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:87a378fcaf29847a543e1c77	1	cleaned-form:d5ffe4934f5b8ed550de4c74	1	source-form:d5ffe4934f5b8ed550de4c74	UNREPORTED	STRICT_FLAVOR	d5ffe4934f5b8ed550de4c7452e5bc5727435a0ea19574dff2d47835554b609a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2019	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:87aed39bfb4208c0a6094940	1	cleaned-form:c5382870fe9fa973c7313528	1	source-form:c5382870fe9fa973c7313528	UNREPORTED	STRICT_FLAVOR	c5382870fe9fa973c7313528416b56115e770c5a64bbd70b34c75daf71b98e8c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2015	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:87bae20abae1d8454ac2e89c	1	cleaned-form:be8312b6518f67f1f12200ba	1	source-form:be8312b6518f67f1f12200ba	UNREPORTED	STRICT_FLAVOR	be8312b6518f67f1f12200ba3e5cad11d4f659706d2477f46d4a980b194cd3fa					CROSS_LANGUAGE_REVIEW_REQUIRED		4	4	4	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	4	0	0	AFFIRMATIVE:4	184	false	false	true
concept-cluster:87cf7d19db564aba44413e47	1	cleaned-form:96d720347dc3ac76591fef7c	1	source-form:f891c4d0bfd4da7aa4f83b77	UNREPORTED	STRICT_FLAVOR	96d720347dc3ac76591fef7c61dddf4637a7603628950d8b68ec5999e6784a0d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:87d5c12f2aa6d699938f8df8	1	cleaned-form:2ffc1d06387ef8bb7a34312b	1	source-form:f8e772465499a50b3949725f	UNREPORTED	STRICT_FLAVOR	2ffc1d06387ef8bb7a34312b6c6c3f691550684508c3ce7ee3889375a18d6fa0					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:87d7f3dc0837a2950a292c59	1	cleaned-form:c78e79a7892782eb2c026be8	1	source-form:c78e79a7892782eb2c026be8	UNREPORTED	STRICT_FLAVOR	c78e79a7892782eb2c026be8fc669994d60802676886c4ce95b20a225bbf1aea					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.coffeereview_kaggle_parsed	1	2	year.2024|year.2025	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
concept-cluster:87d7f8bba50bce5ba3102fee	1	cleaned-form:c5c1326b77580af6c9bb2014	3	source-form:37a5e7882b8898745064d897|source-form:97692db532be38980f0a141f|source-form:c5c1326b77580af6c9bb2014	UNREPORTED	STRICT_FLAVOR	c5c1326b77580af6c9bb20144a1817f5db0944150424d76cf19d1aa559376f2f					GENUINE_ONTOLOGY_CANDIDATE		7	7	7	1	family.coffeereview_kaggle_parsed	1	6	year.2004|year.2005|year.2006|year.2013|year.2014|year.2015	0	7	0	AFFIRMATIVE_WITH_CONDITIONS:7	107	false	false	true
concept-cluster:87e33fe8553befedeec397f8	1	cleaned-form:12f13f4934fb3203bc9b752e	1	source-form:f7ec2509541a133e4bb5065e	UNREPORTED	STRICT_FLAVOR	12f13f4934fb3203bc9b752e08a965b8a714b6648cc09c9d52b7779e8b4e82ab					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.coffeereview_kaggle_parsed	1	1	year.2011	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
