cleaned_descriptor_assertion_id	source_descriptor_assertion_id	snapshot_version	source_dataset_id	source_family_id	source_route_id	source_artifact_id	source_file_sha256	source_locator	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_field_text_sha256	atomic_source_text_sha256	source_native_form_or_restricted_pointer	cleaned_lexical_form_or_restricted_pointer	cleaned_lexical_form_sha256	semantic_class	canonical_mapping_state	canonical_concept_id	cleaned_descriptor_identity	mapping_confidence	segmentation_decision	evidence_tier	rights_state	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	counts_as_cleaned_assertion	counts_as_record_unique_cleaned_descriptor	publication_duplicate_suppressed	human_reviewed	expert_adjudicated	model_eligible	cleaner_version
cleaned-assertion:c6afa8a81fdfaa22b38f9c6b	assertion-b2:48c96267a98eb14166d3a5ef	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4bf6237cfbc84248d178bebd	4bf6237cfbc84248d178bebdfb529e5e2e429432b93ca0a4076be3cfb007feae	html:item-attr=Aroma / Flavor;index=2	effective-b2:59154dd5065e62346a9617d3	coffee-b2:4a2506828e68dc3ad85e3271	2017	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	9791f973ba07ecc65e9d8f70009af0753e243c98953360feea776fc164d4fa55	59f6e5238bd1dc9c68787f032ec5d876639eb1d0827c5f67482f8d618fdf3dae	hash:sha256:59f6e5238bd1dc9c68787f032ec5d876639eb1d0827c5f67482f8d618fdf3dae	hash:sha256:c06b0cfe0cc5e900c57784484094331f095bf441995c3c31ea6c75691c786c35	c06b0cfe0cc5e900c57784484094331f095bf441995c3c31ea6c75691c786c35	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:c06b0cfe0cc5e900c5778448	0.000000	HEAD_PLUS_MODIFIER	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6b5be21b3841d3236e76cb6	assertion-b2:76348c77cd640dbfc3e66ebb	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:96e7f854e5a2a44eec32521c	96e7f854e5a2a44eec32521c8bb976a9b24627b2187d57eeca13c5f411f543fd	html:item-attr=Aroma / Flavor;index=2	effective-b2:4d682f71b5b080f186bc4627	coffee-b2:aced8115786e2ad7a3bdacf8	2012	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6edb13b774369ee7fc516216754d666391011caf86bf48e79af1cca280a7d9db	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	hash:sha256:e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	hash:sha256:e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.raspberry	sensory.raspberry	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6b806740560a88acbed6f26	assertion-b2:c25bfc7907d40a93a489cbc0	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:f78c09320f9ac33a6bba8e11	f78c09320f9ac33a6bba8e1167da2c6db66117796ecf8659df5c7bb09ddfcf5d	html:item-attr=Acidity;index=3	effective-b2:3d5c45bcd8da749ae8055df2	coffee-b2:8f18319a9e50052f252725e1	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	fcb78a3ea06d1f0b0a86c3a2f59b822208ce288e2a334ca2cb1f81328b35e31f	b6f436d9d3beaf4d676ebab540936c70da384d3db32f51286f5d63c63f76892d	hash:sha256:b6f436d9d3beaf4d676ebab540936c70da384d3db32f51286f5d63c63f76892d	hash:sha256:510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:510e9cd005e362235259c1db	0.000000	KEEP_AS_ESTABLISHED_COMPOUND	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6badb5457ed37e6c8970e1b	assertion-b2:2c427c6765b6cc933ffe0c1f	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:186b152d3140cef6e768f0b0	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	html:item-attr=Aroma / Flavor;index=2	effective-b2:95629d2e11261910148ac4aa	coffee-b2:fcbc78757585011ae0c2d824	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	68e1c0ffd2960b7786d903e88f536363c886e016b92b9db68f47171b5b95c8e4	b6f436d9d3beaf4d676ebab540936c70da384d3db32f51286f5d63c63f76892d	hash:sha256:b6f436d9d3beaf4d676ebab540936c70da384d3db32f51286f5d63c63f76892d	hash:sha256:510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:510e9cd005e362235259c1db	0.000000	KEEP_AS_ESTABLISHED_COMPOUND	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6bc731a8a49a92b233c6534	assertion-b2:879ebc8e1a28b7ca013dee70	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:9b08ff0726e8b5cefafc2b78	9b08ff0726e8b5cefafc2b788fbd4854b1ff973920f406e2f0a88af1b4a40e1a	html:item-attr=Aroma / Flavor;index=2	effective-b2:d08818c6852939ecb4b98cee	coffee-b2:1c4ecbfd68e6cdcae3f39895	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	16f90c02929c1b50f6cc24948d6c92b5e9768f7f244af4ce228325cc61edda8e	abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	hash:sha256:abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	hash:sha256:2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cherry	sensory.cherry	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6c0881e788b9d141ffeabbe	assertion-b2:469c0c00bbf9af4c5f848251	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:dccf3faaa23560fedcb63496	dccf3faaa23560fedcb63496da50aa45c8d7ed22f677c5a4282313671bdb52cf	html:item-attr=Overall;index=1	effective-b2:a878971a0bb49702fc81b785	coffee-b2:2a97ea400dc4cad3f0534919	2024	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	eb25f9a8a8cf9e834743c5e9cd5819283b9e52dce24be4899100e41f2ff7d27c	29adc61b68c8299055e620c671027f8764fa66ae753c3fd1a405c0df5b4a6dd6	hash:sha256:29adc61b68c8299055e620c671027f8764fa66ae753c3fd1a405c0df5b4a6dd6	hash:sha256:b72c942d514c1e460eb3c39357c418ac8f309cd96a23c6c9d65131061f838c14	b72c942d514c1e460eb3c39357c418ac8f309cd96a23c6c9d65131061f838c14	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:b72c942d514c1e460eb3c393	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6c44c3561f6b1b80d517f5f	assertion-b2:dbf2e3bfddefd900b47b92cf	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:ce225ffd88804121931f8c99	ce225ffd88804121931f8c99297d65ccbd5afb9e9951a62a27f251d716e7dab9	html:item-attr=Aroma / Flavor;index=2	effective-b2:73a28e7e75506cf6add9c3c6	coffee-b2:4e1d6df5b62361a1ababb737	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	fe131b127e145a912e6ec453a6c00830c6f7e9b652dff53dfe8de887874b9da1	dadcc4a330b017ca9d9ae587547d4db43620fb6b9d27e6230350a7436ef75c1a	hash:sha256:dadcc4a330b017ca9d9ae587547d4db43620fb6b9d27e6230350a7436ef75c1a	hash:sha256:7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:7073ba391f6781ee969ea9b3	0.000000	KEEP_AS_ESTABLISHED_COMPOUND	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6c4635e23eb53b00b7519ae	assertion-b2:c28ff3fbcaacd8f47ed10f2c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=132;column=7	effective-b2:ec51c3631c0cdca66682bd42	coffee-b2:4be419ff322a7bc65eabbb20	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	a14aa9bb2ac352514048408b727133ec4981d34f2c2c6f900392bea4df3e4612	f38e4b1319bce01302589badb0cde9e7b3dd6669a4fc5b61986b28e4f03c789d	hash:sha256:f38e4b1319bce01302589badb0cde9e7b3dd6669a4fc5b61986b28e4f03c789d	hash:sha256:f38e4b1319bce01302589badb0cde9e7b3dd6669a4fc5b61986b28e4f03c789d	f38e4b1319bce01302589badb0cde9e7b3dd6669a4fc5b61986b28e4f03c789d	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:f38e4b1319bce01302589bad	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	f1555dabada668ea960f1956ab28123de93a8499a604f737e3ce2cf85e27f933	hash:sha256:894c832511279894398bdc36dc951806ca2db3bc976ac65c4719e1f197278dba	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6c474216ae40a5a2f292d41	assertion-b2:bb465c35dea3891edf82718a	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d91920612935141012e67ebe	d91920612935141012e67ebefb34ca61f971caa0d24cb6262a7eb6d1ef246677	html:item-attr=Overall;index=1	effective-b2:4e1a8199c529aa09f7a10c54	coffee-b2:eaa80d9de64094f2c025146e	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	cf9577670075065d7f7112ed0c9c1f5d1f96e3e174f335b594b826e80b909bd3	328f9719feefbbff39b6b1ed7927efaed7c4d50af473459466c10d4ee2f7f665	hash:sha256:328f9719feefbbff39b6b1ed7927efaed7c4d50af473459466c10d4ee2f7f665	hash:sha256:4e6da10ac0bc5916b69bf3327f6bcfabdc8cb9fe942380cc633f345cecde56f6	4e6da10ac0bc5916b69bf3327f6bcfabdc8cb9fe942380cc633f345cecde56f6	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:4e6da10ac0bc5916b69bf332	0.000000	SAFE_LIST_SPLIT	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6c65e9a22f13b1920e0787f	assertion-b2:4d328ca2532b9841e7c02be4	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=24;column=9	effective-b2:153e59684061d91715b735c9	coffee-b2:69422d51bb73eb877ab10d88	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	ee573dd7c1b8e108a4b0411051b4b0d34bd75e047547624c78a5819c599229b6	e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	hash:sha256:e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	hash:sha256:e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:e8373ce99f87b6e75fffa1fb	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	2eacf2de4c66bbad1da0050ea73a7178272c32118b7443400bbc5afa01245ba3	hash:sha256:3fbd629e5e208294b3a11e6580da7297687a4c1a2035cd4b8555a2dfce449494	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6c88e2c7e4a5acb9c3cd2cd	assertion-b2:520458ed4b583f5d7caf8150	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:ec9624cf8f7520f2eeb7fe37	ec9624cf8f7520f2eeb7fe379a34ae4e3dd0c2bd502c7c10bd3c7b1a21bea280	html:item-attr=Acidity;index=3	effective-b2:b8722e00d3daec990b3d85a3	coffee-b2:5c57709eec8d9011b562799f	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	772f2ee55ac9ad74f6cf10cd3002afdc1bf8643bac7a88e1c91ee85ff6384d75	043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	hash:sha256:043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	hash:sha256:043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:043d97d69419bd79f3b5c1d8	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6ca09f8549cfe097edc31bb	assertion-b2:435d6fb5a57dcb7ffbd66945	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d7893fe3b1db712e7ab7de4e	d7893fe3b1db712e7ab7de4e347db58f1f3154c211b37d9f2fa9d2aec8772a58	html:item-attr=Aroma / Flavor;index=2	effective-b2:8a0c0531368ff292cf23d45d	coffee-b2:b39da6316d4b60627f79965f	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	8c9b19a01d8655b2be41f01949eb303a2872f451c717f6c4ff76359a00962686	94b0be130415b3a3ad37966cdbed6b3fbab3b36535b3033aa74047c5047da2cd	hash:sha256:94b0be130415b3a3ad37966cdbed6b3fbab3b36535b3033aa74047c5047da2cd	hash:sha256:2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:2e86ba52ae062c2fa970c83e	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6cc134901a28b11d28049ad	assertion-b2:7b6eb016ff68f59271ff46ed	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:5af916d081e24bef05783419	5af916d081e24bef0578341975bf6235b992d44fe5fd88d5bbe496abfb2e8e87	html:item-attr=Acidity;index=3	effective-b2:d2f7ec4903b7b39f8d9825ef	coffee-b2:35b478f946d1db6f38efe5e0	2016	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	986e18fbb0fee899b01e84d3a69541c441c55767708164d8be9a221dff12f24a	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	hash:sha256:7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	hash:sha256:7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:7d108ddb9255c7f990a9ec23	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6d3f3a0465126b484dc461d	assertion-b2:2fa61f1aa0f1e0f391e992f8	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4e69180191e2cce44b25cb70	4e69180191e2cce44b25cb70c7a049cf564c6df658a3b4df69d3cedbbc8f77e9	html:item-attr=Aroma / Flavor;index=2	effective-b2:9c77f775e5d4988852ce165f	coffee-b2:fe8ddfadec4b7cd88feed034	2026	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	b59b19e81370c1b27ceae5e7440b3324745c1d826554582d2f5d647746bbd204	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	hash:sha256:78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	hash:sha256:1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.orange	sensory.orange	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6d484846efac1203c9d28e4	assertion-b2:75d94a471c46e4539aa1c0a7	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:186b152d3140cef6e768f0b0	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	html:item-attr=Aroma / Flavor;index=2	effective-b2:95629d2e11261910148ac4aa	coffee-b2:fcbc78757585011ae0c2d824	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	68e1c0ffd2960b7786d903e88f536363c886e016b92b9db68f47171b5b95c8e4	55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70	hash:sha256:55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70	hash:sha256:918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0	918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:918f112d100d00dec359dcf5	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6d9b840faae06f8b784bea6	assertion-b2:0aca0754cbbf6d9b0db3325b	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4eaaabcc4de989cb954294bf	4eaaabcc4de989cb954294bf712d9c270135c8ce833a435fb28b6e3ff36505b8	html:item-attr=Aroma / Flavor;index=2	effective-b2:6e0fcaf5fde0041317f7c4e0	coffee-b2:497cf4c2a2522908c7f199e4	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	ede283b38e4bc7b93f317115e2258e6c6bfa430a7d3dd7ff457605a42207b796	88a1699580c37ea880315bac6ec0eaf901dadef242f3ca616a40bab625f5c020	hash:sha256:88a1699580c37ea880315bac6ec0eaf901dadef242f3ca616a40bab625f5c020	hash:sha256:54812827019300c86adffb813d460fb2cd5a1d28aeed9919c98e47c08072dfc2	54812827019300c86adffb813d460fb2cd5a1d28aeed9919c98e47c08072dfc2	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:54812827019300c86adffb81	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6dea4219be50870d729569a	assertion-b2:d689c268c783e1749d18e580	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:fb87eb7c30ac37982be4b9d3	fb87eb7c30ac37982be4b9d30e45abd7dcbc7d43aebb27fe0a4e4a1f0d4cc76d	html:item-attr=Aroma / Flavor;index=2	effective-b2:483728d2ab324fdbc2a6655e	coffee-b2:f49d9e57eaeb1f5b7174063c	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	e3a889e0b9ef62b460dfce5ec2d070d15e09a103dabec82102480c2703cc1452	99f8cc0b0006d781bab2748b861b2cfbb6ee053b21b901bd858ce1d38a57cd3d	hash:sha256:99f8cc0b0006d781bab2748b861b2cfbb6ee053b21b901bd858ce1d38a57cd3d	hash:sha256:99f8cc0b0006d781bab2748b861b2cfbb6ee053b21b901bd858ce1d38a57cd3d	99f8cc0b0006d781bab2748b861b2cfbb6ee053b21b901bd858ce1d38a57cd3d	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:99f8cc0b0006d781bab2748b	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6e06bbdbcfa79ec87f45ed2	assertion-b2:fd4889a86267080137445e5c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	effective-b2:a8199a6f06e88943037c56ca	coffee-b2:ee5b4366aa4f5338f5e33a02	2024	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	215540c3fc0ff55029a6fbeb7c5d971205d122365e11cda6b29aa0bc6ac3cac1	bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	hash:sha256:bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	hash:sha256:bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:bf2cc45372afec5f59f34d91	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6e7ee71b5a1c7993621db4c	assertion-b2:1c72c4ac9305793f89021eef	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=11;column=9	effective-b2:c601a11376ce73da899cd795	coffee-b2:812718bedb5aec14ed3d3460	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	59536c19248beaa18f4804d4a3a295a3ff563283cedb72841498fc0db9426fd8	3313aef6660f7149e6012b667a576beb43d49f1bd6abf26b7068ef58c434d794	hash:sha256:3313aef6660f7149e6012b667a576beb43d49f1bd6abf26b7068ef58c434d794	hash:sha256:48fb71763d97b54b752aa17694977d1f87c7707415f25ab63ac2ea2495347ae6	48fb71763d97b54b752aa17694977d1f87c7707415f25ab63ac2ea2495347ae6	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:48fb71763d97b54b752aa176	0.000000	HEAD_PLUS_MODIFIER	P1	AFFIRMATIVE	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	029d6e9781c5ba81fde5501ebd7656fb011fd77b185816a86955e882ebf24ba4	hash:sha256:894c832511279894398bdc36dc951806ca2db3bc976ac65c4719e1f197278dba	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:c6e8bb22138e3a36c68b04e2	assertion-b2:5e7d374dc4c9b82c96febcbd	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=168;column=9	effective-b2:77c9c315fc9eaa6ee8864bf0	coffee-b2:991b72456459d0bd640ceb57	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	f49d144812f7a238f1a3a2fccb388b0731d29b3370ddedc6af405581fa6ef5d4	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	hash:sha256:1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	hash:sha256:1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:1b35cfba043c1d10319eaf83	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	39400f05f1a22d1b888c09a0b2217e226dd2db4bf1cfc9b2165350e3095c9227	UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
