descriptor_assertion_id	source_dataset_id	source_family_id	source_route_id	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_locator	source_field_text_sha256	atomic_source_text_sha256	source_native_form_sha256	source_language	original_descriptor_class	segmentation_decision	segmentation_confidence	segmentation_basis	cleaned_atom_count	cleaned_lexical_form_sha256s	semantic_classes	mapping_states	canonical_concept_ids	decision_methods	mapping_confidences	semantic_cleaning_disposition	review_requirement	evidence_tier	rights_state	counts_as_assertion	counts_as_record_unique_descriptor	human_reviewed	expert_adjudicated	model_eligible	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	restricted_text_available_for_cleaning	cleaner_version
assertion-b2:88a137c53a4c0c651c8574b8	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:5998f662052850acfc844a0b	coffee-b2:4a8ebd710251038092104199	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	6a3cfca19104f7c1a9bbf35f09a760c28e71cada2220a87bd0719f1732033def	24adb72e01fdfe2552cafb34cbbb9679ca92759d0b3d9407b448c6ae92c3983b	24adb72e01fdfe2552cafb34cbbb9679ca92759d0b3d9407b448c6ae92c3983b	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.grape	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88a6637994d2522566afb84a	professional-descriptor-scaleup-batch2-public-safe	family.project_origin	route.project-origin.current-lot-table	effective-b2:16bd0023d286a384708f690c	coffee-b2:87dd6206bb5f814f983a88e6	2026	CUPPING	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	Cupping Notes	html:table-row=3;field=Cupping Notes	b0a2f19953949067c783f796fa8843141aa2a3abe8cbc3354740a9283136b7eb	55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70	55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P4	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88a75151b1bd33d6aa6a2137	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:50c1e9583d5da111c01c7f10	coffee-b2:79e0850fd7e0cf7350358f69	2012	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	617e44b5eeaa545c0d1c4da75611a408b0766c7ba9cddf3f044829fbe24eb8a5	fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c	fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.blackberry	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88ab4be3ccb5651512fe7878	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:d3667aa499308209621f4804	coffee-b2:ff7594cf8588f6116bbaab39	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	13e5a9731341678d6c3bee79a52284b2f99f32774eac5abbac3748c7eab97a14	f0a0f447738b70bb8d1cafdbd6b132fd10b2777f7546ab6b3e5c633385e753de	f0a0f447738b70bb8d1cafdbd6b132fd10b2777f7546ab6b3e5c633385e753de	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	c9d64909b595547e0966e2a29ae5490133e82594b25a6e29d4bb15cfc7e8bd2b	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88ad72d6889627a7cf01c40d	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:52e275f4319ed19c79782d1f	coffee-b2:2796ab3a611b7e201ad5b3e7	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	194d0c379eddc9c32bace5263d667336e12c88926ca7fd577366f1eb8062a5c8	6735f0e0ad41dae8946bf677fa11f7aeffa021822dfddb2b8b689d249cffb3b6	6735f0e0ad41dae8946bf677fa11f7aeffa021822dfddb2b8b689d249cffb3b6	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.grapefruit	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88af71783f82a1066cac37a6	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:f2077644c32959e59247bb15	coffee-b2:55d9723925e2df579e623d27	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	fc97d900df1eaad2428fd33039710cbac90d727a6b499ded59ac17efe2ece2e4	54ce1e8556b7107f6cc86be0a931bd6bfacf75cc434a4b57682a0c9c087099e5	54ce1e8556b7107f6cc86be0a931bd6bfacf75cc434a4b57682a0c9c087099e5	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	54ce1e8556b7107f6cc86be0a931bd6bfacf75cc434a4b57682a0c9c087099e5	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88b0daf7e49f71fa085a541f	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:716f86e124e1cc1b4bc4ac5c	coffee-b2:0f9e48d1c6a5e4523d2a2fa9	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	9129ed781ba856cf16145556b2b5a34a2c53bbc3ccc111eebb357143e8b36ea2	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.orange	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	false	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88b1a6c507f54a12e8fd2e09	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:a589fd99b458743911a43de4	coffee-b2:2b73c82fa853593ba74a778e	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	7d45ec9c012477cc8f5365d7f275b5764b3b3fb076a5dc20f79bbdf830e47e2e	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.peach	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88b2058945306df87d768234	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:c9463d1a53473524ce92461c	coffee-b2:776e70d7057383ad8c858ed7	2011	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	b11d99ea0fb85ac8c70503ad76f728c02407bc08ae2b3879a327be54935f49fe	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88bb4494d62db9092195d199	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:4a3c2383c0193817de45255c	coffee-b2:3160ebecca0a4cb243426dfd	2009	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	781309e5ed6ae455d8a7fdf3ac8ba88e4842e8b4ed43347ab6635811e70e414f	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	en	STRICT_FLAVOR	KEEP_AS_ESTABLISHED_COMPOUND	1.000000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST	1	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.black_tea	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88bb8f5731bff62de2e7413d	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:bfbb3d3eac0a951aa3c169fa	coffee-b2:f41507e0f529266415caef1a	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=370;column=9	81d540ee5746bf15b664cea09b4ffc5bfa967bd608cdf6aec9d46e2ba1cb5e32	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P1	AFFIRMATIVE	true	true	false	false	false	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	c1a5bdcf5a90aae279ff3901dffab3b78baee997685d2b9b792af79af343ebec	hash:sha256:53e982251b5e24fc3cc224774d203b681bd1363512fdcc93842a7e2be3f1b5b0	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88bbce0f63800eedfc99a610	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:f2157475b4e1e2e634c8027e	coffee-b2:7f1d5774be1b9d552b79398e	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	html:item-attr=Overall;index=1	ed030c63405f07e0f4bc004139fbddadc388a8ea3fd0a3ead700f36fa1bb8bef	9df915306473086a9f26f104fae3fe6a59bf5e364b376f42d39c8d57eddd8d0d	9df915306473086a9f26f104fae3fe6a59bf5e364b376f42d39c8d57eddd8d0d	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	0f738c967b079dfa6b8855908926c7d5db64f823cabcc4c219cb820dd21aaaab	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88bca49bdf5f229e1b044320	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:b34ce9d85335018a975c1f6b	coffee-b2:3941614fc86602b624356438	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	c091fcba3fb287a897c89b2dd66c7eb483fae256fa21622b7afa02b4ce79ec89	16eddf1578aee94c7b5263733073b5c63362785e77583fc4b188e5d8881fe3a3	16eddf1578aee94c7b5263733073b5c63362785e77583fc4b188e5d8881fe3a3	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	STRICT_FLAVOR	AMBIGUOUS_MAPPING		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88bdd2f310c9529915347b3c	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:c9b9b02cd6bd841b7d5d565f	coffee-b2:88519934910cfc9b1b99a613	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	sheet:All Panelists#row=291;column=7	b9af8730f888a1cab557f04f4d1e5861eeb46fdf5568d3439f142ab643792fe5	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	en	STRICT_FLAVOR	KEEP_AS_ESTABLISHED_COMPOUND	1.000000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST	1	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.dark_chocolate	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	P1	AFFIRMATIVE	true	true	false	false	false	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	abf6c32f0c8f0a8bafab5208b0fd8213f4f9d6f35ab0cd23129dc1449b3c7a8e	hash:sha256:5ffae5aa9467ac9ccb841a232fb1559343a8e8a618d0b640373ada8fa1763e1c	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88be0144960d74f6677f45fc	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:6dc8df9b559023b329816845	coffee-b2:254733879063b9c549b4db8c	2009	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	d26f059890af92b6ac2a9e1d3cbce735305af00c7bbe5b27137271a45c88320a	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.apple	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88be1db8171e62d8c7ce7202	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.explicit-top-jury-detail	effective-b2:b44ad6bd4b3dd229e927b421	coffee-b2:b8274d04e6d0372665473c26	2017	CUPPING	PRIMARY_JURY_DESCRIPTION	Acidity	html:Top Jury Descriptions;section=2	75cc07766881b9cd2101310af4fae6c793688b8c29054291d282f4333f5cb339	5f83680cc44f4c68aa23f64030f0082b7c7639f95f1ead0f8a5ac785be132476	5f83680cc44f4c68aa23f64030f0082b7c7639f95f1ead0f8a5ac785be132476	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	d1e1cb80006683efd0084b5051799071c21b40d20d0d5bb06a1d8fbd11147c12	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P2	PENDING	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88be3eb86d2f9fa8f261004c	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:ebe3b9e677f1bdd4401085b6	coffee-b2:5ebac02f2ca1a34579f25539	2017	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	93eb4fbe25b527ab604b287b7c0be834379038bdb4dadb2c2906128d822578b7	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88c0097bbc5deb413022f078	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:751febf2c66f79443ba48f65	coffee-b2:b9d62d64c3900062d3216f54	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=66;column=17	7b5fbf8bde99de81fdf7c510a71e7fef9726e8f660f72796a7a1455473cb217d	7b5fbf8bde99de81fdf7c510a71e7fef9726e8f660f72796a7a1455473cb217d	7b5fbf8bde99de81fdf7c510a71e7fef9726e8f660f72796a7a1455473cb217d	en	STRICT_FLAVOR	HEAD_PLUS_MODIFIER	0.940000	LEADING_MODIFIER_PRESERVED_SEPARATELY	2	cc8d6db9347894b9112df5ac85d9d8aa104af9080b0a98618a0c73648a1f54d0|6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	STRICT_FLAVOR|INTENSITY_OR_QUALITY_MODIFIER	ONTOLOGY_CANDIDATE|NON_DESCRIPTOR	|	MACHINE_PROVISIONAL_REVIEW|AUTOMATED_SAFE_RULE	0.000000|1.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P1	AFFIRMATIVE	true	true	false	false	false	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	44db59aa88c0ee565d57df5a4c3f968148b7b1d4a38bc5627d6bc91a7d41953f	hash:sha256:53e982251b5e24fc3cc224774d203b681bd1363512fdcc93842a7e2be3f1b5b0	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88c7ea29eee28f0d81ca2fe8	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:031981af7b533f0d631c1485	coffee-b2:1de620983b67cdeb9f4f623a	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Acidity description	sheet:All Panelists#row=323;column=11	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	QUALITY_EVALUATION	NON_DESCRIPTOR		AUTOMATED_SAFE_RULE	1.000000	NON_DESCRIPTOR	AUTOMATED_SAFE_RULE	P1	AFFIRMATIVE	true	true	false	false	false	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	b9370db4544788851b39b3597050d216c8256e3842dd0f1faac8e65b277183c0	hash:sha256:b9b9cee26642b955bccca076de3a96bc55330133f8f3a3605762827990bde3d8	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88d395b55fd9725389a6e132	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:9b267a825532c7fa52dbc966	coffee-b2:e5663bc6f08fb330b9b3af24	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	fa32afe3390a1774eaf97f20fdba3a87b051f000a70c51b27f1b4c3929516b9e	40cc2efa6d60f4c25d41a215cd3a16fca4102d3ae8d382d5e25a7ebdc3850781	40cc2efa6d60f4c25d41a215cd3a16fca4102d3ae8d382d5e25a7ebdc3850781	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	95163716f595838207178682af9d39338cd210925e98f9b5fa8169ce9a1b483b	STRICT_FLAVOR	AUTO_APPROVED_ALIAS	sensory.cocoa	AUTOMATED_SAFE_RULE	0.990000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88d99288a4ac768a0d2de974	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:8baf32203afe5f817e00fde9	coffee-b2:abdcbe5caaae45ae54e7ba5d	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=347;column=9	2f2b5bb8189f17c980552af41e9718a2158a3559069f90340da2a16b261f9eba	54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b	54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b	QUALITY_EVALUATION	NON_DESCRIPTOR		AUTOMATED_SAFE_RULE	1.000000	NON_DESCRIPTOR	AUTOMATED_SAFE_RULE	P1	AFFIRMATIVE	true	true	false	false	false	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	abfc2c894c2ce8dccb31bf0daa3d01e1259b43136945c6b6534278e4b0d8e0f7	hash:sha256:53e982251b5e24fc3cc224774d203b681bd1363512fdcc93842a7e2be3f1b5b0	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88dbbe2f5b166f9c183ac41d	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:eca9c087e1a7af6af2cc624d	coffee-b2:32c91b7bb2f3cbe871925312	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	62948231de5f84259797dec021624dfcb73d690cc147107a39d0d2c00afc3681	315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:88df4aec6b0c5cf0aae1178a	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:a51be4d8a86c7763b51c471d	coffee-b2:d3264a2929a3f93d1f00b7eb	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	59e28443aa8ff2f1b3deb80c3cc3380f5e5dc6eb1ceaa0c8f08f259666ea7228	d5fab6d3de1d6a40c11a2e92f11e78b1656cd09dee7a63f4623906694ff0e3ff	d5fab6d3de1d6a40c11a2e92f11e78b1656cd09dee7a63f4623906694ff0e3ff	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	8286ee4ea8f54f0276bcd4a125de6fd38a58534eebe24df396f05febeee3a91a	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.grape	AUTOMATED_SAFE_RULE	0.980000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
