semantic_form_node_id	cleaned_form_id	cleaned_lexical_form_sha256	source_languages	semantic_classes	source_native_form_ids	source_families	records	assertion_support	source_language_count	source_native_form_count	source_family_count	effective_record_support
semantic-form:701e83e252bd845e21c0c64f	cleaned-form:701e83e252bd845e21c0c64f	701e83e252bd845e21c0c64fdf1f7986709a9f582042a0ca2f87ca9caa2de0c8	UNREPORTED	STRICT_FLAVOR	source-form:701e83e252bd845e21c0c64f	family.coffeereview_kaggle_parsed	effective-b2:0cc18d0aa52a8fab4ee5ba28	1	1	1	1	1
semantic-form:70329b1c2fb2a364d806e0cc	cleaned-form:70329b1c2fb2a364d806e0cc	70329b1c2fb2a364d806e0cca8471f8cff15c5a6eaf3a7416f94abc9ac6c96ac	UNREPORTED	STRICT_FLAVOR	source-form:2e3ed09552cad5377f2de419|source-form:488fa723a1c8843e439f699a|source-form:48c6cda3424026f0704cd582|source-form:4afdbba761dc58736ade9d89|source-form:5710acd94134fa995c663dc2|source-form:5968641077469eabd54c48da|source-form:70329b1c2fb2a364d806e0cc|source-form:7e092dc77267193a68f480e8|source-form:8fae9d07220ff83408bff39a|source-form:acbb4984b7c3f3d953b34b80|source-form:b15af8ede8200dfc2a880700|source-form:b38d096cc2b774a9c8da8ed9|source-form:b80bf933e63456c5b2720c06|source-form:cf118c196346daf018b782ea	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	effective-b2:012b9b7e63eb6647b7018677|effective-b2:018918e385610924eb680132|effective-b2:01e025fe70fabfa759725246|effective-b2:036385a7f58802e092e4d0e4|effective-b2:0639c30d5bc19eb4e968585b|effective-b2:0678c52eaad81a498772e801|effective-b2:06de83946a1bbf76b1195338|effective-b2:0733c15d3904182c8e09ac59|effective-b2:0838b5b81e9c5244e51e1199|effective-b2:0903833b06a2d3f570627c93|effective-b2:095d558e882db6b31f181341|effective-b2:09b01027f21141a35f096bb0|effective-b2:0b0bda088d9b43f0c276d013|effective-b2:0b675894ca4bd5e2f76cc166|effective-b2:0d56347071fd162f123f2272|effective-b2:0e8db771f0f1ad36c6d3ddf3|effective-b2:0f4a0ca6d6bbcc5bf3a3bfd8|effective-b2:112a6039673b093e47a22b46|effective-b2:115f572c91d8f95d68ec4518|effective-b2:1217e968b75f35062d18a5b4|effective-b2:12999550a3f766c15e9bdf5c|effective-b2:147df9fc03988b8a73c390d8|effective-b2:14b24fdd88edbb57f257fd89|effective-b2:1636ae8093e417c2ca59bce0|effective-b2:17c38e28dc0839f2b138cc46|effective-b2:17f0f8ca05ba2f1c54edc210|effective-b2:18de3fe3ee22d62eebeb7b4f|effective-b2:1a2a0afd9f54d5f1fd3e0a2a|effective-b2:1a54ba2b72fcb44a330e192f|effective-b2:1c2813187b0facdc5ecce796|effective-b2:1d162f1bc41e1cba765791bc|effective-b2:1d2fd33959d3f1fb7c2bf928|effective-b2:1d3fc9379117a93f396410fc|effective-b2:1e94612c7f0e1813d12c3dfe|effective-b2:1ec6a29845e45a40155a3784|effective-b2:1f02804f3e4419198c96f112|effective-b2:1fc09fb48f0653def6e6f8f9|effective-b2:20bfebe04661f8fe7ab484b6|effective-b2:221411ec0532bc81fb4d7f28|effective-b2:224dbb3a627f073fea783bf4|effective-b2:230fb0fee168494001871dee|effective-b2:252af432dcef188be83f40dc|effective-b2:26e027ac149f833f4203b0ec|effective-b2:2811c39d24e2ae3ec44edccc|effective-b2:28a054baada011542f710e13|effective-b2:28e3f8432b3514387c190607|effective-b2:2c79401cf993cc174714713d|effective-b2:2e6bc84ead70f4d264969772|effective-b2:2f4bcdf0a2d7dcc8e947ef57|effective-b2:2f62aa84857a727d52e0dbe1|effective-b2:30e0ca32570390f444a749cb|effective-b2:31cab903eb75b9d92814c330|effective-b2:3205511e6ad5848801c22be8|effective-b2:32c4d2973eba0a6316d1c817|effective-b2:33675cd0ba8cc658487da611|effective-b2:3628ca2e8b4e7f5b6c85728b|effective-b2:36dfdc855679969fe07ed5e9|effective-b2:3c3175820b4ccfac48a60517|effective-b2:3cd269c01cb4fe9f7fb62b67|effective-b2:3d4029c7819353c57775f957|effective-b2:3d7642b4c9c769f89cfa07f4|effective-b2:3fbe413ebe16b4d9a74f828b|effective-b2:3fd9cd1436f0ab7688b9c556|effective-b2:404daf82c0050c6d9ef48cd6|effective-b2:4080acdb82a803ccc69cf305|effective-b2:40e96fc67a12a8e9756d94fd|effective-b2:41b2ac8559621e12889f8b88|effective-b2:4204796fa9533542b8dd3af0|effective-b2:4249a00557c159781f887ed7|effective-b2:440e0f9f55de7b2fc70c80e2|effective-b2:4427869f7ecba5cb8869e86c|effective-b2:4441ebacf838b6c73b96e963|effective-b2:448ebaf65a647b379e8f97b5|effective-b2:449c2836577e116c769b8b92|effective-b2:474c785b96d6cc2ae7c3a825|effective-b2:477d7c3e3a6a9c5499bc19b7|effective-b2:484eaf5ca04ccc6726c2176d|effective-b2:48820d3527ac1468836f183c|effective-b2:48953fed65bbc82f5c02ac14|effective-b2:48e12897d57e2bf95f04c9e7|effective-b2:492e93fb31b257f03a393acf|effective-b2:49ca310003eb052bb1df7767|effective-b2:4aa6cd12fda4497564791498|effective-b2:4b2d44e357c10f244dcd1e74|effective-b2:4c562fa6707e49e90328d712|effective-b2:4d1ae4cf51d251f626bf5470|effective-b2:50ba716c78adce38b76abcef|effective-b2:519bd36c807e80b4e298d76c|effective-b2:51c18e591d9e665e3c75ea32|effective-b2:51ebb907ad840b2127daf4d0|effective-b2:527d802df8b4dd7d9664c696|effective-b2:5369127435789e9ff4827e82|effective-b2:546050fe10a42c06b2c13f6b|effective-b2:5520a1896ca3f28391e6c9e9|effective-b2:5998f662052850acfc844a0b|effective-b2:5d3f5855a432d8a6a771bc89|effective-b2:5e7872da296a729be47af5cb|effective-b2:5f4910970747a55f964f6b00|effective-b2:5f6c9ced64a676c4a4cfc8d3|effective-b2:5fb5e54e397cda2ed96912a0|effective-b2:5fb7f51c01aad3b9bd693ff9|effective-b2:6032d6b60701c8a84c8bd1ed|effective-b2:6074c0ed8a81595a9d7cfa50|effective-b2:623a4b436b093707f48dc892|effective-b2:62654e0eacc2c048045bdb89|effective-b2:629c1bcd985d29c15bf9833d|effective-b2:63fe77cfbcef93ebd445b465|effective-b2:643985846b6f228818e5a577|effective-b2:64507cde05e4952947c47592|effective-b2:64580adca2729a0ca093e651|effective-b2:649099bfac9b365880b2e95a|effective-b2:6515d8891d46080e21500a70|effective-b2:66ac21dba7c71ab40f708a6f|effective-b2:6722c6657bc3298c10b6d92d|effective-b2:68286fed13c0b98d44abd381|effective-b2:687bab2a024d86feb1a1d87f|effective-b2:6a0ad5c65966b14cdcf85319|effective-b2:6dbcf07f4d9d860ff9a9dfab|effective-b2:6f3877d484de9854d6193c2f|effective-b2:6f9540504e69b3f1a26b0772|effective-b2:6fd7aae27b3af49e3638ad5d|effective-b2:70fd5c13b62da03fc77d5b54|effective-b2:7209be8381e71f01d74e8b40|effective-b2:72c840be843c50d321f8b2f7|effective-b2:72cff80e0341b9948930eae2|effective-b2:749b4a50543eac30e151781a|effective-b2:76c99541ef4ec62c9037f5bf|effective-b2:77f24461c3afd3d5690a0ba7|effective-b2:783062ebd303e2f5b0e86256|effective-b2:797c65112955bc90f9c92b9d|effective-b2:7b3e42ba7b40adbfddd2d888|effective-b2:7d993b056d4deac5068d3891|effective-b2:7e015641f9ef4878530ecd94|effective-b2:81f7b73c7988f387ecacf3c5|effective-b2:82ce5a2c941aea88d81bbaa1|effective-b2:83e60579c2491edf24b7cd8d|effective-b2:85b682d0fdf2e40ba8d1e3a5|effective-b2:86666121dc4d89703cf19c24|effective-b2:86ed8fd806aa87ced75d0d62|effective-b2:874cd97f787166f4adafbc45|effective-b2:8849bae43550b492a3923913|effective-b2:887558af27fc35147fa04a49|effective-b2:88dc42f09d676b99c86b4fb5|effective-b2:89d1028814a441b652979fb0|effective-b2:8a0c0531368ff292cf23d45d|effective-b2:8b085a3ee78771774ba8af54|effective-b2:8bcb224f4db389ca00e50371|effective-b2:8e1416cb4cda383a9395b805|effective-b2:8fbd55dee5280fdf7d81a895|effective-b2:8ff7d58af9a0474ab3db802e|effective-b2:913ac2dd9b60e4a32c15e54f|effective-b2:919893a489e275c60e4d9e4b|effective-b2:91fb29ec704326b9c3bc1fd4|effective-b2:924709142abc6036aa44c864|effective-b2:926016737ec5619194ae105d|effective-b2:92ac9be563cd3b85a9afd1a6|effective-b2:9342296e07ba6572a4c60bd4|effective-b2:95502309a9374836794a1b24|effective-b2:95629d2e11261910148ac4aa|effective-b2:95f8fff9ad12b537726bc612|effective-b2:975f73ad769530ccf05c1136|effective-b2:987052e9a75c3b1c3171f9cd|effective-b2:9960962852dbd7cf64bd210a|effective-b2:9adc5cd5f2747c4b64485f85|effective-b2:9d1d11229c4d75c8a78ad7ab|effective-b2:9e8b636871d1cd92e375d3df|effective-b2:9e9cd86cf77d8f4194d41894|effective-b2:a0ecd336244e1a5d085fd56d|effective-b2:a11cb76b867370baa5ad901c|effective-b2:a1f68bee86fdeca91e0568f7|effective-b2:a206706cc7f500fde2673f5f|effective-b2:a248424c0138b3896e8e243b|effective-b2:a3a5a3e1a9748a414a61e343|effective-b2:a3bcfe21d2a768a0d2a0fe9e|effective-b2:a4b8252c905458f1bdc19d44|effective-b2:a4bc07aa674662088dc6aa73|effective-b2:a67f7044afeee62f20649664|effective-b2:a67f9e2da900fb8f96ff464e|effective-b2:a7837eccdcd6e9471fa3220e|effective-b2:a9e8fae35a6d123c2b4305a8|effective-b2:addf927ece29c4eb09a314e8|effective-b2:ae733290a350e90ed3849cd6|effective-b2:b147e3318a75aeb0d25696c6|effective-b2:b227f2dadd1837d38537f162|effective-b2:b24f516a24579b03f2da6742|effective-b2:b2cd7fdfa8800e6108acbbe5|effective-b2:b39e63cf43db6d763c1b0012|effective-b2:b45218422517d11d589b2fce|effective-b2:b4f8fb52deafd60e97440503|effective-b2:b525d6b9c44ee23f8aabada3|effective-b2:b6a63ffbd49bc89a44ea86ca|effective-b2:b6b73e91a525a4be02c0f45a|effective-b2:b763edcc545d2ac120d60627|effective-b2:b7afa8658aaab291122f3b7b|effective-b2:b862f63670c00f218e84c173|effective-b2:ba65db96650f0aafcf8ff736|effective-b2:bc94bb4e2ffd0f6ef2feec45|effective-b2:bc9df51cca40fece5f0de95e|effective-b2:bd9969f1bd49b3a868bad8dc|effective-b2:bda3fe8f9173d476b2a130c5|effective-b2:be3cf40df42f0819985da706|effective-b2:bf1f4ebffd60651c91fe1682|effective-b2:bf44a0503c49a8eb1a17a291|effective-b2:c18aecc6770723b055be461b|effective-b2:c2d7bf9c46a0f91a54b9faa0|effective-b2:c2f71066fc9f481b1c5935d3|effective-b2:c3477349d8ae90dbf41d2999|effective-b2:c38c0648cf34ea04219a99a1|effective-b2:c41bd0bff925605597286767|effective-b2:c4724f1b2c70ca16c36a6558|effective-b2:c4f76c1b1a9194eabb6f7e47|effective-b2:c5c306115dc703b88546ecd5|effective-b2:c641d978af562984e15c1699|effective-b2:c84f37b71a65c7712162eb7d|effective-b2:c9a9ed1f2465cfde9c673391|effective-b2:caef280b8906e1471947a64a|effective-b2:cbd24abd05c799f34a109b8f|effective-b2:cdd3ffec83c52087f32ec28e|effective-b2:cf1902abf7bcabd8c8bab5ab|effective-b2:cfb65d66f29f1940558657df|effective-b2:d0604c3861b8da91e0c2cc34|effective-b2:d1340baa5cfea336fc4a3d73|effective-b2:d25e16c29a500df5398c4121|effective-b2:d3667aa499308209621f4804|effective-b2:d63961023dbb3e7dbdd3b985|effective-b2:d6567fe32373fc0292f92cea|effective-b2:d8f87887446ba13bcf1328b4|effective-b2:d949468802e9ad825a30af3d|effective-b2:d98f271b8c0ec663e8b06e6e|effective-b2:dadd4f1d86ca93aa01abd07e|effective-b2:daf5f178a3a83f7c94d155d0|effective-b2:daf7406d337e3b6216ec0bdf|effective-b2:db6427fef20e14a0372dfe4a|effective-b2:db83bf118493239e6e382534|effective-b2:dca64fac77eeab75190c0501|effective-b2:dca66600852acaf720960451|effective-b2:dddb004a6ef03e6ee63db991|effective-b2:de969cac080bb7d0ec984e2c|effective-b2:dfa67429a2fce605376c35c8|effective-b2:dfe3f4a5fdfc0d6feb03c1a6|effective-b2:e007570193f4ff521c56d45b|effective-b2:e00a67b6e9ceaad7fb918cdd|effective-b2:e144821f2938f7b4a2d94f05|effective-b2:e18eb9c922a5e24960164ba3|effective-b2:e26d812fd7add10089fbc643|effective-b2:e29f469309f9c85f96be5728|effective-b2:e2c579e039d84807f2e8a5bc|effective-b2:e35a69f6c65ca7ba4c51510f|effective-b2:e3696b346c6f3aaadeeb86e7|effective-b2:e3a0d54b1a5839996221d6bf|effective-b2:e52eb8288949e51c8d0890f2|effective-b2:e6a38679ed09a60d1fb02484|effective-b2:e6a88adc573add56a9d5ed0b|effective-b2:e7105ff063a2e45ce5c9feb7|effective-b2:e88797606e92d3243c9e3db8|effective-b2:e8c43f54d63f20fbed682976|effective-b2:e9618267225696dc7b3faef1|effective-b2:e9d51824e5c0c3f3f1af834f|effective-b2:ea657caf6565742961d032e8|effective-b2:eb36f5e4254c5800acace687|effective-b2:eb4126fc3619ed98b4c07c7c|effective-b2:edaf176fac1b797a60a08cff|effective-b2:ef9a3a458d29fc8a2d77247c|effective-b2:f1149b6f29eed69efdbd01f3|effective-b2:f15dcd5316a842db13482dd2|effective-b2:f19d4c3b5415dd2934fce13b|effective-b2:f42cbd95e0ac7029d51fab49|effective-b2:f8db7fc67fb7c9184ed9dcb7|effective-b2:f991f5f88f2eb227d134de9c|effective-b2:fa3696fd619dcf54c14fdd00|effective-b2:faf9614ef66f3b38750506fb|effective-b2:fcab4c9bc0a6ea64215cbcea|effective-b2:fe98319563b9c8d044cfab17|effective-b2:feb088fb75e162d8a17afafc|effective-b2:ffccfd1a8c7aed1576501390|effective-b2:ffead55f9a7c430cf5f23fc5|effective-b2:fffc8983e0dd32c5795d64f9|effective:f78304cd66c43e7b10ddb5ea	312	1	14	4	278
semantic-form:7036978aa43908cd2aee0d50	cleaned-form:7036978aa43908cd2aee0d50	7036978aa43908cd2aee0d5082e5fdc87e8deb0e48a324fa29e9fb020cb12adb	UNREPORTED	STRICT_FLAVOR	source-form:3a4ea277f4681bc71e7e31fe|source-form:ec8dee9b65051f7329494581	family.ace_cup_of_excellence	effective-b2:28e3f8432b3514387c190607|effective-b2:29643d1e301ca8c4cc4c672f	2	1	2	1	2
semantic-form:7038553232fe8c2ad8623993	cleaned-form:7038553232fe8c2ad8623993	7038553232fe8c2ad8623993def1022013ade04c262a68b92dd68e8292ca4cf7	UNREPORTED	STRICT_FLAVOR	source-form:da6ea25b0bdeee40901876a9	family.ace_cup_of_excellence	effective-b2:2bb89dfd17e77e76c084a6b2	1	1	1	1	1
semantic-form:7038dd779f81162e444a3060	cleaned-form:7038dd779f81162e444a3060	7038dd779f81162e444a3060ced76841cff79ced8565dc76c2188b4f03358599	UNREPORTED	STRICT_FLAVOR	source-form:814be38a730c0e04f3cb2d58	family.ace_cup_of_excellence	effective-b2:6f98a00d49c5f01bcd4c70e4	1	1	1	1	1
semantic-form:705d318ef1c56e46f8da5a8f	cleaned-form:705d318ef1c56e46f8da5a8f	705d318ef1c56e46f8da5a8f4ce15854fdaee28fe786eb2df0d71e4df190d4b6	UNREPORTED	STRICT_FLAVOR	source-form:4f766a25db96d45e91016cfd	family.coffeereview_kaggle_parsed	effective-b2:98a08f61488eaeb153efbbfa	1	1	1	1	1
semantic-form:705dbd9aa6533376b5fd4312	cleaned-form:705dbd9aa6533376b5fd4312	705dbd9aa6533376b5fd43120f857ddb2a0393ab6b76ef72079c837eb2b1223f	UNREPORTED	STRICT_FLAVOR	source-form:705dbd9aa6533376b5fd4312	family.coffeereview_kaggle_parsed	effective-b2:4884441fd8320ead87cf3137	1	1	1	1	1
semantic-form:7063434fcbcd021a35f97559	cleaned-form:7063434fcbcd021a35f97559	7063434fcbcd021a35f975590d650fb24371aecbded4becfa5d7671f2dff3f7b	UNREPORTED	STRICT_FLAVOR	source-form:7063434fcbcd021a35f97559	family.coffeereview_kaggle_parsed	effective-b2:f01bae15587524dd9d775f03	1	1	1	1	1
semantic-form:7065f4039913e62202284604	cleaned-form:7065f4039913e62202284604	7065f4039913e6220228460415b76aa5339862757bfd3459885f7a3568a1c060	UNREPORTED	STRICT_FLAVOR	source-form:bdb932508cd11a19eb3ad80d	family.coffeereview_kaggle_parsed	effective-b2:b1fc1ee01ff89bf80c3ce024	1	1	1	1	1
semantic-form:7067be1e6a88b9eb6afd4d39	cleaned-form:7067be1e6a88b9eb6afd4d39	7067be1e6a88b9eb6afd4d397863c32f9bfa4bee256a125f0140718270013ee5	UNREPORTED	STRICT_FLAVOR	source-form:f516c914b33e4a3c8de67c0c	family.coffeereview_kaggle_parsed	effective-b2:88c330f315b4464db8a10614	1	1	1	1	1
semantic-form:7067ee6b110cad80ecd4cce0	cleaned-form:7067ee6b110cad80ecd4cce0	7067ee6b110cad80ecd4cce030ac8dafd32e3f70c61b2e56a3e68d26e920e87c	UNREPORTED	STRICT_FLAVOR	source-form:4cd3e3c2281f1c55eed7e693	family.coffeereview_kaggle_parsed	effective-b2:847114ae42a966161e45bb17	1	1	1	1	1
semantic-form:706a99549734c267fa2afed5	cleaned-form:706a99549734c267fa2afed5	706a99549734c267fa2afed51092ba4df4dab5ac1fc42405654edb52f3aea97f	UNREPORTED	STRICT_FLAVOR	source-form:d9ea080025afbfc289db7a18	family.coffeereview_kaggle_parsed	effective-b2:b5c1108df158f6fc391ed244	1	1	1	1	1
semantic-form:706d8be9d795c8ffccf8d2ad	cleaned-form:706d8be9d795c8ffccf8d2ad	706d8be9d795c8ffccf8d2ad82658511041d7d1231eb15cbd0dc2f133708f04f	UNREPORTED	STRICT_FLAVOR	source-form:52de5ea467c23bd56262108c	family.coffeereview_kaggle_parsed	effective-b2:3a796ba1cbf70ac75b348086	1	1	1	1	1
semantic-form:7073a79763dc05b1598d5a91	cleaned-form:7073a79763dc05b1598d5a91	7073a79763dc05b1598d5a91b51067f654fc884524386e17cb077d0545e71dd8	UNREPORTED	STRICT_FLAVOR	source-form:7073a79763dc05b1598d5a91	family.coffeereview_kaggle_parsed	effective-b2:069c35bba5633120d0b7c952	1	1	1	1	1
