review_item_id	review_rank	concept_cluster_id	mapping_state	assertion_support	effective_record_support	source_family_ids	year_ids	suggested_action	restricted_pointer	project_owner_decision	decision_reason	reviewer_id	reviewed_at
cross-form-review:f3f48fcbd3266d3f2bb07452	110	concept-cluster:7039aedffc129f0eabf823ec	GENUINE_ONTOLOGY_CANDIDATE	106	102	family.ace_cup_of_excellence|family.project_origin	year.2012|year.2015|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:f3f48fcbd3266d3f2bb07452				
cross-form-review:394a4fc81181014a0276005d	111	concept-cluster:d52e9d52e512739ac92c4187	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	6	6	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2020|year.2023|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:394a4fc81181014a0276005d				
cross-form-review:9f33403b397695ecaf5894d1	112	concept-cluster:302d25bf1409a265f677338c	CROSS_LANGUAGE_REVIEW_REQUIRED	25	25	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:9f33403b397695ecaf5894d1				
cross-form-review:edaddd5d46fc94ae9709229a	113	concept-cluster:b6d22fb19f4d4a68da6eba65	GENUINE_ONTOLOGY_CANDIDATE	104	103	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2014|year.2017|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:edaddd5d46fc94ae9709229a				
cross-form-review:5d93664b61186c94006aa4ce	114	concept-cluster:a713ed140be103a9a7beb665	CROSS_LANGUAGE_REVIEW_REQUIRED	23	23	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:5d93664b61186c94006aa4ce				
cross-form-review:11549a2646088ed7bbfee3b3	115	concept-cluster:bb66cfd556e9ace7cd9012ae	GENUINE_ONTOLOGY_CANDIDATE	103	102	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2017|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:11549a2646088ed7bbfee3b3				
cross-form-review:776e223ba5b323075f39a413	116	concept-cluster:d2a02036a6fdc7327e403e8f	GENUINE_ONTOLOGY_CANDIDATE	201	196	family.ace_cup_of_excellence	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:776e223ba5b323075f39a413				
cross-form-review:fb7924cfa599474d601d7b31	117	concept-cluster:1a9cab32de9a4729c1e92f6b	CROSS_LANGUAGE_REVIEW_REQUIRED	19	19	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:fb7924cfa599474d601d7b31				
cross-form-review:a17066f288bd47f711fb6c8f	118	concept-cluster:8e7b3fe1d330614626d1cb25	MODIFIER_OF_EXISTING_CONCEPT	96	95	family.ace_cup_of_excellence|family.project_origin	year.2008|year.2009|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:a17066f288bd47f711fb6c8f				
cross-form-review:9201ab7fc11f98fc8a2d0feb	119	concept-cluster:d957fe7e419f6b02675e4135	CROSS_LANGUAGE_REVIEW_REQUIRED	14	14	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:9201ab7fc11f98fc8a2d0feb				
cross-form-review:eb4bfbd75facdc3ac4735ea7	120	concept-cluster:47cc2fa4a85180455e09af16	GENUINE_ONTOLOGY_CANDIDATE	92	89	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:eb4bfbd75facdc3ac4735ea7				
cross-form-review:20f85726e2d62ec624297f87	121	concept-cluster:79f10b53b985639a1dc6734a	GENUINE_ONTOLOGY_CANDIDATE	92	90	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2013|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:20f85726e2d62ec624297f87				
cross-form-review:38f2c1b318820f0e39e772a7	122	concept-cluster:0a209bcbf67fdca448e5dd90	CROSS_LANGUAGE_REVIEW_REQUIRED	11	11	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2015|year.2017|year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:38f2c1b318820f0e39e772a7				
cross-form-review:d3e32c743b30e2a0026bfe59	123	concept-cluster:1199b9ff2cbf52ce7fbac416	GENUINE_ONTOLOGY_CANDIDATE	191	175	family.ace_cup_of_excellence	year.2008|year.2009|year.2014|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:d3e32c743b30e2a0026bfe59				
cross-form-review:985e0db459d34767b3cc8a5d	124	concept-cluster:8dab303fa66c0499cbce3d9b	GENUINE_ONTOLOGY_CANDIDATE	91	88	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2016|year.2017|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:985e0db459d34767b3cc8a5d				
cross-form-review:c54b7b005e688e8112bf51ed	125	concept-cluster:ed6b8e3a0438a77041ffac17	NON_DESCRIPTOR	91	91	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022|year.2024|year.2025	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:c54b7b005e688e8112bf51ed				
cross-form-review:8943d8a996cdc9c23cf8c44a	126	concept-cluster:7d1084a4d4ec40493dca3d82	CROSS_LANGUAGE_REVIEW_REQUIRED	7	7	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:8943d8a996cdc9c23cf8c44a				
cross-form-review:7021c4031dbc29496dd25753	127	concept-cluster:e056ffc198f8c3e98876ff49	CROSS_LANGUAGE_REVIEW_REQUIRED	6	6	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:7021c4031dbc29496dd25753				
cross-form-review:50d16939bfb76c186838ae7e	128	concept-cluster:e36688b7a55acddfd65f50cb	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	86	66	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2017|year.2018|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:50d16939bfb76c186838ae7e				
cross-form-review:58623da5f87a3b24d2234e1c	129	concept-cluster:0270e7ef3e9dc675f5ed33a4	CROSS_LANGUAGE_REVIEW_REQUIRED	5	5	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:58623da5f87a3b24d2234e1c				
cross-form-review:417e0fb5ef169140c3fff418	130	concept-cluster:26aee718c15908b609561fff	CROSS_LANGUAGE_REVIEW_REQUIRED	5	5	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:417e0fb5ef169140c3fff418				
cross-form-review:170f809a648a30f705c67443	131	concept-cluster:fa6b621a4b163496e225d7a1	GENUINE_ONTOLOGY_CANDIDATE	85	75	family.ace_cup_of_excellence|family.project_origin	year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:170f809a648a30f705c67443				
cross-form-review:a917613fdf1fa3ea0f2b3bad	132	concept-cluster:3f99d3a824f8997c4a83b076	MODIFIER_OF_EXISTING_CONCEPT	83	63	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2011|year.2012|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:a917613fdf1fa3ea0f2b3bad				
cross-form-review:64ece92ce6825bde58b7718f	133	concept-cluster:419a054e590dab65c7bc739b	CROSS_LANGUAGE_REVIEW_REQUIRED	3	3	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:64ece92ce6825bde58b7718f				
cross-form-review:5367bfbf37dc9034a998e995	134	concept-cluster:6d5d917e6528cce83dccc042	CROSS_LANGUAGE_REVIEW_REQUIRED	3	3	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:5367bfbf37dc9034a998e995				
cross-form-review:5a034ac0508222ea969a0a89	135	concept-cluster:75e03cc084d2ff997a5a0e73	CROSS_LANGUAGE_REVIEW_REQUIRED	2	2	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:5a034ac0508222ea969a0a89				
cross-form-review:7637e7a95df3140d13355c15	136	concept-cluster:255da3c364d6feb63685dea0	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	80	61	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:7637e7a95df3140d13355c15				
cross-form-review:8e2f999e7cd870fd3f904004	137	concept-cluster:e1bfb84a6b6d5a815d81d342	GENUINE_ONTOLOGY_CANDIDATE	79	75	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:8e2f999e7cd870fd3f904004				
cross-form-review:ada76eb30cdeda160ace2adb	138	concept-cluster:d970029047443d15cbca5f11	MODIFIER_OF_EXISTING_CONCEPT	76	60	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2020|year.2021|year.2022|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:ada76eb30cdeda160ace2adb				
cross-form-review:8186a7d79b0c509f26ec6a17	139	concept-cluster:b926eac0b880cb966ad3c142	GENUINE_ONTOLOGY_CANDIDATE	75	71	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2010|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:8186a7d79b0c509f26ec6a17				
cross-form-review:b5334657bcc6d395d0b36e68	140	concept-cluster:aca4366bea6523cd4300ef6c	QUALITY_OR_STRUCTURE_ATTRIBUTE	74	74	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:b5334657bcc6d395d0b36e68				
cross-form-review:5e99c72976450891a05a3ace	141	concept-cluster:c997702f89b15f24e5c90620	GENUINE_ONTOLOGY_CANDIDATE	74	63	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2015|year.2018|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:5e99c72976450891a05a3ace				
cross-form-review:7eaf33052abe4a130e51e39a	142	concept-cluster:81a24d950a1fd3dcf6337854	GENUINE_ONTOLOGY_CANDIDATE	70	67	family.ace_cup_of_excellence|family.project_origin	year.2009|year.2012|year.2013|year.2015|year.2017|year.2019|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:7eaf33052abe4a130e51e39a				
cross-form-review:6be85fc1e3ea0ddba6bf54ba	143	concept-cluster:6e51aa93e76eb82ae05b5fa3	GENUINE_ONTOLOGY_CANDIDATE	69	49	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2017|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:6be85fc1e3ea0ddba6bf54ba				
cross-form-review:83ee952d5049b1d5adfef1e4	144	concept-cluster:e6e4df5714990d2c9c16934c	QUALITY_OR_STRUCTURE_ATTRIBUTE	169	165	family.ace_cup_of_excellence	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:83ee952d5049b1d5adfef1e4				
cross-form-review:23308348c57c07a3a22fece4	145	concept-cluster:77a83ecf3e80796d59cca3fd	GENUINE_ONTOLOGY_CANDIDATE	68	47	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2015|year.2017|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:23308348c57c07a3a22fece4				
cross-form-review:50afae6224712351151ba61d	146	concept-cluster:d0c2eb2b9a9d3ee3da4f5e42	GENUINE_ONTOLOGY_CANDIDATE	68	66	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:50afae6224712351151ba61d				
cross-form-review:18b6dfeb0d4c24521a965cf5	147	concept-cluster:838a1ecbced605a77ff34148	GENUINE_ONTOLOGY_CANDIDATE	64	55	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2010|year.2012|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:18b6dfeb0d4c24521a965cf5				
cross-form-review:0797d47c13f87cc2949d4ea2	148	concept-cluster:86beef2177867ba1a8e0cbb8	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	64	63	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:0797d47c13f87cc2949d4ea2				
cross-form-review:f52dd43d5a1bcd611563238c	149	concept-cluster:df91c4d2ad6d43221cfc537c	GENUINE_ONTOLOGY_CANDIDATE	64	55	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2016|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:f52dd43d5a1bcd611563238c				
cross-form-review:3b2e47e40786d552b5f91a41	150	concept-cluster:e1200bbf57a7a928f28a223b	QUALITY_OR_STRUCTURE_ATTRIBUTE	64	64	family.ace_cup_of_excellence|family.project_origin	year.2009|year.2010|year.2013|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:3b2e47e40786d552b5f91a41				
cross-form-review:827c0e66f37e96f96cda0f7a	151	concept-cluster:8aaa51e523d0e6adfa27cf12	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	63	61	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	year.2011|year.2013|year.2015|year.2020|year.2021|year.2022|year.2023|year.2024	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:827c0e66f37e96f96cda0f7a				
cross-form-review:bbd5e261f068d166dff335ff	152	concept-cluster:8847395bd23be299df6e6d9a	GENUINE_ONTOLOGY_CANDIDATE	62	61	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2014|year.2015|year.2017|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:bbd5e261f068d166dff335ff				
cross-form-review:e8f329174a6ed9b8ccd4a6c7	153	concept-cluster:04a5ca027d40c9bfa0a41b0a	GENUINE_ONTOLOGY_CANDIDATE	61	59	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2013|year.2015|year.2016|year.2018|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:e8f329174a6ed9b8ccd4a6c7				
cross-form-review:472075e6644b07dd42cc426f	154	concept-cluster:253aa868967b741f0a564e37	NON_DESCRIPTOR	61	61	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	year.2017|year.2021|year.2022	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:472075e6644b07dd42cc426f				
cross-form-review:164c7852edc131e7f627d11f	155	concept-cluster:83e91e550ab1a1be65270ad0	QUALITY_OR_STRUCTURE_ATTRIBUTE	61	54	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2022|year.2023|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:164c7852edc131e7f627d11f				
cross-form-review:22c346b31f1d6c1ccbe89385	156	concept-cluster:a1c767861fec82bee12e4932	GENUINE_ONTOLOGY_CANDIDATE	61	61	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022|year.2023|year.2024	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:22c346b31f1d6c1ccbe89385				
cross-form-review:be404828d74d0be324eb40a4	157	concept-cluster:51a569e31ede51d4d8d5f4c3	CROSS_LANGUAGE_REVIEW_REQUIRED	79	79	family.mdpi_certified_q_grader_storage_panel	year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:be404828d74d0be324eb40a4				
cross-form-review:1ce5975d58ce25d06d5661fe	158	concept-cluster:9ee7ffa6d911069085391680	MODIFIER_OF_EXISTING_CONCEPT	57	55	family.ace_cup_of_excellence|family.project_origin	year.2009|year.2011|year.2013|year.2014|year.2015|year.2017|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:1ce5975d58ce25d06d5661fe				
cross-form-review:5a2b226f9432f22fdd492bfa	159	concept-cluster:8d6b650f828befa6465865f2	MODIFIER_OF_EXISTING_CONCEPT	53	50	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:5a2b226f9432f22fdd492bfa				
cross-form-review:eb09715cac2e7858a1b4be82	160	concept-cluster:46ff81d17b64b5d4be5390d2	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	50	49	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:eb09715cac2e7858a1b4be82				
cross-form-review:71b4c533265ddc26a871fa2d	161	concept-cluster:ba0c345b7f69637370916b5c	GENUINE_ONTOLOGY_CANDIDATE	49	47	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers	year.2011|year.2016|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:71b4c533265ddc26a871fa2d				
cross-form-review:8f8241e9df3dd49ce992e9e9	162	concept-cluster:51050a1e1f68587771abbf5a	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	44	43	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:8f8241e9df3dd49ce992e9e9				
cross-form-review:0d1c068100e1c4025e5342ae	163	concept-cluster:b93aad4c40ce25571061a36f	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	44	43	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:0d1c068100e1c4025e5342ae				
cross-form-review:fcba7fa948ac01decfe581de	164	concept-cluster:ddab2a557f78e673ef641623	CROSS_LANGUAGE_REVIEW_REQUIRED	64	64	family.mdpi_certified_q_grader_storage_panel	year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:fcba7fa948ac01decfe581de				
cross-form-review:9f301809a2d621f28bf9e6c0	165	concept-cluster:eadb89bf30bc52e6bcbc1756	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	42	25	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2022|year.2023|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:9f301809a2d621f28bf9e6c0				
cross-form-review:beae4bca8b6eff59e4395713	166	concept-cluster:3d7e1ce7dfeec4595fd5cfcb	CROSS_LANGUAGE_REVIEW_REQUIRED	61	61	family.mdpi_certified_q_grader_storage_panel	year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:beae4bca8b6eff59e4395713				
cross-form-review:bada075ad98554412d9cd649	167	concept-cluster:342f1205aefc0fd5a021ad5b	GENUINE_ONTOLOGY_CANDIDATE	40	40	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2010|year.2015|year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:bada075ad98554412d9cd649				
cross-form-review:90307f828c41446d49d890cf	168	concept-cluster:f38d282b2fc1f001f767717d	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	40	40	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:90307f828c41446d49d890cf				
cross-form-review:d4471ed093601f4755224c84	169	concept-cluster:c4a96e5f6bb8ceff61aeb637	GENUINE_ONTOLOGY_CANDIDATE	39	37	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:d4471ed093601f4755224c84				
cross-form-review:7c0245787bcbd35bc0902548	170	concept-cluster:82f1cfb77c46d6bf8ff8f4ad	CROSS_LANGUAGE_REVIEW_REQUIRED	58	58	family.mdpi_certified_q_grader_storage_panel	year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:7c0245787bcbd35bc0902548				
cross-form-review:9ca427fc5c3fa6ec291c8ac1	171	concept-cluster:a952feb5bf424e3900daea4a	CROSS_LANGUAGE_REVIEW_REQUIRED	58	58	family.mdpi_certified_q_grader_storage_panel	year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:9ca427fc5c3fa6ec291c8ac1				
cross-form-review:f280834a84f633abbaba1ebd	172	concept-cluster:0134c4847bb76a47ae585f47	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	35	34	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2017|year.2018|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:f280834a84f633abbaba1ebd				
cross-form-review:2e8de21f1e49e050967230f8	173	concept-cluster:b17d6a1bb4174ae8afeff56a	NON_DESCRIPTOR	35	33	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:2e8de21f1e49e050967230f8				
cross-form-review:e1e335d60b1396d2703c06d3	174	concept-cluster:ca073af3d7269f217c2a5d1a	GENUINE_ONTOLOGY_CANDIDATE	32	32	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2015|year.2017|year.2018|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:e1e335d60b1396d2703c06d3				
cross-form-review:90a5bbc058b3e322376282f5	175	concept-cluster:d094714573c278992cd35d9a	QUALITY_OR_STRUCTURE_ATTRIBUTE	30	29	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup	year.2010|year.2011|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:90a5bbc058b3e322376282f5				
cross-form-review:d0c7cb59c92e8e9121d76cd7	176	concept-cluster:664b88cd2d59e38ee55df406	GENUINE_ONTOLOGY_CANDIDATE	29	28	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:d0c7cb59c92e8e9121d76cd7				
