review_cluster_id	cleaned_lexical_form_or_restricted_pointer	source_language	semantic_class	mapping_state	canonical_concept_id	assertion_support	effective_record_support	source_family_count	year_count	gold_support	silver_support	selection_reasons	codex_decision_type	review_state	human_reviewed	expert_adjudicated
cleaning-cluster:bcb1d167845c23b72307bae4	hash:sha256:9e8c9731465cd632d80ddde8c890cad83b8c96c336e1cb68471bd4e299f8e880	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.clove	25	25	1	11	0	25	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:db496f65a6f2c5c624ac4c9b	hash:sha256:dc6f17bbec824fff8f86587966b2047db6ab736785840151f13d1dab124e2a54	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.mint	25	25	1	7	0	25	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:339f1a2b0fd4310e226e92dc	hash:sha256:109c7f28ed7f6f3cdabc79a3923a460c07a8c5c3608bbe4d1d395f42359973ff	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		24	24	3	12	1	22	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:e114b5fecfb099e91c346c97	hash:sha256:32c2c9ff3c90610664fdb4fd5eddbe654820e5913d71c43f2a606f4fef2020ac	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		24	22	1	1	24	0	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:e3e9bcd2fe563f34f3c70184	hash:sha256:57f64f1b45572420f70df63573f4b115970951a20723cd4e8371d88e13dbcea2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		24	23	2	11	6	18	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:10aa51bcb99fde40b1756f8d	hash:sha256:b2e55e456cf481005d30ad1df9125fff00c56bc92491dac8af91ec77a931efa2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		23	23	1	10	0	23	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:3f5eb5abb3c9c56dc3bbf248	hash:sha256:a0e732628346bf0f5713f4e2a0d09eb21418db53e05c5756fb9763ceda111224	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		23	22	1	1	23	0	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:9e3c91f313e14f78d09d30a4	hash:sha256:2efa64f91736e51bfbcae85be793635c890cf873727a90a959ad0fbcffafbead	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		23	23	2	13	0	23	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:b0c412ae84ebf4cc39898c8b	hash:sha256:f9e263cde179789459a96a0f045d56bbf99f0076cdb7fb49e7508453654e7252	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		23	23	1	11	0	23	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:00f2c6d0d0da50b569aec1d1	hash:sha256:3748fbd132cd645a37562a4dd529c91442bfa156adcf96a311c1e1ff98f46636	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.walnut	22	21	2	8	9	13	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:187ffe8753a78c9659e8ff52	hash:sha256:0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		21	21	2	7	10	11	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:bf39d581df29c565258c54db	hash:sha256:4e10a4fb82b2a3dd638f3c704eecdff14fcc2158e964b3d630c1dab4efaf5ade	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		21	21	2	10	0	21	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:dd196b9df5c761b50a1525e8	hash:sha256:42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		21	21	2	8	0	20	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:ea29796e11a49d0baa5185db	hash:sha256:7a2be4e60db3a98f2223e8d727ff163c8150add069385236f02c97e1b5fbd44f	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.hazelnut	21	18	2	4	18	3	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:f43c1add30e707b133ea0d3f	hash:sha256:a7f62d7fa5c552c0f254e33bcbbd67088304c2f65753ad1e5b844b3a08a3b67e	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.raisin	21	19	2	6	14	7	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:1d9fe10405bcf4d941bc0637	hash:sha256:f3a22c1ce8e0a5a96393703806e4ad0b63031f0782c1b2d87dd175fc46a9d63d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		20	20	2	9	2	18	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:4d75a9f5832cad32577c51e2	hash:sha256:f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		20	19	1	9	0	20	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:7d56438e0c5cadeabc4f6b6b	hash:sha256:09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		20	15	1	1	20	0	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:98dbcb6b278f30350d7cb9dd	hash:sha256:16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		20	20	3	9	4	12	AMBIGUOUS_GOLD|CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:fca7b597856dd5bdf2880213	hash:sha256:f898cb1f16b1e45f23aebdd5214f849671e1afcb05b0e8648617603cd1d072a1	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		20	20	1	9	0	20	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:21def077ce16b1a807272147	hash:sha256:c7c7eb1087c4e24d4c121b65abe24f4e54b06a997aa9eac86f3215271f635672	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		19	14	2	2	18	1	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:6532fa4f165f3c60e85f9900	hash:sha256:ae02ea8b62fbf7ab4173f1b7aec9cb642e98bd8074074569a65041220217b7a6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		19	19	3	9	2	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:7a46715d2af01e87b7bf56e4	hash:sha256:80e5b5a554cccea7aad01d910203bb6364d2ae4b4f321cd91841821913a8574a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		19	19	1	9	0	19	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:86c875db422be98a6fd39bb9	hash:sha256:3609eddbc36b1a391389f1d1e9120f32a2bbabc811602a764f3bcb06bf6067c5	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		19	19	1	4	0	19	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:8e3c95effe34ab41b56d0192	hash:sha256:e676c67ba14337a056b0f1250eaf6618841ca4db01e2febefec852c274c2d15e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		19	19	1	7	2	17	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:68dab5c87df56557cbd22740	hash:sha256:c16a53f912ffe00d337fc477e4503b4d78e0d753ea88453ca865ef35dc849f7f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		18	18	2	8	0	17	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:fab0a7397f33470b23dbf9c7	hash:sha256:08ddff4ebe39249a9208cd305b7d14091b1ebabef6adfa897cc34675fa0e0848	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.ginger	18	18	1	7	0	18	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:0fee3865a9b839c3fef50a07	hash:sha256:846d124b6785689c70bc65cf99e0ea2e896349ffeb38cf1b1224b88b3982fe94	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		17	16	1	1	17	0	AMBIGUOUS_GOLD|CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:0ff8cddf5294aab174e59017	hash:sha256:f1bc1abd2c1542f016311238199a982d411974b1b0d8f6a10bb8276b9ada306f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		17	17	2	6	2	13	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:2919ca50b44ad33c939532cd	hash:sha256:d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.malt	17	16	3	10	3	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:4904bf25f79e137908364b8a	hash:sha256:f61ff4a4c92d6a663f4b5c66e9e4d8176a0256e7ab8386866a06868ac53345b9	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		17	16	2	7	0	16	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:5fc8d8b96fbdc4656af97c59	hash:sha256:f2b764032ffd79a52a80d455d5af4f90ce8b44b9885a9bbfcf66dee850f7069d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		17	14	3	5	11	5	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c55106bd16deab0e6651e47c	hash:sha256:1220e192481b60ee7b4a300550579a1d808439a82f6edfff306ad3f9d2fd0766	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		17	17	1	6	3	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c7053008add711dc2c4f6995	hash:sha256:8825e76530f87ff5c737b3254c6936bc0a90bba3a10a91bbba739268208d378a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		17	15	2	4	14	3	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:df38966239f5ee7d3e1433a5	hash:sha256:cdc56610ee59993ee752f47de6bf28086441a2b5c9a8ef0bfdcce632c760d7b2	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.pomegranate	17	17	2	9	1	16	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:06a0aff391d9d08a45e29c74	hash:sha256:230d8358dc8e8890b4c58deeb62912ee2f20357ae92a5cc861b98e68fe31acb5	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		16	16	2	8	0	16	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:09196c07f3ee516bdbde99b0	hash:sha256:98d1b510cac3e4d33bebbdc9f3567e38b64aaad7438d90eb769c67badf09d4dd	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	16	1	5	0	16	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:0d0cd6148faa61cfde89207a	hash:sha256:51b30c3940f1ac5c337c31fdbcca77a13ad88fb3b413e00041c326cb3df1aa31	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	16	1	10	0	16	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:0df8fab4b644619ae0215422	hash:sha256:8ae6b3fb7e1fc16bee1e8a222b637a1cc3babe18ff62bf201b36a89db506eea2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	16	2	8	1	15	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:347fb0987fbd2260ca539a5a	hash:sha256:3df17b92d63c1eb0fd5cddac88929a813642e02414689ebb0556dfba67d081eb	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	16	2	8	1	15	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a11887352339948e675a4018	hash:sha256:7baa68f2418ba82d2545a780c00d7a8778249bbcdaf7369114534874ea6d3bd6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	16	3	7	1	9	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:bd6788e8c4eabc724102b369	hash:sha256:13cc358c604102b8449c47603475881c635e9cb112c6e4e6cf1c0e867c29a1ee	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	15	2	6	0	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:bf2a1d616a557845aa256abd	hash:sha256:99a5ec8dee37605d9718ee4d9bcee84fcf1af8b5ead8353e8163229a6087fec9	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		16	16	1	5	0	16	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:20493a6ae20b4a34b86df0f4	hash:sha256:45dc965e2f643925eb6024e9dd9e7f25a6d0ee2ac56bc810ab7e85c83c444037	en	DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE		15	13	2	4	11	4	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:86f708d99744051f711cc1a1	hash:sha256:dba75bc4aff64c430e14530d50edd0409cf150911adbc56a74fd2e4f7dde11fa	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.prune	15	15	2	6	8	7	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:9136f258f911204dfeffc7c8	hash:sha256:8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		15	15	2	8	1	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:b5361284a47b3230676feef2	hash:sha256:57210c537068ce04fec4c146e4c214e47e1913591cc32ac904eac438f1d52b7a	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		15	15	3	9	1	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:efc02bb6d7a427f659ba45eb	hash:sha256:09521b1c55b7146b1dd2ce121f6da099734cfaec10c1040aa7468a804fd10b88	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		15	15	2	6	3	12	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:ff7f416fa58daa6dc113abae	hash:sha256:5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		15	15	1	9	0	15	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:1983fb1441f832df1e11d44b	hash:sha256:5b82f78c5f45d20cc32bd7ec860fda42f67e218e3c365020ae20e380a78fbbd0	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	11	1	1	14	0	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:41f20ddd98d2d63b936e53fb	hash:sha256:37ecf521c8f469c92ce485da3ed4de7f257837873f92d012257308dfac63a567	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	14	2	9	3	11	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:9581d35db38c67358ad23210	hash:sha256:5b213c2648697f5a982e57238fc6277e88d873c84187b93c0108557716fde9c8	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	12	2	4	9	5	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:abbc12f349ba80bc434959ba	hash:sha256:c6de72fbfb89efcf82e78393d9b7736ebc531f493a9902bd120202101d35925c	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.cherry	14	14	2	10	3	11	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:d20a215ba9893fc192748f4a	hash:sha256:338c539ace81e3b375a2994eb162e0b1603ea33c03d04835595a9eabf3d902f6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	13	2	3	12	2	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:eb26a89f093a3f42d49c5a0c	hash:sha256:5df8e1e6dc9de3d09f60cc6d87da7fdb72749f109182de03b47bccddc1653570	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	14	1	7	0	14	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:ef819432ee15c2f21bd9d4c8	hash:sha256:8f1d7cff804e6a1d5253906110b9fdd6061b5feedcdbddf8bd017e349220b9f3	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	12	2	2	13	1	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:fd7a8112044957985c4a16cc	hash:sha256:3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		14	13	2	8	5	9	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:05cc74d9fad31813a9be8e80	hash:sha256:771ed10532a39ae11019a3d3343398673e18dfa1e2d657d402c68786a7722a23	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		13	10	1	3	0	13	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:11f7cbf133d23f11e17fccd0	hash:sha256:e4e1d29fb4cd4b169280068d66e9e5e5c26bed974b53b497d8ea22a4b4025b48	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.blackcurrant	13	13	2	6	1	12	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:2a4ce3ca439732096bc330ff	hash:sha256:d1b2cefc1c40cee6cb4005ae40e8593fc5a72c9244d4548f543fc0f23a0d5e2e	en	BROAD_SENSORY	AUTO_EXACT_CANONICAL	sensory.astringent	13	12	1	1	13	0	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:775f4b2510afd9efa6d2721b	hash:sha256:550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.blueberry	13	12	3	6	5	7	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:c6cea2c25f9097f92357180e	hash:sha256:81ab4c676117ab764e885111141aed5cc8c4c41c0ed4ee8fafe1b09a7ef047bc	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		13	13	1	5	0	13	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c8421864480d0e5b0febdf75	hash:sha256:30b65263d03e27435a32be40df539a8f80b3c5a171307b8d2628bb89e53f16e1	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cardamom	13	13	2	3	7	6	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:f8600c0e7c676ec59cb747bd	hash:sha256:25b2adcfec3e5d5332604e8b94e0ceb2f359aca275fc4610fab2030bbe566b9b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		13	12	1	6	0	13	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:fd0886f23af0e28a5f69e700	hash:sha256:9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		13	13	1	9	2	11	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:243d302c7b8da1e6d6dcb71b	hash:sha256:31ddfa51506579361f142b5cfbce34d249f6d12388ba2302486ad5a8dbfe4dbd	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	12	1	5	0	12	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:2c771cf9234d6d71c403eda1	hash:sha256:f088c450592cb8198208e2b4623928165057a4b92171851e0497059f7248040e	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.alcoholic	12	11	1	1	12	0	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:4055b0259039fc905de49dc9	hash:sha256:b1123b42a6d1bb3e5e45c40353a2bbe668e240933f735d4d48dbc2563e3c9310	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		12	12	3	8	1	11	AMBIGUOUS_GOLD|CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
