ontology_gap_id	candidate_preferred_label_or_restricted_pointer	source_native_forms_or_restricted_pointers	language	semantic_class	definition_evidence	source_family_count	source_family_ids	effective_record_support	year_count	years	nearest_existing_concepts	reason_not_merged	review_requirement	canonical_ontology_modified
ontology-gap:2dc7755a96cfbc16219ca119	hash:sha256:c64ecf8e9d6e7adc885df80ef766b295e3a20d2a39bef505756da7d4c7a76a39	hash-set:sha256:c64ecf8e9d6e7adc885df80ef766b295e3a20d2a39bef505756da7d4c7a76a39	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2dcbb3306b5e6c8372311fdc	hash:sha256:53d38135f873a7d0ac98660aa8270ace37253829f4f56ce7b2b5cb1894f847c9	hash-set:sha256:53d38135f873a7d0ac98660aa8270ace37253829f4f56ce7b2b5cb1894f847c9	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2012	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2de7d3cd45a58295997705ed	hash:sha256:8df7f9a779ef0dfd414ade7bd41d8e6597e71c904e8e9d1f9ba464f205387c4f	hash-set:sha256:8df7f9a779ef0dfd414ade7bd41d8e6597e71c904e8e9d1f9ba464f205387c4f	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2dfb3dea02ed64a16954db57	hash:sha256:8a41db3aa3b10faf213869b78e9e6c173af79ef2695976be5e4b3f6c4644a603	hash-set:sha256:8a41db3aa3b10faf213869b78e9e6c173af79ef2695976be5e4b3f6c4644a603	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2e109cec4a86c843397d586e	hash:sha256:d0854ad1c7e25944fb5267ab76084310fcf3b0b78166ec6fab6e74d0a2a27781	hash-set:sha256:d0854ad1c7e25944fb5267ab76084310fcf3b0b78166ec6fab6e74d0a2a27781	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2e58860327ebc45511671920	hash:sha256:feb0d60ec0faf3dd1568641a7ce4d779a9d42fe5621744848ff67d84ff92b28f	hash-set:sha256:feb0d60ec0faf3dd1568641a7ce4d779a9d42fe5621744848ff67d84ff92b28f	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2e7b5059d25a3579db2d12d0	hash:sha256:4db07ace0e52063859d19187dba0f931633b2def5414f07e87d9dba3103ba76d	hash-set:sha256:4db07ace0e52063859d19187dba0f931633b2def5414f07e87d9dba3103ba76d	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2e80826760c9343a6ae51aa1	hash:sha256:8bf4781317ad2ee33a31bd2fce81a987df377c2f5b0ef4517e36b82afbf68e89	hash-set:sha256:8bf4781317ad2ee33a31bd2fce81a987df377c2f5b0ef4517e36b82afbf68e89	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2015	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2f434987a85672b5391b343b	hash:sha256:10fcd264ebc47045d515dbe774b9fe4cfcad99f288330390c4e3efee9e48e8fb	hash-set:sha256:10fcd264ebc47045d515dbe774b9fe4cfcad99f288330390c4e3efee9e48e8fb	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2014	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2f4f619506e3d0a1543c3de8	hash:sha256:8bd89c0ae675dfd00192759479696ae81f2eecbf40bd198ec8d3bc7a9f479be4	hash-set:sha256:8bd89c0ae675dfd00192759479696ae81f2eecbf40bd198ec8d3bc7a9f479be4	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2fb408c204716539f8f05659	hash:sha256:2f453d7b1d6fe3c41dac4964f0495dc2845af944ee2490ea007221925a9ce83c	hash-set:sha256:2f453d7b1d6fe3c41dac4964f0495dc2845af944ee2490ea007221925a9ce83c	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2fc07222f0f1e93929e0164b	hash:sha256:5bd936ef56964cda05e7b41e2457d5cb34aff5251c4da9deeefcb6612a5827a7	hash-set:sha256:5bd936ef56964cda05e7b41e2457d5cb34aff5251c4da9deeefcb6612a5827a7	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:300105ef8dee9c57caa1447c	hash:sha256:682ab9067e792ac2cc1817ebf3529190253b11c3282b2b929d8715a78c9a2694	hash-set:sha256:682ab9067e792ac2cc1817ebf3529190253b11c3282b2b929d8715a78c9a2694	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:3015e99d1d0e3e431c2039e8	hash:sha256:a314cbeb6505920d88a31fcd66377a314827a50212f61d73186e9f275d962880	hash-set:sha256:a314cbeb6505920d88a31fcd66377a314827a50212f61d73186e9f275d962880	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:306680be46ca351223d86d1c	hash:sha256:1d6f27319ef6ebf927863b2993a69a0429d385109761491e3bf99634b65a7ec5	hash-set:sha256:1d6f27319ef6ebf927863b2993a69a0429d385109761491e3bf99634b65a7ec5	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:30ac638579c097bfc831f892	hash:sha256:89fa542d3fed781a0c573a5adb85039d0aa07d7141a1414303ab44fa5dfc6984	hash-set:sha256:89fa542d3fed781a0c573a5adb85039d0aa07d7141a1414303ab44fa5dfc6984	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2015	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:30c6664ac4d311d8e8afdf55	hash:sha256:5e5d09be92c2317f04e8fef5675640c20b4536cea66559c8274edb1870da00d0	hash-set:sha256:5e5d09be92c2317f04e8fef5675640c20b4536cea66559c8274edb1870da00d0	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2014	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:30dba0e5c50ccae7e1c58272	hash:sha256:111ec6c97430be4d7fa325b13e013d2c8d0f798b3710b92d2ce548589d28c4fb	hash-set:sha256:111ec6c97430be4d7fa325b13e013d2c8d0f798b3710b92d2ce548589d28c4fb	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2014	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:30eff64bd4f4199801965f83	hash:sha256:906dce4879e1e39a55130826e82cda81be64c34de9dbf4e322c35d1b7891e515	hash-set:sha256:906dce4879e1e39a55130826e82cda81be64c34de9dbf4e322c35d1b7891e515	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:30f35a474c3be66d60b6ec1e	hash:sha256:dab880d2a49226c578ba41c283d6b7422a7c5e81fe965311f9da92d836516b64	hash-set:sha256:dab880d2a49226c578ba41c283d6b7422a7c5e81fe965311f9da92d836516b64	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:311598abd0b48c3c86ada9a7	hash:sha256:8824e8c074c5c5414423cfec1022b326191d5367ecb24150c25a5179840a5938	hash-set:sha256:8824e8c074c5c5414423cfec1022b326191d5367ecb24150c25a5179840a5938	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2025	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:31468b70c12dfc73f3319389	hash:sha256:5e62d5f1eef5abfa86ad3cc9027ac1d521062caa97980523d9be2f488e40047a	hash-set:sha256:5e62d5f1eef5abfa86ad3cc9027ac1d521062caa97980523d9be2f488e40047a	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:317d7bcfbb4102fb8ebcaa5e	hash:sha256:38028587af8a6f54bdfd63ec9547a3ec2e7cff6562c9636a053fcacf5d82f069	hash-set:sha256:38028587af8a6f54bdfd63ec9547a3ec2e7cff6562c9636a053fcacf5d82f069	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2015	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:31a34e68f8a8ea2f3e6492d6	hash:sha256:8f9e588c3f866601e8c45e9090d650f7cc984bdb40bcc3a3a0a8f1020e65a795	hash-set:sha256:8f9e588c3f866601e8c45e9090d650f7cc984bdb40bcc3a3a0a8f1020e65a795	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2013	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:3209fea3e103e7aca893020d	hash:sha256:82b988664f4f62d8d518ae6dd8a6803c3d3fe3b68c4d8cb3a8bf2d2a86cfb14e	hash-set:sha256:82b988664f4f62d8d518ae6dd8a6803c3d3fe3b68c4d8cb3a8bf2d2a86cfb14e	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2015	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:32656abc97dfc95915bb7341	hash:sha256:cf9bfa7f8dc04afb999d62a42ab5408c44b66d268af8102c8e5fbe0ec66063f2	hash-set:sha256:cf9bfa7f8dc04afb999d62a42ab5408c44b66d268af8102c8e5fbe0ec66063f2	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:327e2200980c18353b6b3594	hash:sha256:a46ecb86335fa8211f660f79733e4d8b51176f574a97822384466dd4186ae83e	hash-set:sha256:a46ecb86335fa8211f660f79733e4d8b51176f574a97822384466dd4186ae83e	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2018	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:32bb3c00d4501699864c5c83	hash:sha256:b0ecf05639015ebbb28c00a1daa0056ab4d9a3ce183be74bf289a4f71d72e6a0	hash-set:sha256:b0ecf05639015ebbb28c00a1daa0056ab4d9a3ce183be74bf289a4f71d72e6a0	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2019	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:32efe47a3c31b641abd49a6c	hash:sha256:a4888af4e46c129c695ee32775a8c233f113c82e7cd4e6fd3cbb1fda5659f36a	hash-set:sha256:a4888af4e46c129c695ee32775a8c233f113c82e7cd4e6fd3cbb1fda5659f36a	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:33c2d8c527382b2461cacc58	hash:sha256:30cc05404cf9fdb34989d2bc20088162494ea7741822e58d390890ad2b829a46	hash-set:sha256:30cc05404cf9fdb34989d2bc20088162494ea7741822e58d390890ad2b829a46	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:33c80055cf1e8cf85add6535	hash:sha256:199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1	hash-set:sha256:199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2017	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:33f2a08e00bf247c7f8b1f5c	hash:sha256:97a19a96e0fa90bcc04c5cfe0d880ac53eff4f66a5718569403e88e7727c707f	hash-set:sha256:97a19a96e0fa90bcc04c5cfe0d880ac53eff4f66a5718569403e88e7727c707f	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:34289fc5ae02a0a48a915c44	hash:sha256:ed1f9dd59d9fd77a8a795d6617b2ea3c32e22cc76f6e3d2d53e10609ff5b5927	hash-set:sha256:ed1f9dd59d9fd77a8a795d6617b2ea3c32e22cc76f6e3d2d53e10609ff5b5927	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2011	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:34e070f739052c4939265898	hash:sha256:622ec6cfe8612644a13cd6af9a378b590af05e34a88fa42136a6e05f29a79f33	hash-set:sha256:622ec6cfe8612644a13cd6af9a378b590af05e34a88fa42136a6e05f29a79f33	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	1	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:34ef802e085ed302230c26e3	hash:sha256:c8631aa836b65cbcb3a720b08d61ce2c57ac37f34e07c5b05f8ded6df386c7f0	hash-set:sha256:c8631aa836b65cbcb3a720b08d61ce2c57ac37f34e07c5b05f8ded6df386c7f0	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2009	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:3500d721fa108fe060bc3376	hash:sha256:c753a9102ea0a2c09b2f70e73d2455dbc6014d1535867d66e176ed48092d79ed	hash-set:sha256:c753a9102ea0a2c09b2f70e73d2455dbc6014d1535867d66e176ed48092d79ed	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:359f79a52e2cedac7e10377c	hash:sha256:12e9c20d2e10f659614a48bb04b5818813ddbd479d624fc2c9dc412efb4ef571	hash-set:sha256:12e9c20d2e10f659614a48bb04b5818813ddbd479d624fc2c9dc412efb4ef571	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2008	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:35d22457111427908c94977d	hash:sha256:322b7827a308cb5eb4120bab96d43d4e7bc44646ad93e9032847e8b62cec5f14	hash-set:sha256:322b7827a308cb5eb4120bab96d43d4e7bc44646ad93e9032847e8b62cec5f14	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:3644ccdc64d521f30a08bf75	hash:sha256:9421568d58918e99157887c915d600482437960ac757eb354b06ca1b6426b279	hash-set:sha256:9421568d58918e99157887c915d600482437960ac757eb354b06ca1b6426b279	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	1	1	2016	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
