review_packet_rank	concept_cluster_id	source_native_form_ids	cleaned_form_ids	mapping_state	canonical_concept_ids	semantic_classes	assertion_support	effective_record_support	source_family_ids	year_ids	gold_assertion_count	review_reason	suggested_action_set	project_owner_decision	project_owner_canonical_concept_id	project_owner_reason	project_owner_reviewed_at	sensory_expert_decision	sensory_expert_evidence_locator
88	concept-cluster:91de2b0bdda692cc1a7fd7be	source-form:3476037b2819ceeac5e9969a|source-form:4bfe5fd01499220d292429d7|source-form:4ff3dbb56d2f767836db4d43|source-form:527700c346738791eff0ed98|source-form:5c20dadc7f14cbc91aec302d|source-form:659af4098cd976d1096b93f3|source-form:78aada05c1f65c70cf55e443|source-form:7d18f7a02567f5e92ebc6db3|source-form:7f03b9bcb24d3c4548fcb22e|source-form:8cf00330dce4f456d80d41ce|source-form:9aa26756cc9def1c1f971640|source-form:a6e2a0c13df67fe96efadf4d|source-form:a7f62d7fa5c552c0f254e33b|source-form:b752ec68737f4a49412b6905|source-form:bf04ab117091d33cc0bad57a|source-form:c907b0f762b37b74789d5c16|source-form:f8c7eb1abbebeaee7f20c7d8|source-form:fb1e08db57c3853bc932aaec|source-form:fbcaac5c336e0fa93c2ecb0d	cleaned-form:0ca392b17b6904a3b0b33bc1|cleaned-form:3476037b2819ceeac5e9969a|cleaned-form:4bfe5fd01499220d292429d7|cleaned-form:4ddee7ef2ec4fc335afd8e0d|cleaned-form:527700c346738791eff0ed98|cleaned-form:8cf00330dce4f456d80d41ce|cleaned-form:9aa26756cc9def1c1f971640|cleaned-form:a7f62d7fa5c552c0f254e33b|cleaned-form:d6dc2bcd3fc6be6d1432bc00|cleaned-form:fb1e08db57c3853bc932aaec	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.raisin	STRICT_FLAVOR	130	125	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2010|year.2011|year.2012|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	22	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
89	concept-cluster:c7010cb28f7a5afb01d261a6	source-form:156beab0ef28d357b196ccdd|source-form:177c6717a8e67aea99eb5529|source-form:cedb9dca2cff50e7a4d29db3|source-form:f2235987825f5d4591397757|source-form:fb3f697e17c4ff2ea20ef9c4	cleaned-form:156beab0ef28d357b196ccdd|cleaned-form:cedb9dca2cff50e7a4d29db3	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.bergamot	STRICT_FLAVOR	128	117	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	22	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
90	concept-cluster:be01a0eb2daad817135fcb10	source-form:09f04951af4cd503877815fd|source-form:53d342391b25f7e6a0f43df5	cleaned-form:09f04951af4cd503877815fd	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	20	15	family.zenodo_golovinsky_q_grader_dataset	year.2026	20	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
91	concept-cluster:d263e0c47abee5626b694447	source-form:4f393e6b8caa5d9179d44a1c|source-form:99f7855eb789dfecf9ea66df|source-form:d9ddcb1a43b9fa02abf7a036	cleaned-form:4f393e6b8caa5d9179d44a1c|cleaned-form:99f7855eb789dfecf9ea66df|cleaned-form:d9ddcb1a43b9fa02abf7a036	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.woody	STRICT_FLAVOR	21	17	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2025|year.2026	19	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
92	concept-cluster:dbe90458cf7cb58a37c297bb	source-form:00c1bfc25e3f420f698eb4e4|source-form:00dd4700a8e6b3aba2e4bf04|source-form:01675be24371cb020e585cb5|source-form:01ad3f894dd3532925f9c763|source-form:08cc3ec608e72596c77995e2|source-form:0998dd54fccdab2cd3465af2|source-form:0a8f6ba6217c61f7417b7c74|source-form:109c7f28ed7f6f3cdabc79a3|source-form:10f59ccd7c3d62ef4f59aa8a|source-form:1975bac123896d1254a7d7cc|source-form:199bdf99e60e3f460e51fb71|source-form:1b5dfdc7a76e3fa2ff9c4053|source-form:1e1504ed07fc1c84249ce007|source-form:1f06633f2306fd4da6a149dc|source-form:25c36e215e05beff371c47e3|source-form:25eafbb0df3a00fdbed5d64e|source-form:2759ae96b2cd0bf9704bc6e3|source-form:2b88fa0b375c180be9b51f92|source-form:2ca5da90623c8930106eee7e|source-form:2e7725a245b312428bd5ac9e|source-form:34c2361a4391654016d485d6|source-form:38028587af8a6f54bdfd63ec|source-form:3913bc5b78f3f98f0b6e726e|source-form:3a46cce19aaff16c26a5c3cb|source-form:3a74ab08ed9804d31b4825c4|source-form:4129af4df304e7c06073905a|source-form:418e57290cb7835d6dbf6d54|source-form:41d098a07bbc5b851d19bd62|source-form:473f5388c89cd7fe4a949fa5|source-form:479d3aa9e619dd82e8b3347f|source-form:495414276732f05cb62ad002|source-form:4a24df8cf36879f4d5fb6152|source-form:4c3fb9aa2c01430e3cbe2e82|source-form:53d38135f873a7d0ac98660a|source-form:5608378775c30cee7cb38c6e|source-form:570d9b59de7ccec0f0fb03e7|source-form:57840c90762de3a0797e6d6e|source-form:5aa4162fed7efda6f36323c2|source-form:5e0617a0468025cb5141c684|source-form:5f7f0f7309afa794aac90401|source-form:622ec6cfe8612644a13cd6af|source-form:63880fcadb41fcb52e6e744b|source-form:65f9623122d6ecc3edd73bde|source-form:679bfb2e0f98923239d4c057|source-form:6c3a0d7af5113b8286a4da46|source-form:7718041e5adb15ba2feaa3f0|source-form:7982ec0120460f1cb1bd1c4f|source-form:7d3291683d7dc2a07aa70107|source-form:7eb7d3df6b26857c2397e70e|source-form:7fd7b4fbef79029aa12aeeac|source-form:7fed531ed6390f1397234a0d|source-form:8067735633aa71c56fda0099|source-form:828c1d88735df6b8c537ddfc|source-form:88e1cf82da4b62d80f395ac4|source-form:89584a42d8f999425f55940f|source-form:8a3224be38e7bd4668d3b664|source-form:8a67a67cd3a635803292b4a0|source-form:8bf4781317ad2ee33a31bd2f|source-form:8f9a366309a1d73fab77a01c|source-form:9ce4037c579be255c2bf4ea6|source-form:9dd34cb4278f6939f2eb2a99|source-form:9f5d0541499759786c67eda6|source-form:9f84fd3ca33a689a49fcaa6e|source-form:a13f0c50785602c7addd6ddd|source-form:a1b4f366ac206a1596105ae9|source-form:a1e4bb0cc961e11265760c72|source-form:a2486e58920c716534eac6fb|source-form:a5b7dac41c6fa3607009b6d9|source-form:a7512ba5d4c2254c3a4eb079|source-form:acdab1a7b00688a593af8f8d|source-form:ada4005fb4dfd897f33fb97e|source-form:adb33ee25b5b9abf2b0b69e6|source-form:b3ccd468108e7e3f7cd7f693|source-form:b5b535a4e8a702425283b6ff|source-form:b68df8b7e9a9b00d63f01c1e|source-form:b6a674636d450cebf54b846f|source-form:ba903bb1c8d533e91842b38f|source-form:bbca54790636cfe1e21fe1f9|source-form:c14637217e7777230534c5dd|source-form:c3734a0f8bfa6a84f42dff7d|source-form:c64ecf8e9d6e7adc885df80e|source-form:c65621381c4341ba0a5f31d1|source-form:c698b71190916866565b491f|source-form:c9d6810daf579f0506be7cd2|source-form:ca8b28c12a1db3f7c6885660|source-form:cc9de44d8c9fc47d54ebb734|source-form:cf09e5d2b40bf3ac4dc1d742|source-form:d070fcd7d0f136291ddbd579|source-form:d6334f8403343b1786bbb1d8|source-form:d73cddd40ec04c15e1490d58|source-form:d89b35da65305b6346c5acf6|source-form:daad947b9613e05b98b1e858|source-form:dd0e9e9028ee1e393ff13a05|source-form:ddd9be92793e7484067d9b3c|source-form:df078f914a10890270ab4a32|source-form:df3f8b84d3611a7a48ebc3bd|source-form:e38870d88f5b72addde5a5f1|source-form:e64c4773854ce99033dc7258|source-form:e7bba5555263c92d69db4192|source-form:eafcc3dc9b331dfc9da3ddfd|source-form:f26fe7065e1cc54a5d0eb5ef|source-form:f56b97cc14cc8bb3f0aaba0c|source-form:f83a8560c278f79029347e9d|source-form:f9cdb5721fc8c060c5cd653a	cleaned-form:00dd4700a8e6b3aba2e4bf04|cleaned-form:08cc3ec608e72596c77995e2|cleaned-form:0998dd54fccdab2cd3465af2|cleaned-form:0aa9740bc4257a0b3a6a39be|cleaned-form:0f151919b9ea8540476cb1e7|cleaned-form:109c7f28ed7f6f3cdabc79a3|cleaned-form:13df6aa6860afc47fc270a44|cleaned-form:13dff180758ffbb4aa4c98d4|cleaned-form:1830cffaa825b1aeabb2e941|cleaned-form:1e1504ed07fc1c84249ce007|cleaned-form:1f06633f2306fd4da6a149dc|cleaned-form:2840d68b71e2564bcee9d630|cleaned-form:288d15941cb6a8fa8d611ad3|cleaned-form:2c27801350e4c2c35d56b833|cleaned-form:32b9a4fe16405c1ef5352788|cleaned-form:34c2361a4391654016d485d6|cleaned-form:35830ee3c592218d75c4fd8b|cleaned-form:35c255ebbf5f0888182e3000|cleaned-form:38028587af8a6f54bdfd63ec|cleaned-form:38eb9a75661df872b7016a14|cleaned-form:3913bc5b78f3f98f0b6e726e|cleaned-form:3a7aaf4103567154493b04b8|cleaned-form:3f05fb6d2d08b496e71ddf02|cleaned-form:411d175545314788be0ee22c|cleaned-form:41d098a07bbc5b851d19bd62|cleaned-form:47fed41bbc5165bfaf7f6de1|cleaned-form:4c28f50a8a86da8e6c9e9d77|cleaned-form:4c3fb9aa2c01430e3cbe2e82|cleaned-form:4cc7d41537212825fb661bdd|cleaned-form:4e41fbd2d84a60a33a30e8a0|cleaned-form:53d38135f873a7d0ac98660a|cleaned-form:579b58851d10cef1797efdd0|cleaned-form:5aa4162fed7efda6f36323c2|cleaned-form:5b3dfb23a0f43ab283ab61c5|cleaned-form:5e0617a0468025cb5141c684|cleaned-form:5f7f0f7309afa794aac90401|cleaned-form:622ec6cfe8612644a13cd6af|cleaned-form:63880fcadb41fcb52e6e744b|cleaned-form:65f9623122d6ecc3edd73bde|cleaned-form:67bed883e56dc9816cd115af|cleaned-form:69d03293f9f62c75a2d338ad|cleaned-form:6c3a0d7af5113b8286a4da46|cleaned-form:6e986f69a08496eb63eb3862|cleaned-form:6ea3fdca791a2a182f6d2707|cleaned-form:72e4332764f72c41c048decd|cleaned-form:75ac978e4d1745fec741db4e|cleaned-form:7718041e5adb15ba2feaa3f0|cleaned-form:7f040323d3fe64b5760df416|cleaned-form:7f14c133c0bc36b66797f42a|cleaned-form:7fed531ed6390f1397234a0d|cleaned-form:8067735633aa71c56fda0099|cleaned-form:83976623cda78ad0c30f3119|cleaned-form:8a3224be38e7bd4668d3b664|cleaned-form:8bf4781317ad2ee33a31bd2f|cleaned-form:8f9a366309a1d73fab77a01c|cleaned-form:9ccfc7dff9e50d0793324fb7|cleaned-form:9f5d0541499759786c67eda6|cleaned-form:a13f0c50785602c7addd6ddd|cleaned-form:a1b4f366ac206a1596105ae9|cleaned-form:a3bf91cea23019268a91ead7|cleaned-form:a40be6fa19dba9a28c60029f|cleaned-form:a5b7dac41c6fa3607009b6d9|cleaned-form:aa2ec05476d78223eafa1fba|cleaned-form:ab815ccfd2ee741ed573c054|cleaned-form:acdab1a7b00688a593af8f8d|cleaned-form:ada4005fb4dfd897f33fb97e|cleaned-form:ba25f3b69d3cf3da918f72d2|cleaned-form:bb16bbe799db04bf552ec2a4|cleaned-form:bbca54790636cfe1e21fe1f9|cleaned-form:c64ecf8e9d6e7adc885df80e|cleaned-form:c698b71190916866565b491f|cleaned-form:c9d6810daf579f0506be7cd2|cleaned-form:ca8b28c12a1db3f7c6885660|cleaned-form:cc9de44d8c9fc47d54ebb734|cleaned-form:d37e4ffe90f1498a7e7a0fb5|cleaned-form:d73cddd40ec04c15e1490d58|cleaned-form:daad947b9613e05b98b1e858|cleaned-form:db524e3a37a2eaa3bf4b2a30|cleaned-form:ddd9be92793e7484067d9b3c|cleaned-form:e31137a2cda07a388ef16654|cleaned-form:e4863719582abcc7139db27f|cleaned-form:e5023585246439be64ad78cd|cleaned-form:e91708387dfedabd2dd69522|cleaned-form:ea9dbe24ea4c7921bb9a8240|cleaned-form:f83a8560c278f79029347e9d|cleaned-form:fac55e01e8d96288c5fb27b2|cleaned-form:fbdb2f7f6e6223ff9071a3de	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.sweet	STRICT_FLAVOR	222	189	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	18	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
93	concept-cluster:85a01358939418c9214457ae	source-form:056242cd8218e7952ca2a3eb|source-form:09d42dbdad6479fe13c75b8e|source-form:118f1a843de89ef32bf38788|source-form:2a2fa9e288e559ae9d68e072|source-form:33a15511c82e568527daa4bd|source-form:45e10c414310cad10a6cf3ec|source-form:513dfcd138d0ce4262c871b5|source-form:5c17109d20746ad75bc1bb9d|source-form:66a3f01fa1e8fec74ed74b94|source-form:68ec72361d850fdd2274f6cc|source-form:6daddeda6aebc96621e4a0b3|source-form:776ebd3b0cc59549e09a21af|source-form:872bf483cf82a99880f30bc3|source-form:9f0bed1b6e12d8ae32d86f49|source-form:b15005540e42d21d329b472b|source-form:b70deaf0a32b4d0b9f00112d|source-form:e6c1a517fcc6cb368c4716b5|source-form:ec6e94b8ffb25b67641777fc|source-form:fa202088968613528bbb5d64	cleaned-form:5c17109d20746ad75bc1bb9d	QUALITY_OR_STRUCTURE_ATTRIBUTE		BROAD_SENSORY	352	297	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	18	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
94	concept-cluster:4fbf77cfbdb4cc056ca482b9	source-form:6b9e1f86100c7a63b855407d|source-form:8059d583834c54985be7e598|source-form:b5f70d11c83f81405ecb5bae|source-form:c7feb093821991a1e29262de|source-form:cc1d86b81a087c9a92cda829|source-form:d06bfb31b81275866c831685|source-form:d23de180bc826d4bac2c61e4|source-form:d69231c03925bbc9174a83c0|source-form:e97407735e49029c96e5708c|source-form:fc8307394e3f8a17633543c5	cleaned-form:48be7868a65fc897a3ee5b60|cleaned-form:8059d583834c54985be7e598|cleaned-form:c7feb093821991a1e29262de|cleaned-form:cc1d86b81a087c9a92cda829|cleaned-form:d23de180bc826d4bac2c61e4|cleaned-form:e97407735e49029c96e5708c|cleaned-form:fc8307394e3f8a17633543c5	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.raspberry	STRICT_FLAVOR	211	197	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	18	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
95	concept-cluster:a4a52534827dbd0ba544ed04	source-form:156bc4915759f9b4f8cff7a5|source-form:3b006531eece772542864d7a|source-form:728a07126ea01d49ac050b9a|source-form:8f31aab12068bfbb3f200ccb|source-form:9265eec7f748058c1d39687b|source-form:acf2518144f0aaa45a3647e1|source-form:dfaeb3e7a8db4693f1434883|source-form:e881800830f95cfcf073087d|source-form:f3c9e1abbe7d6869e841a2f8	cleaned-form:728a07126ea01d49ac050b9a	QUALITY_OR_STRUCTURE_ATTRIBUTE		BROAD_SENSORY	110	109	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	17	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
96	concept-cluster:fbbe2be593892327b90a4799	source-form:12a4b317aea8e14f37f775a5|source-form:1969068dff64bfa14ca50b44|source-form:1a9c95df713da0c2cfb48c4f|source-form:1fa7c1fdb98235a7d34892d0|source-form:1fcb1e81634628f462b343e2|source-form:2268a09ddb16b3e15d7aa8a6|source-form:3314473d4e4a3c40f1713798|source-form:39080bab0a793280558f246f|source-form:42ea5be17c3012236efe2e44|source-form:4328558a39af0f49a2da1e61|source-form:447b3b0cf6e4bb45c942a04e|source-form:45f8c1b9a7a31a1f44694605|source-form:4c71d89a97c1b2a60765b35f|source-form:541279f71d21d8750d8c5f2f|source-form:5f9c9ab19152301cb5c1691d|source-form:60b601be95049df7923cd636|source-form:643584b6a5284c33c0985d4b|source-form:75c04488f8c13a9e840c89a4|source-form:7a27b49d802e7afe175331b6|source-form:8831ed3277a1a689ef12b2e2|source-form:895919af210d3d54d313977f|source-form:8de9bd1416fbbe11899885ac|source-form:95280955df16a0f7e1775976|source-form:963fb1816f16b8b29f64e4f4|source-form:986828db060c59d18d3bfa42|source-form:9f85bff34d523b9a8047d18c|source-form:a182d0410d8aadbf62b30a3c|source-form:a639d00e1a4c8825b9d19252|source-form:a97dc9a3ee790b54a1c2fe1e|source-form:b16752eaf07f53a0e992a953|source-form:c02ba1014ca97f7f774a2d7a|source-form:c278da1a53ec06b0808d6458|source-form:c9665c96a8678e037a9ca363|source-form:d59236abc13f6989db61753a|source-form:dd3337b93399530a054ff40d|source-form:eb206898d60502c07718bf8a|source-form:ef5df0bd7b03d18bd4a1893f|source-form:efbaa8cbfffc1af3afcf8082|source-form:f417bf1d0c92d91be20f9cdb|source-form:fb5481bf784f857bd0dd39ca|source-form:fdc9da8bf83c0ca6e2d1d666|source-form:fe9903badfa9e2149b6de64f	cleaned-form:09d864e29e45f85dac82a95b|cleaned-form:0a33dd1c80d3b50c265fdb2c|cleaned-form:1fcb1e81634628f462b343e2|cleaned-form:2c18baf496d7738460630a99|cleaned-form:3314473d4e4a3c40f1713798|cleaned-form:3e255d104b20b2ee13f796ea|cleaned-form:42ea5be17c3012236efe2e44|cleaned-form:4328558a39af0f49a2da1e61|cleaned-form:45f8c1b9a7a31a1f44694605|cleaned-form:541279f71d21d8750d8c5f2f|cleaned-form:5ac1a8787a58cee1a72c856e|cleaned-form:5f9c9ab19152301cb5c1691d|cleaned-form:7a27b49d802e7afe175331b6|cleaned-form:841fa9396d375cf9b52e1948|cleaned-form:8831ed3277a1a689ef12b2e2|cleaned-form:895919af210d3d54d313977f|cleaned-form:c02ba1014ca97f7f774a2d7a|cleaned-form:d7abf8ada10e9eb5b7aa3b50|cleaned-form:dd3337b93399530a054ff40d|cleaned-form:eb206898d60502c07718bf8a|cleaned-form:ecd8829da5244bb79ce7c55d|cleaned-form:efbaa8cbfffc1af3afcf8082|cleaned-form:f38c6c95f37214248f1195a2|cleaned-form:f417bf1d0c92d91be20f9cdb|cleaned-form:fb5481bf784f857bd0dd39ca|cleaned-form:fdab72dd2703641928a45fce	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.lime	STRICT_FLAVOR	382	281	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	16	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
97	concept-cluster:b93aad4c40ce25571061a36f	source-form:2cc79945b26a61a5ba091467|source-form:32c7f238af6cc017b5c957f2|source-form:3748fbd132cd645a37562a4d|source-form:46afc63d45d2c27a6026fe97|source-form:4a396a9cc1f26d4528ff38d6|source-form:99706878105ab49284084076|source-form:a91db29567403e314b4e1d81|source-form:f97eae7645079c9e228c95b7|source-form:fd65a8d5d1cf6375ad6589c8	cleaned-form:07a019f4442e4d70a34bff56|cleaned-form:2cc79945b26a61a5ba091467|cleaned-form:32c7f238af6cc017b5c957f2|cleaned-form:3748fbd132cd645a37562a4d|cleaned-form:598ba1a20e8292c316f1382b|cleaned-form:f3efd6ba99a6651dabf872f1|cleaned-form:fd2965f0df961ebe0919f278	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.walnut	STRICT_FLAVOR	43	42	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	16	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
98	concept-cluster:db5a6c2c53e93cb98c1713b6	source-form:16c0d9e5eb4d07371abd2712|source-form:8189b8409b18b1ef215ec2f2|source-form:8825e76530f87ff5c737b325	cleaned-form:8825e76530f87ff5c737b325	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	17	15	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2021|year.2022|year.2026	14	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
99	concept-cluster:5afe3a7c274f54a7e3556d16	source-form:1268e4a524198576fb15446b|source-form:57b82c34e72015221f461059|source-form:d1b2cefc1c40cee6cb4005ae	cleaned-form:1268e4a524198576fb15446b|cleaned-form:d1b2cefc1c40cee6cb4005ae	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.astringent	BROAD_SENSORY|STRICT_FLAVOR	16	15	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2024|year.2026	14	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
100	concept-cluster:e06ac1acac3ab5bafc5764b9	source-form:5b82f78c5f45d20cc32bd7ec	cleaned-form:5b82f78c5f45d20cc32bd7ec	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	14	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	14	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
101	concept-cluster:bacfe24f3701173b66529fe5	source-form:00f7f5e01c7c1b3572666d67|source-form:0b5a0afc2c6e1c5a9e15aa57|source-form:1572bf67a1b6737bc9af9e85|source-form:3e13b5120ccf9042efa3f04a|source-form:4dba027f586f90eb527cfdf8|source-form:566ad94a4d5ffe2adf056428|source-form:7b9143a03980cf149735c426|source-form:827b7caddd84896e19c90bed|source-form:97cfbe87531abe0c6bac7b21|source-form:acc404e61ddb8e99f7687e96|source-form:bf70552eb765992c6222a8c2|source-form:c1f38565a0e930af5f3e3abc|source-form:c8db388fc093fc525197cf9b	cleaned-form:00f7f5e01c7c1b3572666d67|cleaned-form:10d1b9006b5c8abd7d71f5fb|cleaned-form:29b35809916efe8b9148b941|cleaned-form:336ca0e47606cac5742d28cc|cleaned-form:37933bc99fb51833bcf23223|cleaned-form:4dba027f586f90eb527cfdf8|cleaned-form:97cfbe87531abe0c6bac7b21|cleaned-form:acc404e61ddb8e99f7687e96|cleaned-form:c1f38565a0e930af5f3e3abc|cleaned-form:f72e3f897591440fc48a8c33	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.pear	STRICT_FLAVOR	107	104	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	13	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
102	concept-cluster:15934ed2061e6683cfaf6bd0	source-form:87e7dfb335308cafde5b081c|source-form:8f1d7cff804e6a1d52539061	cleaned-form:8f1d7cff804e6a1d52539061	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	14	12	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2026	13	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
