language_occurrence_key	language_document_key	language_expression_key	raw_source_phrase	source_locator	observed_value
language.occurrence.firstbloom.sha256_5a94a957a9f22598bf09932c8620e1d512b21ed5c00ba6bd655221ef02e02cfd	document.firstbloom.release_2549	language.expression.en.sha256_543d0881d540b796dc08e775551ddc88bd73361e7342ee9d2995d7724d3e10fb	aftertastes of caramel	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_83405f5d422668b7cc0b42224f8041352f3d3ea6ede75bfd2f7604a6a77d2f7f	document.firstbloom.release_2549	language.expression.en.sha256_31ab0e69504831606be0518a6deabcf18116e6234f82a013d52a143474f05e88	a bold body and a muted sweetness	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1a8266ceb793bf319109e3ff54280efe8c01698895e756ce737012cc9bdebd9b	document.firstbloom.release_256	language.expression.en.sha256_7ebd17c1451ed71cc249796a3b7545983188f36baca26010bf88e8c4c0545a53	Tree Fruit	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_334a6f7992c261f4ab62bd2c89a244ab32db89d3fd142ae428c940cd3edbf17d	document.firstbloom.release_256	language.expression.en.sha256_adbd7547ffc8fbbcc4dcbc2a22d836061bbe7e40bf974e9f1f851fd7e94cd081	Floral and Caramel	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2479da88629541aceb04cecafc9d1f8edf85d9cdd301ef05752247c3fd642464	document.firstbloom.release_259	language.expression.en.sha256_d2ce4ad6ef041eccf5bacc4293e4df202a0522074e475bf995e9025a67515427	Dried Currant	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_51e8d79c71e085939b38bf15d56a8ef2d33de211be3c16cec36d892a3e32e45e	document.firstbloom.release_259	language.expression.en.sha256_c5ac20db8d194737baea68dc0bff4153f176bb3d94d298ef1a2b9aa68548a868	Bright and Round	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cc579e93a862c62758ffacf6efe13149efef874bcf7f064f2593fa7007133f3d	document.firstbloom.release_2594	language.expression.en.sha256_92638f428bf09e1de32f3b09a51fced08bf64692afe9c11e17b148063579673a	Blueberry juice	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a7fbeeffbb84f296e188ae9d3812109a535b824d15b6615df39e7774ec33c229	document.firstbloom.release_2594	language.expression.en.sha256_14e9b36296d4086789395357ce5e2beab455b6c9b099cb4b32359d418b84d22f	blueberry muffin	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a27b8ee262c57a1604cc1bb856422929175f22e98cd3035e0577f894b42e5b56	document.firstbloom.release_2595	language.expression.en.sha256_12f8cbef355ffd857c5c258e9d2c770e7c268d53a5129eee3d8c30d2fbab82a2	apple blossom	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1ca14e1248e64d29a9dfcafaaa2f54ceceb81610c2603ef530c31578834c99d5	document.firstbloom.release_2595	language.expression.en.sha256_5af0c86ef845d3506cd0dce72bd94f8520339f3d97ad1da74b882b48146cee7b	white sugar	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0660319542747888ea52c01f7dd10a8fcc16a700bb02c0ae519ed950f76aad86	document.firstbloom.release_2602	language.expression.en.sha256_924ae389c4b9e68b3e99be65717c90910d7d5b1080706d31c02302fd6ce88fde	Cherry Jam	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_161612feaac4447b12e29e9cb1efd6ada75f04a23dbe2c12ce511fa6225883b5	document.firstbloom.release_2603	language.expression.en.sha256_732082f8f5cf78226743ee3f4602324bfd641c3f6aacb051ed4be525b2a1383d	Honeyed and Floral Finish	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0724657b09f758733082c55bb8201bcb5fd1aaf79f5dd7421f1b03308113064d	document.firstbloom.release_2607	language.expression.en.sha256_b4de164a9613eb9c70d82c3c1be747eef2cedc07db65cb7494c4147e336d4fa8	Rich chocolate finish	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d1e45975cf8a98534c355f4899e9889a967cce98ed0c718ee7042182462dd575	document.firstbloom.release_2607	language.expression.en.sha256_3837ece8b5165743747274bbb180d8208dd3bf37bb908981306654825daa6fca	Full creamy body	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e50a9ee370f8809dde4896304b300f81c44ae59eb84b736708eb3a457a607144	document.firstbloom.release_2622	language.expression.en.sha256_3e59d90078aaa60c48a324e58b6a308470acd605d49ae17b15b94d11227a367a	Butter Tart	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_eaed7d164e803ca7bc9a767fb5c281ffaf75d7fb3e448e78019bb114522448b9	document.firstbloom.release_2623	language.expression.en.sha256_48fb71763d97b54b752aa17694977d1f87c7707415f25ab63ac2ea2495347ae6	lasting	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_16ac3c55f56c289fd8ebf7a8405f55d88fd2d41be9111037bc010f919c1d0494	document.firstbloom.release_2630	language.expression.en.sha256_69ab064919e714434f432af7709fb4a008393298b8b980f2ce9d33f06d96504a	Pomelo and Peach	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_eefdc3278776b7b5f46707ec0df536ed9b1d404ca2cd5a9ee52cce5a68e32fdb	document.firstbloom.release_2631	language.expression.en.sha256_56c1c7e585bfa82740d372791f9a1fbfb00cb90cc2402fb946031be2002fe84f	Green Grape and Melon	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a0c46081dc04289de7992eef94a7684224d8c98cb161febf221a64240ac0669e	document.firstbloom.release_2634	language.expression.en.sha256_1f61a28b9f9a06020b9ea2aa6e1e9042868215a0b7e13856cb62961313d58ca3	Praline and Cocoa	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0a4f428c3db258063ef656a075d036fa497eecc8e3a863e1112c6b7ccb4673ff	document.firstbloom.release_2636	language.expression.en.sha256_c9a0c1c4750791371e24bc95c5214b2e505958c37ad2e154456c541bb5cba0f0	Raspberry and Cocoa Nibs	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b50693d7a528c399391cc57651134fecd881f4fdafea14503a4b15ba84042a66	document.firstbloom.release_264	language.expression.en.sha256_e0430d52a1a6bcf58d56666d43460dd8ca0d662cf4624f0910b031190ad7b1e5	Lavender and Almond	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_775a953d91b2897a4bbdfcbb61aac5c3dc79c6088ccfa35c4370be0d988923cf	document.firstbloom.release_2663	language.expression.en.sha256_a1f282a2d6078df3a41373042d049e3e499822d2e2e773e16843dd7cee8457c7	Dark caramel	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_31b5491b5565a49c3395d288cb41176649325ec532273237d9c5ee004a690eb5	document.firstbloom.release_2671	language.expression.en.sha256_b46c4a4601827538c48edf8ff13cb503171728ac56d357801b365a8afe48edb8	Nut Brittle	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_96eea04774523b9a82d528b31bf6e6969b6f21a01a3b2fec364f8a79a182205c	document.firstbloom.release_268	language.expression.en.sha256_966e6daa8cbfd4b513b5a0c36b9e9010796640d78bc8803946699651c49e5329	Marshmallow and Tomato	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1cb08ae9952c8434dc7bfceb208a39bd5beeb0885199c1c294079e49612e9401	document.firstbloom.release_269	language.expression.en.sha256_b5f82f48b163ca32b6b690752398839fba5c26834529cf87457bf9965b8bc8c7	Bergamot and Floral	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_20f96de2feaff4285af8ed33c26559e5d979cc82f5fa15b785358f7c72a5bce4	document.firstbloom.release_270	language.expression.en.sha256_50aa7dc22e61ed0959fd2fadd0bd6fcc07d3e636a56127c9f3880476afc39544	Caramel and Dried Date	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c84f96eadcf8f94ea6c64e1d41b0128db40afca8a58e8cd63da1e0fa826bfdcb	document.firstbloom.release_2703	language.expression.en.sha256_2cc144ed1cd35add0f48992367e882ce78b18b3eac1a7467e0a2520426fd7240	Peach Floral	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_edfe5c607c4bd5f89f6f419db63c86b12b34003937ecc22414d0c1e170118c18	document.firstbloom.release_2708	language.expression.en.sha256_9eaad03f8f9971d1ce0abe20bdcbccaa2b9331975b6b3f420f853f20f018112c	molasses and toasted bread	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_df93aa5ff07743242fee6babd5e6a7a2732c39f263181021c8b1b9476257886a	document.firstbloom.release_271	language.expression.en.sha256_290d5b47625f7ef6ba20ef82225d767a3c870ec78668632576a3fc57b31566a8	Honey and Lemon Juice	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9277d4a3dac3f56d642edb7e8079b903d78905b77e5b5f2cde0f9077f5dc79ed	document.firstbloom.release_2712	language.expression.en.sha256_2bb1d4e7ce1df31905f57f5c8814a9f0c8815d51e034b5a98745f6eb6ae895a5	WILD RASPBERRY	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d1e024ab02618c44abfe8ff21a976ec50469bde933b8243e30be11aa0dd0a751	document.firstbloom.release_272	language.expression.en.sha256_2f45b4e6024c3c145e42afe83c1c9d5e214c9e42f9f0667ae412874daebedc75	Plum and Black Tea	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0bf558863c440d74b70e3251a934feb5e4043371859551764c4fbe08b0b52ead	document.firstbloom.release_2729	language.expression.en.sha256_23aee684f124fa31d664d614c717fb0a4ef3b2d4d45cee174aae54a8eb55e9c4	plush	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5d6228b82a01afb06c8b9582f8ece3e7bc68d40a74f6404b5e2f3d195fc8d939	document.firstbloom.release_273	language.expression.en.sha256_60517962c175cef1223172e4854a6c580b3e5a11ff90e58f56f3a5d02a83e72f	Dark Chocolate and Tropical Fruit	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fedbb4a210efbc3c8de44cf593dba0bda930334c694602399a3f9d12659b22fc	document.firstbloom.release_2731	language.expression.en.sha256_c494227ff127a282460a269e5ae69f97eb32fd7df806b73a3ba373e3f7afcbec	sweet golden kiwi	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_eb47792d5ab2a8257d66de1f365c84abdff6699e37e081dd60f95d9af40c2196	document.firstbloom.release_2732	language.expression.en.sha256_aad0980f187b767f3a0ee4d29748d8412fe3fdd72fb87a7fe20a74f137820687	rosehips	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_31d61f263b9ab39703c5edb5e7d2560a5dd934ae4227b513a8dd868987add71c	document.firstbloom.release_2732	language.expression.en.sha256_2d1dea410ba2f2b6232821449f311acbe6f91775fc6ab45266287ce6ee4a5b4e	punchy rhubarb and delightfully sweet	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_af2839ce3c2c579199a7cc9d380e66b6b46b922b580673c6bf687f3e825db224	document.firstbloom.release_2733	language.expression.en.sha256_b13c07ba8409c1cb7b77ef111cee46788b35ae563dd92914d3bf3e8effe651ff	and Chocolate	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1d06cc521b1a72bbaa89ad02d1bb9833ad92e66172ddc1c01ce21453a190e8f2	document.firstbloom.release_2765	language.expression.en.sha256_590d2339e1438305a6e458c7f59f72682670f14c7bfa4f62d064124d2930a726	Treacle toffee	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d20efd7e34bc276ee72107585c7baf9499cba1975717cf4990037c15052a5625	document.firstbloom.release_2770	language.expression.en.sha256_6345aa63c723f6d3bea968158e57bc415c27e1cf01abbe8565485a491e633334	Sugared	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_be6be6b17e982e60e37b2c9c0291438c6cebaa32eb2978d2aac06b58d603dfd0	document.firstbloom.release_2774	language.expression.en.sha256_0caae33dd14921ccfb3f5e853f477085ce70d82d18139dd916247ef406f12767	This coffee tastes like wild strawberries	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1420fa30adb4f7ef39e3d1ff8bfab349a07738a5de1ed6ebf0f96cfb97041a68	document.firstbloom.release_2784	language.expression.en.sha256_7b1291e7ed8a6f3e8aa82ce5a4176a5b1877b17e7cb62f638ac6fdddd8ecfe11	THICK	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c2076d36b99564ea8cd53e7538f1baf2c9a0582623a5007f88b02817d519a583	document.firstbloom.release_2786	language.expression.en.sha256_be02a0ca13e7a6d91c33c3c14b0f298d7e391edf5cde86b96bfa34995ba13c56	RASPBERRY TEA	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_52584fc13694da03ac61d28c109f1cf500c70253fe26a3f3bd8e052052106ee4	document.firstbloom.release_2790	language.expression.en.sha256_b690d27ed7d6733b4478f17dc940e8d9a0b0b13f2cd0c5abbb13c9e5d7b51150	SWEET TEA	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a81cfd779ce051d0c05c534b000c0b797dcd2b69ec3929dd4e26e24a9171e88c	document.firstbloom.release_28	language.expression.en.sha256_d098ab5e44b9aabb755f76d806598f43573c662b35e4a2eab1e312ec9ad195e2	fresh	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_07c32ad3d65049172bc1f566c7aac8e10ffca8ff1ee665728ff6947ceaea71b3	document.firstbloom.release_2804	language.expression.en.sha256_87d9e20705c112473bfd89557630d0d230c68e8d18e67ee7434cc6dd9ff2e898	Botanicals	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e614dc5aece624ed80a2305173d380aa36dd09e95a8eb6218e108d4f33c3b17f	document.firstbloom.release_2804	language.expression.en.sha256_cc0635e5927b26d2db8d7c07a3ad02fe1d622e4dfba8b9e45752f96daa5d9a07	fruity hops	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e06364f2c21119bab22aa74ff32e3b09efe8df016a9c272d81fa9460cb50240e	document.firstbloom.release_2804	language.expression.en.sha256_2a0e749836bdc982a2b982ed67ac106041a787aa2af7f7cdd5b7851fdc8b6cff	hard fruit candy	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_7bda9cfa96b2419c3aa76ace88380a4cefe03d1265a03d9e90d72e001735854a	document.firstbloom.release_2808	language.expression.en.sha256_2d6203c231436903252026c087bb30ce38f663b7d3ef849e411f64ce414d6153	simple syrup	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_947ddcfdfbb0f694bd41d5733e6f0822611519e44e7714cb6508975bfff07d83	document.firstbloom.release_2817	language.expression.en.sha256_658d45540a3bf79fa3e2b37ccb07fc5de37494036f7c89682347e1cd652f3691	brown butter	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d6081de1e04792555f7691395c94ca263479908022b3082df5ac89e4e5e5b29a	document.firstbloom.release_2819	language.expression.en.sha256_17335fafb3090b77aeb2fa8737e5b7b67c074e17f6011c929f4c99aec5a1e486	smoky caramel	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0bab4c31603ddc58faffc05984c91c06f1287dd4c6059a715cd63e881f6fc2ee	document.firstbloom.release_2823	language.expression.en.sha256_aad0980f187b767f3a0ee4d29748d8412fe3fdd72fb87a7fe20a74f137820687	rosehips	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_04d61bfcbba3c5907db6a15f5f0392524557e86a819cb2535c391ffe4fbe4bd8	document.firstbloom.release_2824	language.expression.en.sha256_0cb4aebc5f1dbbf8c3eafb34006fbc511aaf81afaff7156b8c2d3e1867b8020c	Fruit Punch	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e328b446fd068c40d858a1314dc4488a4048c84efe5469294ad548743f61ec71	document.firstbloom.release_2824	language.expression.en.sha256_658d45540a3bf79fa3e2b37ccb07fc5de37494036f7c89682347e1cd652f3691	Brown Butter	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5e7edd4fd7358c689a10de497dc4e24df473dcd559681f1601d6a793db7fe25a	document.firstbloom.release_2826	language.expression.en.sha256_3c6e3d30fcb1ec8d0f053da788fac9db7a356bd1b2459f5dbefe15ad4f85e419	black cherry + lime	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_6f8a26102f9bc448b0d91193b064e7d54488c8e624f19b92ee894fb983e04fbc	document.firstbloom.release_2827	language.expression.en.sha256_18242eb2e34f25860c775560a0faf88f73b5f12469c90e820b060316381d74cc	caramel + black tea	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_6a109fa6390dd8d859594da63e41e2fa6a205385094f6330874304e3676125a1	document.firstbloom.release_2828	language.expression.en.sha256_0e8923348362275e0175120c8449b3d9c039cc58aad8a9ac1921350d0902694b	melon + sweet	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1192750a5ec17e527a0c32b2bb070fb58581fd3168718379dddd7aa742c7fe35	document.firstbloom.release_2829	language.expression.en.sha256_8c52fa44970944335a009ad3eb51bbe6b27b185d4345897920c51730e8f10975	lime + honey	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_13d331d667dd0bedf5efa78d6e1250bd69e9a41bd1115e4ff5fc3b0d87b0adad	document.firstbloom.release_2840	language.expression.en.sha256_72d87aac308cebe44ef107abb21e51a02161fe614050e9be401e02e386e85319	blaubeere	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cd715b455fbf622ddff908282a9c12c6c9df2caa7360675d4afafdd7bc69c69f	document.firstbloom.release_2840	language.expression.en.sha256_64edbb8ed66050f6b8ec3539136118689e35a56110e153dcb5e7f52d982f1a14	weißer pfirsich	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e7d6e701464c290996d67877f2829ad43e301669737a27a5d0fc9fab4627c99d	document.firstbloom.release_2840	language.expression.en.sha256_c9e358dda2b5d323ff1852a50e315ea6742bc8637aebcbd89145b19c9f5be8a4	zwetschge	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_af11fcc9009f71879c0973420e0e0909350327ef50b764f2699565812c240f4f	document.firstbloom.release_2840	language.expression.en.sha256_fd62f5a0c99fe6fae88e5c924278fade5d142aa98b2b75c676ef486fd5c9bee1	karamell	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5631cb0f84caffe7f792aef892bbfc005071c339d3880882f17f74e7b76e98c5	document.firstbloom.release_2843	language.expression.en.sha256_0e1267eb579d22d6c493eedfb53aefc0f942b0153769854c35a651037c198f59	grilled orange	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_433d3b30a67dc6f849220fe25483552895b14d10ac2446239079d5d1770e505c	document.firstbloom.release_2856	language.expression.en.sha256_ad7a2df41ecc5cd7bcb4f34c61a55d7ff35ad345ee3c28e24f00994c487e73db	Navel orange	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_594e8034833d92e65161e27696209865fe8a53cdbdc401986c6fd22f3667c175	document.firstbloom.release_2856	language.expression.en.sha256_826bcb9765f37ded2dfb6e89e06ae241d2c285096442903589e01e3d23806911	pumpkin pie	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f5a7c0bcba1dc1975c9d52d4a9b5d510df247fe8e9bd39ad964adac9eea47fc4	document.firstbloom.release_2857	language.expression.en.sha256_105d86d1f63ee2df66c2f90883ddc2dacf5a5abbe50294de6fdc318b551b5385	Lemon-lime soda	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c6ee3037fda1a2f70acd130af13ddfc588b5dd7742f0d25cb1ff73d6312747cb	document.firstbloom.release_2871	language.expression.en.sha256_34c4ba8f5ba5f40e56e4056a7cfbf8b15f9db557bcafb8103f243aa7509ea802	pistachio	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9ab2ca7ccf94fb23bb082c4a51564b7a14dd0bd041b31dd8a5b3e22b078cbbda	document.firstbloom.release_29	language.expression.en.sha256_6d16fc0aa74fae6e543919491a1fcc5062c8989de5dbe715c5890da6eb25b837	Stewed Apple	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cd8e4c4370fde75a865441a8d81ce692dce40134f467dd0da87ed095be3e63a9	document.firstbloom.release_2906	language.expression.en.sha256_82cc2eb8e7669c2d1670f6f143460c9adda42f7e82e38e1cee8027ce8a2ec1d0	Neapolitan ice cream	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0e7586e707488f734204ca7d18253e4368088c4fbfc696e2c9ac2353e78573bb	document.firstbloom.release_2906	language.expression.en.sha256_8100a76ec15738ae4927e91c8bbf1dff0e7d7fc7dca81162778843db0667f4d6	rosé	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_932b8f9ea41d4545e3da65f36f06761dc870e7efce8382495374c156d691b217	document.firstbloom.release_2924	language.expression.en.sha256_3b53dee0b7e2e9ffab4119f1350b8d6d0d4b2cfb18bb01a05ed262953c1a2ecd	clean and sweet	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_47364782fe6f63d04e97a473aa3f2fbfa68b75dfa69023279efd828a6fe61ff1	document.firstbloom.release_2926	language.expression.en.sha256_0a2562424d97b71d9d8acc0e12e9f73c6849191ef7792b096c16e59c7171c68a	Citrus fruit	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_58a80601f0239a4bda0e8a675084800fccae0af6f83f60dd304d02a01cb57683	document.firstbloom.release_2927	language.expression.en.sha256_d9e5942297f268b044c439bc69dd6edc91c145eb7ca63543451f6068442d7a9e	BEAUJOLAIS	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_bd8e02d7990794c9df172cc7fc450c9cb5b1dd6f9c5b96cfa3d7191cecbd2410	document.firstbloom.release_2928	language.expression.en.sha256_d22a02e0a4f45d718d9a43a183b814577bca94b9b9c0b6429b92295364251f01	APPLE CRISP	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d182ca2c3422d35fb7633b55c5bf36138d4d7f4daec6156fbfb80f323d68fdd7	document.firstbloom.release_2936	language.expression.en.sha256_9596381d33e813d03031451a9a67e66b6ac2c756ba82121371eac2d5fda4d106	Cherry and Honey	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
