language_expression_key	language_code	representative_source_phrase	normalized_expression	expression_role	source_authored	machine_translated	artificial_variant	review_state	counts_toward_governed_total	counts_as_zh_hans_sensory_expression	public_export_allowed	limitation
language.expression.en.sha256_6aa60b81dec10407f120b16d65e7a11c50598595ea26bc1d315413e24ad4ff67	en	chocolate and orange	chocolate and orange	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6ab76d08444dc3e23df89223432ba5f7ed1f8cd5f06aaeda3d84854987d3680d	en	Aroma: Rosewater	aroma: rosewater	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6afb96c35d39c148ba2d5b820e0741458c6ac59ac3bd24807f716803d45c81c1	en	mûre	mûre	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6b4df68e06aa4431b2da28e71688307d687a7d122de9d18cacea82193b5c58ad	en	Nougat and Honey	nougat and honey	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6b73e42622dfcc0e86017c742bbef125e51068af96798ecc7773f99f54ac2a0e	en	Caramel and White Chocolate	caramel and white chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6b800b5e7664f9bee6c8c8b97777b2575462ad1645fe98c6d79620c9ccc1687d	en	Apple Pear and Date	apple pear and date	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6b992344365af00ca4617da15d5b77c29a2c417783a10e54c481fdc72ea8088c	en	Iced Tea	iced tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6cc73913b56ddfe69f85b6f040462831db53513b48c13306ad24a890f036fc42	en	Jasmine and Lemongrass	jasmine and lemongrass	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6d16fc0aa74fae6e543919491a1fcc5062c8989de5dbe715c5890da6eb25b837	en	Stewed Apple	stewed apple	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6d7d71eb10a4a955a882acaa2cae0aad30e1b2d6a15194a4677248600cc70b37	en	Brown Sugar and Cherry	brown sugar and cherry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6dc641f081e605ccdb971cdec41449b9b10beddf385389c2e898aca849cc334c	en	acidity over winey note	acidity over winey note	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6dd42588e2a0da984f351bff41c99e3750ebd4858bab51a2ca5b4bc5355c8f87	en	and pear	and pear	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6ddf0e711f20de957acef8aa0f4ec314ed673a775e53add4719a95ebd576af17	en	Chocolate & caramel	chocolate & caramel	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6deacff8b8bd6542d0be3d546061070fce3cb1f55b3050da31c1cbf5a7445f90	en	apricot and brown sugar	apricot and brown sugar	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6e177bd76f7a01f59b17750e6286bc2822855eecb4ccc9632ad2b6632c2707d0	en	Chocolate-covered cherries and strawberries	chocolate-covered cherries and strawberries	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6e84c839fcd0e3683f3f90afcfedc48d4499ee86b858b9f0a8ed49ad31bcc899	en	Vanilla and Citrus	vanilla and citrus	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6eecb6a24bfece3ca90d0f73d6ae673a06884c09232c1de014f36c5e2a81b3b7	en	tangy acidity and lively	tangy acidity and lively	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6f1d8bc8fcc9f0b4e8ac08c11cb483f6628b5aa53e8d380d2839a525b55fcf57	en	Black Assam Tea	black assam tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6f3a5dd03787db6d4935b7de5b6c3f596e354f28f6f00fc79964a7ea7ac64e04	en	Pineapple Candy Sweetness	pineapple candy sweetness	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6f48cc72f32177b24683ce624883e48c9ffc856eaf8a2140f093330f2dd9b57b	en	violette	violette	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_6f698a2aadfd6281588196428b04ca8d8364cb3742400851304a67d717850e92	en	Cocoa and Black Tea	cocoa and black tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7038ba63ef0288269d8132e7d03f7c9557bdbe1aaa66f00fd0fface081ec06ac	en	seville orange	seville orange	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_70827a0f9703158f41a282a35bec90d3e33bb912f4d6c76ff640c54e268bed89	en	Black Tea and Silky	black tea and silky	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_708fb7b1f4ff45d898821545bceb243fba4a6d9c783fa3e14c2a59d2b971a202	en	Cherry and Orange Peel	cherry and orange peel	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_70de2441f437ae244aa8ac0ff2254fc9f8bf835a8a3a057fb1e05204e801f2c0	en	herbaceous	herbaceous	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_71075f1068b3d5bf0a4dd431ec544958e5cf82e9eaf524886ef6649e351bcba0	en	like pink lemonade and navel orange juice	like pink lemonade and navel orange juice	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_711a336c66713d905fb6c67bf2c1d41f27457a8bd2a893f216938dca8de8a29d	en	aftertastes of granola and vanilla	aftertastes of granola and vanilla	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_716f580bb36d310226115098b98853f0017c03d0804db83f399dfbd8a9918d94	en	Orange Zest and Rich	orange zest and rich	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_717d48d719fafa51525353e1349fd9dc50b62b3208ad9017441da9cdd1680eac	en	Chocolate & Butterscotch Pudding	chocolate & butterscotch pudding	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7192ab45883cc7663a6ad07d0764ca2b39d77bd3c61e484dcccd3ac61c1c3160	en	Dark Chocolate and Hazelnut	dark chocolate and hazelnut	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7250f744197dc9c92c4cf82a23bee68a52953fdccc39c1d014bb59b359502e5b	en	pulpe de café	pulpe de café	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_72d6bec33ccc1f21a52c5017fa17884229732e0510065a2ee6ece4519cd1cfe0	en	baked fruit	baked fruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_72d87aac308cebe44ef107abb21e51a02161fe614050e9be401e02e386e85319	en	blaubeere	blaubeere	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_732082f8f5cf78226743ee3f4602324bfd641c3f6aacb051ed4be525b2a1383d	en	Honeyed and Floral Finish	honeyed and floral finish	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_73bc1ed1ea960a8e4f5ed85a8ecf3adfc88e70be442e2683bdbeb2c5d5bf0932	en	Cranberry and Juicy	cranberry and juicy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_73d9f51aaef1862b495cc17cfaaa96ce5ee82d12065b5fb366cacd83a7ca19a1	en	fresh cherry	fresh cherry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_741c368738e92b29890c3490b791b7d0a873b50462763538131c2e43ce45f955	en	Apricot and Nougat	apricot and nougat	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7467cbb453b49a429445ebd0039aac4beb12f94d314d493cccd28d64d63bb1f3	en	Nut and Berries	nut and berries	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_74721d2aedbfbde424923b1d9671070a8ae54f1a4a374622167ab9e9e64325df	en	72% Dark Chocolate	72% dark chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_74cf37b21acd50e0523d35191e26d059140809e97977e4286357b6fbd759a89c	en	raspberry tart	raspberry tart	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_75371bb01ca568c05e2f39e67ae27920d4a2bfd04023ca5fd8968583d1cb6a64	en	chocolat au lait	chocolat au lait	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7552728d44ae0d9da026f5f60fcf02c6fd3d85ddf69d4d8071cd128ec00000f5	en	red fruits and cacao	red fruits and cacao	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7597259308badfcdb16484dc03e2776e504a511449eaad56efa31adc25f69963	en	Sweet Pastry	sweet pastry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_762f17485f3aa5e72a89fab9bf586d0021ca5d5a7a8005cc48e47555fa25eed8	en	complex + balanced	complex + balanced	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_763fd3e2221294ddba1d65f9e7c0bfbe278ff66dad8c484d90543fea6edc0c59	en	peppercorn	peppercorn	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_76959badd64ef19c4b50046216494c63bdd169856bdf17568dfe56ef30c3d1a5	en	with fruity florals and a soft melon sweetness	with fruity florals and a soft melon sweetness	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_76cc92ad3cf1da007c24aa328800b0f329fe4a00d124bcc213506d2da9025eef	en	Winey acidity	winey acidity	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_76d9150ef0819f994eaeabd9af64ece151da3c7fe8583ab332e8bec00a382e31	en	red apples & rose hips	red apples & rose hips	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7790a08f945770747399c4c87da226d575d222c18a8b38e0adc7ef66dcd365dc	en	Persimmon and Black Tea	persimmon and black tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_77b7b258437b8675d8469fc52e527b225f575212ae3b7f56018d7c9bbd40733d	en	bouoyant	bouoyant	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_781600acb7c1c09caf38baac292e319555d507cf75b469d97478015b7e8eebd9	en	Rosewater	rosewater	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_785c08328fcffccedc6b95453d833dc71b0d495fa902aa5528f61aba78c432fb	en	Passion Fruit and Vanilla	passion fruit and vanilla	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_79580f5faae704ef9d156e689b761ff3e1bb27d0a18fa2b2572377ef5e373145	en	violets	violets	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7962d85ec85a5a4f60544f9918e630847f4463fbbac41c2f3c2427b93bf26115	en	pomegranates	pomegranates	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7996812ac97c563df9ff3bb9ab6096f98ab0ebd640c7b90556557dd8ed0ebe2a	en	and Mango	and mango	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7a212efe771cacb7a9690e9e19fa5a8bcd8477f5af15f5f1264043fc0dee79cf	en	with hints of Hazelnut	with hints of hazelnut	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7a4a419e614e1f31af1d6bf8d08dd8e9b35955701a60df8609d6c62f67445ee8	en	white grapefruit	white grapefruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7b072759b80ce2a41257c8adceb522a985b4985feb96825fc4c502d36759bf35	en	black berries and candy-like	black berries and candy-like	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7b1291e7ed8a6f3e8aa82ce5a4176a5b1877b17e7cb62f638ac6fdddd8ecfe11	en	THICK	thick	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7b383239c4069749e6201a9db0b76205e4f4da12a55ff51b5daf9270568542c0	en	Rose and Deep	rose and deep	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7b7f1c06bb38141fdebe85c90f9de1b80315ef0df6156296ea8813eb176e5fcf	en	tropical fruit notes	tropical fruit notes	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7b8a40792464611d7bda1fb0b7788dea190aed21a30279091210f59d295b4531	en	Delicate red fruits	delicate red fruits	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7b9a608c38671639e035672277fe0e5b5550077144323158c1f3d211109bbcf6	en	Honey Suckle and Silky	honey suckle and silky	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7bba9b4c698547dd76804629e795a9494f94438678dd04b01e0e0d8943d9404c	en	Apple Sauce	apple sauce	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7bcae4abe3bcd6ac7337d6787af66b3eb1b4b83635335493c5d10010482f1e10	en	deep and rich	deep and rich	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7c3eca6043dc179126b12b03e4d73aeefe62ab6f620d829af3d0e1d4d59ed519	en	Complex and Juicy	complex and juicy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7cb3b345c3789e092c619d7b61cfaedb05c4a2373e1ee2ab899ea4b925b1dbc7	en	Cacao and Cucumber	cacao and cucumber	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7cc7244d0e6fcf29daf30307b9998677e5903a3b1119315ff5a654bd5aea1c10	en	fruity and flowery	fruity and flowery	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7ce8c923ea9a3bd49a47d58a42f96ef385e9a9520f6f9b04da32143b76ec2f53	en	White Tea and Silky	white tea and silky	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7d37fc54dc7510f689d1c64e4b9a9c01b57ac164cfcc997ce2f861e96ce6f0b5	en	with silky black tea and sweet lemon	with silky black tea and sweet lemon	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7d8a9d974400404afb786e2cd5b6f18e255091df6a0933ff91f58c31e3efe70e	en	Tropical Fruit Explosion	tropical fruit explosion	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7e0810a205c39c718226c9162d61afe6544890d7623d3bd686d77b51b72ec915	en	Vibrant and Juicy	vibrant and juicy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7e605c9b10912d560b37597d233d2374836bf8f79e8f05ebe0d4c8652d7de392	en	Coffee Cherry	coffee cherry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7e78bd92f5b0c01080ac17404c668af2b187f98585210a3a53139d7ab45f2a0c	en	Tangerine and Raspberry	tangerine and raspberry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7e803fa828578691cd18bb2919ede00cc0a7b095facce8f815e8f09946794820	en	Dutch Cocoa	dutch cocoa	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7e82c3a79d4fff28820ef055d96fa8faf1cf36ed528a2f6bd711be687b7900bb	en	floral and fruit forward	floral and fruit forward	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7ebd17c1451ed71cc249796a3b7545983188f36baca26010bf88e8c4c0545a53	en	Tree Fruit	tree fruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7ee840f24106338624f71908ffe029b1829077f79d358fcf16235a606f8e29d6	en	bergamot orange and agave sugar with a dense	bergamot orange and agave sugar with a dense	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7f9ae81582bd8a746b8e52e1a1de6a7993bddffec05220a27bb17798f223c35e	en	Orange and Jammy	orange and jammy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7fac0d20d2d952076508b7a7a6a10883d3f9781c3187ce34a909f00760177b84	en	red huckleberry	red huckleberry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_7fae5926cbfda86b688659d240dc021797f66d646de12b5a383daa066e750a85	en	Purple plum	purple plum	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_80308d43006e41957181408348f35e26f244b2654d108bf025bc73a30a98cb5d	en	Vanilla and Red Cherry	vanilla and red cherry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_80f5c039cb520b5b5138fd89cd6a931c6762c6518ecf542255c38c875fd7a564	en	lime and chamomile	lime and chamomile	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_8100a76ec15738ae4927e91c8bbf1dff0e7d7fc7dca81162778843db0667f4d6	en	rosé	rosé	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_813859d5cc8fd76bc3be3526039f0e8e72858fd62f0502dd5c7ef76bae24597f	en	dense chocolate	dense chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_81f116680c7e50812522abce29dd943c0c8c56e334fc81ef43483184a923d56e	en	Baking Chocolate	baking chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_826bcb9765f37ded2dfb6e89e06ae241d2c285096442903589e01e3d23806911	en	pumpkin pie	pumpkin pie	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_8280694f9e17876c545c0b24d4aea06491d8e64a975a7e81f3ffd228f7169f78	en	dark chocolate flavors	dark chocolate flavors	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_82b474347753c5abf84491c2da5ea4a75017487c83b6545709bfc258049e2ff8	en	This coffee tastes like milk chocolate	this coffee tastes like milk chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_82b5e1819445de5cc9f5349ac2eb88a9f68b7c94dbbae7322d2da33e4b5f4a96	en	Floral and Strawberry	floral and strawberry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_82cc2eb8e7669c2d1670f6f143460c9adda42f7e82e38e1cee8027ce8a2ec1d0	en	Neapolitan ice cream	neapolitan ice cream	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_82d68a121058172ff532679a8d683add49b386285512ff53f6048a79b6b8e9b7	en	Allspice	allspice	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_82ff82883d20941e9c9d8126e2fa2bb41909bd7be45709b538c3d8a65c04b3e2	en	tabac sucré	tabac sucré	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_83007c9e4a3678d65203e267606e89d422839159951799727171fb0053a00102	en	Vanilla and Blood Orange	vanilla and blood orange	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_832662f3b28ee938ee8d8d057f4b9464385ade2b91cb645535e81435746873e9	en	LIME RIND	lime rind	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_83b23e8175834a1693ad7422ccd7a61eddaa2be88b940191532eac23a31b3cd0	en	finishing with a soft sweetness	finishing with a soft sweetness	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_83c14c0e6624adb166f1ebe66afe023811b126a4c71f59590c6a9b1debeabf91	en	Sweet Caramel and Milk Chocolate	sweet caramel and milk chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_83d50afe0499b7e13c015cbe610ac9653975df1f7d98b22d583ad06b082aaddc	en	maple sweetness	maple sweetness	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
