semantic_audit_id	descriptor_assertion_id	source_family_id	audit_stratum	edition_year	source_field_label	publication_layer	raw_field_text_sha256	atomic_source_text_sha256	panelist_identity_sha256	panelist_sample_observation_sha256	effective_record_id	audit_outcome	valid_atomic	valid_broad	compound	over_segmentation	under_segmentation	non_descriptor_leakage	strict_broad_misclassification	publication_duplicate	audit_method	human_reviewed
semantic-audit:2e99ef227497be89004f8c9c	assertion-b2:a4c2859e6d00eec24ffe21a1	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	8a3d4a7ba61e4cd4501a7acf5b6b5e6a10e76111955bcf5c99abe97a55ccb2c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	e7d9adb5b0eb087e0744c8e34d53ca36a98de7d0fb8a1534707aa3693038d94a	effective-b2:82cceb4598a428b55130191b	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:683f6265c3b2cc0224df581f	assertion-b2:a4c2cf76507dd83ac1383d13	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	e601490a78dca0da1527aa7897a626c5eeea133f7e358d71a3daa6b7ca1c7879	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	3f2692cfc017b3473bdb01571d7fb646d9994302212079c4b53d873925408a1b	effective-b2:9f75bc3cffa41f9be059e112	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:9059de58c2c270cc2b7c2810	assertion-b2:a4c68d7a835082506a5d5fa8	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	6ded821c00c0a8fa39f280ff2f93b49630058006d704b10426375f1cad8439f5	effective-b2:d2996dd48cd9e60eb93dbb8e	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:2e12baa2bb11d6b0c4071e38	assertion-b2:a4d721bd3f60648b7c03f903	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	6e6d049f8668c9d9a6e09dd0a796d0ee25349eb28328a0db32a3020db94c749f	4e13036242884ae12e0b35f59714b39c9aa8c90a52ad6d966c20fad7f760c9ca	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	36dac3ddc80f11bb38c6ae6ca904f1b4af2c2eda1b46381847e759c687254be3	effective-b2:a01716b6832f3cb461ef5f53	VALID_COMPOSITE_REQUIRES_SPLIT	false	false	true	false	true	false	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:ba6adabb8cd81c2f2bed9fc4	assertion-b2:a4d8c1b07d262686793d6ad5	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	001daaede5e8ce850b0ca64a69650854b31f0f11245efa3846b0ac72a31b1bd0	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	8cbf2996d2b6ec16cd41d7e46c10c1d4d5c4828d0448d454b7255d8e02b7832c	effective-b2:c824f432f14a03e6a9077a27	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:5ca857b62f21764d0d7a78c8	assertion-b2:a4df91c07f55b4ceb7df24f2	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	a4366f10c95dbc56039faae62536bf987b44dae2a12799a6c8bbf1e2f9143a5d	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	04ac9f22dbc5dd2f2148845c6631ea1788d3fa740cebbb5fc708a026efb4eae4	effective-b2:9f75bc3cffa41f9be059e112	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:091c22f2bb34be3e28363ba9	assertion-b2:a4e97bff3573007980092e47	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	70de2441f437ae244aa8ac0ff2254fc9f8bf835a8a3a057fb1e05204e801f2c0	70de2441f437ae244aa8ac0ff2254fc9f8bf835a8a3a057fb1e05204e801f2c0	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	f25f2e26bca6e398f6696039b1c1b6f466cca8038aa99a9c829b25300188ac32	effective-b2:c5b144064b488597f6845529	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:e41e9b9e38ac287ec10494a0	assertion-b2:a4ff97a81d47b4569dbe7681	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	20bb8365d6c3d3fa2aaaa83dfa56a83d1945f4c2bf51544dad9de3e6aeac5f16	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	5e3219df130007958d764bd6707219bfe65dbf08957045b5dcff6f92ece9fade	effective-b2:c601a11376ce73da899cd795	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a871bae7bbda750fe08643e5	assertion-b2:a50d1bfb495823ba8a921100	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	6e490b42003090070ded25781e2749ba8bac61cde0ea3d6a9b0e7a669cc60379	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	0a0786ca51a645d103a2e4cabbd7920d7e1dd14271ffd90be3b315e2d23eac7f	effective-b2:744b667ff8500da9c1593ad4	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:00dfcce2d7f7cc64e6d374e1	assertion-b2:a53734d81acc21da422b8268	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	e1ea7b18773c644407b70d044b4f88e0200cb8e1f3dd52379528cbb62b7dc975	effective-b2:a2a511ad5fb05627ba7de7f9	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:4ef64182b59ca7796d8eff1b	assertion-b2:a552cd92101c595e80d5fede	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	dcd6bce8ed3aa45ad0fd2b834f5880910b8b9b52e8e4d112c980b7a5eac4b3a7	728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	af331ad9e1915acd37b32f06bc1884fa1f5f81f1cec7e99f2a2af648811f31f2	effective-b2:51095fb25e821a34bb49ae51	VALID_BROAD_SENSORY	false	true	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d757b1d8bafabdedc8702d8a	assertion-b2:a56700b9c98d435df76bbc33	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	901c2df327416b65f992a601ea74f71aa288e35414461391f9a131263965ddea	9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	ae48a5d6adedc3a132b155887dd8645658f3dcf8bc8880102400bcb0227500a8	effective-b2:e6b8b1ebd3a29aa5fff2f0ac	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:37a20970dfaf5b045bf5b12a	assertion-b2:a56aea377d0a8e220ecfefe3	family.ace_cup_of_excellence	COE_GOLD_EXPLICIT_JURY	2017	Aroma / Flavor	PRIMARY_JURY_DESCRIPTION	50a535454512602778ef4476a7f39338ef29a8c776a8ae9121a4169cc819e47c	0beca1c4f3e61feb51b43b1e53b5faa4d9caa939935cee2c771f5c9a6344bd13			effective-b2:dd393a72b9e0454f7fe4d144	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:af562ef9c489b734b9a75982	assertion-b2:a5740619d54dc3811b7a92bf	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	3b427daabddab2ee40e247cc8dd8dcb39efa463b8ed685d1e2dc28b1127730c2	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	64a0f7ea8b29daa3131f23aecfe6f37b3601d62bcbc08a5ce0785fe60b0223a6	effective-b2:7f8b812236f175a5c58bc23c	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:c9ad18f831b16210d40d3319	assertion-b2:a5762f8735861e531e0d42ec	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	39c590b0781c0faf7859e34337458ec401816e97f320b81548172e7823699d60	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	2e59c0b76dc377dd2a8d0e7569c2fc28c0b236ff1bd092aa1b5e2a282620a4a6	effective-b2:7ea70374ea0e51954d4325b0	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:951d26c73f730a3dc1970fee	assertion-b2:a5838473af289bb4823eca79	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	a7ca04c0445e8cab81255f6d0289ce8d015d2ffc97b750e4eb00bb67301433ea	2e1cfa82b035c26cbbbdae632cea070514eb8b773f616aaeaf668e2f0be8f10d	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	4f41f039f310b2c0ba1def2505026357a1307bfde6c966bf770dc1c3c760a09a	effective-b2:6d22ae80bd3eee29600004eb	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:5be9ed7ef684f2876e871acb	assertion-b2:a596bceac511c1bbac1deac1	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	496211864346423040dad824a16212445a88ab6b6680c06ae8995000bf4fbef3	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	326c8030ea992f3fd12fb409d510a075e3017c87fe6da4a8a6e180c54b3e0289	effective-b2:d686b6b920a0d1f3928945eb	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:c2d90a27d2a76c11d67a768e	assertion-b2:a597eb07d370e4ecdd2d0d8d	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	099378ea02cd72f79dafca4c161061c434dc4e77588eb72d7c5e1735fd6da0d8	99a7026172d42714d0293e5598ec1c8e8260d7d0c4b8582ad002c1883494e216	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	ae48a5d6adedc3a132b155887dd8645658f3dcf8bc8880102400bcb0227500a8	effective-b2:e6b8b1ebd3a29aa5fff2f0ac	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:eaee262381a65b0ce8250c19	assertion-b2:a5a4c5d79b997250dc703525	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	0a469eebbd86963784cd121248749d9ebc3502f4c121cde7e40da5f1bfadb2c1	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	029d6e9781c5ba81fde5501ebd7656fb011fd77b185816a86955e882ebf24ba4	effective-b2:c601a11376ce73da899cd795	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d074a9ccba604aa21feb08e3	assertion-b2:a5b4a8c84e5d048cbc5b89ea	family.ace_cup_of_excellence	COE_GENERIC_STRATIFIED	2025	Aroma / Flavor	GENERIC_ORGANIZER_SENSORY_FIELD	3e59093f4c582bf1976a04c607452b7a16f5c4ea0530aa5292db41e9c098d0b1	83374dceca45fef022cc77196bc11815ab733c1a3426f00eb11b1bfd475c8796			effective-b2:d3d6965c88e4622b0e36d140	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:2f584e4ec6dad8f1ea5e7748	assertion-b2:a5b8f8870d6fa3706c2690ab	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	b7771ac987d05020975c8d1e78a2f484af045162cb797dc07eecb76f18d90f4b	3313aef6660f7149e6012b667a576beb43d49f1bd6abf26b7068ef58c434d794	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	1a8a1db51f8f3ed230431181fcfb229192b8767bb0b380a35af9cdf4a14ed1a3	effective-b2:17403d08113dfbbfc89fff7d	VALID_COMPOSITE_REQUIRES_SPLIT	false	false	true	false	true	false	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:269ed45d5d8d8bf2c438e350	assertion-b2:a5c78cde2098e92dad1a15f5	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	e9885488fa7c000a7fc725c498edfe6a7cd2141168b3862f1274550afc38d36d	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	78a3db486e64963865d4ce1c50c14f40b3361bf71393ee50424e021e7dda05b1	effective-b2:efe30a84be04fb7291d53c31	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d1462dd36672c8cf1cad5546	assertion-b2:a5c841ef8abfc9d144ca1391	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	448a0cdc2024c92862c7cb3f6d8dd36f5ef6b2d38d2f81366e25ae1f4787e95d	1a6c1efa28d5d11d63976575888a4452fc91493df339eb81554fc6d7984e076f	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	5044b3107df4b6c9cb9dadb3efdf84036e427a8b8e51f4910b880b66d4daac0e	effective-b2:36f0a3b660e5563466107f31	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:2271776f6410d1b69e404da4	assertion-b2:a5cfedc6301bf7e7c6484266	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	c549d7e912f3da2d0e7582a42ed3e2fcc18c54add4d3ee6379149d3aca05ab6a	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	1fb15fda15e6e481bedbe55bacaf8f2ca623f13e0129d772592af381953f1f4b	effective-b2:031981af7b533f0d631c1485	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:90bdbf1bbc337130d4bb5c9c	assertion-b2:a5d61da9889f481fcae444dc	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	abfc2c894c2ce8dccb31bf0daa3d01e1259b43136945c6b6534278e4b0d8e0f7	effective-b2:8baf32203afe5f817e00fde9	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:c1b157fb2a4e86e11303c27a	assertion-b2:a5e93b005d741c2d04b6c2ec	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	1298ef5894d8c34224066a41aeb0947264c4cc172e663fc20f5bcc41cbbda5f4	f088c450592cb8198208e2b4623928165057a4b92171851e0497059f7248040e	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	2eacf2de4c66bbad1da0050ea73a7178272c32118b7443400bbc5afa01245ba3	effective-b2:153e59684061d91715b735c9	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:fde127085c64526ef11e556d	assertion-b2:a600096e52b5a2097a63142a	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	4e32948c362f084514ebafbc15807d573abbc4ab7e6c94d2c088e1a3fbce49d0	4e32948c362f084514ebafbc15807d573abbc4ab7e6c94d2c088e1a3fbce49d0	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	a2fff1c71c1e85b158ebd9f1d446f6d1f057ba1d631b8879f2a19cc07592b19f	effective-b2:2d36203966d6cfe70047cdbc	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:80a0f3f4806ff5b048e94de0	assertion-b2:a6059938c30ec89ded3ac3c8	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	3aac489f295ea81f421e305e514eaf9d6f9ee095177c5ca536f0efad3bf9ef7a	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	d26f60df81cf5262c5fdcc0cec4faa519b53bff673460f2c1c5ada0404b626cd	effective-b2:91b7b2d1e789759f190f3d2f	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:c82cf1699369152e94d80239	assertion-b2:a605b7ee33b0794fd51618f2	family.project_origin	PROJECT_ORIGIN_ALL	2026	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	ea5e3567dff786212e73dd2418ff14de2b57acca6dfdd921c50510ea1e754035	a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab			effective-b2:32e2c773ab082c4b60e609db	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:0b811285e93988eddf7e77de	assertion-b2:a6096d40e43c7f7e183d2b50	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	288c1624b1087b8201549698d3520eb2ff381bbf421c5eb7b077a01a37e882b4	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	99294d3e86969fe856e1c206438fccede1729b24e0c69a47365795996423774c	effective-b2:7b873024fae68473988c40a1	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:ca079f2fdec6a363dbc7db0d	assertion-b2:a62a7a70cf485cf886f9b3f2	family.ace_cup_of_excellence	COE_GENERIC_STRATIFIED	2015	Overall	GENERIC_ORGANIZER_SENSORY_FIELD	cf9577670075065d7f7112ed0c9c1f5d1f96e3e174f335b594b826e80b909bd3	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923			effective-b2:4e1a8199c529aa09f7a10c54	VALID_BROAD_SENSORY	false	true	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:15aa493e9daf037f91c015cb	assertion-b2:a63c2395832c1252c3632a60	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	7efb4aed82d9184ac9a3b79e5818dd8d072bb24ff406b390f7f6d0409c726b61	99f7855eb789dfecf9ea66df3221a743f4ab8be59ae6b9c503499c1940a90fd5	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	ede17999618bc48f27d730a00d1ecb68656e39bd4973a358f9752586a95e6d03	effective-b2:ed17fbcc881df566842277ed	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:895c7dd824d994bb53478f9c	assertion-b2:a657922b014008cb9ff84d22	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	8660d349b8edc18e59684341820cf1ad45abda16ffef95436c40eba204de79b3	effective-b2:d8c4851840532c56199ea190	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:892b0277024484512a5ac0e1	assertion-b2:a66d5bdf961e4348e893de71	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	5c17304ab90bf75e3450593cb65826f26d8ca297d26db266c89517db70bee10a	54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	d94369df15f9a636abeddf598b43942df0d9ff908acc2bebf368bfed88fdb825	effective-b2:0b99f5b68c1c37a4859e38f7	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:6c76ebe6ffc30b48358641a3	assertion-b2:a67a22dbd3bc3634761eda4b	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	b9e4954e5225d3a3925f4844fb7cd49dc41395fbc0a26bfb4c73ca7f784a5101	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	b8d34ff486c48fe183744c541aafc282f0ba96d971ace83a7cd92f78a14dcc6f	effective-b2:1e94612c7f0e1813d12c3dfe	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
