expectation_key	series_key	series_name	year	expected_start_year	start_basis	primary_denominator	data_role	terminal_status	status_evidence	archive_rows_count_as_model_labels
archive:scaj_jsc:2008	scaj_jsc	Japan Siphonist Championship	2008	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2009	scaj_jsc	Japan Siphonist Championship	2009	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2010	scaj_jsc	Japan Siphonist Championship	2010	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2011	scaj_jsc	Japan Siphonist Championship	2011	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2012	scaj_jsc	Japan Siphonist Championship	2012	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2013	scaj_jsc	Japan Siphonist Championship	2013	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2014	scaj_jsc	Japan Siphonist Championship	2014	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2015	scaj_jsc	Japan Siphonist Championship	2015	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2016	scaj_jsc	Japan Siphonist Championship	2016	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2017	scaj_jsc	Japan Siphonist Championship	2017	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2018	scaj_jsc	Japan Siphonist Championship	2018	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2019	scaj_jsc	Japan Siphonist Championship	2019	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2020	scaj_jsc	Japan Siphonist Championship	2020	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2021	scaj_jsc	Japan Siphonist Championship	2021	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2022	scaj_jsc	Japan Siphonist Championship	2022	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2023	scaj_jsc	Japan Siphonist Championship	2023	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2024	scaj_jsc	Japan Siphonist Championship	2024	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2025	scaj_jsc	Japan Siphonist Championship	2025	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2026	scaj_jsc	Japan Siphonist Championship	2026	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:scaj_wsc:2009	scaj_wsc	World Siphonist Championship	2009	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2010	scaj_wsc	World Siphonist Championship	2010	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2011	scaj_wsc	World Siphonist Championship	2011	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2012	scaj_wsc	World Siphonist Championship	2012	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2013	scaj_wsc	World Siphonist Championship	2013	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2014	scaj_wsc	World Siphonist Championship	2014	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2015	scaj_wsc	World Siphonist Championship	2015	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2016	scaj_wsc	World Siphonist Championship	2016	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:scaj_wsc:2017	scaj_wsc	World Siphonist Championship	2017	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2018	scaj_wsc	World Siphonist Championship	2018	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2019	scaj_wsc	World Siphonist Championship	2019	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2020	scaj_wsc	World Siphonist Championship	2020	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2021	scaj_wsc	World Siphonist Championship	2021	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2022	scaj_wsc	World Siphonist Championship	2022	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2023	scaj_wsc	World Siphonist Championship	2023	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2024	scaj_wsc	World Siphonist Championship	2024	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2025	scaj_wsc	World Siphonist Championship	2025	2009	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_wsc:2026	scaj_wsc	World Siphonist Championship	2026	2009	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:taste_of_harvest:2000	taste_of_harvest	Taste of Harvest	2000	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2001	taste_of_harvest	Taste of Harvest	2001	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2002	taste_of_harvest	Taste of Harvest	2002	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2003	taste_of_harvest	Taste of Harvest	2003	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2004	taste_of_harvest	Taste of Harvest	2004	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2005	taste_of_harvest	Taste of Harvest	2005	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2006	taste_of_harvest	Taste of Harvest	2006	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2007	taste_of_harvest	Taste of Harvest	2007	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2008	taste_of_harvest	Taste of Harvest	2008	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2009	taste_of_harvest	Taste of Harvest	2009	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2010	taste_of_harvest	Taste of Harvest	2010	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2011	taste_of_harvest	Taste of Harvest	2011	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2012	taste_of_harvest	Taste of Harvest	2012	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2013	taste_of_harvest	Taste of Harvest	2013	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2014	taste_of_harvest	Taste of Harvest	2014	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2015	taste_of_harvest	Taste of Harvest	2015	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2016	taste_of_harvest	Taste of Harvest	2016	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2017	taste_of_harvest	Taste of Harvest	2017	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2018	taste_of_harvest	Taste of Harvest	2018	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2019	taste_of_harvest	Taste of Harvest	2019	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:taste_of_harvest:2020	taste_of_harvest	Taste of Harvest	2020	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2021	taste_of_harvest	Taste of Harvest	2021	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2022	taste_of_harvest	Taste of Harvest	2022	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:taste_of_harvest:2023	taste_of_harvest	Taste of Harvest	2023	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	7 public acquisition attempt(s) retained in Round 3L.	false
archive:taste_of_harvest:2024	taste_of_harvest	Taste of Harvest	2024	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	8 public acquisition attempt(s) retained in Round 3L.	false
archive:taste_of_harvest:2025	taste_of_harvest	Taste of Harvest	2025	2000	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	3 public acquisition attempt(s) retained in Round 3L.	false
archive:taste_of_harvest:2026	taste_of_harvest	Taste of Harvest	2026	2000	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_cic:2011	wcc_cic	Cezve/Ibrik Championship	2011	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2012	wcc_cic	Cezve/Ibrik Championship	2012	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2013	wcc_cic	Cezve/Ibrik Championship	2013	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2014	wcc_cic	Cezve/Ibrik Championship	2014	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2015	wcc_cic	Cezve/Ibrik Championship	2015	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2016	wcc_cic	Cezve/Ibrik Championship	2016	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2017	wcc_cic	Cezve/Ibrik Championship	2017	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2018	wcc_cic	Cezve/Ibrik Championship	2018	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2019	wcc_cic	Cezve/Ibrik Championship	2019	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2020	wcc_cic	Cezve/Ibrik Championship	2020	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2021	wcc_cic	Cezve/Ibrik Championship	2021	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_cic:2022	wcc_cic	Cezve/Ibrik Championship	2022	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2023	wcc_cic	Cezve/Ibrik Championship	2023	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2024	wcc_cic	Cezve/Ibrik Championship	2024	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2025	wcc_cic	Cezve/Ibrik Championship	2025	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_cic:2026	wcc_cic	Cezve/Ibrik Championship	2026	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_wbc:2000	wcc_wbc	World Barista Championship	2000	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2001	wcc_wbc	World Barista Championship	2001	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2002	wcc_wbc	World Barista Championship	2002	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2003	wcc_wbc	World Barista Championship	2003	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2004	wcc_wbc	World Barista Championship	2004	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2005	wcc_wbc	World Barista Championship	2005	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2006	wcc_wbc	World Barista Championship	2006	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2007	wcc_wbc	World Barista Championship	2007	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2008	wcc_wbc	World Barista Championship	2008	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2009	wcc_wbc	World Barista Championship	2009	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2010	wcc_wbc	World Barista Championship	2010	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2011	wcc_wbc	World Barista Championship	2011	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2012	wcc_wbc	World Barista Championship	2012	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2013	wcc_wbc	World Barista Championship	2013	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2014	wcc_wbc	World Barista Championship	2014	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2015	wcc_wbc	World Barista Championship	2015	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2016	wcc_wbc	World Barista Championship	2016	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2017	wcc_wbc	World Barista Championship	2017	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2018	wcc_wbc	World Barista Championship	2018	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2019	wcc_wbc	World Barista Championship	2019	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2020	wcc_wbc	World Barista Championship	2020	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wbc:2021	wcc_wbc	World Barista Championship	2021	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2022	wcc_wbc	World Barista Championship	2022	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2023	wcc_wbc	World Barista Championship	2023	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
