census_item_key	item_kind	parent_key	series_key	source_family_key	edition_label	year	country_or_community	category_or_round	official_url	discovery_basis	source_snapshot_sha256	corpus_state	acquisition_state	rights_state	attempt_status	note
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2005:2005	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2005	2005	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2005/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2006:2006	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2006	2006	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2006/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2007:2007	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2007	2007	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2007/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2008:2008	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2008	2008	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2008/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2009:2009	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2009	2009	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2009/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2010:2010	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2010	2010	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2010/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2011:2011	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2011	2011	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2011/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2012:2012	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2012	2012	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2012/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2013:2013	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2013	2013	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2013/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2014:2014	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2014	2014	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2014/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2015:2015	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2015	2015	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2015/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2017:2017	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2017	2017	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2017/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2018:2018	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2018	2018	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2018/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2019:2019	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2019	2019	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2019/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2020:2020	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2020	2020	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2020/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2021:2021	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2021	2021	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2021/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2022:2022	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2022	2022	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2022/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2023:2023	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2023	2023	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2023/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2024:2024	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2024	2024	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2024/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2025:2025	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2025	2025	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2025/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_el_salvador_2026:2026	COMPETITION_EDITION	series:coe	coe	coe_el_salvador	El Salvador 2026	2026	El Salvador	El Salvador	https://allianceforcoffeeexcellence.org/el-salvador-2026/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2020:2020	COMPETITION_EDITION	series:coe	coe	coe_ethiopia	Ethiopia 2020	2020	Ethiopia	Ethiopia	https://allianceforcoffeeexcellence.org/ethiopia-2020/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2021:2021	COMPETITION_EDITION	series:coe	coe	coe_ethiopia	Ethiopia 2021	2021	Ethiopia	Ethiopia	https://allianceforcoffeeexcellence.org/ethiopia-2021/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2022:2022	COMPETITION_EDITION	series:coe	coe	coe_ethiopia	Ethiopia 2022	2022	Ethiopia	Ethiopia	https://allianceforcoffeeexcellence.org/ethiopia-2022/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_ethiopia_2024:2024	COMPETITION_EDITION	series:coe	coe	coe_ethiopia	Ethiopia 2024	2024	Ethiopia	Ethiopia	https://allianceforcoffeeexcellence.org/ethiopia-2024/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2001:2001	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2001	2001	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2001/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2002:2002	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2002	2002	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2002/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2006:2006	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2006	2006	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2006/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2007:2007	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2007	2007	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2007/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2008:2008	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2008	2008	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2008/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2009:2009	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2009	2009	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2009/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2010:2010	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2010	2010	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2010/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2011:2011	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2011	2011	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2011/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2012:2012	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2012	2012	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2012/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2013:2013	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2013	2013	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2013/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2014:2014	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2014	2014	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2014/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2015:2015	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2015	2015	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2015/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2016:2016	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2016	2016	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2016/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2017:2017	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2017	2017	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2017/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2018:2018	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2018	2018	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2018/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2019:2019	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2019	2019	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2019/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2020:2020	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2020	2020	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2020/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2021:2021	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2021	2021	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2021/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2022:2022	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2022	2022	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2022/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2023:2023	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2023	2023	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2023/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2024:2024	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2024	2024	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2024/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2025:2025	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2025	2025	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2025/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_guatemala_2026:2026	COMPETITION_EDITION	series:coe	coe	coe_guatemala	Guatemala 2026	2026	Guatemala	Guatemala	https://allianceforcoffeeexcellence.org/guatemala-2026/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_honduras_2004:2004	COMPETITION_EDITION	series:coe	coe	coe_honduras	Honduras 2004	2004	Honduras	Honduras	https://allianceforcoffeeexcellence.org/honduras-2004/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_honduras_2005:2005	COMPETITION_EDITION	series:coe	coe	coe_honduras	Honduras 2005	2005	Honduras	Honduras	https://allianceforcoffeeexcellence.org/honduras-2005/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_honduras_2006:2006	COMPETITION_EDITION	series:coe	coe	coe_honduras	Honduras 2006	2006	Honduras	Honduras	https://allianceforcoffeeexcellence.org/honduras-2006/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_honduras_2007:2007	COMPETITION_EDITION	series:coe	coe	coe_honduras	Honduras 2007	2007	Honduras	Honduras	https://allianceforcoffeeexcellence.org/honduras-2007/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
