presentation_slot_key	session_slot_key	beverage_sample_key	sequence_position	blinded_code
pilot.round3d.session_slot.ordinary_user.assessor_002.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_002.session_02	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_2	2	787
pilot.round3d.session_slot.ordinary_user.assessor_002.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_002.session_02	pilot.round3d.sample.lot_02.medium.hybrid.rep_1	3	456
pilot.round3d.session_slot.ordinary_user.assessor_002.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_002.session_02	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_1	4	573
pilot.round3d.session_slot.ordinary_user.assessor_002.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_002.session_02	pilot.round3d.sample.lot_02.medium.hybrid.rep_2	5	349
pilot.round3d.session_slot.ordinary_user.assessor_002.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_002.session_02	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_2	6	679
pilot.round3d.session_slot.ordinary_user.assessor_003.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_003.session_01	pilot.round3d.sample.lot_02.medium_light.immersion.rep_2	1	536
pilot.round3d.session_slot.ordinary_user.assessor_003.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_003.session_01	pilot.round3d.sample.lot_01.medium.hybrid.rep_2	2	379
pilot.round3d.session_slot.ordinary_user.assessor_003.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_003.session_01	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_1	3	627
pilot.round3d.session_slot.ordinary_user.assessor_003.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_003.session_01	pilot.round3d.sample.lot_01.light.immersion.rep_1	4	456
pilot.round3d.session_slot.ordinary_user.assessor_003.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_003.session_01	pilot.round3d.sample.lot_01.dark.hybrid.rep_2	5	841
pilot.round3d.session_slot.ordinary_user.assessor_003.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_003.session_01	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_2	6	589
pilot.round3d.session_slot.ordinary_user.assessor_003.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_003.session_02	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_2	1	785
pilot.round3d.session_slot.ordinary_user.assessor_003.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_003.session_02	pilot.round3d.sample.lot_01.light.hybrid.rep_1	2	922
pilot.round3d.session_slot.ordinary_user.assessor_003.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_003.session_02	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_1	3	860
pilot.round3d.session_slot.ordinary_user.assessor_003.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_003.session_02	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_2	4	742
pilot.round3d.session_slot.ordinary_user.assessor_003.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_003.session_02	pilot.round3d.sample.lot_02.light.hybrid.rep_1	5	690
pilot.round3d.session_slot.ordinary_user.assessor_003.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_003.session_02	pilot.round3d.sample.lot_01.light.cold_extraction.rep_2	6	100
pilot.round3d.session_slot.ordinary_user.assessor_004.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_004.session_01	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_2	1	158
pilot.round3d.session_slot.ordinary_user.assessor_004.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_004.session_01	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_1	2	264
pilot.round3d.session_slot.ordinary_user.assessor_004.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_004.session_01	pilot.round3d.sample.lot_02.dark.hybrid.rep_2	3	945
pilot.round3d.session_slot.ordinary_user.assessor_004.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_004.session_01	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_1	4	702
pilot.round3d.session_slot.ordinary_user.assessor_004.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_004.session_01	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_1	5	223
pilot.round3d.session_slot.ordinary_user.assessor_004.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_004.session_01	pilot.round3d.sample.lot_02.medium_light.immersion.rep_1	6	190
pilot.round3d.session_slot.ordinary_user.assessor_004.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_004.session_02	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_2	1	779
pilot.round3d.session_slot.ordinary_user.assessor_004.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_004.session_02	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_1	2	547
pilot.round3d.session_slot.ordinary_user.assessor_004.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_004.session_02	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_2	3	663
pilot.round3d.session_slot.ordinary_user.assessor_004.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_004.session_02	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_2	4	910
pilot.round3d.session_slot.ordinary_user.assessor_004.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_004.session_02	pilot.round3d.sample.lot_02.medium.immersion.rep_1	5	317
pilot.round3d.session_slot.ordinary_user.assessor_004.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_004.session_02	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_2	6	754
pilot.round3d.session_slot.ordinary_user.assessor_005.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_005.session_01	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_1	1	697
pilot.round3d.session_slot.ordinary_user.assessor_005.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_005.session_01	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_1	2	663
pilot.round3d.session_slot.ordinary_user.assessor_005.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_005.session_01	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_1	3	926
pilot.round3d.session_slot.ordinary_user.assessor_005.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_005.session_01	pilot.round3d.sample.lot_02.light.filter_percolation.rep_1	4	182
pilot.round3d.session_slot.ordinary_user.assessor_005.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_005.session_01	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_2	5	176
pilot.round3d.session_slot.ordinary_user.assessor_005.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_005.session_01	pilot.round3d.sample.lot_02.light.filter_percolation.rep_2	6	114
pilot.round3d.session_slot.ordinary_user.assessor_005.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_005.session_02	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_2	1	581
pilot.round3d.session_slot.ordinary_user.assessor_005.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_005.session_02	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_1	2	407
pilot.round3d.session_slot.ordinary_user.assessor_005.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_005.session_02	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_2	3	243
pilot.round3d.session_slot.ordinary_user.assessor_005.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_005.session_02	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_2	4	805
pilot.round3d.session_slot.ordinary_user.assessor_005.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_005.session_02	pilot.round3d.sample.lot_01.light.filter_percolation.rep_1	5	966
pilot.round3d.session_slot.ordinary_user.assessor_005.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_005.session_02	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_2	6	793
pilot.round3d.session_slot.ordinary_user.assessor_006.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_006.session_01	pilot.round3d.sample.lot_01.medium.hybrid.rep_1	1	399
pilot.round3d.session_slot.ordinary_user.assessor_006.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_006.session_01	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_1	2	860
pilot.round3d.session_slot.ordinary_user.assessor_006.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_006.session_01	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_2	3	717
pilot.round3d.session_slot.ordinary_user.assessor_006.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_006.session_01	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_1	4	775
pilot.round3d.session_slot.ordinary_user.assessor_006.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_006.session_01	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_1	5	268
pilot.round3d.session_slot.ordinary_user.assessor_006.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_006.session_01	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_2	6	526
pilot.round3d.session_slot.ordinary_user.assessor_006.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_006.session_02	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_1	1	328
pilot.round3d.session_slot.ordinary_user.assessor_006.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_006.session_02	pilot.round3d.sample.lot_02.dark.immersion.rep_1	2	866
pilot.round3d.session_slot.ordinary_user.assessor_006.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_006.session_02	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_2	3	799
pilot.round3d.session_slot.ordinary_user.assessor_006.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_006.session_02	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_1	4	752
pilot.round3d.session_slot.ordinary_user.assessor_006.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_006.session_02	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_2	5	547
pilot.round3d.session_slot.ordinary_user.assessor_006.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_006.session_02	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_1	6	250
pilot.round3d.session_slot.ordinary_user.assessor_007.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_007.session_01	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_2	1	315
pilot.round3d.session_slot.ordinary_user.assessor_007.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_007.session_01	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_1	2	536
pilot.round3d.session_slot.ordinary_user.assessor_007.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_007.session_01	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_2	3	441
pilot.round3d.session_slot.ordinary_user.assessor_007.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_007.session_01	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_2	4	495
pilot.round3d.session_slot.ordinary_user.assessor_007.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_007.session_01	pilot.round3d.sample.lot_02.light.cold_extraction.rep_1	5	213
pilot.round3d.session_slot.ordinary_user.assessor_007.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_007.session_01	pilot.round3d.sample.lot_01.light.filter_percolation.rep_2	6	140
pilot.round3d.session_slot.ordinary_user.assessor_007.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_007.session_02	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_1	1	861
pilot.round3d.session_slot.ordinary_user.assessor_007.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_007.session_02	pilot.round3d.sample.lot_01.light.immersion.rep_2	2	496
pilot.round3d.session_slot.ordinary_user.assessor_007.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_007.session_02	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_2	3	570
pilot.round3d.session_slot.ordinary_user.assessor_007.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_007.session_02	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_2	4	615
pilot.round3d.session_slot.ordinary_user.assessor_007.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_007.session_02	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_2	5	590
pilot.round3d.session_slot.ordinary_user.assessor_007.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_007.session_02	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_1	6	501
pilot.round3d.session_slot.ordinary_user.assessor_008.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_008.session_01	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_2	1	275
pilot.round3d.session_slot.ordinary_user.assessor_008.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_008.session_01	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_1	2	200
pilot.round3d.session_slot.ordinary_user.assessor_008.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_008.session_01	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_2	3	108
pilot.round3d.session_slot.ordinary_user.assessor_008.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_008.session_01	pilot.round3d.sample.lot_01.dark.immersion.rep_1	4	756
pilot.round3d.session_slot.ordinary_user.assessor_008.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_008.session_01	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_1	5	136
pilot.round3d.session_slot.ordinary_user.assessor_008.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_008.session_01	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_1	6	160
pilot.round3d.session_slot.ordinary_user.assessor_008.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_008.session_02	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_1	1	894
pilot.round3d.session_slot.ordinary_user.assessor_008.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_008.session_02	pilot.round3d.sample.lot_02.light.hybrid.rep_2	2	433
pilot.round3d.session_slot.ordinary_user.assessor_008.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_008.session_02	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_2	3	788
pilot.round3d.session_slot.ordinary_user.assessor_008.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_008.session_02	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_2	4	254
pilot.round3d.session_slot.ordinary_user.assessor_008.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_008.session_02	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_1	5	787
pilot.round3d.session_slot.ordinary_user.assessor_008.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_008.session_02	pilot.round3d.sample.lot_01.medium.immersion.rep_1	6	942
pilot.round3d.session_slot.ordinary_user.assessor_009.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_009.session_01	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_1	1	326
pilot.round3d.session_slot.ordinary_user.assessor_009.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_009.session_01	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_1	2	871
pilot.round3d.session_slot.ordinary_user.assessor_009.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_009.session_01	pilot.round3d.sample.lot_01.light.espresso_milk.rep_2	3	401
pilot.round3d.session_slot.ordinary_user.assessor_009.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_009.session_01	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_1	4	815
pilot.round3d.session_slot.ordinary_user.assessor_009.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_009.session_01	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_1	5	369
pilot.round3d.session_slot.ordinary_user.assessor_009.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_009.session_01	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_1	6	739
pilot.round3d.session_slot.ordinary_user.assessor_009.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_009.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_1	1	425
pilot.round3d.session_slot.ordinary_user.assessor_009.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_009.session_02	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_2	2	332
pilot.round3d.session_slot.ordinary_user.assessor_009.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_009.session_02	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_1	3	137
pilot.round3d.session_slot.ordinary_user.assessor_009.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_009.session_02	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_2	4	922
pilot.round3d.session_slot.ordinary_user.assessor_009.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_009.session_02	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_2	5	288
pilot.round3d.session_slot.ordinary_user.assessor_009.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_009.session_02	pilot.round3d.sample.lot_02.medium.immersion.rep_2	6	971
pilot.round3d.session_slot.ordinary_user.assessor_010.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_010.session_01	pilot.round3d.sample.lot_01.light.espresso_milk.rep_1	1	493
pilot.round3d.session_slot.ordinary_user.assessor_010.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_010.session_01	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_2	2	898
pilot.round3d.session_slot.ordinary_user.assessor_010.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_010.session_01	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_1	3	394
pilot.round3d.session_slot.ordinary_user.assessor_010.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_010.session_01	pilot.round3d.sample.lot_01.dark.hybrid.rep_1	4	165
pilot.round3d.session_slot.ordinary_user.assessor_010.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_010.session_01	pilot.round3d.sample.lot_02.light.immersion.rep_1	5	945
pilot.round3d.session_slot.ordinary_user.assessor_010.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_010.session_01	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_1	6	115
pilot.round3d.session_slot.ordinary_user.assessor_010.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_010.session_02	pilot.round3d.sample.lot_01.dark.immersion.rep_2	1	961
pilot.round3d.session_slot.ordinary_user.assessor_010.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_010.session_02	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_2	2	239
pilot.round3d.session_slot.ordinary_user.assessor_010.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_010.session_02	pilot.round3d.sample.lot_01.light.cold_extraction.rep_1	3	139
pilot.round3d.session_slot.ordinary_user.assessor_010.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_010.session_02	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_1	4	715
pilot.round3d.session_slot.ordinary_user.assessor_010.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_010.session_02	pilot.round3d.sample.lot_02.dark.immersion.rep_2	5	688
pilot.round3d.session_slot.ordinary_user.assessor_010.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_010.session_02	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_1	6	338
pilot.round3d.session_slot.ordinary_user.assessor_011.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_011.session_01	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_2	1	114
pilot.round3d.session_slot.ordinary_user.assessor_011.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_011.session_01	pilot.round3d.sample.lot_02.light.espresso_milk.rep_2	2	900
pilot.round3d.session_slot.ordinary_user.assessor_011.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_011.session_01	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_2	3	525
pilot.round3d.session_slot.ordinary_user.assessor_011.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_011.session_01	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_1	4	667
pilot.round3d.session_slot.ordinary_user.assessor_011.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_011.session_01	pilot.round3d.sample.lot_02.light.espresso_milk.rep_1	5	269
pilot.round3d.session_slot.ordinary_user.assessor_011.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_011.session_01	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_1	6	856
pilot.round3d.session_slot.ordinary_user.assessor_011.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_011.session_02	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_2	1	572
pilot.round3d.session_slot.ordinary_user.assessor_011.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_011.session_02	pilot.round3d.sample.lot_01.light.hybrid.rep_2	2	646
pilot.round3d.session_slot.ordinary_user.assessor_011.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_011.session_02	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_1	3	677
pilot.round3d.session_slot.ordinary_user.assessor_011.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_011.session_02	pilot.round3d.sample.lot_02.dark.hybrid.rep_1	4	403
pilot.round3d.session_slot.ordinary_user.assessor_011.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_011.session_02	pilot.round3d.sample.lot_01.medium.immersion.rep_2	5	328
pilot.round3d.session_slot.ordinary_user.assessor_011.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_011.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_2	6	662
pilot.round3d.session_slot.ordinary_user.assessor_012.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_012.session_01	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_2	1	710
pilot.round3d.session_slot.ordinary_user.assessor_012.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_012.session_01	pilot.round3d.sample.lot_02.medium.hybrid.rep_1	2	114
pilot.round3d.session_slot.ordinary_user.assessor_012.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_012.session_01	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_1	3	517
pilot.round3d.session_slot.ordinary_user.assessor_012.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_012.session_01	pilot.round3d.sample.lot_02.medium.hybrid.rep_2	4	409
pilot.round3d.session_slot.ordinary_user.assessor_012.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_012.session_01	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_2	5	747
pilot.round3d.session_slot.ordinary_user.assessor_012.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_012.session_01	pilot.round3d.sample.lot_02.medium_light.immersion.rep_2	6	584
pilot.round3d.session_slot.ordinary_user.assessor_012.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_012.session_02	pilot.round3d.sample.lot_01.medium.hybrid.rep_2	1	901
pilot.round3d.session_slot.ordinary_user.assessor_012.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_012.session_02	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_1	2	613
pilot.round3d.session_slot.ordinary_user.assessor_012.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_012.session_02	pilot.round3d.sample.lot_01.light.immersion.rep_1	3	984
pilot.round3d.session_slot.ordinary_user.assessor_012.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_012.session_02	pilot.round3d.sample.lot_01.dark.hybrid.rep_2	4	278
pilot.round3d.session_slot.ordinary_user.assessor_012.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_012.session_02	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_2	5	360
pilot.round3d.session_slot.ordinary_user.assessor_012.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_012.session_02	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_2	6	850
pilot.round3d.session_slot.ordinary_user.assessor_013.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_013.session_01	pilot.round3d.sample.lot_01.light.hybrid.rep_1	1	912
pilot.round3d.session_slot.ordinary_user.assessor_013.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_013.session_01	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_1	2	366
pilot.round3d.session_slot.ordinary_user.assessor_013.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_013.session_01	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_2	3	807
pilot.round3d.session_slot.ordinary_user.assessor_013.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_013.session_01	pilot.round3d.sample.lot_02.light.hybrid.rep_1	4	659
pilot.round3d.session_slot.ordinary_user.assessor_013.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_013.session_01	pilot.round3d.sample.lot_01.light.cold_extraction.rep_2	5	361
pilot.round3d.session_slot.ordinary_user.assessor_013.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_013.session_01	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_2	6	471
pilot.round3d.session_slot.ordinary_user.assessor_013.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_013.session_02	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_1	1	170
pilot.round3d.session_slot.ordinary_user.assessor_013.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_013.session_02	pilot.round3d.sample.lot_02.dark.hybrid.rep_2	2	192
pilot.round3d.session_slot.ordinary_user.assessor_013.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_013.session_02	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_1	3	293
pilot.round3d.session_slot.ordinary_user.assessor_013.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_013.session_02	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_1	4	697
pilot.round3d.session_slot.ordinary_user.assessor_013.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_013.session_02	pilot.round3d.sample.lot_02.medium_light.immersion.rep_1	5	382
pilot.round3d.session_slot.ordinary_user.assessor_013.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_013.session_02	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_2	6	122
pilot.round3d.session_slot.ordinary_user.assessor_014.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_014.session_01	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_1	1	541
pilot.round3d.session_slot.ordinary_user.assessor_014.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_014.session_01	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_2	2	348
pilot.round3d.session_slot.ordinary_user.assessor_014.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_014.session_01	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_2	3	415
